# item-text tables in the Redivis shards as of 2026-09-26
# status=published: a reader can fetch it. status=draft: uploaded, not released yet.
# generated -- do not hand-edit; rerun itemtext/refresh_live_tables.py (irw#1828)
# draft not listable by this token (needs data.edit) for irw_text_2, irw_text_3; its draft rows carried forward from the snapshot taken 2026-09-25
table,shard,status
nguyen_2026_autonomy_academic_motivation,irw_text,published
nguyen_2026_autonomy_academic_pressure,irw_text,published
nguyen_2026_autonomy_family_factors,irw_text,published
nguyen_2026_autonomy_school_autonomy_support,irw_text,published
nguyen_2026_autonomy_student_choice,irw_text,published
nguyen_2026_autonomy_student_ownership,irw_text,published
nguyen_2026_autonomy_student_voice,irw_text,published
nguyen_2026_gad7,irw_text_3,published
nguyen_2026_mspss,irw_text_3,published
nguyen_2026_sdt_academic_motivation,irw_text_2,published
nguyen_2026_sdt_perceived_performance,irw_text_2,published
ni_2025_knowledge_transfer,irw_text,published
ni_2025_open_innovation,irw_text_2,published
ni_2025_relationship_network,irw_text,published
ni_2025_strategic_orientation,irw_text_2,published
niazi_2020_mfq,irw_text_2,published
niazi_2020_mfq_stereotype,irw_text_2,published
nomt_hooper_2024_study1,irw_text_2,published
nomt_hooper_2024_study2,irw_text_2,published
nordhoff_2021_motive,irw_text_3,published
nordhoff_2021_safety,irw_text_2,published
nordhoff_2021_trust,irw_text_2,published
number_pattern_game,irw_text_2,published
odachi_2022_fear_covid19,irw_text_2,published
offlinefriend_ofaq,irw_text_2,published
ojelabi_2019_sf36,irw_text_2,published
onah_2021_covid_info_sources,irw_text_3,published
onah_2021_covid_knowledge,irw_text_3,published
onecm_kay_2025,irw_text,published
opladen2025_fkg,irw_text_2,published
opladen2025_fks,irw_text_2,published
opladen2025_wi,irw_text_2,published
ordak_2026_vaccine_misreasoning,irw_text_2,published
orovou_2021_lec5,irw_text_2,published
orovou_2021_pcl5,irw_text_2,published
os_tbmwtfs_schubert_2023_acs,irw_text,published
os_tbmwtfs_schubert_2023_bmw3,irw_text,published
os_tbmwtfs_schubert_2023_cerq,irw_text,published
os_tbmwtfs_schubert_2023_dmw,irw_text,published
os_tbmwtfs_schubert_2023_ipip,irw_text,published
os_tbmwtfs_schubert_2023_maas,irw_text,published
otaki_2022_dental_adaptability,irw_text_2,published
oxfordcovid_xue_2024_at,irw_text_2,published
oxfordcovid_xue_2024_bfi,irw_text,published
oxfordcovid_xue_2024_brs,irw_text,published
oxfordcovid_xue_2024_edeq,irw_text,published
oxfordcovid_xue_2024_gad,irw_text,published
oxfordcovid_xue_2024_iusc,irw_text,published
oxfordcovid_xue_2024_mfq,irw_text,published
oxfordcovid_xue_2024_mh,irw_text,published
oxfordcovid_xue_2024_pas,irw_text,published
oxfordcovid_xue_2024_phq,irw_text,published
oxfordcovid_xue_2024_pswq_a,irw_text,published
oxfordcovid_xue_2024_pswq_c,irw_text,published
oxfordcovid_xue_2024_rse,irw_text,published
oxfordcovid_xue_2024_school,irw_text,published
oxfordcovid_xue_2024_swemws,irw_text,published
oxfordcovid_xue_2024_ua,irw_text,published
ozkurt_2026_basic_psych_needs,irw_text_2,published
ozkurt_2026_continuance_intention,irw_text_3,published
ozkurt_2026_ego_orientation,irw_text_2,published
paampsmartsud_saba_2023_amps,irw_text,published
paampsmartsud_saba_2023_attendance,irw_text,published
paampsmartsud_saba_2023_ders,irw_text_2,published
paampsmartsud_saba_2023_ffmq,irw_text,published
paampsmartsud_saba_2023_pacs,irw_text,published
pakseresht_2021_gmfood_risk_ranking,irw_text_2,published
pang_2023_behavioral_intent,irw_text_2,published
pang_2023_media_influence,irw_text_2,published
pang_2023_perceived_cost,irw_text_2,published
pang_2023_perceived_ease_use,irw_text_2,published
pang_2023_perceived_enjoyment,irw_text_2,published
pang_2023_perceived_risk,irw_text_2,published
pang_2023_perceived_usefulness,irw_text_2,published
pang_2023_social_norms,irw_text_2,published
papp_silva-martins2023,irw_text_2,published
park_2024_ageism,irw_text_2,published
pass20_klosowska_2025_dass_online,irw_text_2,published
pass_vangsness_2019,irw_text,published
pauli_2021_coercion_attitudes,irw_text_2,published
pavic_2022_healthcare_trust,irw_text_2,published
pavic_2022_natural_immunity,irw_text_2,published
pavic_2022_science_literacy,irw_text_2,published
pavic_2022_vaccine_conspiracy,irw_text_2,published
pcl5_xiong_2025,irw_text_3,published
pedroso_2021_ifsq_laissezfaire,irw_text_2,published
pedroso_2021_ifsq_pressuring,irw_text,published
pedroso_2021_ifsq_responsiveness,irw_text_2,published
pedroso_2021_ifsq_restriction,irw_text_2,published
pellerin2020_3dws,irw_text_2,published
pellerin2020_asti,irw_text_2,published
pellerin2020_cpc_hope,irw_text_2,published
pellerin2020_cpc_optimism,irw_text_2,published
pellerin2020_cpc_selfefficacy,irw_text_2,published
pellerin2020_gq6,irw_text_2,published
pemaiw_qiu_2020_dass,irw_text,published
penningroth_2019_pm_concerns,irw_text_2,published
penningroth_2019_pm_goals,irw_text_2,published
perfectionismlit_2021_engagement,irw_text_3,published
perfectionismlit_2021_prepost,irw_text_3,published
personality_handwriting__financial_behavior,irw_text,published
personality_handwriting__graphology,irw_text_2,published
personalitychange_kramer_2025_rses,irw_text_3,published
personalitychange_kramer_2025_sa,irw_text_3,published
personalitychange_kramer_2025_sccs,irw_text_3,published
peters_2025_att_exp_eval,irw_text,published
peters_2025_att_exp_strength,irw_text_2,published
peters_2025_att_instr_eval,irw_text_2,published
peters_2025_att_instr_strength,irw_text,published
peters_2025_ciberlite,irw_text,published
peters_2025_gen_risk_eval,irw_text,published
peters_2025_gen_risk_strength,irw_text_2,published
peters_2025_gnrc_beliefs,irw_text_2,published
peters_2025_hw_frequency,irw_text,published
peters_2025_hw_intensity,irw_text,published
peters_2025_nrm_desc_behavior,irw_text,published
peters_2025_nrm_desc_ident,irw_text,published
peters_2025_nrm_inj_approval,irw_text_2,published
peters_2025_nrm_inj_motivation,irw_text,published
peters_2025_pbc_cond_power,irw_text_2,published
peters_2025_pbc_cond_presence,irw_text_2,published
peters_2025_pbc_skill_import,irw_text,published
peters_2025_pbc_skill_prob,irw_text,published
peters_2025_si_current,irw_text,published
peters_2025_si_intention,irw_text,published
peters_2025_si_trigger,irw_text,published
peters_2025_work_precautions,irw_text,published
pezzuti_2025_coolpeople_adventurous,irw_text,published
pezzuti_2025_coolpeople_autonomous,irw_text,published
pezzuti_2025_coolpeople_benevolent,irw_text,published
pezzuti_2025_coolpeople_capable,irw_text,published
pezzuti_2025_coolpeople_conforming,irw_text,published
pezzuti_2025_coolpeople_hedonistic,irw_text,published
pezzuti_2025_coolpeople_main_big5_southkorea,irw_text,published
pezzuti_2025_coolpeople_main_collectivism_mexico_chile,irw_text,published
pezzuti_2025_coolpeople_main_collectivism_usa,irw_text,published
pezzuti_2025_coolpeople_main_individualism_usa,irw_text,published
pezzuti_2025_coolpeople_main_masculinity_chile,irw_text,published
pezzuti_2025_coolpeople_main_materialism_chile,irw_text,published
pezzuti_2025_coolpeople_main_nfc,irw_text_2,published
pezzuti_2025_coolpeople_main_powerdistance_usa_chile,irw_text,published
pezzuti_2025_coolpeople_main_tight_usa_chile,irw_text,published
pezzuti_2025_coolpeople_main_trendy_usa,irw_text,published
pezzuti_2025_coolpeople_main_uncertaintyavoidance_usa_chile,irw_text,published
pezzuti_2025_coolpeople_powerful,irw_text,published
pezzuti_2025_coolpeople_secure,irw_text,published
pezzuti_2025_coolpeople_single-items,irw_text,published
pezzuti_2025_coolpeople_traditional,irw_text,published
pezzuti_2025_coolpeople_warm,irw_text,published
phq9_xiong_2025,irw_text_3,published
phq_BrummerHoffman_2021,irw_text_2,published
phq_insomnia_wang2025,irw_text,published
pickova2025_attitude,irw_text_2,published
pickova2025_behavioral_intent,irw_text_2,published
pickova2025_fast_fashion_beliefs,irw_text_2,published
pickova2025_feelings,irw_text_2,published
pickova2025_moral_justifications,irw_text_2,published
pickova2025_perception,irw_text_2,published
pierro_2018_assessment_s1,irw_text_2,published
pierro_2018_assessment_s3,irw_text_2,published
pierro_2018_assessment_s4,irw_text_2,published
pierro_2018_locomotion_s1,irw_text_2,published
pierro_2018_locomotion_s3,irw_text_2,published
pierro_2018_locomotion_s4,irw_text_2,published
pierro_2018_selfforgive_s1,irw_text_2,published
pierro_2018_selfforgive_s2,irw_text_2,published
pierro_2018_selfforgive_s3,irw_text_2,published
pierro_2018_tf_future_s4,irw_text_2,published
pierro_2018_tf_past_s4,irw_text_2,published
pierro_2018_tf_present_s4,irw_text_2,published
pietraszkiewicz_2017_leader_eval,irw_text_3,published
pilch_2021_coping_behavior,irw_text_2,published
pilch_2021_fcv19s_validation,irw_text_2,published
pilch_2021_fear_covid19,irw_text_2,published
pilch_2021_ipip20_validation,irw_text_2,published
pilch_2021_personality_ipip20,irw_text_2,published
pilch_2021_preventive_behavior,irw_text_2,published
pilch_2021_preventive_vas,irw_text_2,published
pilch_2021_protection_motivation,irw_text_2,published
pinheiro_2023_srq,irw_text_3,published
pks_probability,irw_text_3,published
polca_carcinoma,irw_text_2,published
polca_cheating,irw_text,published
polca_election,irw_text_2,published
pop_2023_mp_concern,irw_text_2,published
pop_2023_mp_media,irw_text_2,published
portella_2022_racial_attitudes,irw_text_2,published
powell_2018_affect,irw_text_2,published
powell_2018_qcae,irw_text_2,published
powell_2018_trust,irw_text_2,published
poza2026_hlseu,irw_text_2,published
pps_vangsness_2019,irw_text,published
pranckeviciene_2022_gad7,irw_text_2,published
pranckeviciene_2022_phq9,irw_text_2,published
prcpsffmq_lecuona_2017,irw_text,published
preschool_sel_akt,irw_text,published
preschool_sel_box,irw_text,published
preschool_sel_dn,irw_text,published
preschool_sel_emt,irw_text_2,published
preschool_sel_htks,irw_text,published
preschool_sel_pl,irw_text,published
preschool_sel_wj,irw_text,published
presenteeism_golz_2024,irw_text_2,published
preussmattsson_2022_ownership,irw_text,published
previc_bohn2023,irw_text_2,published
promis1wave1_cesd,irw_text,published
promis1wave1_haq,irw_text,published
protestant_workethic,irw_text_2,published
psychoneurotic_inventory,irw_text,published
psychotools_conspiracist,irw_text,published
psychotools_gratitude_gac,irw_text,published
psychotools_gratitude_gart,irw_text,published
psychotools_gratitude_gq6,irw_text,published
psychtools_athenstaedt,irw_text,published
psychtools_bfi,irw_text,published
psychtools_epi,irw_text,published
psychtools_geras,irw_text,published
psychtools_msq,irw_text,published
psychtools_sai,irw_text,published
ptacek2023_dass21,irw_text_2,published
qaslu_lopez_2024,irw_text,published
qaslu_prado_2024,irw_text,published
qi_2024_mspss,irw_text_2,published
qi_2024_phq9,irw_text_2,published
qi_2024_somatic,irw_text_2,published
qi_2025_dark_triad,irw_text_2,published
qi_2025_panas,irw_text_2,published
qi_2025_self_concept_clarity,irw_text_2,published
qi_2025_self_construal,irw_text_2,published
qi_2025_self_esteem,irw_text_2,published
qi_2025_swls,irw_text_2,published
qiang_2025_abusive_supervision,irw_text_2,published
qiang_2025_coping,irw_text_2,published
qiang_2025_job_dissatisfaction,irw_text_2,published
qiang_2025_job_performance,irw_text_2,published
qiang_2025_workplace_friendship,irw_text_2,published
qin_2025_behavioral_intention,irw_text_2,published
qin_2025_cultural_identity,irw_text_2,published
qin_2025_perceived_cultural_distance,irw_text_2,published
qin_2025_tourism_experience,irw_text_2,published
qin_2025_tourist_satisfaction,irw_text_2,published
quarter_life_crisis__iuc,irw_text_2,published
queiros_2018_qcae,irw_text_2,published
quinn_2023_roommate_cesd,irw_text_2,published
rahm_2017_panas,irw_text_2,published
rahman_2022_phq9,irw_text_2,published
ramadan_2026_ai_awareness,irw_text_2,published
ramadan_2026_applied_practice,irw_text_2,published
ramadan_2026_attitudes,irw_text_2,published
ramadan_2026_perceived_competence,irw_text_2,published
ravenscroft_2017_transition,irw_text_2,published
rd_eppscqrk_kipkemoi_2024_scq,irw_text,published
rd_ppcsedsof_afable_2023,irw_text,published
rd_ppcvdos_padconacns_jinbo_2019_dos,irw_text,published
rdatasets_gssabortion,irw_text_2,published
regalado_2023_tourism_value,irw_text_2,published
reinecke_2018_online_vigilance,irw_text_2,published
reinwarth_2023_domain_importance,irw_text_2,published
reinwarth_2023_domain_satisfaction,irw_text_2,published
reinwarth_2023_loneliness3,irw_text_2,published
reinwarth_2023_phq4,irw_text_2,published
ren_2024_loneliness,irw_text,published
ren_2024_phq9,irw_text_2,published
reuter_2021_emotions,irw_text_2,published
reyes_2022_eheals,irw_text_2,published
rfq8_wozniakprus_2022,irw_text_3,published
rfq_wozniakprus_2021,irw_text_2,published
riasec,irw_text,published
ribeiro_2019_academic_motivation,irw_text_2,published
rightwing_authoritariansim,irw_text_2,published
rinaldi_2021_mas,irw_text_2,published
risticdedic_2025_dhq_currentstate,irw_text_2,published
risticdedic_2025_dhq_expectation,irw_text_2,published
risticdedic_2025_dhq_importance,irw_text_2,published
ritzel_2020_farmer_burden,irw_text_3,published
rmet_higgins_2022_rmet,irw_text,published
rmet_higgins_2022_tom,irw_text,published
roar_lexical,irw_text_2,published
rodriguezandres_2016_mnemocity_usability,irw_text_2,published
rodriguezmuniz_2016_washback_survey,irw_text_2,published
rodriguezquiroga_2024_epistemic_trust,irw_text_2,published
roelen_2020_dietary_diversity,irw_text_2,published
roelen_2020_k6,irw_text_2,published
roelen_2020_rses,irw_text_2,published
roettl_2018_arousal,irw_text_2,published
roettl_2018_brand_attitude,irw_text_2,published
roettl_2018_brand_recognition,irw_text_2,published
roettl_2018_game_attitude,irw_text_2,published
roettl_2018_scepticism,irw_text_2,published
rogers_2021_financial_knowledge,irw_text_2,published
rogowska_2023_maia2,irw_text_2,published
rosenberg_fadplus_goto2021,irw_text,published
rosenberg_selfesteem,irw_text,published
rosetti2023_gad7,irw_text_2,published
rosetti_2023_cas,irw_text_2,published
rosetti_2023_gad7,irw_text_2,published
rosharudin_2023_dass21,irw_text_2,published
rosharudin_2023_ders18,irw_text_2,published
roy_2024_phq9,irw_text_3,published
roy_2024_sas_sv,irw_text_3,published
rr98_accuracy,irw_text_2,published
ruiz_parra_2023_rfq8,irw_text_2,published
rzeszutek_2020_wwii_matgrandfather,irw_text_2,published
rzeszutek_2020_wwii_matgrandmother,irw_text_2,published
rzeszutek_2020_wwii_patgrandfather,irw_text_2,published
rzeszutek_2020_wwii_patgrandmother,irw_text_2,published
sabers_vesper2023,irw_text_2,published
safiye_2023_rfq,irw_text_2,published
saha_2026_cesd,irw_text_3,published
salleh_2023_aim_iam_fim,irw_text_2,published
sapa_personality,irw_text,published
sas_deters_2022,irw_text,published
schafer_2016_music_effects,irw_text_2,published
schafer_2016_music_goals,irw_text_2,published
schalet_2016_hrsa,irw_text_2,published
schmidt_2017_fas,irw_text_2,published
schmidt_2017_pds,irw_text_2,published
science_ltm,irw_text_2,published
scs_2025_cfaclinic,irw_text_3,published
scs_2025_cfanonclinic,irw_text_3,published
scs_2025_cfausatr,irw_text_3,published
selfcompassionscale_shortform_fuochi_2025,irw_text_3,published
sem_cnes,irw_text_2,published
sexual_compulsivity,irw_text,published
sexual_selfconcept,irw_text,published
shi_2021_gentrification,irw_text_2,published
shi_2025_dass21,irw_text_2,published
shin2024_creactability_adaptability,irw_text_2,published
shin2024_creactability_creativity,irw_text_2,published
shin2024_creactability_quickness,irw_text_2,published
shineha_2024_gef_accept_factors,irw_text_2,published
shineha_2024_gef_attitudes,irw_text_2,published
shineha_2024_gef_info_topics,irw_text_2,published
shinohara_2021_testimony,irw_text_2,published
short_dark_triad,irw_text,published
shorttripm_silvia_2025,irw_text_3,published
shu_2024_gad7,irw_text_2,published
shu_2024_phq9,irw_text_2,published
shu_2025_translation_add,irw_text_2,published
shu_2025_translation_eib,irw_text,published
shu_2025_translation_mcpis,irw_text,published
shu_2025_translation_pcd,irw_text,published
shu_2025_translation_pgv,irw_text,published
shu_2025_translation_srt,irw_text,published
silva_2018_mbds,irw_text_2,published
silva_2018_phcs,irw_text_2,published
silva_2022_crsy,irw_text,published
silva_2023_ecohis,irw_text_2,published
silvia_2024_funny,irw_text_2,published
simsalRbim_Human_LargeValence_2017,irw_text_2,published
simsalRbim_Human_LargeValence_2018,irw_text_2,published
simsalRbim_Human_LowValence_2017,irw_text_2,published
simsalRbim_Mice_LowValence,irw_text_2,published
sinche_2017_skill_development,irw_text_2,published
sinche_2017_skill_importance,irw_text_2,published
singh_2025_identity_cse,irw_text,published
singh_2025_identity_gi,irw_text,published
singh_2025_identity_grit,irw_text,published
singh_2025_identity_irs,irw_text,published
singh_2025_identity_pba,irw_text_2,published
singh_2025_identity_pds,irw_text,published
singh_2025_identity_pia,irw_text,published
singh_2025_identity_pit,irw_text,published
singleton_2021_carbon_reduction,irw_text_2,published
sison_2022_hiv_testing_stigma,irw_text_2,published
sison_2022_provider_mistrust,irw_text_2,published
skalka2025_ai_literacy,irw_text_2,published
skarzauskiene_2026_attitudes_science,irw_text_3,published
skarzauskiene_2026_fake_news_agree,irw_text_3,published
skarzauskiene_2026_fake_news_frequency,irw_text_3,published
skarzauskiene_2026_information_sources,irw_text_3,published
skarzauskiene_2026_science_behaviors,irw_text_3,published
skarzauskiene_2026_science_engagement,irw_text_3,published
skarzauskiene_2026_social_trust,irw_text_3,published
skarzauskiene_2026_trust_science,irw_text_3,published
sleboda_2021_risk_benefit,irw_text_2,published
smirnov_2025_enrollment_motives,irw_text_3,published
smoking_perseverance_mcneish_2025,irw_text,published
smpi_lorenzoluaces_2020_gad7,irw_text_2,published
smpi_lorenzoluaces_2020_phq9,irw_text_2,published
sned_bendall_2024,irw_text_2,published
socialstereotype_hughes_2025_judgement,irw_text_2,published
socialstereotype_hughes_2025_personality_other,irw_text,published
socialstereotype_hughes_2025_personality_self,irw_text,published
soderberg_2024_academic_selfefficacy,irw_text,published
soderberg_2024_esm_affect,irw_text,published
soderberg_2024_esm_lecture,irw_text,published
soderberg_2024_esm_morning,irw_text,published
soderberg_2024_family_support,irw_text,published
soderberg_2024_general_selfefficacy,irw_text,published
soderberg_2024_peer_support,irw_text,published
soderberg_2024_teacher_support,irw_text,published
song_2023_rses,irw_text_2,published
song_2025_cs,irw_text_2,published
song_2025_er,irw_text_2,published
song_2025_pj,irw_text_2,published
song_2025_pwb,irw_text_2,published
song_2025_sc,irw_text_2,published
song_2025_wwb,irw_text_2,published
spain_2012_entrepreneurship_barriers,irw_text_3,published
spain_2012_entrepreneurship_economy,irw_text_3,published
spain_2012_entrepreneurship_education,irw_text_3,published
spain_2012_entrepreneurship_friends,irw_text_3,published
spain_2012_entrepreneurship_image,irw_text_3,published
spain_2012_entrepreneurship_motives,irw_text_3,published
spain_2012_entrepreneurship_unemployment,irw_text_3,published
spain_2012_entrepreneurship_values,irw_text_3,published
spain_2012_gender_acceptability,irw_text_3,published
spain_2012_gender_beliefs,irw_text_3,published
spain_2012_gender_campaigns,irw_text_3,published
spain_2012_gender_causes,irw_text_3,published
spain_2012_gender_complaints,irw_text_3,published
spain_2012_gender_coordination,irw_text_3,published
spain_2012_gender_couple,irw_text_3,published
spain_2012_gender_custody,irw_text_3,published
spain_2012_gender_prevalence,irw_text_3,published
spain_2012_gender_punishment,irw_text_3,published
spain_2012_gender_situation,irw_text_3,published
spain_2012_gender_vulnerability,irw_text_3,published
spain_2013_defense_attractions,irw_text_3,published
spain_2013_defense_capability,irw_text_3,published
spain_2013_defense_children,irw_text_3,published
spain_2013_defense_conditions,irw_text_3,published
spain_2013_defense_emotion,irw_text_3,published
spain_2013_defense_missions,irw_text_3,published
spain_2013_defense_prestige,irw_text_3,published
spain_2013_defense_professions,irw_text_3,published
spain_2013_defense_resources,irw_text_3,published
spain_2013_defense_sacrifice,irw_text_3,published
spain_2013_defense_threats,irw_text_3,published
spain_2013_services_complaints,irw_text,published
spain_2013_services_functioning,irw_text,published
spain_2013_services_importance,irw_text,published
spain_2013_services_inpersonsat,irw_text,published
spain_2013_services_internet,irw_text,published
spain_2013_services_internetout,irw_text,published
spain_2013_services_offices,irw_text,published
spain_2013_services_othercontact,irw_text,published
spain_2013_services_purpose,irw_text,published
spain_2013_services_services,irw_text,published
spain_2014_debate_agreement,irw_text_3,published
spain_2014_debate_debate,irw_text_3,published
spain_2014_debate_general,irw_text_3,published
spain_2014_debate_government,irw_text_3,published
spain_2014_debate_leaders,irw_text_3,published
spain_2014_debate_media,irw_text_3,published
spain_2014_debate_opposition,irw_text_3,published
spain_2014_debate_rajoy,irw_text_3,published
spain_2014_debate_rubalcaba,irw_text_3,published
spain_2015_immigration_acceptability,irw_text_3,published
spain_2015_immigration_assistance,irw_text_3,published
spain_2015_immigration_contact,irw_text_3,published
spain_2015_immigration_criteria,irw_text_3,published
spain_2015_immigration_distance,irw_text_3,published
spain_2015_immigration_diversity,irw_text_3,published
spain_2015_immigration_education,irw_text_3,published
spain_2015_immigration_health,irw_text_3,published
spain_2015_immigration_labour,irw_text_3,published
spain_2015_immigration_proximity,irw_text_3,published
spain_2015_immigration_punishment,irw_text_3,published
spain_2015_immigration_rights,irw_text_3,published
spain_2015_immigration_roma,irw_text_3,published
spain_2016_cooperation_awareness,irw_text_2,published
spain_2016_cooperation_duty,irw_text_2,published
spain_2016_cooperation_funding,irw_text_2,published
spain_2016_cooperation_interest,irw_text_2,published
spain_2016_pain_beliefs,irw_text,published
spain_2016_pain_coping,irw_text,published
spain_2016_pain_difficulty,irw_text,published
spain_2016_pain_effectiveness,irw_text,published
spain_2016_pain_fitness,irw_text,published
spain_2016_pain_frequency,irw_text,published
spain_2016_pain_health,irw_text,published
spain_2016_pain_support,irw_text,published
spain_2016_pain_wellbeing,irw_text,published
spain_2017_politics_agreement,irw_text_3,published
spain_2017_politics_attitudes,irw_text_3,published
spain_2017_politics_burden,irw_text_3,published
spain_2017_politics_citizenship,irw_text_3,published
spain_2017_politics_conscience,irw_text_3,published
spain_2017_politics_discussion,irw_text_3,published
spain_2017_politics_fraud,irw_text_3,published
spain_2017_politics_services,irw_text_3,published
spain_2017_politics_spending,irw_text_3,published
spain_2017_politics_wellbeing,irw_text_3,published
spain_2018_housing_amenities,irw_text_3,published
spain_2018_housing_building,irw_text_3,published
spain_2018_housing_dwelling,irw_text_3,published
spain_2018_housing_measures,irw_text_3,published
spain_2018_housing_neighborhood,irw_text_3,published
spain_2018_housing_opinions,irw_text_3,published
spain_2018_housing_ownership,irw_text_3,published
spain_2018_housing_problems,irw_text_3,published
spain_2018_housing_rentals,irw_text_3,published
spain_2023_identity_authenticity,irw_text,published
spain_2023_identity_centralism,irw_text,published
spain_2023_identity_europe,irw_text,published
spain_2023_identity_identification,irw_text,published
spain_2023_identity_patriotism,irw_text,published
spain_2023_identity_pride,irw_text,published
spain_2023_identity_state,irw_text,published
spain_2023_identity_territorial,irw_text,published
spain_2023_science_activities,irw_text,published
spain_2023_science_benefits,irw_text,published
spain_2023_science_cuts,irw_text,published
spain_2023_science_dangers,irw_text,published
spain_2023_science_engagement,irw_text,published
spain_2023_science_functions,irw_text,published
spain_2023_science_future,irw_text,published
spain_2023_science_interest,irw_text,published
spain_2023_science_science,irw_text,published
spain_2023_science_situations,irw_text,published
spain_2023_science_technology,irw_text,published
spain_2023_science_utility,irw_text,published
spain_2024_politics_actions,irw_text,published
spain_2024_politics_associations,irw_text,published
spain_2024_politics_beliefs,irw_text,published
spain_2024_politics_difficulty,irw_text,published
spain_2024_politics_inperson,irw_text,published
spain_2024_politics_online,irw_text,published
spain_2024_politics_political,irw_text,published
spain_2024_politics_values,irw_text,published
spain_2024_values_difficulty,irw_text_2,published
spain_2024_values_institutions,irw_text_2,published
spain_2024_values_meaning,irw_text_2,published
spain_2024_values_political,irw_text_2,published
spain_2024_values_values,irw_text_2,published
spain_2025_ageism_agreement,irw_text_2,published
spain_2025_ageism_bureaucracy,irw_text_2,published
spain_2025_ageism_comparison,irw_text_2,published
spain_2025_ageism_difficulty,irw_text_2,published
spain_2025_ageism_elderpriority,irw_text_2,published
spain_2025_ageism_elderslights,irw_text_2,published
spain_2025_ageism_problems,irw_text_2,published
spain_2025_ageism_youthpriority,irw_text_2,published
spain_2025_ageism_youthslights,irw_text_2,published
spain_2025_ai_aspects,irw_text_3,published
spain_2025_ai_association,irw_text_3,published
spain_2025_ai_awareness,irw_text_3,published
spain_2025_ai_comfort,irw_text_3,published
spain_2025_ai_concern,irw_text_3,published
spain_2025_ai_datause,irw_text_3,published
spain_2025_ai_eventsagree,irw_text_3,published
spain_2025_ai_frequency,irw_text_3,published
spain_2025_ai_impact,irw_text_3,published
spain_2025_ai_possibilities,irw_text_3,published
spain_2025_ai_regulation,irw_text_3,published
spain_2025_ai_risk,irw_text_3,published
spain_2025_ai_sectors,irw_text_3,published
spain_2025_ai_tools,irw_text_3,published
spain_2025_democracy_efficacy,irw_text_2,published
spain_2025_democracy_internal,irw_text_2,published
spain_2025_democracy_judiciary,irw_text_2,published
spain_2025_democracy_media,irw_text_2,published
spain_2025_democracy_parties,irw_text_2,published
spain_2025_democracy_priorities,irw_text_2,published
spain_2025_democracy_system,irw_text_2,published
spain_2025_democracy_trust,irw_text_2,published
spain_2025_europe_agreement,irw_text_3,published
spain_2025_europe_attention,irw_text_3,published
spain_2025_europe_awareness,irw_text_3,published
spain_2025_europe_effects,irw_text_3,published
spain_2025_europe_impact,irw_text_3,published
spain_2025_europe_policy,irw_text_3,published
spain_2025_europe_spending,irw_text_3,published
spain_2025_europe_trust,irw_text_3,published
spain_2025_fears_leaders,irw_text_3,published
spain_2025_fears_prospect,irw_text_3,published
spain_2025_inequality_inequality,irw_text_3,published
spain_2025_inequality_leaders,irw_text_3,published
spain_2025_inequality_personal,irw_text_3,published
spain_2025_inequality_recognition,irw_text_3,published
spain_2025_inequality_trajectory,irw_text_3,published
spain_2025_sanitation_aicomfort,irw_text,published
spain_2025_sanitation_aiconcern,irw_text,published
spain_2025_sanitation_airegulation,irw_text,published
spain_2025_sanitation_coordination,irw_text,published
spain_2025_sanitation_diagnostics,irw_text,published
spain_2025_sanitation_digital,irw_text,published
spain_2025_sanitation_hospital,irw_text,published
spain_2025_sanitation_mental,irw_text,published
spain_2025_sanitation_primary,irw_text,published
spain_2025_sanitation_regional,irw_text,published
spain_2025_sanitation_services,irw_text,published
spain_2025_sanitation_specialist,irw_text,published
spain_2025_sanitation_system,irw_text,published
spain_2025_sex_attitudes,irw_text_3,published
spain_2025_sex_condom,irw_text_3,published
spain_2025_sex_frequency,irw_text_3,published
spain_2025_sex_identity,irw_text_3,published
spain_2025_tourism_importance,irw_text_3,published
spain_2026_confidence_acquisition,irw_text_2,published
spain_2026_confidence_expectations,irw_text_2,published
spain_2026_confidence_macro,irw_text_2,published
spain_2026_confidence_prospect,irw_text_2,published
spain_2026_confidence_retrospect,irw_text_2,published
spain_2026_disinformation_concern,irw_text,published
spain_2026_disinformation_hostility,irw_text,published
spain_2026_disinformation_humorclimate,irw_text,published
spain_2026_disinformation_humorlimits,irw_text,published
spain_2026_disinformation_humorperception,irw_text,published
spain_2026_disinformation_memes,irw_text,published
spain_2026_disinformation_offense,irw_text,published
spain_2026_disinformation_personalhumor,irw_text,published
spain_2026_disinformation_regulation,irw_text,published
spain_2026_elections_campaign,irw_text,published
spain_2026_elections_garcia,irw_text,published
spain_2026_elections_gavira,irw_text,published
spain_2026_elections_leaderscampaign,irw_text,published
spain_2026_elections_maillo,irw_text,published
spain_2026_elections_montero,irw_text,published
spain_2026_elections_moreno,irw_text,published
spain_2026_international_confidence,irw_text_3,published
spain_2026_international_eu,irw_text_3,published
spain_2026_international_influence,irw_text_3,published
spain_2026_international_media,irw_text_3,published
spain_2026_international_threat,irw_text_3,published
spain_2026_international_un,irw_text_3,published
spain_2026_love_apps,irw_text,published
spain_2026_love_association,irw_text,published
spain_2026_love_attitudes,irw_text,published
spain_2026_love_conceptions,irw_text,published
spain_2026_love_desire,irw_text,published
spain_2026_love_gestures,irw_text,published
