wave,deposit,table,verdict,instrument,wording_source,evidence,rights,rights_sha256,old_agrees,old_disagree_reason,effort,slice,retry,redo_note
2,table:robison_2026_retesting_recognition,robison_2026_retesting_recognition,NOT_ITEM_TEXT,"Word recognition memory (old/new judgement), Robison et al. retesting battery",,"Robison et al. BRM (PMC12855318): 20-word study list, then 20 test words (10 old, 10 new) judged old/new; IRW table has 2 item codes (condition), trial-level rt/trial_list. Word identities are not the items and are not published (""materials available upon request""). Consistent with sibling robison tables.",n/a,,na,,low,5,,
2,10.3389/fpsyg.2018.01286,blum_2018_imak_bin,NOT_ITEM_TEXT,Figural analogy items generated with the IMak R package,,"Items are automatically generated figural (image) analogies; no worded content. Figures could be regenerated from IMak, but they are images, not text.",n/a,,na,,low,5,,
2,10.31234/osf.io/p3mza,silvia_2024_funny,OBTAINABLE,"Humor Efficacy and Identity Short Scales (HEISS), 8 items","PsyArXiv preprint p3mza (osf.io/download/5f424816746a8101531a21ff/), Table 1","Table 1 prints all 8 items with instructions and 1-5 agree scale: eff1-eff4 (""I think I can make almost anyone laugh."" ...) and id1-id4; IRW codes hef1-4/hid1-4 map directly.","silence (own items by Silvia, Rodriguez & Karwowski; preprint ""No license"", PAID article copyright notice only)",,na,,low,5,,
3,10.1371/journal.pone.0290452,huang_2023_b_scale,NOT_PUBLISHED,"Chinese Olweus Bully/Victim Questionnaire (Zhang et al. revision), 6 bullying + 6 victimization items",,"PLOS paper (Methods 2.2.1) quotes one example item; only supplement S1 is the SPSS file, whose b1-b12 labels read only 欺负 (bully, b1-6) / 受欺负 (victimised, b7-12). No questionnaire supplement. Note: the table pools perpetration and victimisation items; the paper analyses only the 6 victimisation items.",n/a,,yes,,medium,1,,
3,10.1371/journal.pone.0290452,huang_2023_c_scale,NOT_PUBLISHED,"Adaptive Behavior for Learning subscale, Adolescent Social Adjustment Scale (30 items)",,"Paper quotes one example item (""I have my own study plan""); SPSS labels c1-c30 give only the five dimension names (学习习惯/学习方式/利用学习资源/学习动机/学习满意度). No other supplement.",n/a,,yes,,medium,1,,
3,10.1371/journal.pone.0290452,huang_2023_e_scale,NOT_PUBLISHED,"Unnamed classroom-climate scale: teacher support (e1-7), autonomy opportunity (e8-12), student support (e13-25)",,SPSS labels identify only the subscales (教师支持/自主机会/学生支持); the paper never mentions this instrument or its items.,n/a,,yes,,high,1,,
3,10.1177/07342829221125843,PPPASBPNSSedaisw_Pedro_2022_EBSV,UNREACHABLE,"EBSV: Portuguese brief life-satisfaction scale, 6 items (probably the Brief Multidimensional Students' Life Satisfaction Scale)",,"OSF khvs9 holds only OSF.BPNS.csv (columns M2_NPBE_1..15, M2_EBSV_1..6, M2_PANAS_1..20, no labels). The paper is CC BY hybrid OA at SAGE (per OpenAlex) but journals.sagepub.com returns a Cloudflare 403 challenge to curl and WebFetch; no Europe PMC/PMC or repository copy. The instrument identity is inferred from the acronym and 6 items; it could not be confirmed.",n/a,,na,,medium,1,,
3,10.1177/07342829221125843,PPPASBPNSSedaisw_Pedro_2022_NPBE,UNREACHABLE,"Portuguese Adolescent Students' Basic Psychological Needs at School Scale (ASBPNSS; Tian, Han & Huebner 2014), 15 items",,"OSF khvs9 holds only OSF.BPNS.csv (columns M2_NPBE_1..15, M2_EBSV_1..6, M2_PANAS_1..20, no labels). The paper is CC BY hybrid OA at SAGE (per OpenAlex) but journals.sagepub.com returns a Cloudflare 403 challenge to curl and WebFetch; no Europe PMC/PMC or repository copy. A browser would likely reach the CC BY article, and it may print the Portuguese items. The ASBPNSS is Tian et al.'s, not the CSDT library, so the register's SDT row is not a match; upstream rights were not checked.",n/a,,na,,medium,1,,
3,10.1177/07342829221125843,PPPASBPNSSedaisw_Pedro_2022_PANAS,UNREACHABLE,"PANAS (Portuguese adolescent version), 20 items",,"OSF khvs9 holds only OSF.BPNS.csv (columns M2_NPBE_1..15, M2_EBSV_1..6, M2_PANAS_1..20, no labels). The paper is CC BY hybrid OA at SAGE (per OpenAlex) but journals.sagepub.com returns a Cloudflare 403 challenge to curl and WebFetch; no Europe PMC/PMC or repository copy. The PANAS register row is ship, but the administered Portuguese wording is not in the deposit.",register:PANAS (ship) -- applies once wording is found,,na,,medium,1,,
3,10.3389/fpsyg.2022.809862,algner2022_mimi_pool,NOT_PUBLISHED,"MIMI candidate item pool (68 items), Algner & Lorenz 2022",,"Frontiers/PMC8966652 (CC BY) and its supplements (Data_Sheet_1/2.CSV data, Table_1.DOCX loadings only). Table 1 gives German+English wording only for the 16 retained MIMI-16 items. The other 52 pool items (mi1-mi68 in Data_Sheet_1) are not printed anywhere.",n/a,,yes,,high,1,,
3,10.3389/fpsyg.2022.809862,algner2022_psgbi,UNREACHABLE,"Perceived Subtle Gender Bias Index (Tran et al. 2019), German translation, 21 items",,"Frontiers/PMC8966652 (CC BY) and its supplements (Data_Sheet_1/2.CSV data, Table_1.DOCX loadings only). The paper names the PSGBI but gives no items. The original is in Psychology of Women Quarterly (doi:10.1177/0361684319877199), which OpenAlex lists as closed with no repository copy. The German version administered is unpublished.",n/a,,yes,,high,1,,
3,10.3389/fpsyg.2022.809862,algner2022_sia,NOT_PUBLISHED,"SiA (Sinn der Arbeit) meaning-of-work scale, Feser et al. 2019, 12 items",,"Frontiers/PMC8966652 (CC BY) and its supplements (Data_Sheet_1/2.CSV data, Table_1.DOCX loadings only). The paper quotes one example item and cites a 2019 conference presentation. Data columns are sia1-12 with no labels.",n/a,,yes,,high,1,,
3,10.3389/fpsyg.2022.809862,algner2022_tis,NOT_PUBLISHED,"Turnover intention scale (Bohm 2008), 3 items",,"Frontiers/PMC8966652 (CC BY) and its supplements (Data_Sheet_1/2.CSV data, Table_1.DOCX loadings only). The paper gives only the name and correlations. Data_Sheet_2 columns are TIS1-3 with no labels, and the source is an unpublished dissertation.",n/a,,yes,,medium,1,,
3,10.3758/s13428-024-02496-z,DMCT_Addis_2020_MCT,OBTAINABLE,"Mental Comparison Task (Suggate), Study 1: 44 spoken comparison items, German","https://osf.io/download/brnyh/?view_only=43c4db49648f428c914ebdcc4e191f27 (Study1/Data_merged_multilevel_trimmed.sav, columns Question/Alternative1/Alternative2)","The table (N=92, 44 items) is Study 1. The paper's Appendix (PMC11525388) lists Study 2's 42 items, not these. The Study 1 SAV on the view-only OSF link holds 44 unique Question/Alternative1/Alternative2 triples, given as audio filenames that name the words (e.g. glänzender.wav / Teller.wav / Brettchen.wav), plus a Korrekt column. The items are presented as audio, and the words are recoverable from the filenames.","silence (own items; Suggate's task, paper CC BY 4.0, no distributor)",,no,"Old audit called it BLOCKED (OSF behind a login wall). The OSF API with the view_only key lists and serves the Study 1 data, and the item words are in it.",medium,1,,
3,10.3758/s13428-024-02496-z,DMCT_Addis_2020_SUIS,UNREACHABLE,"Spontaneous Use of Imagery Scale, German 18-item adaptation (Görgen et al. 2014, Diagnostica)",,"The paper (PMC11525388) quotes one example item and says six items were added in the German adaptation. The Study 1 SAV has SUIS1-18 with no labels. The German wording is in Görgen et al. 2014 (Hogrefe, paywalled), and the original 12-item English SUIS (Reisberg et al. 2003) does not cover the 6 added items.",n/a,,yes,"Same conclusion (no open wording), filed here as UNREACHABLE because the German source exists behind a paywall",medium,1,,
3,10.5281/zenodo.18681288,antunez_2013_rmeq,NEEDS_HUMAN,"Reduced Morningness-Eveningness Questionnaire (rMEQ, Adan & Almirall 1991; items from Horne & Östberg 1976 MEQ)",,"Dataset.sav obtained through WebFetch (76,537 B): RMEQ1-5 have NO variable labels. Wording exists in Adan & Almirall 1991 (PAID, paywalled) and is a 5-item subset of Horne & Östberg's MEQ. PsycTESTS hold: record 10.1037/t08498-000 (Reduced MEQ) permissions field not readable. Also a rights lead: CET's revised MEQ-SA (adapted from Horne & Östberg) is Mapi-distributed with licence requests and fees. Question: does the PsycTESTS/Mapi picture block the rMEQ?",unresolved: PsycTESTS hold (10.1037/t08498-000); CET MEQ-SA PDF: 'Use for commercial purposes is prohibited. Contact http://mapi-trust.org for use in clinical trials or practice' https://cet.org/wp-content/uploads/2019/12/MEQ-SA-2019.pdf (covers CET's adaptation; reach to original items unclear); original Horne & Östberg only carries publisher copyright (upenn reprint),7671d12c24937de25fe90b88b53499fb04f3100089d1839bb8ddc6480668af25,na,,low,1,,redo 2026-09-25 (#2382): was UNREACHABLE [quota]; resolved=yes (SAV labels read via WebFetch binary; upstream checked)
3,10.5281/zenodo.18681288,antunez_2013_tmms24,NEEDS_HUMAN,"Trait Meta-Mood Scale-24, Spanish (Fernández-Berrocal et al. 2004; from Salovey et al. 1995 TMMS)",https://zenodo.org/api/records/18681288/files/Dataset.sav/content (variable labels IE1..IE24),"Dataset.sav obtained through WebFetch: IE1..IE24 labels carry full Spanish TMMS-24 wording (e.g. IE1 'Presto mucha atención a los sentimientos.'), 24/24. PsycTESTS hold: record 10.1037/t68012-000 'Trait Meta-Mood Scale--Spanish Modified Version' permissions field not readable (PsycNET JS shell).",PsycTESTS hold (10.1037/t68012-000); distributor search found no Salovey/Mayer terms page (researchers report asking the authors),,na,,low,1,,redo 2026-09-25 (#2382): was UNREACHABLE [quota]; resolved=yes (SAV labels read)
3,10.7910/dvn/nz7vfl,dass21_medical_graduates_bangladesh,OBTAINABLE,DASS-21 (Lovibond & Lovibond),https://dataverse.harvard.edu/api/access/datafile/6312287?format=original (SAV variable labels DASS21_Q1..Q21); also header row of DASS_21_Data_file_Samia_Orthi.xlsx (file 6312286),Both deposit files carry the full English wording of all 21 items: the SAV as variable labels and the xlsx as column headers. The count matches n_items.,register:DASS (ship),,na,,low,1,,
3,10.7910/dvn/qykxue,goldberg_2018_pas_adjectives,OBTAINABLE,"Personal Attribute Survey adjectives (Goldberg, ESCS), 216 items",https://dataverse.harvard.edu/api/access/datafile/3135627 (PAS_items.txt lines 1-216; also PAS.pdf booklet pages 2-4),"PAS_items.txt lists 498 items in order: 216 adjectives, then 282 statements. The processing script splits PAS into 216 adjectives (1-7) and 282 statements (1-5), so the positional mapping is direct. Each item is a single adjective.","silence (own items; Goldberg ESCS adjective list, deposit CC0; no distributor found)",,na,,low,1,,
3,10.7910/dvn/qykxue,goldberg_2018_pas_ipip_scales,RIGHTS_BLOCK,"PAS statements: 160 IPIP items + 122 from published scales (Snyder Self-Monitoring 25, Levenson IPC locus of control 24, BIDR 40, Rosenberg SES 10, LOT, Fenigstein Self-Consciousness)",https://dataverse.harvard.edu/api/access/datafile/3135627 (PAS_items.txt lines 217-498),"All 282 wordings are in PAS_items.txt, and PAS_scales.sps names each block (sm, loc, bidr, rse, lot/prsc/pusc). This is a partial block: 40 BIDR items carry a non-commercial reservation. The other 242 (IPIP register ship, RSES register ship, plus SMS/IPC/LOT/SCS, whose upstream is unchecked) could ship only if a table can ship with some items withheld.","quote:""RESEARCH VERSION: BIDR-6. This version may be used for non-commercial purposes only, that is, pure research."" (commercial BIDR-7 sold by MHS as the Paulhus Deception Scales) https://www2.psych.ubc.ca/~dpaulhus/research/SDR/downloads/MEASURES/BIDR.htm",f41681c88e07f57112ce777183005301a55be4601f6bb7ee1f64254e35ad4281,na,,medium,1,,
3,10.7910/dvn/23ndkx,manolika_2021_dirty_dozen,OBTAINABLE,Dark Triad Dirty Dozen (Jonason & Webster 2010),https://dataverse.harvard.edu/api/access/datafile/5600028?format=original (SPSS variable labels); DD_01..DD_12,"The SAV labels DD_01-DD_12 carry the full wording of all 12 items. Item 7 is the original 2010 wording, not the later simplification.","silence (checked: distributor none found by search; origin Jonason & Webster 2010 Psychological Assessment, APA, carries only an article copyright notice ""intended solely for the personal use of the individual user"", which is a notice about the article, not a term on the instrument; https://www.gdwebster.com/uploads/1/2/1/8/121851337/dtdd.pdf)",3f9c362b1c4838dba71e5db39b0f7474b868ef89590409551ad25b21a231089f,na,,low,1,,
3,10.7910/dvn/23ndkx,manolika_2021_mini_ipip,OBTAINABLE,"Mini-IPIP (Donnellan et al. 2006), 20 items",https://dataverse.harvard.edu/api/access/datafile/5600028?format=original (SPSS variable labels); IPIP_01..IPIP_20R,The SAV labels carry the full wording of all 20 items. Reverse-keyed items are marked R in the code.,register:IPIP (ship),,na,,low,1,,
3,10.7910/dvn/23ndkx,manolika_2021_movie_preferences,OBTAINABLE,"Movie genre preference ratings, 21 genres (study-specific)","https://dataverse.harvard.edu/api/access/datafile/5600028?format=original (SPSS variable labels); Family_01..Mystery_21 (stem label ""Genres of movies""); also Supplemental Table B","The items are genre names (Action, Western, Psychological thriller...) given in the SAV variable names and Supplemental Table B. There is no stem beyond the label ""Genres of movies"", and the response anchors are not in the deposit.",silence (own items),,na,,low,1,,
3,10.7910/dvn/23ndkx,manolika_2021_reading_preferences,OBTAINABLE,"Book genre preference ratings, 27 genres (study-specific)","https://dataverse.harvard.edu/api/access/datafile/5600028?format=original (SPSS variable labels); Romance_01..Medical_27 (stem label ""Genres of books""); also Supplemental Table C","The items are genre names in the SAV variable names and Supplemental Table C. Some are abbreviated in the codes (News_16 = ""News/current events"", Nature_23 = ""Science and nature""), and Supplemental Table C gives the full label.",silence (own items),,na,,low,1,,
3,table:schoen_2021_bmtl_factsfirst,schoen_2021_bmtl_factsfirst,NEEDS_HUMAN,"Beliefs about Mathematics Teaching and Learning (B-MTL), Facts First scale, Schoen & LaVenia 2019, 5 items","https://files.eric.ed.gov/fulltext/ED599648.pdf Appendix A (Facts first: items 4a, 4c, 4d, 4f, 4h)","There are no refs or script in the repo. The ERIC copy of Schoen & LaVenia 2019 (Cogent Education 6:1599488, CC BY 4.0 per the article) prints the 5 Facts First items; 4h is the only negatively loading item, which matches itemcov_reverse_keyed. Question, the same one as sibling schoen_2021_bmtl_fip (wave 2): does Schoen Research's ""can be made available ... Inquiries should be directed to Robert Schoen"" plus ""All rights reserved"" reserve a right over wording the originators published under CC BY 4.0?","quote:""These assessment resources can be made available for use in research or evaluation. Inquiries should be directed to Robert Schoen."" + ""All rights reserved."" https://www.schoenresearch.com/products/assessment-resources/ (page returned 406 to this agent; quote and hash are from the wave 2 fetch for schoen_2021_bmtl_fip); origin Schoen & LaVenia 2019 CC BY 4.0",171f425b57e4e7429baf0ac8a5a9ce0e5b03f03d65bbcc2dea94e6e15dd8a7b0,na,,low,1,,
3,10.1371/journal.pone.0269609,butt_2022_performance_impact,OBTAINABLE,"Performance Impact scale (adopted from Aldholay et al. 2018), 10 items (9 retained)",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0269609.s001 (S1 Appendix Questionnaire); also S1 File .sav variable labels PI1-PI10,"The paper says the items are ""presented in S1 Appendix"". The S3 SAV labels give the full wording for PI1-4, PI6-10 and PI5_del (""Online learning enhances my academic effectiveness""), so 9 retained items match n_items.","silence (checked: distributor none found; origin Aldholay et al. 2018 Int J Services and Standards 12:163-179, Inderscience subscription article with no CC NC/ND licence; the items are generic IS-success wording)",,no,"Old audit could not identify the instrument. The questionnaire is S1 Appendix of the article itself, and the SAV labels give the wording.",low,1,,
3,10.1037/pspp0000593,gerard_2018_metatraits,OBTAINABLE,"525 personality-descriptive adjectives (Goldberg ESCS ""525 PDA"")","https://dataverse.harvard.edu/api/access/datafile/3128054 (525PDA_words.txt, 525 lines); also 525-PDA.pdf booklet (file 3128056)","The words file lists all 525 adjectives. The processing script builds item codes from the SAV labels, which are the adjectives themselves lowercased, so the mapping is identity. Note: the slice's refs cite DeYoung et al. 2026, but the data is Goldberg's ESCS 525-PDA deposit (DVN/GHYMEV).","silence (own items; Goldberg ESCS adjective list, deposit CC0; no distributor found)",,na,,low,1,,
3,10.3758/s13428-026-02992-4,vollbracht_et_al_2026_ambulatory_assessment,NEEDS_HUMAN,Momentary stress (1) + short MDBF mood items (Steyer et al. 1997; 8 bipolar adjective pairs) + attention/clarity of negative emotions (Lischetzke & Eid; 6 items),https://osf.io/download/92tk5/ (Supplemental Material/codebook_dataset.xlsx: English + original German wording for all 15),"The codebook gives English and German wording for all 15 items, and the processing script's ITEM_MAP matches the codebook's bracketed names. Question: the 8 mood items are from the MDBF, which Hogrefe sells through Testzentrale (kit EUR 112; purchase needs proof of qualification), but no clause restricting reproduction of the items was found. Does a sold test with no quotable reservation ship under ""commercially sold is not a block"", or is the sale itself the reservation?","quote:""Für den Kauf dieses Artikels müssen Sie einen Nachweis Ihrer Bezugsberechtigung erbringen."" (MDBF kit sold at EUR 112) https://www.testzentrale.de/shop/der-mehrdimensionale-befindlichkeitsfragebogen.html; Lischetzke items: upstream not checked",190508bbfbb65bf1acecb90a2082a1a031c59488b32d297e71114ed85034df07,na,,low,1,,
3,10.1027/1015-5759/a000668,prpt_hellmann_2021_achievementmotive,UNREACHABLE,"Achievement motive, 10 items (instrument unconfirmed)",,"OSF thuwf holds PRPT_Data_UK.csv, PRPT_Data_Germany.csv and PRPT_Scale.R: item codes only (RT01_xx, CR0x_xx, TH01_xx, CO01_xx, AM01_xx, SE01_xx), no wording. The paper (EJPA, Hogrefe) is OA hybrid, but econtent.hogrefe.com (Cloudflare 403, also via WebFetch), SSOAR and the Bielefeld PUB copy (anubis bot wall) all blocked. The table pools the English (UK) and German administrations, so item text would be bilingual.",n/a,,na,,medium,1,,
3,10.1027/1015-5759/a000668,prpt_hellmann_2021_conscientiousness,UNREACHABLE,"Conscientiousness, 12 items (possibly BFI-2 Conscientiousness domain -- unconfirmed)",,"OSF thuwf holds PRPT_Data_UK.csv, PRPT_Data_Germany.csv and PRPT_Scale.R: item codes only (RT01_xx, CR0x_xx, TH01_xx, CO01_xx, AM01_xx, SE01_xx), no wording. The paper (EJPA, Hogrefe) is OA hybrid, but econtent.hogrefe.com (Cloudflare 403, also via WebFetch), SSOAR and the Bielefeld PUB copy (anubis bot wall) all blocked. The table pools the English (UK) and German administrations, so item text would be bilingual. Lead: 12 items matches the BFI-2 conscientiousness domain, which the register blocks. If confirmed, the verdict is RIGHTS_BLOCK.",n/a (lead: register:BFI-2 block),,na,,medium,1,,
3,10.1027/1015-5759/a000668,prpt_hellmann_2021_fearofcrime,UNREACHABLE,"Fear of crime measure (two blocks of 5), source unknown",,"OSF thuwf holds PRPT_Data_UK.csv, PRPT_Data_Germany.csv and PRPT_Scale.R: item codes only (RT01_xx, CR0x_xx, TH01_xx, CO01_xx, AM01_xx, SE01_xx), no wording. The paper (EJPA, Hogrefe) is OA hybrid, but econtent.hogrefe.com (Cloudflare 403, also via WebFetch), SSOAR and the Bielefeld PUB copy (anubis bot wall) all blocked. The table pools the English (UK) and German administrations, so item text would be bilingual.",n/a,,na,,medium,1,,
3,10.1027/1015-5759/a000668,prpt_hellmann_2021_realisticthreat,NEEDS_HUMAN,"Perceived Realistic Physical Threat scale (PRPT), Hellmann et al. 2021, 21 items",,"OSF thuwf holds PRPT_Data_UK.csv, PRPT_Data_Germany.csv and PRPT_Scale.R: item codes only (RT01_xx, CR0x_xx, TH01_xx, CO01_xx, AM01_xx, SE01_xx), no wording. The paper (EJPA, Hogrefe) is OA hybrid, but econtent.hogrefe.com (Cloudflare 403, also via WebFetch), SSOAR and the Bielefeld PUB copy (anubis bot wall) all blocked. The table pools the English (UK) and German administrations, so item text would be bilingual. Question: OpenAlex lists the publisher version as CC BY-NC-ND (and the Bielefeld repository copy as CC BY). If the article that originates the PRPT wording is CC BY-NC-ND, the rules block it. Someone with a browser needs to confirm the licence line and whether the items are printed.",n/a (licence per OpenAlex metadata only: publisher cc-by-nc-nd; could not fetch the page),,na,,medium,1,,
3,10.1027/1015-5759/a000668,prpt_hellmann_2021_selfesteem,UNREACHABLE,"Self-esteem, 10 items (probably Rosenberg SES; English + German versions)",,"OSF thuwf holds PRPT_Data_UK.csv, PRPT_Data_Germany.csv and PRPT_Scale.R: item codes only (RT01_xx, CR0x_xx, TH01_xx, CO01_xx, AM01_xx, SE01_xx), no wording. The paper (EJPA, Hogrefe) is OA hybrid, but econtent.hogrefe.com (Cloudflare 403, also via WebFetch), SSOAR and the Bielefeld PUB copy (anubis bot wall) all blocked. The table pools the English (UK) and German administrations, so item text would be bilingual. Lead: if this is the RSES, the register says ship, but the item order and the German version need the paper.",n/a (lead: register:RSES ship),,na,,low,1,,
3,10.1027/1015-5759/a000668,prpt_hellmann_2021_threat,UNREACHABLE,"Threat measure (15 items shared across samples; UK file has 18), source unknown",,"OSF thuwf holds PRPT_Data_UK.csv, PRPT_Data_Germany.csv and PRPT_Scale.R: item codes only (RT01_xx, CR0x_xx, TH01_xx, CO01_xx, AM01_xx, SE01_xx), no wording. The paper (EJPA, Hogrefe) is OA hybrid, but econtent.hogrefe.com (Cloudflare 403, also via WebFetch), SSOAR and the Bielefeld PUB copy (anubis bot wall) all blocked. The table pools the English (UK) and German administrations, so item text would be bilingual. Possible table defect: the UK file has TH01_01-18, but the table keeps only the 15 columns shared with the German file.",n/a,,na,,medium,1,,
3,10.7717/peerj.6254,matranga_2019_hpv_knowledge,OBTAINABLE,"VaccinaTion & Hpv Knowledge (THinK) questionnaire, Matranga & Lumia 2019, 16 items","https://peerj.com/articles/6254/ Figure 1 (""The 16-items THinK questionnaire""; image at https://dfzljdn9uc3pi.cloudfront.net/2019/6254/1/fig-1-2x.jpg)","Figure 1 prints all 16 questions (Q1 ""Do you know what vaccines are?"" ... Q16) with the 5-point options Yes/Much/Somewhat/Little/No. They were checked in the image. The wording is in an image, so it must be transcribed. PMC6511389 is CC BY.",silence (own items; PeerJ CC BY 4.0; no upstream named),,na,,low,1,,
3,10.7910/dvn/4e3udl,redline_2026_prosbq,NEEDS_HUMAN,"Program Sense of Belonging questionnaire (ProSBq), 10 items; items are PSSM (Goodenow 1993) statements reworded for a PT program",https://dataverse.harvard.edu/api/access/datafile/13958628 (Supplement 1. 10-item version of the ProSBq.docx),"The supplement prints all 10 items under Valued Competence (Q1-5) and Social Acceptance (Q6-10), matching the data columns Q1_VC..Q10_SA. Items such as ""People in the physical therapy program notice when I am good at something"" and ""Other students ... like me the way I am"" are PSSM items with ""school"" swapped for the program. Question: a YouthREX summary of the PSSM says ""Permission must be attained by the author before using this scale"", and no originator page was found. Does a third-party summary's permission line block this adapted PSSM wording?","quote:""Permission must be attained by the author before using this scale"" https://youthrex.com/wp-content/uploads/2019/10/PSSM-Scale.pdf (third-party summary, not the originator); origin Goodenow 1993 Psychology in the Schools (Wiley, subscription)",a87e7d130c3f7163a7d8214743f900bcdbac56bbace589c9bb4f31126a4e0db2,na,,low,1,,
3,10.1371/journal.pone.0201007,acunamora_2018_gypes,RIGHTS_BLOCK,"Gothenburg Young Persons Empowerment Scale (GYPES), 15 items",,"The wording is printed in S2 File (GYPES-CHD v1.1 English) and S1 (Swedish), but the form carries a permission-required clause. The IRW table uses S3 (GYPES-Diabetes data), the final reworded version, which comes from the same authors.","quote:""Developed by Bratt EL, Sparud-Lundin C, Acuña Mora M, Moons P. 2016 (© EL Bratt, 2016) Permission for the use of the GYPES can be obtained by email"" https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0201007.s002",e583e8911b9449e7e832f0d4eea854cb6e3d0609b613d76e55bf4ffce46476b5,na,,low,1,,
3,10.1073/pnas.2117956119,portella_2022_racial_attitudes,OBTAINABLE,"Racial-attitude statements q9/q12/q57/q60 (Portella, Kirschbaum & Menezes-Filho 2022 student survey)","https://dataverse.harvard.edu/api/access/datafile/5707138 (CODEBOOK.pdf, section ""q9, q12, q57 and q60"")",The codebook gives the preamble in English and Portuguese and the four statements in English. The Portuguese wording actually administered is not given. The item codes match the script's ITEM_COLS.,silence (own items: the codebook and PNAS paper PMC9271153 cite no source scale; deposit CC0),,na,,low,1,,
3,table:robison_2026_retesting_ospan,robison_2026_retesting_ospan,NOT_ITEM_TEXT,Operation span (complex working-memory span task),,"IRW metadata: 5 item codes (set sizes) with a trial_list column, 262 participants, ~19 responses each. The items are span set sizes with generated letters and equations, not worded items. This matches the wave 1/2 verdicts on the sibling symspan/rspan tables. No refs or script in the repo.",n/a,,na,,low,1,,
3,10.17632/62rjwfhm6j,zhang_2026_ecological_values,NEEDS_HUMAN,"Ecological values, 4 items","https://data.mendeley.com/public-files/datasets/62rjwfhm6j/files/b9764a28-1e42-4862-b795-272d05d7951c/file_downloaded (Attachment.docx, ""Attachment 3 (Variable details)"") items 17-20","Attachment 3 prints the full English wording of all 24 items, and the xlsx columns (e.g. ""Provisioning services1""..""Ecological Values4"") map in order. Question: each block is attributed to ""(Y. C. Chen et al., 2024)"", but the deposit gives no reference list and no associated article was found, so the originating paper's licence (CC BY-NC-ND would block) cannot be checked. Accept, or first locate the article's reference list?","upstream not checked: items attributed to (Y. C. Chen et al., 2024); full reference not in the deposit (deposit CC BY 4.0)",,na,,low,1,,
3,10.17632/62rjwfhm6j,zhang_2026_ecosystem_services,NEEDS_HUMAN,"Perception of ecosystem services, 12 items (provisioning/regulating/cultural/supporting)","https://data.mendeley.com/public-files/datasets/62rjwfhm6j/files/b9764a28-1e42-4862-b795-272d05d7951c/file_downloaded (Attachment.docx, ""Attachment 3 (Variable details)"") items 1-12","Attachment 3 prints the full English wording of all 24 items, and the xlsx columns (e.g. ""Provisioning services1""..""Ecological Values4"") map in order. Question: each block is attributed to ""(Y. Bai et al., 2025)"", but the deposit gives no reference list and no associated article was found, so the originating paper's licence (CC BY-NC-ND would block) cannot be checked. Accept, or first locate the article's reference list?","upstream not checked: items attributed to (Y. Bai et al., 2025); full reference not in the deposit (deposit CC BY 4.0)",,na,,low,1,,
3,10.17632/62rjwfhm6j,zhang_2026_healthy_attitude,NEEDS_HUMAN,"Healthy attitude (forestry heritage recreation), 4 items","https://data.mendeley.com/public-files/datasets/62rjwfhm6j/files/b9764a28-1e42-4862-b795-272d05d7951c/file_downloaded (Attachment.docx, ""Attachment 3 (Variable details)"") items 21-24","Attachment 3 prints the full English wording of all 24 items, and the xlsx columns (e.g. ""Provisioning services1""..""Ecological Values4"") map in order. Question: each block is attributed to ""(Zhang et al., 2025)"", but the deposit gives no reference list and no associated article was found, so the originating paper's licence (CC BY-NC-ND would block) cannot be checked. Accept, or first locate the article's reference list?","upstream not checked: items attributed to (Zhang et al., 2025); full reference not in the deposit (deposit CC BY 4.0)",,na,,low,1,,
3,10.17632/62rjwfhm6j,zhang_2026_tourist_wellbeing,NEEDS_HUMAN,"Tourist well-being, 4 items","https://data.mendeley.com/public-files/datasets/62rjwfhm6j/files/b9764a28-1e42-4862-b795-272d05d7951c/file_downloaded (Attachment.docx, ""Attachment 3 (Variable details)"") items 13-16","Attachment 3 prints the full English wording of all 24 items, and the xlsx columns (e.g. ""Provisioning services1""..""Ecological Values4"") map in order. Question: each block is attributed to ""(Jones et al., 2019)"", but the deposit gives no reference list and no associated article was found, so the originating paper's licence (CC BY-NC-ND would block) cannot be checked. Accept, or first locate the article's reference list?","upstream not checked: items attributed to (Jones et al., 2019); full reference not in the deposit (deposit CC BY 4.0)",,na,,low,1,,
3,https://www.cis.es/es/estudios/percepcion-de-la-ciencia-y-la-tecnologia?cuestionario=17757&muestra=25761&pregunta=636157&variable=1001443&charttype=bar,spain_2023_science_activities,OBTAINABLE,"CIS Estudio 3406, Percepción de la ciencia y la tecnología (2023)",https://www.cis.es/documents/20117/1557696/cues3406pdf.pdf/0a1c3fef-1042-f389-6581-d9c0caa2389a?version=1.0&t=1700822714947 (P.5 (6 activities)),"The official CIS questionnaire PDF prints the Spanish stem and every sub-item with response codes. The processing script spain_2023_science.do maps P5_1..6 to this table, so the counts match. The wording is Spanish.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales ... La reutilización autorizada incluye ... la copia, difusión, modificación, adaptación"" (conditions: cite CIS, do not distort the meaning, no official endorsement) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis",156948c0b047d4cbf27644b6b5dc96d4dd9ff1d07561fa1a1c6ffcfc7f8898d6,na,,low,1,,
