deposit,table,verdict,instrument,wording_source,evidence,rights,old_agrees,old_disagree_reason,effort,slice
10.1371/journal.pone.0284366,babaei_2023_child_hygiene_behavior,UNREACHABLE,"Oral health knowledge/attitude/behaviour questionnaire, Saied-Moallemi et al. 2008 (Eur Arch Paediatr Dent 9:79)",,"Paper describes sections only (""previously validated questionnaire [19]""); SI s002 .sav has short English glosses as variable names (e.g. QD17.milkteeth_notimportant, QB1.brush_lastmonth_child), not wording. Cited source 10.1007/BF03262614 is closed (OpenAlex: no OA copy), so whether it prints the items could not be checked.",n/a,no,"Old audit said the paper could not be located; it is the slice DOI, open on PLOS, with a .sav SI.",medium,3
10.1371/journal.pone.0284366,babaei_2023_mother_hygiene_behavior,UNREACHABLE,"Oral health knowledge/attitude/behaviour questionnaire, Saied-Moallemi et al. 2008 (Eur Arch Paediatr Dent 9:79)",,"Paper describes sections only (""previously validated questionnaire [19]""); SI s002 .sav has short English glosses as variable names (e.g. QD17.milkteeth_notimportant, QB1.brush_lastmonth_child), not wording. Cited source 10.1007/BF03262614 is closed (OpenAlex: no OA copy), so whether it prints the items could not be checked.",n/a,yes,,medium,3
10.1371/journal.pone.0284366,babaei_2023_oral_kap,UNREACHABLE,"Oral health knowledge/attitude/behaviour questionnaire, Saied-Moallemi et al. 2008 (Eur Arch Paediatr Dent 9:79)",,"Paper describes sections only (""previously validated questionnaire [19]""); SI s002 .sav has short English glosses as variable names (e.g. QD17.milkteeth_notimportant, QB1.brush_lastmonth_child), not wording. Cited source 10.1007/BF03262614 is closed (OpenAlex: no OA copy), so whether it prints the items could not be checked.",n/a,yes,,medium,3
10.7910/dvn/id7pmc,goldberg_2018_pf16_p,NOT_PUBLISHED,"Sixteen Personality Factor Questionnaire, 5th ed. (16PF, 185 items; IPAT/PSI, commercial)",,"Dataverse ID7PMC holds only 16PF.tab / 16PF_scales.tab with columns id,p1..p185 (CC0 deposit); no codebook. 185 items = 16PF 5th ed., a commercial instrument whose item wording is not openly published. Did not fetch IPAT/PSI terms (likely also a rights block).",n/a,na,,high,3
10.7910/dvn/xueu90,parental_text_intervention,OBTAINABLE,MORE programme fall student survey (study-authored book-interest items),https://dataverse.harvard.edu/api/access/datafile/5254904/metadata/ddi -- DDI variable labels for s_ss_* variables in g1g2_summertext_public.tab,"README download is guestbook-gated, but the DDI metadata endpoint returns without the guestbook: 19 s_ss_* variables with labels such as ""Fall student survey: How interesting was digital MORE Book 5a"". Labels are the question stems (book titles not named); IRW items are integers 1..19 assigned by first-appearance order in the processing script, so the code-to-variable map must be rebuilt from the .tab.",silence,no,Old audit called it BLOCKED by the guestbook; the file-level DDI metadata route reaches the variable labels without it.,medium,3
https://osf.io/gver2,KanjiOAHaS_Inoue_2024,NEEDS_HUMAN,"Online Assessment of Handwriting and Spelling (OAHaS), researcher-developed Kanji writing test",https://osf.io/8d6ev (Final Draft Preprint.pdf) Appendix A (target kanji for items 001-120) and Appendix H,"Each item asks the child to write the kanji for an underlined word in a hiragana sentence. Appendix A lists the target kanji and grade for all 120 item IDs, which match IRW item 1..120 (Raw_Data_20240607.csv item column), but the prompt sentences themselves are not published (one example only). Decision: does the target character count as item text when the stimulus sentence is unpublished?",silence,na,,low,3
10.1371/journal.pone.0194569,powell_2018_memory,NOT_PUBLISHED,Post-induction memory-check questions about viewed images (study-authored),,"Paper says five multiple-choice memory questions were asked, giving only examples; SI s001 (game instructions) and s002 (variable definitions: ""Memory# whether memory question # was answered correctly"") and s005 CSV contain no question wording.",n/a,yes,,high,3
10.1371/journal.pone.0240914,bitew_2020_anxiety,NOT_PUBLISHED,"Anxiety items cited as GAD-7 (Spitzer 2006), but administered 6-item set does not match GAD-7",,"Paper cites GAD [25]=GAD-7 with no items; SI s001 .sav (parsed) labels ANXIETY1-6 as glosses ""anger"",""uncontrollable tension"",""cry"",""unstability"",""simply get anger"",""fear"" -- 6 items, and ""cry""/""anger"" are not GAD-7 items, so the GAD-7 wording cannot be mapped. The administered (likely Amharic) wording is not published.",n/a,yes,"Agrees on the verdict, but the old reason (SPSS file could not be parsed) was wrong: it parses, and shows the items are not GAD-7.",high,3
10.1371/journal.pone.0278165,romadlon_2022_bdi,RIGHTS_BLOCK,"Beck Depression Inventory-II (BDI-II), Indonesian; Pearson",,"SI s004 CSV has BDI1..BDI21 codes only; paper gives no items. BDI-II is sold by Pearson (Qualification Level B, record forms $85/25).","quote:""permission to reproduce a test form for IRB approval Please complete and submit this online form to initiate a Permission Granting Request."" and ""Research license requests ... including the right to translate"" https://www.pearsonassessments.com/footer/permissions---licensing.html sha256:a3c99ff873cedd85720722ba4f1cca1385b03a0dc0090ab831c686a97d07e050",yes,,high,3
10.1371/journal.pone.0278165,romadlon_2022_facit,RIGHTS_BLOCK,"FACIT-Fatigue (13 items), Indonesian; FACIT.org",,SI s004 CSV has FACIT1..FACIT13 codes only; paper names the scale without items.,"quote:""in order to use any of our measures, permission must first be obtained by registering and obtaining a license ... You may not modify any part of the FACIT System without expressed permission ... You may not translate any part of the FACIT System without expressed permission from FACIT."" https://www.facit.org/copyright-terms-of-use sha256:5f839ae6bd425e97a52174e32c69b28c43c78fd8c1e089f119122204b5b3b922",yes,,high,3
10.1371/journal.pone.0278165,romadlon_2022_mfi20,NEEDS_HUMAN,"Multidimensional Fatigue Inventory-20 (MFI-20, Smets et al. 1995), Indonesian translation (IMFI-20)",,"SI s004 CSV has MFI1..MFI20 codes only and the Indonesian wording is not in paper or SI. English MFI-20 wording is in Smets 1995 (paywalled J Psychosom Res) and widely reproduced. Holder terms not read: ePROVIDE page returned a ~3KB JS shell. Paper says translation permission was obtained from Smets, which suggests a permission-required term. Decisions: is the English original an acceptable source for an Indonesian administration, and does Smets/ePROVIDE reserve a right?",n/a,no,"Old audit treated ""permission was obtained to translate"" (a study statement) as the rights ruling; that is a lead, not the holder clause, and the holder page was not read.",medium,3
10.6084/m9.figshare.32114668,yandun2026_attention,OBTAINABLE,Study-authored early-childhood cognitive development observation checklist (Attention and Concentration),"https://api.figshare.com/v2/articles/32114668 -> DATA_MATRIX_TRANSLATED.xlsx, header row 3, columns E-I","Figshare API works (no 403). The xlsx header carries English indicator wording under merged subscale headers: Attention E-I = 5 indicators (e.g. ""Maintains attention during riddles""), matching data/yandun2026_cognitive.py att1..att5. NOTE: the raw xlsx contains children's full names in a NAME column.",silence,no,Old audit stopped at a 403 on the landing page; the figshare API returns the record and file.,low,3
10.6084/m9.figshare.32114668,yandun2026_language,NEEDS_HUMAN,Study-authored early-childhood cognitive development observation checklist (Language and Communication),"https://api.figshare.com/v2/articles/32114668 -> DATA_MATRIX_TRANSLATED.xlsx, header row 3, columns O-R","Wording is in the xlsx header, but Language and Communication has 4 indicators (merged range O2:R2; deposit description also says 4) and data/yandun2026_cognitive.py builds lang1..lang4, while the live table reports n_items=5 (500 responses = 50 x 5 x 2 waves). The live table does not match source or script; resolve which columns it holds before mapping (possible build defect).",silence,no,Old audit stopped at a 403 on the landing page; the figshare API returns the record and file.,medium,3
10.5281/zenodo.10546410,rodriguezsantero_2024_sats36,RIGHTS_BLOCK,"Survey of Attitudes Toward Statistics (SATS-36, Schau), Spanish version",,Zenodo deposit (CC BY 4.0) includes DATASET 01 ...pdf with the full Spanish SATS-36 (36 numbered 7-point items) and a .sav: wording is present. But the originator reserves rights: permission is non-commercial and time-limited. Translation is a derivative.,"quote:""If you are not using the SATS for a commercial product, you have my permission to use it free for one year."" https://www.evaluationandstatistics.com/ sha256:01bce450289e766c1ae17ac367464a5ceb37774edf7253e2cf257f45252209a6",na,,low,3
10.1038/s41597-025-06035-z,qi_2025_big_five,RIGHTS_BLOCK,"Big Five Inventory-2 (BFI-2), Chinese version",,"Paper: ""Big five personality was measured by the Big Five Inventory-2""; OSF 3h95f Scales.xlsx has BFP_1..BFP_60 codes only. The 60-item count matches BFI-2.",register:Big Five Inventory-2 (BFI-2),no,"Old audit called it BLOCKED because personality-lab pages returned 403. The register already has a BFI-2 block row (non-commercial clause), so the right verdict is RIGHTS_BLOCK.",low,3
10.1038/s41597-025-06035-z,qi_2025_modesty,NOT_PUBLISHED,"Modest Responding Scale (Whetstone, Okun & Cialdini 1992), Chinese version",,"Paper: ""Modesty was measured by the Modest Responding Scale [53]""; OSF Scales.xlsx has codes and subscale names only. Originator source is a 1992 conference presentation. Not checked: later Chinese papers (e.g. Cai et al.) that may print the items.",n/a,yes,,high,3
10.1371/journal.pone.0280313,menaldi_2023_mbi,RIGHTS_BLOCK,"Maslach Burnout Inventory - Human Services Survey (MBI-HSS), Indonesian; Mind Garden",https://doi.org/10.1371/journal.pone.0280313.s001 column headers (for reference only),"SI s001 xlsx column headers carry full Indonesian wording for all 22 MBI items next to EE_/DP_/PA_MBI_n codes. Wording exists but the holder reserves reproduction; translation is a derivative, and a CC BY SI does not launder it.","quote:""Reproductions in any Medium All reproductions in any medium need to be purchased from the publisher."" https://www.mindgarden.com/content/23-faq sha256:868574208ef948f6ebdb0b1201c304fae9224b833f680b1910a8d612a27d4b9d",yes,,low,3
10.1371/journal.pone.0193357,pierro_2018_assessment_s4,OBTAINABLE,"Regulatory Mode Questionnaire, Assessment subscale (Kruglanski et al. 2000)",https://www.sjdm.org/dmidi/Regulatory_Mode_Questionnaire.html (form and scoring key); per register RMQ row,"SI s004 .sav has ass1..ass12 with R-marked reverse items (assR1, assR5, assR11); register RMQ row (ship) names the DMIDI copy, and sibling pierro_2018_assessment_s1/_s3 shipped from it in batch_137.",register:Regulatory Mode Questionnaire (RMQ),no,Old audit said the full scale was only in the paywalled JPSP original; the SJDM DMIDI page hosts it and the register already ships it.,low,3
10.1371/journal.pone.0193357,pierro_2018_locomotion_s4,OBTAINABLE,"Regulatory Mode Questionnaire, Locomotion subscale (Kruglanski et al. 2000)",https://www.sjdm.org/dmidi/Regulatory_Mode_Questionnaire.html (form and scoring key); per register RMQ row,"SI s004 .sav has loc1..loc12 (locR6, locR9 reversed), which matches the RMQ locomotion keying; register RMQ row is ship; sibling pierro_2018_locomotion_s1 shipped in batch_137.",register:Regulatory Mode Questionnaire (RMQ),no,Old audit said the full scale was only in the paywalled JPSP original; the SJDM DMIDI page hosts it and the register already ships it.,low,3
10.1371/journal.pone.0193357,pierro_2018_tf_present_s4,OBTAINABLE,"Temporal Focus Scale, present subscale (Shipp, Edwards & Lambert 2009)",https://pmc.ncbi.nlm.nih.gov/articles/PMC7851924/ Table 9 (English column); per register TFS row,"SI s004 .sav has TFpresent1..4; register TFS row (ship) gives an open CC BY reproduction; siblings tf_past_s4/tf_future_s4 shipped in batch_139. Mapping caveat from the register: the 4 same-polarity items cannot be told apart statistically, so order must come from the questionnaire.",register:Temporal Focus Scale (TFS),no,Old audit said BLOCKED (origin article closed); the register records an open CC BY reproduction (PMC7851924) and ships TFS.,medium,3
10.1371/journal.pone.0336220,qin_2025_cultural_identity,OBTAINABLE,"Cultural Identity scale (3 items), study-authored/adapted","https://doi.org/10.1371/journal.pone.0336220.s001 (S1 Table, Measurement scales), rows CI1-CI3","SI s001 docx lists CI1-CI3 with full wording (e.g. ""I desire to immerse myself in the local culture in the cultural heritage destination.""); SI s002 CSV uses the same CI1-CI3 codes.",silence,no,"Old audit found no questionnaire file; PLOS SI S1 Table ""Measurement scales"" has the items.",low,3
10.1371/journal.pone.0316937,yang_2025_intercultural_contact,OBTAINABLE,Intercultural Contact Scale (adapted from Peng & Wu): Foreign Social Media (3) + Foreign Intercultural Communication Activity (6),"https://doi.org/10.1371/journal.pone.0316937.s001 (Questionnaire PDF), Part III items 1(1)-(3) and 2(1)-(6)","SI s001 questionnaire prints Part III wording for 9 items (e.g. ""text communication with English native speakers through social media abroad""), matching n_items=9. Upstream Peng & Wu terms not checked.",silence,no,"Old audit said the wording was not reproduced; SI S1 ""Questionnaire"" prints all 9 items.",low,3
https://www.cis.es/es/estudios/calidad-de-la-democracia-iii-?charttype=bar&cuestionario=17943&muestra=26188&pregunta=654441&variable=1079828,spain_2025_democracy_efficacy,OBTAINABLE,"CIS Estudio 3497, Calidad de la democracia (III) questionnaire",https://www.cis.es/documents/20117/13445165/cues3497.pdf -- P.8 (4 items),"The official CIS questionnaire PDF (linked from the study page) prints the Spanish statement wording for each battery; the item counts match the IRW tables for P.3, P.3a, P.4, P.5, P.8, P.10, P.12.","quote:""Las presentes condiciones generales permiten la reutilizacion de los documentos sometidos a ellas para fines comerciales y no comerciales ... incluye ... la copia, difusion, modificacion, adaptacion"" (conditions: cite source; ""Esta prohibido desnaturalizar el sentido de la informacion"") https://www.cis.es/es/aviso-legal sha256:911129ad1159f0b90b9d11c9f3a923089316acac7aed1d311c13dce5dbe125ce",na,,low,3
https://www.cis.es/es/estudios/calidad-de-la-democracia-iii-?charttype=bar&cuestionario=17943&muestra=26188&pregunta=654441&variable=1079828,spain_2025_democracy_internal,OBTAINABLE,"CIS Estudio 3497, Calidad de la democracia (III) questionnaire",https://www.cis.es/documents/20117/13445165/cues3497.pdf -- P.3a (5 items),"The official CIS questionnaire PDF (linked from the study page) prints the Spanish statement wording for each battery; the item counts match the IRW tables for P.3, P.3a, P.4, P.5, P.8, P.10, P.12.","quote:""Las presentes condiciones generales permiten la reutilizacion de los documentos sometidos a ellas para fines comerciales y no comerciales ... incluye ... la copia, difusion, modificacion, adaptacion"" (conditions: cite source; ""Esta prohibido desnaturalizar el sentido de la informacion"") https://www.cis.es/es/aviso-legal sha256:911129ad1159f0b90b9d11c9f3a923089316acac7aed1d311c13dce5dbe125ce",na,,low,3
https://www.cis.es/es/estudios/calidad-de-la-democracia-iii-?charttype=bar&cuestionario=17943&muestra=26188&pregunta=654441&variable=1079828,spain_2025_democracy_judiciary,OBTAINABLE,"CIS Estudio 3497, Calidad de la democracia (III) questionnaire",https://www.cis.es/documents/20117/13445165/cues3497.pdf -- P.4 (4 items),"The official CIS questionnaire PDF (linked from the study page) prints the Spanish statement wording for each battery; the item counts match the IRW tables for P.3, P.3a, P.4, P.5, P.8, P.10, P.12.","quote:""Las presentes condiciones generales permiten la reutilizacion de los documentos sometidos a ellas para fines comerciales y no comerciales ... incluye ... la copia, difusion, modificacion, adaptacion"" (conditions: cite source; ""Esta prohibido desnaturalizar el sentido de la informacion"") https://www.cis.es/es/aviso-legal sha256:911129ad1159f0b90b9d11c9f3a923089316acac7aed1d311c13dce5dbe125ce",na,,low,3
https://www.cis.es/es/estudios/calidad-de-la-democracia-iii-?charttype=bar&cuestionario=17943&muestra=26188&pregunta=654441&variable=1079828,spain_2025_democracy_media,OBTAINABLE,"CIS Estudio 3497, Calidad de la democracia (III) questionnaire",https://www.cis.es/documents/20117/13445165/cues3497.pdf -- P.5 (4 items),"The official CIS questionnaire PDF (linked from the study page) prints the Spanish statement wording for each battery; the item counts match the IRW tables for P.3, P.3a, P.4, P.5, P.8, P.10, P.12.","quote:""Las presentes condiciones generales permiten la reutilizacion de los documentos sometidos a ellas para fines comerciales y no comerciales ... incluye ... la copia, difusion, modificacion, adaptacion"" (conditions: cite source; ""Esta prohibido desnaturalizar el sentido de la informacion"") https://www.cis.es/es/aviso-legal sha256:911129ad1159f0b90b9d11c9f3a923089316acac7aed1d311c13dce5dbe125ce",na,,low,3
https://www.cis.es/es/estudios/calidad-de-la-democracia-iii-?charttype=bar&cuestionario=17943&muestra=26188&pregunta=654441&variable=1079828,spain_2025_democracy_parties,OBTAINABLE,"CIS Estudio 3497, Calidad de la democracia (III) questionnaire",https://www.cis.es/documents/20117/13445165/cues3497.pdf -- P.3 (5 items),"The official CIS questionnaire PDF (linked from the study page) prints the Spanish statement wording for each battery; the item counts match the IRW tables for P.3, P.3a, P.4, P.5, P.8, P.10, P.12.","quote:""Las presentes condiciones generales permiten la reutilizacion de los documentos sometidos a ellas para fines comerciales y no comerciales ... incluye ... la copia, difusion, modificacion, adaptacion"" (conditions: cite source; ""Esta prohibido desnaturalizar el sentido de la informacion"") https://www.cis.es/es/aviso-legal sha256:911129ad1159f0b90b9d11c9f3a923089316acac7aed1d311c13dce5dbe125ce",na,,low,3
https://www.cis.es/es/estudios/calidad-de-la-democracia-iii-?charttype=bar&cuestionario=17943&muestra=26188&pregunta=654441&variable=1079828,spain_2025_democracy_priorities,OBTAINABLE,"CIS Estudio 3497, Calidad de la democracia (III) questionnaire",https://www.cis.es/documents/20117/13445165/cues3497.pdf -- P.12 (8 items),"The official CIS questionnaire PDF (linked from the study page) prints the Spanish statement wording for each battery; the item counts match the IRW tables for P.3, P.3a, P.4, P.5, P.8, P.10, P.12.","quote:""Las presentes condiciones generales permiten la reutilizacion de los documentos sometidos a ellas para fines comerciales y no comerciales ... incluye ... la copia, difusion, modificacion, adaptacion"" (conditions: cite source; ""Esta prohibido desnaturalizar el sentido de la informacion"") https://www.cis.es/es/aviso-legal sha256:911129ad1159f0b90b9d11c9f3a923089316acac7aed1d311c13dce5dbe125ce",na,,low,3
https://www.cis.es/es/estudios/calidad-de-la-democracia-iii-?charttype=bar&cuestionario=17943&muestra=26188&pregunta=654441&variable=1079828,spain_2025_democracy_system,OBTAINABLE,"CIS Estudio 3497, Calidad de la democracia (III) questionnaire",https://www.cis.es/documents/20117/13445165/cues3497.pdf -- likely P.1/P.2/P.6 single questions (3 items) - confirm,"The official CIS questionnaire PDF (linked from the study page) prints the Spanish statement wording for each battery; the item counts match the IRW tables for P.3, P.3a, P.4, P.5, P.8, P.10, P.12.","quote:""Las presentes condiciones generales permiten la reutilizacion de los documentos sometidos a ellas para fines comerciales y no comerciales ... incluye ... la copia, difusion, modificacion, adaptacion"" (conditions: cite source; ""Esta prohibido desnaturalizar el sentido de la informacion"") https://www.cis.es/es/aviso-legal sha256:911129ad1159f0b90b9d11c9f3a923089316acac7aed1d311c13dce5dbe125ce",na,,medium,3
https://www.cis.es/es/estudios/calidad-de-la-democracia-iii-?charttype=bar&cuestionario=17943&muestra=26188&pregunta=654441&variable=1079828,spain_2025_democracy_trust,OBTAINABLE,"CIS Estudio 3497, Calidad de la democracia (III) questionnaire",https://www.cis.es/documents/20117/13445165/cues3497.pdf -- P.10 (10 items),"The official CIS questionnaire PDF (linked from the study page) prints the Spanish statement wording for each battery; the item counts match the IRW tables for P.3, P.3a, P.4, P.5, P.8, P.10, P.12.","quote:""Las presentes condiciones generales permiten la reutilizacion de los documentos sometidos a ellas para fines comerciales y no comerciales ... incluye ... la copia, difusion, modificacion, adaptacion"" (conditions: cite source; ""Esta prohibido desnaturalizar el sentido de la informacion"") https://www.cis.es/es/aviso-legal sha256:911129ad1159f0b90b9d11c9f3a923089316acac7aed1d311c13dce5dbe125ce",na,,low,3
10.18637/jss.v058.i01,psychotools_mathexam,NOT_PUBLISHED,"Mathematics 101 written exam, Universitaet Innsbruck, winter 2014 (MathExam14W)",,"psychotools MathExam14W.Rd gives only topic labels. Items were randomised per student (different numbers) and differed between two groups for 8 of 13 items. JSS paper (OA) describes the exams infrastructure, not this exam's questions.",n/a,yes,,high,3
10.1080/10705510902751416,big5_sirt,RIGHTS_BLOCK,"NEO-PI-R (240 items), Dutch version; PAR (Costa & McCrae)",,"sirt data.big5.Rd: 500 subjects x 240 items coded N1,E2,O3,A4,... (48 per domain, NEO-PI-R cycling order), no wording. Dolan et al. 2009 is closed-access. PAR sells the NEO (NEO PI-3 product page describes the 240-item measure). The register CDS row quotes PAR's permissions clause and flags it as PAR-family.","quote:""PAR does not grant permission to reproduce full tests in publications."" https://www.parinc.com/programs-partnerships/permissions-and-licensing (via register CDS row; PAR-family, NEO confirmed PAR-published at https://www.parinc.com/products/NEO-PI-R)",yes,,high,3
10.1371/journal.pone.0143612,yu_2015_family_environment,NEEDS_HUMAN,"Beck Depression Inventory (21-item, Beck et al. 1979), NOT the FES-CV",,"Items E1-E21 in the PLOS S1 .sav are the 21 BDI items (range 1-4 = BDI 0-3; paper's Instruments section: BDI 21 items); FES-CV appears only as 10 subscale totals (0-9). No variable labels; paper gives no item wording. Decisions: table name is wrong (it is BDI, not family environment), and BDI wording (Pearson/Beck; Chinese administration unknown) needs a rights look -- Pearson permissions page 404'd.",n/a,no,"Named the wrong instrument: the item columns are BDI, not the Moos FES-CV (FES only as subscale totals).",medium,4
10.3389/fpsyg.2019.01507,si09_sirt,NOT_PUBLISHED,"Helping (7) and voice (5) behaviour items, source unstated",,"sirt 4.2-133 man/data.si.Rd describes help1-7/voice1-5 only by construct; Fischer & Karl 2019 (PMC6657455) full text gives lavaan code, no wording and no source citation; cited OSF wkx8c returns 404. Possibly Van Dyne & LePine (1998) but its voice scale has 6 items, so mapping unverifiable.",n/a,yes,,high,4
10.1371/journal.pone.0351162,wang_2026_veteran_expectations,OBTAINABLE,"Behavioral Expectations (BE), study-authored 3 items","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0351162 -- Table 1 (questionnaire), section B, items B1-B3","Paper's Table 1 reproduces the full questionnaire; section B gives verbatim B1-B3, e.g. ""I hope that participation in grassroots governance can provide substantial income."" 7-point Likert. Counts match n_items=3.",silence,no,The paper does give verbatim wording: Table 1 reproduces the whole questionnaire including B1-B3.,low,4
10.1371/journal.pone.0157238,huang_2016_neo_conscientious,NOT_PUBLISHED,NEO-FFI (Costa & McCrae; PAR) 12-item subscale,,"S1 .sav has N1-N12/C1-C12 with no labels; paper describes NEO-FFI (60 items, 12 per trait) without items; no supplement besides data. Wording only in PAR's commercial booklet (PAR permissions URL 404'd, so no clause quoted).",n/a,yes,,high,4
10.1371/journal.pone.0157238,huang_2016_neo_neuroticism,NOT_PUBLISHED,NEO-FFI (Costa & McCrae; PAR) 12-item subscale,,"S1 .sav has N1-N12/C1-C12 with no labels; paper describes NEO-FFI (60 items, 12 per trait) without items; no supplement besides data. Wording only in PAR's commercial booklet (PAR permissions URL 404'd, so no clause quoted).",n/a,yes,,high,4
10.1371/journal.pone.0161272,mavromoustakos_2016_fasq,UNREACHABLE,"Flight Anxiety Situations Questionnaire (FAS, 32 items; van Gerwen et al. 1999)",,"S1 .sav has FASQ1-FASQ32 with no labels; paper describes subscales only. Items are in van Gerwen et al. 1999 Psychol Assess 11(2):146 (doi 10.1037/1040-3590.11.2.146), which OpenAlex lists as closed with no repository copy.",n/a,yes,,medium,4
10.1371/journal.pone.0161272,mavromoustakos_2016_probability_scale,NOT_PUBLISHED,"Probability Scale (Ost & Csatlos 2000), adapted to flying events",,"S1 .sav has PSQ1-PSQ20 unlabelled; paper gives two example items only; scale adapted from a claustrophobia instrument (Ost & Csatlos 2000 BRAT, closed), so the administered flying-negative wording exists nowhere public.",n/a,yes,,high,4
10.7910/dvn/olomai,nabizadehchianeh_2026_tempsa,UNREACHABLE,"TEMPS-A 39-item short version (Akiskal et al. 2005), Persian",,"Dataverse API: ALL_data.csv has S1-S39 (0/1); Codes.docx (R log) maps them to TEMPS-A-39 order (CYC 1-12, DEP 13-20, IRR 21-28, HYP 29-36, ANX 37-39; 'validated Persian version; items 9 & 36 removed') -- so positions ARE mappable. Wording: Akiskal et al. 2005 J Affect Disord (doi 10.1016/j.jad.2003.10.012) closed; Persian validation not located. Further look: an OA reproduction of the English TEMPS-A-39 and the Persian validation paper.",silence,yes,"Outcome agrees, but the old claim that nothing maps is wrong: Codes.docx gives the TEMPS-A-39 positional mapping.",medium,4
10.6084/m9.figshare.32668833,kolomiets_2026_career_match,NEEDS_HUMAN,"JobCannon Career Match (Mini-RIASEC forced choice, JobCannon-original)",,"figshare API + README: 'Item wording is not distributed. The q columns hold answer values only.' Live quiz (jobcannon.io/assessments/career-match) renders only item 1 ('Which activity sounds most appealing?') statically; the rest load via JS. Decision: whether to recover wording by driving the live quiz when the originator deliberately withholds it from the deposit (reads as a non-distribution choice, arguably a reserved right).","quote:""Item wording is not distributed. The q columns hold answer values only."" https://api.figshare.com/v2/articles/32668833 (README.md)",no,"The obstacle is not an access failure but the originator stating wording is not distributed; it is a rights or policy question, not BLOCKED.",medium,4
table:Zanesco_2023_Kaneetal2016,Zanesco_2023_Kaneetal2016,NEEDS_HUMAN,"Kane et al. (2016) thought probes, 8-option content probe, 112 probes across 5 tasks",,"No biblio in IRW; script data/Zanesco_2023.py. Zanesco et al. 2024 BRM (PMC11362314) says 45 SART + 20 arrow flanker + 12 letter flanker + 20 number Stroop + 15 N-back = 112 probes, 8 options quoted (on-task ... other). Every item is the same probe stem, so text differs only by task and position. Decision: whether a repeated-probe table gets item text (options published; Kane 2016 stem not quoted here; OSF guhw7 not checked).",silence,na,,low,4
10.7910/dvn/wv5byc,goldberg_2018_sbo,OBTAINABLE,"Survey of Beliefs and Opinions (SBO, Saucier; ESCS 2001)","https://dataverse.harvard.edu/api/access/datafile/3136173 (SBO_items.txt, 430 numbered items); also SBO_2001.pdf (datafile 3136174, actual questionnaire)","Dataverse WV5BYC lists SBO_items.txt ('text file of item text', 430 lines numbered 1-430) and the questionnaire PDF; data SBO-1.tab columns S1..S430. e.g. item 1 'The justice system is too soft on criminals'. Deposit CC0.",silence,na,,low,4
10.7910/dvn/dup1tt,goldberg_2018_jpir,NOT_PUBLISHED,"Jackson Personality Inventory-Revised (JPI-R, Sigma Assessment Systems)",,"Dataverse DUP1TT has only JPIR.tab (id, i1..i300) and scale scores; no questionnaire or item file and no DDI labels. JPI-R wording is commercial (Sigma) and not openly published; no clause fetched.",n/a,na,,high,4
10.6084/m9.figshare.5924647,spalex_aguasvivas_2020,NOT_ITEM_TEXT,SPALEX Spanish lexical decision (word/nonword strings),,"Processing script maps 'spelling' -> item, so the item code already is the letter string shown; resp = accuracy. There is no further wording to add, and an __items table would duplicate the code.",n/a,na,,low,4
10.17632/tdsspksw83,hoai_2026_academic_achievement,OBTAINABLE,"Blended-learning survey (study-authored, CoI-style constructs)","https://data.mendeley.com/datasets/tdsspksw83 -- codebook.docx (LABEL column, AA1-AA4); also Questionaire_EN.docx / Questionaire_VN.docx","Mendeley public API; codebook.docx gives verbatim English label per variable (AA1-AA4), matching n_items; Vietnamese administered version also deposited. e.g. TP1 'The instructor clearly communicates course objectives and expectations at the beginning of the course.'",silence,na,,low,4
10.17632/tdsspksw83,hoai_2026_cognitive_presence,OBTAINABLE,"Blended-learning survey (study-authored, CoI-style constructs)","https://data.mendeley.com/datasets/tdsspksw83 -- codebook.docx (LABEL column, CP1-CP4); also Questionaire_EN.docx / Questionaire_VN.docx","Mendeley public API; codebook.docx gives verbatim English label per variable (CP1-CP4), matching n_items; Vietnamese administered version also deposited. e.g. TP1 'The instructor clearly communicates course objectives and expectations at the beginning of the course.'",silence,na,,low,4
10.17632/tdsspksw83,hoai_2026_instructional_design_quality,OBTAINABLE,"Blended-learning survey (study-authored, CoI-style constructs)","https://data.mendeley.com/datasets/tdsspksw83 -- codebook.docx (LABEL column, IDQ1-IDQ5); also Questionaire_EN.docx / Questionaire_VN.docx","Mendeley public API; codebook.docx gives verbatim English label per variable (IDQ1-IDQ5), matching n_items; Vietnamese administered version also deposited. e.g. TP1 'The instructor clearly communicates course objectives and expectations at the beginning of the course.'",silence,na,,low,4
10.17632/tdsspksw83,hoai_2026_learning_experience,OBTAINABLE,"Blended-learning survey (study-authored, CoI-style constructs)","https://data.mendeley.com/datasets/tdsspksw83 -- codebook.docx (LABEL column, LE1-LE4); also Questionaire_EN.docx / Questionaire_VN.docx","Mendeley public API; codebook.docx gives verbatim English label per variable (LE1-LE4), matching n_items; Vietnamese administered version also deposited. e.g. TP1 'The instructor clearly communicates course objectives and expectations at the beginning of the course.'",silence,na,,low,4
