deposit,table,stratum,old_audit,n_items,n_participants,DOI__for_data_,DOI__for_paper_,URL__for_data_,Reference_x
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_rq,never_assessed,,4.0,2460,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_sci,never_assessed,,8.0,1406,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_sdo,never_assessed,,8.0,4621,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_secondwave_restrictions,never_assessed,,8.0,1166,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_selfharm_suicidality,never_assessed,,8.0,1808,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_shs,never_assessed,,4.0,2019,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_socialdistance,never_assessed,,24.0,3383,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_srgs,never_assessed,,15.0,2058,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_tmsi,never_assessed,,8.0,1403,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_trustinstitutions,never_assessed,,12.0,4949,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_trustsource,never_assessed,,9.0,4949,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_vaccineattitudes,never_assessed,,10.0,1405,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_vsa,never_assessed,,6.0,4621,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_wemwbs,never_assessed,,7.0,2058,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5255/ukda-sn-855552,c19prc_uk_mcbride_2021_wordsum,never_assessed,,10.0,2058,10.5255/UKDA-SN-855552,,https://osf.io/v2zur/,"Bentall, Richard and Shevlin, Mark and McBride, Orla and Murphy, Jamie and Hartman, Todd K and Levita, Liat and Gibson-Miller, Jilly and Mason, Liam and Bennett, Kate (2022). The COVID-19 Psychological Research Consortium Study, 2020-2021. [Data Collection]. Colchester, Essex: UK Data Service. 10.5255/UKDA-SN-855552"
10.5281/zenodo.10546410,rodriguezsantero_2024_sats36,never_assessed,,36.0,318,10.5281/zenodo.10546410,,https://zenodo.org/records/10546410,"Rodriguez-Santero, J., & Gil-Flores, J. (2024). Instrument and database used in the article: Attitudes towards statistics of education sciences students [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10546410"
10.5281/zenodo.10812303,alqerem_2024_diabetic_health_literacy,never_assessed,,7.0,400,10.5281/zenodo.10812303,,https://zenodo.org/records/10812303,"Al-Qerem, W. (2024). Jordanian Diabetic Health Literacy Questionnaire [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10812303"
10.5281/zenodo.11095879,wu_2024_achievement_emotions,never_assessed,,19.0,1460,10.5281/zenodo.11095879,,https://zenodo.org/records/11095879,"Wu, Y. (2024). Chinese secondary EFL learners' achievement emotions [Data set]. Zenodo. https://doi.org/10.5281/zenodo.11095879"
10.5281/zenodo.13855427,chen_2024_ae,never_assessed,,4.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_cc,never_assessed,,5.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_cg,never_assessed,,4.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_cotah,never_assessed,,4.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_cr,never_assessed,,9.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_ds,never_assessed,,5.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_ec,never_assessed,,6.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_je,never_assessed,,5.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_kc,never_assessed,,4.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_kd,never_assessed,,4.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_sc,never_assessed,,5.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_smu,never_assessed,,5.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_spe,never_assessed,,5.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_tot,never_assessed,,4.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_ts,never_assessed,,5.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13855427,chen_2024_uf,never_assessed,,4.0,732,10.5281/zenodo.13855427,,https://zenodo.org/records/13855427,"Chen, B. (2024). Exploring the Impact of Curiosity and Sport Commitment on Creativity among Fitness Coaches: The Mediating Role of Knowledge-Sharing and Flow Experience [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13855427"
10.5281/zenodo.13997042,hernandezmantilla_2024_cfni,never_assessed,,84.0,782,10.5281/zenodo.13997042,,https://zenodo.org/records/13997042,"Hernandez Mantilla, G. E., Sancerni Beitia, M. D., & Cortes Tomas, M. T. (2024). Data base: Influence of Gender on Binge Drinking among Female Ecuadorian Undergraduates -- Masculine and Feminine Norms [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13997042"
10.5281/zenodo.13997042,hernandezmantilla_2024_cmni,never_assessed,,97.0,782,10.5281/zenodo.13997042,,https://zenodo.org/records/13997042,"Hernandez Mantilla, G. E., Sancerni Beitia, M. D., & Cortes Tomas, M. T. (2024). Data base: Influence of Gender on Binge Drinking among Female Ecuadorian Undergraduates -- Masculine and Feminine Norms [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13997042"
10.5281/zenodo.15116678,ilearnathome_regalado_2025,UNAVAILABLE,UNAVAILABLE,15.0,909,10.5281/zenodo.15116678,,https://zenodo.org/records/15116678,"López Regalado, O., Collazos Alarcon, M. A., HEREDIA LLATAS, F. D., Reynosa Navarro, E., SALDAÑA MILLAN, J. M., Callao Alarcón., M., Jannet Alicia, S. A., & Vela Meléndez, L. (2025). I Learn at Home: Pedagogical Use of ICT in Distance Education during the Pandemic in Peru [Data set]. Zenodo."
10.5281/zenodo.15151243,matosaslopez_2024_questionnaire_quality,never_assessed,,3.0,2223,10.5281/zenodo.15151243,,https://zenodo.org/records/15151243,"Matosas-Lopez, L. (2024). Dataset on the evaluation of teaching efficiency comparing Likert-type questionnaires vs BARS [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15151243"
10.5281/zenodo.15151243,matosaslopez_2024_teacher_assessment,never_assessed,,10.0,2223,10.5281/zenodo.15151243,,https://zenodo.org/records/15151243,"Matosas-Lopez, L. (2024). Dataset on the evaluation of teaching efficiency comparing Likert-type questionnaires vs BARS [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15151243"
10.5281/zenodo.15160903,matosaslopez_2022_bars_teaching,never_assessed,,10.0,2324,10.5281/zenodo.15160903,,https://zenodo.org/records/15160903,"Matosas-Lopez, L. (2022). Datasets on student evaluations of a BARS questionnaire designed for blended-learning and face-to-face teaching [Data sets]. Zenodo. https://doi.org/10.5281/zenodo.15160903 and https://doi.org/10.5281/zenodo.15151307"
10.5281/zenodo.15341219,risticdedic_2025_dhq_currentstate,never_assessed,,30.0,834,10.5281/zenodo.15341219,,https://zenodo.org/records/15341219,"Ristic Dedic, Z., Jokic, B., & Matic Bojic, J. (2025). Democratic Health Questionnaire (DHQ) dataset: School version [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15341219"
10.5281/zenodo.15341219,risticdedic_2025_dhq_expectation,never_assessed,,30.0,834,10.5281/zenodo.15341219,,https://zenodo.org/records/15341219,"Ristic Dedic, Z., Jokic, B., & Matic Bojic, J. (2025). Democratic Health Questionnaire (DHQ) dataset: School version [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15341219"
10.5281/zenodo.15341219,risticdedic_2025_dhq_importance,never_assessed,,30.0,834,10.5281/zenodo.15341219,,https://zenodo.org/records/15341219,"Ristic Dedic, Z., Jokic, B., & Matic Bojic, J. (2025). Democratic Health Questionnaire (DHQ) dataset: School version [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15341219"
10.5281/zenodo.17159652,hahn_2025_sqc,never_assessed,,17.0,230,10.5281/zenodo.17159652,,https://zenodo.org/records/17159652,"Hahn, A., & Winkler, A. (2025). Stress in children and adolescents: Development and validation of a new questionnaire [Data set]. Zenodo. https://doi.org/10.5281/zenodo.17159652"
10.5281/zenodo.18092016,ye_2025_jl,never_assessed,,13.0,1408,10.5281/zenodo.18092016,,https://zenodo.org/records/18092016,"Ye, L. (2025). Raw data: Imposter Phenomenon and Social Anxiety among College Students -- The Chain Mediating Roles of Self-Compassion and Shame [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18092016"
10.5281/zenodo.18092016,ye_2025_mm,never_assessed,,20.0,1408,10.5281/zenodo.18092016,,https://zenodo.org/records/18092016,"Ye, L. (2025). Raw data: Imposter Phenomenon and Social Anxiety among College Students -- The Chain Mediating Roles of Self-Compassion and Shame [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18092016"
10.5281/zenodo.18092016,ye_2025_tq,never_assessed,,12.0,1408,10.5281/zenodo.18092016,,https://zenodo.org/records/18092016,"Ye, L. (2025). Raw data: Imposter Phenomenon and Social Anxiety among College Students -- The Chain Mediating Roles of Self-Compassion and Shame [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18092016"
10.5281/zenodo.18092016,ye_2025_xc,never_assessed,,25.0,1408,10.5281/zenodo.18092016,,https://zenodo.org/records/18092016,"Ye, L. (2025). Raw data: Imposter Phenomenon and Social Anxiety among College Students -- The Chain Mediating Roles of Self-Compassion and Shame [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18092016"
10.5281/zenodo.18601426,atik_2026_climate_anxiety,never_assessed,,12.0,929,10.5281/zenodo.18601426,,https://zenodo.org/records/18601426,"Atik, S. (2026). Climate Anxiety and Psychological Resilience Scale [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18601426"
10.5281/zenodo.18601426,atik_2026_psych_resilience,never_assessed,,12.0,929,10.5281/zenodo.18601426,,https://zenodo.org/records/18601426,"Atik, S. (2026). Climate Anxiety and Psychological Resilience Scale [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18601426"
10.5281/zenodo.18681288,antunez_2013_rmeq,never_assessed,,5.0,1015,10.5281/zenodo.18681288,,https://zenodo.org/records/18681288,"Antunez Vilchez, J. M., & Adan, A. (2013). Circadian typology and emotional intelligence in healthy adults [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18681288"
10.5281/zenodo.18681288,antunez_2013_tmms24,never_assessed,,24.0,1015,10.5281/zenodo.18681288,,https://zenodo.org/records/18681288,"Antunez Vilchez, J. M., & Adan, A. (2013). Circadian typology and emotional intelligence in healthy adults [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18681288"
10.5281/zenodo.19473011,lapietra_2026_volcanic_risk_perception,never_assessed,,15.0,10905,10.5281/zenodo.19473011,,https://zenodo.org/records/19473011,"Lapietra, I., Mele, D., & Dellino, P. (2026). Variables and indicators of volcanic risk perception in the Vesuvius area [Data set]. Zenodo. https://doi.org/10.5281/zenodo.19473011"
10.5281/zenodo.20516198,turpochaparro_2026_family_communication,never_assessed,,10.0,354,10.5281/zenodo.20516198,,https://zenodo.org/records/20516198,"Turpo Chaparro, J. E. (2026). Dataset on self-esteem, family communication, and social network addiction among Peruvian university students [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20516198"
10.5281/zenodo.20516198,turpochaparro_2026_self_esteem,never_assessed,,10.0,354,10.5281/zenodo.20516198,,https://zenodo.org/records/20516198,"Turpo Chaparro, J. E. (2026). Dataset on self-esteem, family communication, and social network addiction among Peruvian university students [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20516198"
10.5281/zenodo.20516198,turpochaparro_2026_social_network_addiction,never_assessed,,24.0,354,10.5281/zenodo.20516198,,https://zenodo.org/records/20516198,"Turpo Chaparro, J. E. (2026). Dataset on self-esteem, family communication, and social network addiction among Peruvian university students [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20516198"
10.5281/zenodo.21134839,skarzauskiene_2026_attitudes_science,never_assessed,,11.0,980,10.5281/zenodo.21134839,,https://zenodo.org/records/21134839,"Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839"
10.5281/zenodo.21134839,skarzauskiene_2026_big_five,never_assessed,,14.0,998,10.5281/zenodo.21134839,,https://zenodo.org/records/21134839,"Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839"
10.5281/zenodo.21134839,skarzauskiene_2026_fake_news_agree,never_assessed,,6.0,982,10.5281/zenodo.21134839,,https://zenodo.org/records/21134839,"Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839"
10.5281/zenodo.21134839,skarzauskiene_2026_fake_news_frequency,never_assessed,,4.0,947,10.5281/zenodo.21134839,,https://zenodo.org/records/21134839,"Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839"
10.5281/zenodo.21134839,skarzauskiene_2026_information_sources,never_assessed,,10.0,989,10.5281/zenodo.21134839,,https://zenodo.org/records/21134839,"Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839"
10.5281/zenodo.21134839,skarzauskiene_2026_science_behaviors,never_assessed,,4.0,994,10.5281/zenodo.21134839,,https://zenodo.org/records/21134839,"Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839"
10.5281/zenodo.21134839,skarzauskiene_2026_science_engagement,never_assessed,,4.0,934,10.5281/zenodo.21134839,,https://zenodo.org/records/21134839,"Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839"
10.5281/zenodo.21134839,skarzauskiene_2026_social_trust,never_assessed,,5.0,997,10.5281/zenodo.21134839,,https://zenodo.org/records/21134839,"Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839"
10.5281/zenodo.21134839,skarzauskiene_2026_trust_science,never_assessed,,8.0,985,10.5281/zenodo.21134839,,https://zenodo.org/records/21134839,"Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839"
10.5281/zenodo.21445573,li_2026_coach_leadership,never_assessed,,25.0,223,10.5281/zenodo.21445573,,https://zenodo.org/records/21445573,"Li, J. (2026). Coach leadership behavior and team cohesion among adolescent handball players [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21445573"
10.5281/zenodo.21445573,li_2026_sport_commitment,never_assessed,,20.0,223,10.5281/zenodo.21445573,,https://zenodo.org/records/21445573,"Li, J. (2026). Coach leadership behavior and team cohesion among adolescent handball players [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21445573"
10.5281/zenodo.21445573,li_2026_team_cohesion,never_assessed,,18.0,223,10.5281/zenodo.21445573,,https://zenodo.org/records/21445573,"Li, J. (2026). Coach leadership behavior and team cohesion among adolescent handball players [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21445573"
10.5281/zenodo.22104768,prihastiwi_2026_adcap,never_assessed,,60.0,1010,10.5281/zenodo.22104768,,https://zenodo.org/records/22104768,"Prihastiwi, W. J., & Antawati, D. (2026). Supporting dataset and supplementary materials for the Adaptive Capital Scale (AdCap) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.22104768"
10.5281/zenodo.22117910,apaza_2026_meim_r,never_assessed,,6.0,356,10.5281/zenodo.22117910,,https://zenodo.org/records/22117910,"Apaza Arapa, M. A., & Turpo Chaparro, J. E. (2026). Study data: Psychometric properties of the Multigroup Ethnic Identity Measure-Revised [Data set]. Zenodo. https://doi.org/10.5281/zenodo.22117910"
10.5281/zenodo.22117910,apaza_2026_sdo,never_assessed,,14.0,356,10.5281/zenodo.22117910,,https://zenodo.org/records/22117910,"Apaza Arapa, M. A., & Turpo Chaparro, J. E. (2026). Study data: Psychometric properties of the Multigroup Ethnic Identity Measure-Revised [Data set]. Zenodo. https://doi.org/10.5281/zenodo.22117910"
10.5281/zenodo.22117910,apaza_2026_self_esteem,never_assessed,,10.0,356,10.5281/zenodo.22117910,,https://zenodo.org/records/22117910,"Apaza Arapa, M. A., & Turpo Chaparro, J. E. (2026). Study data: Psychometric properties of the Multigroup Ethnic Identity Measure-Revised [Data set]. Zenodo. https://doi.org/10.5281/zenodo.22117910"
10.5281/zenodo.3404237,ilic_2019_whoqol_bref,never_assessed,,26.0,759,10.5281/zenodo.3404237,,https://zenodo.org/records/3404237,"Ilic, I. (2019). Psychometric properties of the World Health Organization's Quality of Life (WHOQOL-BREF) questionnaire [Data set]. Zenodo. https://doi.org/10.5281/zenodo.3404237"
10.5281/zenodo.3695861,woodall_2020_bfi44,never_assessed,,44.0,271,10.5281/zenodo.3695861,,https://zenodo.org/records/3695861,"Woodall, T. (2020). BFI inventory scores [Data set]. Zenodo. https://doi.org/10.5281/zenodo.3695861"
10.5281/zenodo.5156068,estevez_2021_actitu,never_assessed,,4.0,863,10.5281/zenodo.5156068,,https://zenodo.org/records/5156068,"Estevez, I., Valle, A., Rodriguez, S., Pineiro, I., Vieites, T., Gonzalez-Suarez, R., & Rodriguez-Llorente, C. (2021). Intrinsic motivation, perceived competence, negative feelings, and math academic performance [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5156068"
10.5281/zenodo.5156068,estevez_2021_feepad,never_assessed,,5.0,863,10.5281/zenodo.5156068,,https://zenodo.org/records/5156068,"Estevez, I., Valle, A., Rodriguez, S., Pineiro, I., Vieites, T., Gonzalez-Suarez, R., & Rodriguez-Llorente, C. (2021). Intrinsic motivation, perceived competence, negative feelings, and math academic performance [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5156068"
