"table","section_id","item","instrument","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp","language"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1160000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1170000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1190000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1200000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1250000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1290000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1300000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1400000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1470000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1480000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1500000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1510000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1600000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1700000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1750000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1780000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1790000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1800000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1900000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1960000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1970000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1980000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1990000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2010000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2100000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2200000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2300000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2400000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2480000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2500000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2600000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2700000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2750000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2800000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2900000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,2980000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,3000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,3200000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,3500000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,3700000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,3750000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,3800000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,4000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,4500000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,5000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,5400000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,5500000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,6000000,"Spanish"
