"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","correct_response","option_text","resp"
"megart_tonkovic_2021","megart_tonkovic_2021_1","poniznost","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"poniznost",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponka","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponka",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponka","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponka",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponocrviruka","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponocrviruka",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponocrviruka","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponocrviruka",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponor","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponor",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponor","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponor",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponozjest","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponozjest",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponozjest","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponozjest",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponratev","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponratev",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponratev","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponratev",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponuda","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponuda",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponuda","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponuda",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponuditelj","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponuditelj",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponuditelj","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponuditelj",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponulimost","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponulimost",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponulimost","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponulimost",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponvori","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponvori",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","ponvori","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"ponvori",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","pop","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"pop",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","pop","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"pop",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","popasas","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popasas",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","popasas","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popasas",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","popeć","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popeć",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","popeć","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popeć",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","pophrad","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"pophrad",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","pophrad","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"pophrad",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","poprapij","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"poprapij",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","poprapij","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"poprapij",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","popravljanje","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popravljanje",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","popravljanje","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popravljanje",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","populacija","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"populacija",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","populacija","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"populacija",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","popunjavanje","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popunjavanje",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","popunjavanje","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popunjavanje",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","popunjenost","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popunjenost",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","popunjenost","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popunjenost",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","popuštanje","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"popuštanje",1,"Incorrect",0
