"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","resp"
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm50","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"처음 보는 사람과도 쉽게 대화할 수 있다.","I can easily communicate with people I am meeting for the first time.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm50","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"처음 보는 사람과도 쉽게 대화할 수 있다.","I can easily communicate with people I am meeting for the first time.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm50","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"처음 보는 사람과도 쉽게 대화할 수 있다.","I can easily communicate with people I am meeting for the first time.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm50","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"처음 보는 사람과도 쉽게 대화할 수 있다.","I can easily communicate with people I am meeting for the first time.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm50","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"처음 보는 사람과도 쉽게 대화할 수 있다.","I can easily communicate with people I am meeting for the first time.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm51","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"직접 경험하지 못한 일은 섣불리 판단해서는 안 된다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm51","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"직접 경험하지 못한 일은 섣불리 판단해서는 안 된다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm51","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"직접 경험하지 못한 일은 섣불리 판단해서는 안 된다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm51","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"직접 경험하지 못한 일은 섣불리 판단해서는 안 된다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm51","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"직접 경험하지 못한 일은 섣불리 판단해서는 안 된다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm52","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm52","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm52","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm52","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm52","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm53","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 맡은 일을 스스로에게 부끄럽지 않게 잘 해내고 싶다.","I want to do my job well without being ashamed of myself.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm53","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 맡은 일을 스스로에게 부끄럽지 않게 잘 해내고 싶다.","I want to do my job well without being ashamed of myself.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm53","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 맡은 일을 스스로에게 부끄럽지 않게 잘 해내고 싶다.","I want to do my job well without being ashamed of myself.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm53","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 맡은 일을 스스로에게 부끄럽지 않게 잘 해내고 싶다.","I want to do my job well without being ashamed of myself.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm53","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 맡은 일을 스스로에게 부끄럽지 않게 잘 해내고 싶다.","I want to do my job well without being ashamed of myself.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm54","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람들과 많은 시간을 보내는 것은 내게 중요한 일이 아니다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm54","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람들과 많은 시간을 보내는 것은 내게 중요한 일이 아니다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm54","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람들과 많은 시간을 보내는 것은 내게 중요한 일이 아니다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm54","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람들과 많은 시간을 보내는 것은 내게 중요한 일이 아니다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm54","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람들과 많은 시간을 보내는 것은 내게 중요한 일이 아니다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm55","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들보다 새로운 아이디어를 더 잘 생각해내는 것 같다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm55","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들보다 새로운 아이디어를 더 잘 생각해내는 것 같다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm55","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들보다 새로운 아이디어를 더 잘 생각해내는 것 같다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm55","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들보다 새로운 아이디어를 더 잘 생각해내는 것 같다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm55","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들보다 새로운 아이디어를 더 잘 생각해내는 것 같다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm56","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm56","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm56","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm56","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm56","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm57","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm57","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm57","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm57","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm57","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm58","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 대화할 때 한 주제에서 다른 주제로 자연스럽게 넘어갈 수 있다.","I can move naturally from one topic to another in a conversation.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm58","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 대화할 때 한 주제에서 다른 주제로 자연스럽게 넘어갈 수 있다.","I can move naturally from one topic to another in a conversation.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm58","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 대화할 때 한 주제에서 다른 주제로 자연스럽게 넘어갈 수 있다.","I can move naturally from one topic to another in a conversation.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm58","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 대화할 때 한 주제에서 다른 주제로 자연스럽게 넘어갈 수 있다.","I can move naturally from one topic to another in a conversation.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm58","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 대화할 때 한 주제에서 다른 주제로 자연스럽게 넘어갈 수 있다.","I can move naturally from one topic to another in a conversation.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm59","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm59","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm59","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm59","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm59","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm60","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm60","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm60","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm60","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm60","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm61","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm61","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm61","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm61","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm61","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm62","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 다른 사람에게 별 관심이 없다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm62","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 다른 사람에게 별 관심이 없다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm62","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 다른 사람에게 별 관심이 없다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm62","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 다른 사람에게 별 관심이 없다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm62","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 다른 사람에게 별 관심이 없다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm63","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들이 어려워하는 문제들을 풀어보기 좋아한다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm63","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들이 어려워하는 문제들을 풀어보기 좋아한다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm63","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들이 어려워하는 문제들을 풀어보기 좋아한다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm63","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들이 어려워하는 문제들을 풀어보기 좋아한다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm63","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들이 어려워하는 문제들을 풀어보기 좋아한다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm64","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"하고 싶은 일은 시간이 많이 걸리더라도 해내고야 만다.","I do what you want to do, even if it takes a lot of time.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm64","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"하고 싶은 일은 시간이 많이 걸리더라도 해내고야 만다.","I do what you want to do, even if it takes a lot of time.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm64","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"하고 싶은 일은 시간이 많이 걸리더라도 해내고야 만다.","I do what you want to do, even if it takes a lot of time.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm64","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"하고 싶은 일은 시간이 많이 걸리더라도 해내고야 만다.","I do what you want to do, even if it takes a lot of time.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm64","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"하고 싶은 일은 시간이 많이 걸리더라도 해내고야 만다.","I do what you want to do, even if it takes a lot of time.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm65","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm65","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm65","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm65","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm65","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm66","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 선입견을 버리고 상대방의 의견을 경청할 수 있다.","I can put aside my preconceived notions and listen to the opinions of others.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm66","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 선입견을 버리고 상대방의 의견을 경청할 수 있다.","I can put aside my preconceived notions and listen to the opinions of others.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm66","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 선입견을 버리고 상대방의 의견을 경청할 수 있다.","I can put aside my preconceived notions and listen to the opinions of others.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm66","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 선입견을 버리고 상대방의 의견을 경청할 수 있다.","I can put aside my preconceived notions and listen to the opinions of others.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm66","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 선입견을 버리고 상대방의 의견을 경청할 수 있다.","I can put aside my preconceived notions and listen to the opinions of others.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm67","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 타인에 대한 관심과 존경을 잘 표현한다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm67","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 타인에 대한 관심과 존경을 잘 표현한다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm67","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 타인에 대한 관심과 존경을 잘 표현한다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm67","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 타인에 대한 관심과 존경을 잘 표현한다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm67","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 타인에 대한 관심과 존경을 잘 표현한다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm68","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm68","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm68","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm68","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm68","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm69","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 안 해도 어떻게 되겠지 하는 생각이 자주 든다.","I often wonder what would happen if I didn't do it.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm69","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 안 해도 어떻게 되겠지 하는 생각이 자주 든다.","I often wonder what would happen if I didn't do it.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm69","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 안 해도 어떻게 되겠지 하는 생각이 자주 든다.","I often wonder what would happen if I didn't do it.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm69","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 안 해도 어떻게 되겠지 하는 생각이 자주 든다.","I often wonder what would happen if I didn't do it.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm69","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 안 해도 어떻게 되겠지 하는 생각이 자주 든다.","I often wonder what would happen if I didn't do it.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm70","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"여러 사람들과 가깝게 지내는 것은 불편하다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm70","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"여러 사람들과 가깝게 지내는 것은 불편하다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm70","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"여러 사람들과 가깝게 지내는 것은 불편하다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm70","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"여러 사람들과 가깝게 지내는 것은 불편하다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm70","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"여러 사람들과 가깝게 지내는 것은 불편하다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm71","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들이 좀처럼 관심을 두지 않는 것들에도 관심이 많다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm71","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들이 좀처럼 관심을 두지 않는 것들에도 관심이 많다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm71","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들이 좀처럼 관심을 두지 않는 것들에도 관심이 많다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm71","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들이 좀처럼 관심을 두지 않는 것들에도 관심이 많다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm71","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"남들이 좀처럼 관심을 두지 않는 것들에도 관심이 많다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm72","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 나의 장단점을 모두 잘 알고 있다.","I know all my strengths and weaknesses.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm72","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 나의 장단점을 모두 잘 알고 있다.","I know all my strengths and weaknesses.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm72","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 나의 장단점을 모두 잘 알고 있다.","I know all my strengths and weaknesses.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm72","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 나의 장단점을 모두 잘 알고 있다.","I know all my strengths and weaknesses.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm72","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 나의 장단점을 모두 잘 알고 있다.","I know all my strengths and weaknesses.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm73","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나에게 확실히 이득이 될지라도 필요하다면 다른 사람을 위해 양보한다.","I make concessions for others if need be, even if it would definitely benefit me.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm73","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나에게 확실히 이득이 될지라도 필요하다면 다른 사람을 위해 양보한다.","I make concessions for others if need be, even if it would definitely benefit me.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm73","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나에게 확실히 이득이 될지라도 필요하다면 다른 사람을 위해 양보한다.","I make concessions for others if need be, even if it would definitely benefit me.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm73","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나에게 확실히 이득이 될지라도 필요하다면 다른 사람을 위해 양보한다.","I make concessions for others if need be, even if it would definitely benefit me.",NA,"agree",4
