tier,score,source,title,doi,url,license,n_files,tabular,signals
B,7,mendeley,Effects of Wages on the Well-being of University Teachers in China,10.17632/txm4zf982j,https://data.mendeley.com/datasets/txm4zf982j,CC BY 4.0,1,work well-being dataset.sav,file:survey-format;file:raw-ish;files:tractable
B,7,mendeley,Social well-being profiles,10.17632/xfrvh9tkwk,https://data.mendeley.com/datasets/xfrvh9tkwk,CC BY 4.0,1,data6.sav,file:survey-format;file:raw-ish;files:tractable
B,7,mendeley,Data for: The structure of intuitive abilities and their relationships with intelligence and openness to experience,10.17632/ckywkc7c26,https://data.mendeley.com/datasets/ckywkc7c26,CC BY 4.0,1,data_structure_intuition_2017.sav,file:survey-format;file:raw-ish;files:tractable
B,7,mendeley,"A peer assessment-based metaverse inquiry task approach to promoting learning achievement, critical thinking, collaboration, and creative thinking: Evidence from statistical and epistemic network analysis",10.17632/pzbgzww8hf,https://data.mendeley.com/datasets/pzbgzww8hf,CC BY 4.0,2,Creativity ENA analysis.csv|Knowledge and Survey Analysis.sav,title:measurement;file:survey-format;files:tractable
B,7,datacite,The Effects of Moderate-intensity Exercise on Executive Function and Student Learning: Perspectives for Teaching in Higher Education,10.17632/y83s87sx55,https://data.mendeley.com/datasets/y83s87sx55,CC BY 4.0,4,1. ACCURACY DATA FILE.sav|2. REACTION TIME DATA FILE.sav|3. REACTION TIME FOLLOW UP DATA FILE.sav|4. MCT DATA FILE.sav,file:survey-format;file:raw-ish;files:tractable
B,7,mendeley,Data for “Training and transfer effects of working memory updating training in male abstinent long-term methamphetamine users”,10.17632/xwjmd598pv,https://data.mendeley.com/datasets/xwjmd598pv,CC BY 4.0,1,Data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,mendeley,combined impact of tDCS and Brain Gym exercises on cognitive function in the elderly population.,10.17632/3zdxpt8bcf,https://data.mendeley.com/datasets/3zdxpt8bcf,CC BY 4.0,1,Sudhamoy data sheet.sav,file:survey-format;file:raw-ish;files:tractable
B,7,scholars_portal,"Projet ""Consommation de cannabis à des fins non médicales, santé mentale et cyberdépendance au Québec"" -  Données questionnaire quantitatif (Phase 1)",10.5683/sp4/qcq166,https://doi.org/10.5683/SP4/QCQ166,CC0 1.0,1,ANONYMISÉ_Base de données_UDS_Cyberdépendance & Cannabis_2024-05-28.tab,title:instrument;files:tractable;lic:cc0
B,7,surf,Vision-related quality of life in patients with inactive HLA-B27 –associated- spectrum anterior uveitis,10.34894/kq24l4,https://doi.org/10.34894/KQ24L4,CC-BY-4.0,1,hla-b27 Quality of Life database-final.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Morningness-eveningness and personality characteristics of young healthy adults,10.5281/zenodo.18682175,https://zenodo.org/records/18682175,cc-by-4.0,2,Dataset.csv|Dataset.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Circadian rhythmicity in substance use disorder male patients with and without comorbid depression under ambulatory and therapeutic community treatment,10.5281/zenodo.18682469,https://zenodo.org/records/18682469,cc-by-4.0,2,Dataset.csv|Dataset.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,The relation between childhood experiences and manifestations of borderline personality disorder. The mediating role of dissociative experiences and the moderating role of invalidating environment,10.5281/zenodo.13905612,https://zenodo.org/records/13905612,cc-by-4.0,1,Database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,surf,All the Tired Horses in the Sun: A Person-Centered Study of Morning and Evening Fatigue Trajectories and Their Association with Burnout,10.34894/91xunv,https://doi.org/10.34894/91XUNV,"Our data, or part of the data,  has been set to restrictive because the data is pseudonymous and therefore subject to the EU GDPR privacy regulations. 
According to our policy, the researcher who deposited the data will be informed about the access request. The depositor of the data might contact the requester for further consultation about the (re)use of the data. If the researcher decides to make the data available an agreement needs to be signed. 
If this dataset also contains unrestricted data, a 'cc-zero public domain dedication' applies to these unrestricted data.
",14,All the Tired Horses - Merged_Revision1 - withday - long.sav|All the Tired Horses - Merged_Revision1 - withday - wide.sav|All the Tired Horses - Output LCGA_After Review_v2 (version 1).xlsx|All the Tired Horses - Output LCGA_Evening Graphs.xlsx|All the Tired Horses - Output LCGA_MorningEvening.xlsx|LCGA.csv|LCGA.csv|LCGA.csv,file:survey-format;file:raw-ish;lic:cc0
B,7,zenodo,"Portuguese Nurses' Working Conditions, Self-Efficacy and Prosocial Motivation Dataset (ANACT-based)",10.5281/zenodo.17938265,https://zenodo.org/records/17938265,cc-by-4.0,3,Dataset_CAMPro.csv|Dataset_CAMPro.xlsx|Dataset_CAMPro.sav,file:survey-format;file:raw-ish;files:tractable
B,7,surf,Replication Data for: Enhanced anonymity in tax experiments does not affect compliance,10.34894/jicgq6,https://doi.org/10.34894/JICGQ6,CC BY 4.0,4,Anonymity_codebook.xlsx|Anonymity_wide_final.csv|Anonymity_wide_final_RAW (includes sosci internal variables).sav|Anonymity_wide_final.sav,file:survey-format;file:raw-ish;files:tractable
B,7,surf,"Cynical, but useful? A lay beliefs perspective on cynical leaders’ ability to prevent antisocial behavior at work",10.34894/0fyuxa,https://doi.org/10.34894/0FYUXA,CC-BY-4.0,4,Lay Beliefs about Cynical Leaders Codebook.xlsx|Lay Beliefs about Cynical Leaders Study 1 Dataset.sav|Lay Beliefs about Cynical Leaders Study 2 Dataset.sav|Lay Beliefs about Cynical Leaders Study 3 Dataset.sav,file:survey-format;file:raw-ish;files:tractable
B,7,surf,Study delay during emergency remote teaching among students at Dutch universities: The role of education satisfaction and academic wellbeing,10.34894/8homvs,https://doi.org/10.34894/8HOMVS,CC-BY-4.0,1,study_delay_during_ERT_dataset_N=680.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Health literacy and asthma control,10.5281/zenodo.14928790,https://zenodo.org/records/14928790,cc-by-4.0,1,control data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,surf,Pre-consultation information about one’s physician can affect trust and treatment outcome expectations,10.34894/ucm3p9,https://doi.org/10.34894/UCM3P9,CC-BY-4.0,2,data_analyses.sav|data_raw.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Math Anxiety among Czech Grammar School Students: Research Data from Bachelor Thesis,10.5281/zenodo.15291216,https://zenodo.org/records/15291216,cc-by-4.0,1,math_anxiety_mAMAS_dataset_czech_students.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Adverse childhood events and clinical manifestation of anxiety symptoms in Greek adolescents during COVID-19 pandemic,10.5281/zenodo.8289606,https://zenodo.org/records/8289606,cc-by-4.0,1,ACECMAS_DataBase.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,The relation between deviation from the balanced time perspective and quality of life among older people. The mediating role of death anxiety and the moderating role of awareness of aging,10.5281/zenodo.13905610,https://zenodo.org/records/13905610,cc-by-4.0,1,Database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Health anxiety and death anxiety. The role of cyberchondria and social aspirations,10.5281/zenodo.13926078,https://zenodo.org/records/13926078,cc-by-4.0,1,database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,The path from schizotypy to depression and aggression and the role of family stress,10.5281/zenodo.3956134,https://zenodo.org/records/3956134,cc-by-4.0,3,"Schizotypy, depression, aggression and perceived EE - data sharing.xlsx|Schizotypy, depression, aggression and perceived EE - data sharing-labels.xlsx|Schizotypy, depression, aggression and perceived EE - data sharing.sav",file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Self-medication for anxiety symptoms in the context of COVID-19, in users who go to a drugstore in Los Olivos, Lima-2021",10.5281/zenodo.7011528,https://zenodo.org/records/7011528,cc-by-4.0,4,SPSS DATA 1 ENGLISH VERSION.sav|SPSS DATA 2 ENGLISH VERSION.sav|DATA 1.csv|DATA 2.csv,file:survey-format;file:raw-ish;files:tractable
B,7,dataverse,"Replication Data for: ""Reassessing Racial Differences in Authoritarianism in the United States: Measurement Invariance and Group Comparisons using the ANES Child-Rearing Values Scale""",10.7910/dvn/gg6xhw,https://doi.org/10.7910/DVN/GG6XHW,CC0 1.0,1,anes_timeseries_cdf_spss_20220916.tab,title:instrument;files:tractable;lic:cc0
B,7,figshare,Internet-Delivered Cognitive-Behavioral Therapy for Social Anxiety Disorder in Romania: A Randomized Controlled Trial,10.1371/journal.pone.0123997,https://plos.figshare.com/articles/dataset/_Internet_Delivered_Cognitive_Behavioral_Therapy_for_Social_Anxiety_Disorder_in_Romania_A_Randomized_Controlled_Trial_/1403434,CC BY 4.0,2,S1 Dataset.SAV|S2 Dataset.SAV,file:survey-format;file:raw-ish;files:tractable
B,7,surf,"Replication package ""Tournament Incentives Affect Perceived Stress and Hormonal Stress Responses""",10.34894/9kl75i,https://doi.org/10.34894/9KL75I,CC0-1.0,22,clean_ALL3.dta|clean_BONN.dta|clean_MAASTRICHT.dta|cortisol.xlsx|cortisol.xlsx|id_cor_BONN.dta|id_cor_MAASTRICHT.dta|key_ids.xlsx,title:measurement;file:survey-format;lic:cc0
B,7,dataverse,Replication Data for: VALIDATION OF THE WARWICK-EDINBURGH MENTAL WELL-BEING SCALE (WEMWBS) AMONG UNIVERSITY STUDENT POPULATION IN SLOVENIA,10.7910/dvn/ubrrhg,https://doi.org/10.7910/DVN/UBRRHG,CC0 1.0,1,db_wemwbs_slo.tab,title:instrument;files:tractable;lic:cc0
B,7,figshare,"Hygiene factors (HFs), motivator factors (MFs), learning motivation (LM), and learning engagement (LE) in undergraduate blended courses.",10.6084/m9.figshare.30416749.v1,https://figshare.com/articles/dataset/Hygiene_factors_HFs_motivator_factors_MFs_learning_motivation_LM_and_learning_engagement_LE_in_undergraduate_blended_courses_/30416749,CC BY 4.0,2,data-duyen.sav|Duyen - data PLS-SEM.csv,file:survey-format;file:raw-ish;files:tractable
B,7,dataverse,Dataset for “The Teacher Work Ability Scale: Development and Validation of a Multidimensional Measure of Perceived Work Ability in the Teaching Profession”,10.7910/dvn/ycxdbi,https://doi.org/10.7910/DVN/YCXDBI,CC0 1.0,4,Sample_D.xlsx|Sample_E.xlsx|Sample_F.xlsx|Sample_G.xlsx,title:instrument;files:tractable;lic:cc0
B,7,zenodo,Anonymized dataset on OSTES validation and emotional intelligence among in-service and preservice teachers in Spain and Colombia,10.5281/zenodo.20550197,https://zenodo.org/records/20550197,cc-by-4.0,1,Datos instrumentos.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Dataset for Emotional Intelligence and teacher Self-Efficacy in Initial Teacher Education: A Psychoeducational Intervention with Spanish Pre-Service Teachers,10.5281/zenodo.18091343,https://zenodo.org/records/18091343,cc-by-4.0,1,Datos.sav,file:survey-format;file:raw-ish;files:tractable
B,7,dataverse,Psychometric Network Analysis,10.7910/dvn/nvepou,https://doi.org/10.7910/DVN/NVEPOU,CC0 1.0,1,Veri.xlsx,title:instrument;files:tractable;lic:cc0
B,7,zenodo,"Dataset on Self-Esteem, Family Communication, and Social Network Addiction among Peruvian Higher Education Students",10.5281/zenodo.20516198,https://zenodo.org/records/20516198,cc-by-4.0,1,Data_Roca_Arana_Turpo_Conde_2_Jun.sav,file:survey-format;file:raw-ish;files:tractable
B,7,figshare,Additional file 1: of The validity and psychometric properties of the Japanese version of the Compulsive Internet Use Scale (CIUS),10.6084/m9.figshare.c.3791137_d1.v1,https://springernature.figshare.com/articles/dataset/Additional_file_1_of_The_validity_and_psychometric_properties_of_the_Japanese_version_of_the_Compulsive_Internet_Use_Scale_CIUS_/5052865,CC BY + CC0,1,12888_2017_1364_MOESM1_ESM.xlsx,title:instrument;files:tractable;lic:cc0
B,7,figshare,Direct and indirect influences of social-cognitive and experiential factors on pro-environmental,10.26180/33183470.v1,https://bridges.monash.edu/articles/dataset/Direct_and_indirect_influences_of_social-cognitive_and_experiential_factors_on_pro-environmental/33183470,CC BY 4.0,1,Final Data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Questionnaire data for assessing what determines urban residents' engagement in activities for the protection of urban green spaces (UGS),10.5281/zenodo.8318495,https://zenodo.org/records/8318495,cc-by-4.0,9,ResultsCFA1.xlsx|ResultsSEM.xlsx|InputEFA2.xlsx|ResultsCFA2.xlsx|InputEFA1.xlsx|Questionnaire_RawData_ Munchen_German.xlsx|InputSEM.xlsx|InputCFA1.xlsx,title:instrument;file:raw-ish
B,7,figshare,"<b>Social Media Use, Body Image, and Self-Esteem Among Chinese Adolescents: Experimental and Survey Data (N = 1,113)</b>",10.6084/m9.figshare.30178486.v1,https://figshare.com/articles/dataset/_b_Social_Media_Use_Body_Image_and_Self-Esteem_Among_Chinese_Adolescents_Experimental_and_Survey_Data_N_1_113_b_/30178486,CC BY 4.0,3,Study 1 middle school student survey-images(1-152).sav|Study 1 self-esteem.sav|study2-961students.sav,title:measurement;file:survey-format;files:tractable
B,7,figshare,"Raw Data_Body Image, Self-Esteem, Peer Support, and Physical Activities Motivation in Adolescents",10.6084/m9.figshare.30093970.v1,https://figshare.com/articles/dataset/Raw_Data_Body_Image_Self-Esteem_Peer_Support_and_Physical_Activities_Motivation_in_Adolescents/30093970,CC BY 4.0,1,"Raw Data_Body Image, Self-Esteem, Peer Support, and Physical Activities Motivation in Adolescents.sav",file:survey-format;file:raw-ish;files:tractable
B,7,dataverse,Replication Data for: 'Sleeping with the enemy': Partisanship and tolerance in online dating,10.7910/dvn/g1h0ua,https://doi.org/10.7910/DVN/G1H0UA,CC0 1.0,9,bes_rps_2019_1.3.0.dta|cjoint_raw.dta|cjoint_wide.dta|final_cjoint.dta|photo_survey_F.tab|photo_survey_M.tab|stereotypes.tab|summary_stats.tab,file:survey-format;file:raw-ish;lic:cc0
B,7,zenodo,Health-related quality of life and musculoskeletal pain in health sciences university students,10.5281/zenodo.7782495,https://zenodo.org/records/7782495,cc-by-4.0,1,Database_HRQoL and MSP in health sciences university students.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,The relation between death anxiety and quality of life in cancer patients. The role of fear of disease progression and illness acceptance,10.5281/zenodo.15866362,https://zenodo.org/records/15866362,cc-by-4.0,1,Database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Death anxiety and quality of life in cancer patients,10.5281/zenodo.21690976,https://zenodo.org/records/21690976,cc-by-4.0,1,Database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,The relation between death anxiety and quality of life in cancer patients,10.5281/zenodo.19108714,https://zenodo.org/records/19108714,cc-by-4.0,1,database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,The relation between death anxiety and quality of life in cancer patients. The moderating role of meaning in life,10.5281/zenodo.18965012,https://zenodo.org/records/18965012,cc-by-4.0,1,Database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Coping with Fibromyalgia during the COVID-19 pandemic: adjustment and wellbeing,10.5281/zenodo.4399469,https://zenodo.org/records/4399469,cc-by-4.0,1,Fibrocoviddata.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Social Skills and Psychological Wellbeing,10.5281/zenodo.20234590,https://zenodo.org/records/20234590,cc-by-4.0,1,Data analyzed-share.sav,file:survey-format;file:raw-ish;files:tractable
B,7,figshare,HEXACO and forgiveness data cleaned (10 pseudo removed).sav,10.6084/m9.figshare.27119196.v1,https://figshare.com/articles/dataset/HEXACO_and_forgiveness_data_cleaned_10_pseudo_removed_sav/27119196,CC BY 4.0,1,HEXACO and forgiveness data cleaned (10 pseudo removed).sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Does International Students' Self-Construal Set Them At Risk for Depression?  Exploring Relationships Between Self-construal, Self-criticism, Self-compassion and Depressive Symptoms",10.5281/zenodo.7691650,https://zenodo.org/records/7691650,cc-by-4.0,2,Raw Data Study 2.sav|Raw Data Study 1.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Quality of life among Romanian Emergency Medicine Personnel during the COVID-19 Pandemic and the Russian–Ukrainian Armed Conflict,10.5281/zenodo.7840114,https://zenodo.org/records/7840114,cc-by-4.0,1,database.sav,file:survey-format;file:raw-ish;files:tractable
B,7,figshare,"data set for study titled <b>Personality, Mental Wellbeing, and Resilience as Predictors of ProQOL in Mental Health Nurses</b>",10.6084/m9.figshare.28723568.v1,https://figshare.com/articles/dataset/data_set_for_study_titled_b_Personality_Mental_Wellbeing_and_Resilience_as_Predictors_of_ProQOL_in_Mental_Health_Nurses_b_/28723568,CC BY 4.0,3,finaldatasetnursing.dta|finaldatasetnursing.RData|finaldatasetnursing.csv,file:survey-format;file:raw-ish;files:tractable
B,7,figshare,The Mediating Role of Self Compassion and Cognitive-Behavioral Avoidance in the Relationship Between Childhood Emotional Neglect and Psychological Symptoms,10.6084/m9.figshare.26056165.v1,https://figshare.com/articles/dataset/The_Mediating_Role_of_Self_Compassion_and_Cognitive-Behavioral_Avoidance_in_the_Relationship_Between_Childhood_Emotional_Neglect_and_Psychological_Symptoms/26056165,CC BY 4.0,1,Article Datasett Upload (1).sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Psychological well-being and Happiness among refugee entrepreneurs in Uganda,10.5281/zenodo.16395696,https://zenodo.org/records/16395696,cc-by-4.0,1,Data sharing.sav,file:survey-format;file:raw-ish;files:tractable
B,7,figshare,Can Attentional Focus and Physical Exertion Affect Interoception?,10.6084/m9.figshare.32927018.v1,https://figshare.com/articles/dataset/Can_Attentional_Focus_and_Physical_Exertion_Affect_Interoception_/32927018,CC BY 4.0,3,KG PhD empirical data.sav|dataset_HEP_postICA_short _meanAmplitude_400600.csv|dataset_HEP_postICA_short _meanAmplitude_200300.csv,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Mindfulness, Psychological Capital, Soft Skills, and Refugees' Psychological Wellbeing",10.5281/zenodo.14206369,https://zenodo.org/records/14206369,cc-by-4.0,1,Data analyzed-share.sav,file:survey-format;file:raw-ish;files:tractable
B,7,figshare,"Six-year positive effects of a mindfulness-based intervention on mindfulness, coping and well-being in medical and psychology students; Results from a randomized controlled trial",10.1371/journal.pone.0196053,https://plos.figshare.com/articles/dataset/Six-year_positive_effects_of_a_mindfulness-based_intervention_on_mindfulness_coping_and_well-being_in_medical_and_psychology_students_Results_from_a_randomized_controlled_trial/6178721,CC BY 4.0,1,S1 Dataset.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"From Differentiation of self to Wellbeing, Mediating Role of Self-Regulation",10.52.81/zenodo.13254849,https://zenodo.org/records/13254849,cc-by-4.0,1,sokmencurundataset.sav,file:survey-format;file:raw-ish;files:tractable
B,7,dataverse,Pre-consultation information about one’s physician can affect trust and treatment outcome expectations,10.17026/dans-zp9-wwm7,https://doi.org/10.17026/DANS-ZP9-WWM7,CC-BY-4.0,4,data_analyses-1.tab|data_analyses.tab|data_raw.sav|data_raw.tab,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,"Fake News Quotient: An exploratory analysis of information literacy on Fake news identification, tackling and it's psychological impact on students across various levels of education",10.5281/zenodo.20382648,https://zenodo.org/records/20382648,cc-by-4.0,1,Master data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,figshare,Empathy quotient scores of 1st and 5th year medical students at a medical university in Pakistan.,10.6084/m9.figshare.741709.v1,https://f1000.figshare.com/articles/dataset/Empathy_quotient_scores_of_1st_and_5th_year_medical_students_at_a_medical_university_in_Pakistan_/741709,CC BY 4.0,1,Empathy_Raw_data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_CC-CS_T2-Post,10.5281/zenodo.7489037,https://zenodo.org/records/7489037,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_CC-CS_T2-Post.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_IC_T5-Pre,10.5281/zenodo.7489089,https://zenodo.org/records/7489089,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_IC_T5-Pre.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_CC-CS_T3-Pre,10.5281/zenodo.7489009,https://zenodo.org/records/7489009,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_CC-CS_T3-Pre.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_CC_T6-Post,10.5281/zenodo.7489053,https://zenodo.org/records/7489053,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_CC_T6-Post.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_IC_T2-Pre,10.5281/zenodo.7489070,https://zenodo.org/records/7489070,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_IC_T2-Pre.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_IC_T3-Pre,10.5281/zenodo.7489076,https://zenodo.org/records/7489076,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_IC_T3-Pre.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_IC_T1-Pre,10.5281/zenodo.7489062,https://zenodo.org/records/7489062,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_IC_T1-Pre.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_IC_T6-Post,10.5281/zenodo.7489136,https://zenodo.org/records/7489136,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_IC_T6-Post.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_CC_T5-Pre,10.5281/zenodo.7489019,https://zenodo.org/records/7489019,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_CC_T5-Pre.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_IC_T1-Post,10.5281/zenodo.7489105,https://zenodo.org/records/7489105,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_IC_T1-Post.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_IC_T2-Post,10.5281/zenodo.7489111,https://zenodo.org/records/7489111,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_IC_T2-Post.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_CC_T4-Post,10.5281/zenodo.7489047,https://zenodo.org/records/7489047,cc-by-4.0,1,TEACHER-STUDENT-CR_Data_CC_T4-Post.sav,file:survey-format;file:raw-ish;files:tractable
B,7,figshare,"Psychological Flexibility, Coping, and Attachment Style in Predicting Secondary Traumatic Stress and Burnout In Forensic Inpatient Staff",10.6084/m9.figshare.24082113.v1,https://figshare.com/articles/dataset/Psychological_Flexibility_Coping_and_Attachment_Style_in_Predicting_Secondary_Traumatic_Stress_and_Burnout_In_Forensic_Inpatient_Staff/24082113,CC BY 4.0,1,Data original final.sav,file:survey-format;file:raw-ish;files:tractable
B,7,figshare,"SPSS data file showing attachment, pain, disability, and depression.",10.1371/journal.pone.0119052.s001,https://plos.figshare.com/articles/dataset/_Attachment_Symptom_Severity_and_Depression_in_Medically_Unexplained_Musculoskeletal_Pain_and_Osteoarthritis_A_Cross_Sectional_Study_/1355389,CC BY 4.0,1,S1 Dataset.SAV,file:survey-format;file:raw-ish;files:tractable
B,7,figshare,The relationship between technology use and academic achievement among sports sciences students: The mediating role of academic self-efficacy,10.6084/m9.figshare.33227889.v1,https://figshare.com/articles/dataset/The_relationship_between_technology_use_and_academic_achievement_among_sports_sciences_students_The_mediating_role_of_academic_self-efficacy/33227889,CC BY 4.0,1,DATA.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Circadian Typology and Emotional Intelligence in Healthy Adults,10.5281/zenodo.18681288,https://zenodo.org/records/18681288,cc-by-4.0,2,Dataset.csv|Dataset.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Effects of Wages on the Well-being of University Teachers in China,10.5281/zenodo.12619790,https://zenodo.org/records/12619790,cc-by-4.0,1,work well-being dataset.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Psychological capital and psychological wellbeing of refugee entrepreneurs,10.5281/zenodo.14601464,https://zenodo.org/records/14601464,cc-by-4.0,1,Data for analysis - Entrepreneurs - shared.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Self-Esteem among Empowered Saudi Women,10.5281/zenodo.18332683,https://zenodo.org/records/18332683,cc-by-4.0,1,FULL DATA.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Identification of the development of consumer ethnocentrism during a pandemic,10.5281/zenodo.7394999,https://zenodo.org/records/7394999,cc-by-4.0,2,Etnocentryzm_Baza_PL.sav|Ethnocentrism_Data_ENG.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,Impact of rotation angle on crawling and non-crawling 9-month-old infants' mental rotation ability,10.5281/zenodo.4954153,https://zenodo.org/records/4954153,cc-by-4.0,1,Gerhard_et_al_2018_JECP_dataset.sav,file:survey-format;file:raw-ish;files:tractable
B,7,dataverse,Replication Data for: Psychometric Properties of the Burnout Assessment Tool among Physicians,10.7910/dvn/rodgfe,https://doi.org/10.7910/DVN/RODGFE,CC0 1.0,1,Physicians BAT.tab,title:instrument;files:tractable;lic:cc0
B,7,zenodo,Measurement of achievement motivation for college students,10.5281/zenodo.7219876,https://zenodo.org/records/7219876,cc-by-4.0,1,data.sav,file:survey-format;file:raw-ish;files:tractable
B,7,zenodo,ACHIVEMENT AND MOTIVATION,10.5281/zenodo.10153894,https://zenodo.org/records/10153894,cc-by-4.0,1,0.Data Set.sav,file:survey-format;file:raw-ish;files:tractable
B,6,figshare,Adaptation of the Moral Foundations Questionnaire to Brazilian Portuguese,10.6084/m9.figshare.20005953.v1,https://scielo.figshare.com/articles/dataset/Adaptation_of_the_Moral_Foundations_Questionnaire_to_Brazilian_Portuguese/20005953,CC BY 4.0,2,Table_1.xls|Table_2.xls,title:instrument;files:tractable
B,6,figshare,Regression model with moral evaluations of causing fear from the Emotionally Evocative Statements Task (EEST) and harm sensitivity from the Moral Foundations Questionnaire (MFQ) predicting psychopathy scores.,10.1371/journal.pone.0125708.t002,https://plos.figshare.com/articles/dataset/_Regression_model_with_moral_evaluations_of_causing_fear_from_the_Emotionally_Evocative_Statements_Task_EEST_and_harm_sensitivity_from_the_Moral_Foundations_Questionnaire_MFQ_predicting_psychopathy_scores_/1421064,CC BY 4.0,1,Table_2.xls,title:instrument;files:tractable
B,6,figshare,Alpha internal consistency coefficients for the five subscales of the Moral Foundations Questionnaire by survey format condition.,10.1371/journal.pone.0036771.t001,https://plos.figshare.com/articles/dataset/_Alpha_internal_consistency_coefficients_for_the_five_subscales_of_the_Moral_Foundations_Questionnaire_by_survey_format_condition_/307329,CC BY 4.0,1,Table_1.xls,title:instrument;files:tractable
