table,n_id,n_age,min_age,max_age,n_distinct,n_u18,n_a18,share_under_18,n_lt6,n_6_12,n_12_18,verdict,age range,child age,reason
lai_2023_social_adaptability,1323,1299,5.0,26.0,16,1281,18,0.013857,1,235,1045,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)","both sides of 18 present but the smaller group is 1.386% (< 2%), so not Mixed"
lai_2023_parent_relation_mother,1322,1298,5.0,26.0,16,1280,18,0.013867,1,236,1043,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)","both sides of 18 present but the smaller group is 1.387% (< 2%), so not Mixed"
lai_2023_peer_relationship,1324,1300,5.0,26.0,16,1282,18,0.013846,1,236,1045,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)","both sides of 18 present but the smaller group is 1.385% (< 2%), so not Mixed"
lee_2020_sleep_quality,691,680,17.0,31.0,14,16,664,0.023529,0,0,16,derived,Mixed,Adolescent (12-18y),
liu_2017_communication,350,350,27.0,70.0,36,0,350,0.0,0,0,0,derived,Adult (18+),,
liu_2017_qol,350,350,27.0,70.0,36,0,350,0.0,0,0,0,derived,Adult (18+),,
liu_2017_mcmq_coping,350,350,27.0,70.0,36,0,350,0.0,0,0,0,derived,Adult (18+),,
liu_2017_benefit_finding,350,350,27.0,70.0,36,0,350,0.0,0,0,0,derived,Adult (18+),,
liu_2017_ssrs_support,350,350,27.0,70.0,36,0,350,0.0,0,0,0,derived,Adult (18+),,
lindstrom2021_team_identification,230,226,18.0,76.0,50,0,226,0.0,0,0,0,derived,Adult (18+),,
li_2026_coach_leadership,223,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
li_2024_sad,1151,1151,1.0,123.0,24,12,1139,0.010426,3,0,9,unusable,,,"ages outside [0, 120]: 1.0-123.0"
liang_2026_intrinsic_motivation,45,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
lindstrom2021_honesty_humility,231,227,18.0,76.0,50,0,227,0.0,0,0,0,derived,Adult (18+),,
liu_2017_scale_d,350,350,27.0,70.0,36,0,350,0.0,0,0,0,derived,Adult (18+),,
liang2026_intrinsic_motivation,45,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
liu_2017_scale_o,350,350,27.0,70.0,36,0,350,0.0,0,0,0,derived,Adult (18+),,
liu_2021_vrexp_depression,36,36,18.0,33.0,12,0,36,0.0,0,0,0,derived,Adult (18+),,
liu_2021_vrexp_breq,36,36,18.0,33.0,12,0,36,0.0,0,0,0,derived,Adult (18+),,
lindstrom2021_conscientiousness,223,220,18.0,76.0,49,0,220,0.0,0,0,0,derived,Adult (18+),,
liu_2021_vrexp_brums,36,36,18.0,33.0,12,0,36,0.0,0,0,0,derived,Adult (18+),,
liang2026_extrinsic_motivation,45,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
liang_2026_extrinsic_motivation,45,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
li_2026_team_cohesion,223,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
lindstrom2021_violent_intentions,212,209,18.0,76.0,49,0,209,0.0,0,0,0,derived,Adult (18+),,
li_2026_sport_commitment,223,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
li_2024_bdyz,1151,1151,1.0,123.0,24,12,1139,0.010426,3,0,9,unusable,,,"ages outside [0, 120]: 1.0-123.0"
li_2024_spa,1151,1151,1.0,123.0,24,12,1139,0.010426,3,0,9,unusable,,,"ages outside [0, 120]: 1.0-123.0"
li_2024_fa,1151,1151,1.0,123.0,24,12,1139,0.010426,3,0,9,unusable,,,"ages outside [0, 120]: 1.0-123.0"
luo_2021_host_ties,229,229,17.0,30.0,13,1,228,0.004367,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.437% (< 2%), so not Mixed"
luo_2021_conational_ties,229,229,17.0,30.0,13,1,228,0.004367,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.437% (< 2%), so not Mixed"
luo_2021_ecr,229,229,17.0,30.0,13,1,228,0.004367,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.437% (< 2%), so not Mixed"
lsbq_maleki_2025_persian_comprehension,321,315,15.0,59.0,39,6,309,0.019048,0,0,6,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.905% (< 2%), so not Mixed"
luo_2021_acculturation_index,229,229,17.0,30.0,13,1,228,0.004367,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.437% (< 2%), so not Mixed"
lsbq_maleki_2025_persian_switching,320,314,15.0,59.0,39,6,308,0.019108,0,0,6,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.911% (< 2%), so not Mixed"
lsbq_maleki_2025_non_persian_proficiency,312,307,15.0,59.0,39,6,301,0.019544,0,0,6,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.954% (< 2%), so not Mixed"
lsbq_maleki_2025_non_persian_use,295,290,15.0,55.0,37,4,286,0.013793,0,0,4,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.379% (< 2%), so not Mixed"
lsbq_maleki_2025_dominant_language_home_community,284,279,15.0,59.0,39,5,274,0.017921,0,0,5,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.792% (< 2%), so not Mixed"
liu_2025_ydlq,879,879,12.0,17.0,6,879,0,0.0,0,0,879,derived,Child (<18y),Adolescent (12-18y),
LOC_fadplus_goto2021,802,802,18.0,80.0,51,0,802,0.0,0,0,0,derived,Adult (18+),,
liu_2025_ydcy,879,879,12.0,17.0,6,879,0,0.0,0,0,879,derived,Child (<18y),Adolescent (12-18y),
liu_2025_xljk,879,879,12.0,17.0,6,879,0,0.0,0,0,879,derived,Child (<18y),Adolescent (12-18y),
liu_2025_mlq,345,345,17.0,37.0,17,1,344,0.002899,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.290% (< 2%), so not Mixed"
liu_2025_positive_cognition,345,345,17.0,37.0,17,1,344,0.002899,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.290% (< 2%), so not Mixed"
liu_2025_teacher_support,879,879,12.0,17.0,6,879,0,0.0,0,0,879,derived,Child (<18y),Adolescent (12-18y),
liu_2025_learning_motivation,345,345,17.0,37.0,17,1,344,0.002899,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.290% (< 2%), so not Mixed"
liu_2025_nlgz,879,879,12.0,17.0,6,879,0,0.0,0,0,879,derived,Child (<18y),Adolescent (12-18y),
liu_2022_fragreading_cdq,916,915,17.0,48.0,13,7,908,0.00765,0,0,7,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.765% (< 2%), so not Mixed"
liu_2022_mice_skills,95,95,2.0,4.0,3,95,0,0.0,95,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 4.0"
liu_2025_perceived_competence,879,879,12.0,17.0,6,879,0,0.0,0,0,879,derived,Child (<18y),Adolescent (12-18y),
liu_2021_vrexp_experience,39,39,18.0,34.0,15,0,39,0.0,0,0,0,derived,Adult (18+),,
liu_2022_fragreading_frq,916,915,17.0,48.0,13,7,908,0.00765,0,0,7,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.765% (< 2%), so not Mixed"
liu_2025_jjqx,879,879,12.0,17.0,6,879,0,0.0,0,0,879,derived,Child (<18y),Adolescent (12-18y),
luo_2021_intl_ties,229,229,17.0,30.0,13,1,228,0.004367,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.437% (< 2%), so not Mixed"
malik_2018_social_motivation,360,359,23.0,49.0,24,0,359,0.0,0,0,0,derived,Adult (18+),,
lys_2020_rape_3_sj,433,430,18.0,54.0,19,0,430,0.0,0,0,0,derived,Adult (18+),,
magnus-format-study2_2022,600,600,18.0,70.0,45,0,600,0.0,0,0,0,derived,Adult (18+),,
lys_2020_rape_3_asi,432,429,18.0,54.0,19,0,429,0.0,0,0,0,derived,Adult (18+),,
magnus-format-study1_2022,602,602,18.0,78.0,45,0,602,0.0,0,0,0,derived,Adult (18+),,
makransky_2016_self_efficacy,189,189,17.0,44.0,17,1,188,0.005291,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.529% (< 2%), so not Mixed"
machivallianism_test_tipi,73264,73264,13.0,9000009.0,98,11486,61778,0.156775,0,0,11486,unusable,,,"ages outside [0, 120]: 13.0-9000009.0"
lys_2020_rape_2_rma,142,142,18.0,40.0,14,0,142,0.0,0,0,0,derived,Adult (18+),,
lys_2020_rape_3_rma,433,430,18.0,54.0,19,0,430,0.0,0,0,0,derived,Adult (18+),,
malik_2018_individual_motivation,360,359,23.0,49.0,24,0,359,0.0,0,0,0,derived,Adult (18+),,
lys_2020_rape_3_sds,433,430,18.0,54.0,19,0,430,0.0,0,0,0,derived,Adult (18+),,
lys_2020_rape_3_diff,433,430,18.0,54.0,19,0,430,0.0,0,0,0,derived,Adult (18+),,
lys_2020_rape_2_rma_pre,142,142,18.0,40.0,14,0,142,0.0,0,0,0,derived,Adult (18+),,
malik_2018_organizational_motivation,360,359,23.0,49.0,24,0,359,0.0,0,0,0,derived,Adult (18+),,
lys_2020_rape_1_rma,886,873,15.0,79.0,26,4,869,0.004582,0,0,4,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.458% (< 2%), so not Mixed"
makransky_2016_motivation,189,189,17.0,44.0,17,1,188,0.005291,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.529% (< 2%), so not Mixed"
lys_2020_rape_3_kpnts,433,430,18.0,54.0,19,0,430,0.0,0,0,0,derived,Adult (18+),,
lys_2020_rape_3_cons,433,430,18.0,54.0,19,0,430,0.0,0,0,0,derived,Adult (18+),,
magiccats_ozono_2020,451,451,20.0,71.0,46,0,451,0.0,0,0,0,derived,Adult (18+),,
lys_2020_rape_3_unjust,433,430,18.0,54.0,19,0,430,0.0,0,0,0,derived,Adult (18+),,
mancone_2024_ravlt_intrusion,160,160,18.0,29.0,11,0,160,0.0,0,0,0,derived,Adult (18+),,
machivallianism_test_main,73486,73486,13.0,9000009.0,100,11520,61966,0.156765,0,0,11520,unusable,,,"ages outside [0, 120]: 13.0-9000009.0"
makransky_2016_mcq_correct,189,189,17.0,44.0,17,1,188,0.005291,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.529% (< 2%), so not Mixed"
lys_2020_rape_3_rwa,433,430,18.0,54.0,19,0,430,0.0,0,0,0,derived,Adult (18+),,
machivallianism_test_vcl,73489,73489,13.0,9000009.0,100,11521,61968,0.156772,0,0,11521,unusable,,,"ages outside [0, 120]: 13.0-9000009.0"
marquessanchez_2023_kidmed,235,235,14.0,18.0,5,226,9,0.038298,0,0,226,derived,Mixed,Adolescent (12-18y),
margaretto_2025_translation_study_1_lextale,231,231,18.0,48.0,15,0,231,0.0,0,0,0,derived,Adult (18+),,
margaretto_2025_translation_study_1_generalknowledge,231,231,18.0,48.0,15,0,231,0.0,0,0,0,derived,Adult (18+),,
matarboumosleh_2017_spai26,683,663,17.0,30.0,13,2,661,0.003017,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.302% (< 2%), so not Mixed"
marcussonclavertz_2019_velten,106,106,18.0,74.0,39,0,106,0.0,0,0,0,derived,Adult (18+),,
matarboumosleh_2017_gad2,417,403,17.0,30.0,12,1,402,0.002481,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.248% (< 2%), so not Mixed"
matosaslopez_2024_teacher_assessment,2223,2223,17.0,51.0,31,1,2222,0.00045,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.045% (< 2%), so not Mixed"
manolika_2021_mini_ipip,386,384,18.0,35.0,17,0,384,0.0,0,0,0,derived,Adult (18+),,
margaretto_2025_translation_study_1_vocabulary_3,231,231,18.0,48.0,15,0,231,0.0,0,0,0,derived,Adult (18+),,
matosaslopez_2022_bars_teaching,2324,2324,17.0,48.0,26,6,2318,0.002582,0,0,6,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.258% (< 2%), so not Mixed"
mascherini_2021_meddiet,1383,1383,18.0,71.0,262,0,1383,0.0,0,0,0,derived,Adult (18+),,
matarboumosleh_2017_phq2,416,402,17.0,30.0,12,1,401,0.002488,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.249% (< 2%), so not Mixed"
margaretto_2025_translation_study_2_readingcomprehension,220,220,18.0,68.0,43,0,220,0.0,0,0,0,derived,Adult (18+),,
matosaslopez_2024_questionnaire_quality,2223,2223,17.0,51.0,31,1,2222,0.00045,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.045% (< 2%), so not Mixed"
margaretto_2025_translation_study_2_generalknowledge_1,220,220,18.0,68.0,43,0,220,0.0,0,0,0,derived,Adult (18+),,
margaretto_2025_translation_study_1_readingcomprehension,231,231,18.0,48.0,15,0,231,0.0,0,0,0,derived,Adult (18+),,
margaretto_2025_translation_study_2_lextale,220,220,18.0,68.0,43,0,220,0.0,0,0,0,derived,Adult (18+),,
margaretto_2025_translation_study_2_generalknowledge_2,220,220,18.0,68.0,43,0,220,0.0,0,0,0,derived,Adult (18+),,
manolika_2021_movie_preferences,386,384,18.0,35.0,17,0,384,0.0,0,0,0,derived,Adult (18+),,
margaretto_2025_translation_study_1_vocabulary_2,231,231,18.0,48.0,15,0,231,0.0,0,0,0,derived,Adult (18+),,
manolika_2021_reading_preferences,386,384,18.0,35.0,17,0,384,0.0,0,0,0,derived,Adult (18+),,
margaretto_2025_translation_study_1_vocabulary_1,231,231,18.0,48.0,15,0,231,0.0,0,0,0,derived,Adult (18+),,
margaretto_2025_translation_study_2_vocabulary_full,220,220,18.0,68.0,43,0,220,0.0,0,0,0,derived,Adult (18+),,
manolika_2021_dirty_dozen,386,384,18.0,35.0,17,0,384,0.0,0,0,0,derived,Adult (18+),,
mancone_2024_ravlt_recall,160,160,18.0,29.0,11,0,160,0.0,0,0,0,derived,Adult (18+),,
medvedev_2018_ql,179,175,18.0,55.0,23,0,175,0.0,0,0,0,derived,Adult (18+),,
medvedev_2018_pan,173,171,18.0,55.0,23,0,171,0.0,0,0,0,derived,Adult (18+),,
mede_2025_clim_polsupport,69927,69728,18.0,100.0,77,0,69728,0.0,0,0,0,derived,Adult (18+),,
mede_2025_normperc,71895,71690,18.0,100.0,77,0,71690,0.0,0,0,0,derived,Adult (18+),,
mede_2025_sdo,70788,70584,18.0,100.0,77,0,70584,0.0,0,0,0,derived,Adult (18+),,
mede_2025_sciengage,71908,71702,18.0,100.0,77,0,71702,0.0,0,0,0,derived,Adult (18+),,
mede_2025_scipop,71917,71710,18.0,100.0,77,0,71710,0.0,0,0,0,derived,Adult (18+),,
mede_2025_outspokenness,71912,71705,18.0,100.0,77,0,71705,0.0,0,0,0,derived,Adult (18+),,
mede_2025_clim_weather_future,68056,67871,18.0,100.0,77,0,67871,0.0,0,0,0,derived,Adult (18+),,
mboya_2020_gds15,304,304,60.0,108.0,38,0,304,0.0,0,0,0,derived,Elderly (minimum age >50),,
mclaughlin_samuel_2025_auditory_session_1,251,251,18.0,65.0,47,0,251,0.0,0,0,0,derived,Adult (18+),,
mede_2025_goals_priority,71908,71701,18.0,100.0,77,0,71701,0.0,0,0,0,derived,Adult (18+),,
matranga_2019_hpv_knowledge,220,199,18.0,61.0,36,0,199,0.0,0,0,0,derived,Adult (18+),,
mede_2025_clim_government,71902,71695,18.0,100.0,77,0,71695,0.0,0,0,0,derived,Adult (18+),,
mede_2025_sciinfo,71901,71693,18.0,100.0,77,0,71693,0.0,0,0,0,derived,Adult (18+),,
mede_2025_clim_emotions,71910,71703,18.0,100.0,77,0,71703,0.0,0,0,0,derived,Adult (18+),,
medvedev_2018_oxh,180,176,18.0,55.0,24,0,176,0.0,0,0,0,derived,Adult (18+),,
mede_2025_goals_tackle,71896,71690,18.0,100.0,77,0,71690,0.0,0,0,0,derived,Adult (18+),,
mede_2025_clim_weather_past,71514,71309,18.0,100.0,77,0,71309,0.0,0,0,0,derived,Adult (18+),,
mavromoustakos_2016_probability_scale,115,115,18.0,64.0,41,0,115,0.0,0,0,0,derived,Adult (18+),,
mavromoustakos_2016_ztpi,115,115,18.0,64.0,41,0,115,0.0,0,0,0,derived,Adult (18+),,
mede_2025_willvul,70463,70264,18.0,100.0,77,0,70264,0.0,0,0,0,derived,Adult (18+),,
mavromoustakos_2016_fasq,115,115,18.0,64.0,41,0,115,0.0,0,0,0,derived,Adult (18+),,
mede_2025_trust_scientists,71915,71707,18.0,100.0,77,0,71707,0.0,0,0,0,derived,Adult (18+),,
mbft_anunciacao_2024,272845,272842,0.0,90.0,90,77125,195717,0.282673,73310,38,3777,derived,Mixed,"Early (<6y), Adolescent (12-18y)",
meng-competitiveness-2023,2385,2385,18.0,30.0,13,0,2385,0.0,0,0,0,derived,Adult (18+),,
meloni_2015_deq_ce_child,76,76,6.0,11.0,6,76,0,0.0,0,76,0,derived,Child (<18y),Child (6-12y),
metacogmonitoring_double2025,300,300,18.0,76.0,56,0,300,0.0,0,0,0,derived,Adult (18+),,
meloni_2015_deq_oe_child,76,76,6.0,11.0,6,76,0,0.0,0,76,0,derived,Child (<18y),Child (6-12y),
meloni_2015_parent_interests,76,76,31.0,55.0,23,0,76,0.0,0,0,0,derived,Adult (18+),,
merlo2025_eng_cognitive,1065,1065,14.0,19.0,6,860,205,0.192488,0,0,860,derived,Mixed,Adolescent (12-18y),
merlo2025_eng_emotional,1065,1065,14.0,19.0,6,860,205,0.192488,0,0,860,derived,Mixed,Adolescent (12-18y),
merlo2025_eng_comprehensive,1065,1065,14.0,19.0,6,860,205,0.192488,0,0,860,derived,Mixed,Adolescent (12-18y),
merlo2025_eng_agentic,1065,1065,14.0,19.0,6,860,205,0.192488,0,0,860,derived,Mixed,Adolescent (12-18y),
meloni_2015_child_disab_knowledge,76,76,6.0,11.0,6,76,0,0.0,0,76,0,derived,Child (<18y),Child (6-12y),
meloni_2015_parent_divers_ed,76,76,31.0,55.0,23,0,76,0.0,0,0,0,derived,Adult (18+),,
meloni_2015_deq_oe_parent,76,76,31.0,55.0,23,0,76,0.0,0,0,0,derived,Adult (18+),,
mekheimer_2026_paf,160,160,28.0,58.0,27,0,160,0.0,0,0,0,derived,Adult (18+),,
mentalrotation_wolf_2024,37,37,18.0,22.0,5,0,37,0.0,0,0,0,derived,Adult (18+),,
merlo2025_eet,1065,1065,14.0,19.0,6,860,205,0.192488,0,0,860,derived,Mixed,Adolescent (12-18y),
mekheimer_2026_cai,160,160,28.0,58.0,27,0,160,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_cablecars,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
meloni_2015_child_ia_frequency,76,76,6.0,11.0,6,76,0,0.0,0,76,0,derived,Child (<18y),Child (6-12y),
meloni_2015_child_ia_satisfaction,76,76,6.0,11.0,6,76,0,0.0,0,76,0,derived,Child (<18y),Child (6-12y),
meloni_2015_deq_ce_parent,76,76,31.0,55.0,23,0,76,0.0,0,0,0,derived,Adult (18+),,
mekheimer_2026_flp,160,160,28.0,58.0,27,0,160,0.0,0,0,0,derived,Adult (18+),,
mekheimer_2026_id,160,160,28.0,58.0,27,0,160,0.0,0,0,0,derived,Adult (18+),,
medvedev_2018_sl,178,174,18.0,55.0,23,0,174,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_administration,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_buses,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_corruptionperception,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_police,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_streets,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_trains,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_parks,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_highways,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_schooling,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_corruption,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_confidence,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_transportationstations,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_wellbeingservice,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_roads,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_problems,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_university,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_generalcorruption,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_lightning,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_health,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_drainage,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_healthservice,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_water,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_trash,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_electricgovernment,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_homelightning,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_wellbeing,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2023_quality_low,78896,78896,18.0,98.0,81,0,78896,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q1safety_govtrust,23481,23481,18.0,98.0,81,0,23481,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q4safety_harassment,23439,23439,18.0,98.0,81,0,23439,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q2safety_govperformance,24114,24114,18.0,98.0,81,0,24114,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q1safety_govperformance,23591,23591,18.0,98.0,81,0,23591,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q2safety_harassment,24108,24108,18.0,98.0,81,0,24108,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q2safety_conflicts,24106,24106,18.0,98.0,81,0,24106,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q4safety_perception,23450,23450,18.0,98.0,81,0,23450,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q1safety_govperformance,24022,24022,18.0,98.0,81,0,24022,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q1safety_govtrust,23904,23904,18.0,98.0,81,0,23904,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q2safety_conflicts,23712,23712,18.0,98.0,81,0,23712,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q3safety_violence,24087,24087,18.0,98.0,81,0,24087,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q2safety_perception,24114,24114,18.0,98.0,81,0,24114,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q1safety_conflicts,23576,23576,18.0,98.0,81,0,23576,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q3safety_govtrust,23962,23962,18.0,98.0,81,0,23962,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q4safety_conflicts,23441,23441,18.0,98.0,81,0,23441,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q2safety_harassment,23712,23712,18.0,98.0,81,0,23712,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q3safety_conflicts,24086,24086,18.0,98.0,81,0,24086,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q2safety_govperformance,23717,23717,18.0,98.0,81,0,23717,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q1safety_conflicts,23999,23999,18.0,98.0,81,0,23999,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q3safety_govperformance,24096,24096,18.0,98.0,81,0,24096,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q1safety_perception,19980,19980,18.0,98.0,81,0,19980,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q4safety_govperformance,23451,23451,18.0,98.0,81,0,23451,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q2safety_perception,23717,23717,18.0,98.0,81,0,23717,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q3safety_perception,24096,24096,18.0,98.0,81,0,24096,0.0,0,0,0,derived,Adult (18+),,
mexico_2024_q1safety_perception,24022,24022,18.0,98.0,81,0,24022,0.0,0,0,0,derived,Adult (18+),,
milson_2026_self_esteem,904,904,18.0,34.0,17,0,904,0.0,0,0,0,derived,Adult (18+),,
mhscdc_fried_2020_motivation,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q3safety_govtrust,23522,23522,18.0,98.0,81,0,23522,0.0,0,0,0,derived,Adult (18+),,
mhscdc_fried_2020_loneliness,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
mhscdc_fried_2020_tired,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
milavic_2019_psisysf,304,304,18.0,25.0,8,0,304,0.0,0,0,0,derived,Adult (18+),,
mfq_adolescent_athletes,155,152,13.0,18.0,6,150,2,0.013158,0,0,150,derived,Child (<18y),Adolescent (12-18y),"both sides of 18 present but the smaller group is 1.316% (< 2%), so not Mixed"
mhscdc_fried_2020_mindfullness,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
mhscdc_fried_2020_dass,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
mhscdc_fried_2020_se,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
mhscdc_fried_2020_conscientiousness,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q4safety_harassment,23914,23914,18.0,98.0,81,0,23914,0.0,0,0,0,derived,Adult (18+),,
mhscdc_fried_2020_procrastination,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q3safety_govperformance,23642,23642,18.0,98.0,81,0,23642,0.0,0,0,0,derived,Adult (18+),,
mhscdc_fried_2020_smartphone,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
mhscdc_fried_2020_anger,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
mhscdc_fried_2020_ps,80,80,18.0,48.0,10,0,80,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q4safety_conflicts,23913,23913,18.0,98.0,81,0,23913,0.0,0,0,0,derived,Adult (18+),,
milson_2026_body_satisfaction,904,904,18.0,34.0,17,0,904,0.0,0,0,0,derived,Adult (18+),,
mexico_2025_q3safety_conflicts,23634,23634,18.0,98.0,81,0,23634,0.0,0,0,0,derived,Adult (18+),,
