table,age range,child age (for child-focused studies),basis,min_age,max_age,n_age,share_under_18,generated
fcupanas_cffsdas_reyna_2018,Mixed,Adolescent (12-18y),derived_cov_age,14.0,65.0,805,0.161844,2026-09-01
feng2026_autonomy,Mixed,Adolescent (12-18y),derived_cov_age,13.0,18.0,587,0.037479,2026-09-01
feng2026_behavioral_intention,Mixed,Adolescent (12-18y),derived_cov_age,13.0,18.0,587,0.037479,2026-09-01
feng2026_competence,Mixed,Adolescent (12-18y),derived_cov_age,13.0,18.0,587,0.037479,2026-09-01
feng2026_ec,Mixed,Adolescent (12-18y),derived_cov_age,13.0,18.0,587,0.037479,2026-09-01
feng2026_intrinsic_motivation,Mixed,Adolescent (12-18y),derived_cov_age,13.0,18.0,587,0.037479,2026-09-01
feng2026_perceived_ease_of_use,Mixed,Adolescent (12-18y),derived_cov_age,13.0,18.0,587,0.037479,2026-09-01
feng2026_perceived_usefulness,Mixed,Adolescent (12-18y),derived_cov_age,13.0,18.0,587,0.037479,2026-09-01
figalova_2021_bdi,Adult (18+),,derived_cov_age,21.0,91.0,347,0.0,2026-09-01
figalova_2021_pss,Adult (18+),,derived_cov_age,18.0,91.0,1723,0.0,2026-09-01
figalova_2021_stai_state,Adult (18+),,derived_cov_age,20.0,81.0,387,0.0,2026-09-01
figalova_2021_stai_trait,Adult (18+),,derived_cov_age,20.0,81.0,387,0.0,2026-09-01
fitriana_2022_hapwork_field,Adult (18+),,derived_cov_age,25.0,65.0,370,0.0,2026-09-01
florida_twins_auth,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.237508556,20.39972621,1356,0.055749,2026-09-01
florida_twins_cads,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.237508556,18.13278576,1272,0.001571,2026-09-01
florida_twins_chaos,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.486652977,16.04654346,808,0.0,2026-09-01
florida_twins_class,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.486652977,16.04654346,806,0.0,2026-09-01
florida_twins_dbi,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.642710472,20.39972621,606,0.132013,2026-09-01
florida_twins_dweck,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.237508556,20.39972621,879,0.083682,2026-09-01
florida_twins_friends,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.237508556,20.39972621,1351,0.055944,2026-09-01
florida_twins_game,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.642710472,20.39972621,591,0.133672,2026-09-01
florida_twins_grades,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.237508556,20.39972621,1348,0.056101,2026-09-01
florida_twins_grit,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.237508556,18.13278576,782,0.002558,2026-09-01
florida_twins_hwk,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.642710472,20.39972621,602,0.131229,2026-09-01
florida_twins_leq,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.642710472,20.39972621,607,0.131796,2026-09-01
florida_twins_media,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.642710472,20.39972621,608,0.131579,2026-09-01
florida_twins_nes,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.237508556,20.39972621,1353,0.055866,2026-09-01
florida_twins_pals,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.237508556,18.13278576,784,0.002551,2026-09-01
forrest_2021_phys_activity_child,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,17.0,2011,0.0,2026-09-01
forrest_2021_positive_affect_child,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,17.0,1869,0.0,2026-09-01
forrest_2021_phys_stress_child,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,17.0,1843,0.0,2026-09-01
forrest_2021_global_health_child,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,17.0,3635,0.0,2026-09-01
forrest_2021_meaning_purpose_child,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,17.0,1895,0.0,2026-09-01
forrest_2021_life_satisfaction_child,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,17.0,1992,0.0,2026-09-01
FomoNegativeAffect_cremer_2026_phq,Adult (18+),,derived_cov_age,18.0,25.0,461,0.0,2026-09-01
forrest_2021_family_involve_child,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,17.0,1845,0.0,2026-09-01
FomoNegativeAffect_cremer_2026_rrs,Adult (18+),,derived_cov_age,18.0,25.0,459,0.0,2026-09-01
FomoNegativeAffect_cremer_2026_panas,Adult (18+),,derived_cov_age,18.0,25.0,461,0.0,2026-09-01
forrest_2021_family_belonging_child,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,17.0,1845,0.0,2026-09-01
FomoNegativeAffect_cremer_2026_fomo,Adult (18+),,derived_cov_age,18.0,25.0,459,0.0,2026-09-01
florida_twins_read,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.486652977,16.04654346,809,0.0,2026-09-01
florida_twins_sch,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.486652977,16.04654346,804,0.0,2026-09-01
florida_twins_par,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.237508556,20.39972621,1353,0.055866,2026-09-01
florida_twins_tech,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.642710472,20.39972621,608,0.131579,2026-09-01
florida_twins_panas,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.237508556,20.39972621,1351,0.055983,2026-09-01
gao_2022_pss10,Adult (18+),,derived_cov_age,18.0,99.0,1081,0.0,2026-09-01
gan_2015_rrs,Elderly (minimum age >50),,derived_cov_age,66.0,94.0,71,0.0,2026-09-01
gan_2015_ucla_loneliness,Elderly (minimum age >50),,derived_cov_age,66.0,94.0,71,0.0,2026-09-01
Forthmann-2024-creative_quality,Adult (18+),,derived_cov_age,17.0,75.0,202,0.009901,2026-09-01
Forthmann-2024-cleverness_ratings,Adult (18+),,derived_cov_age,17.0,75.0,202,0.009901,2026-09-01
gao_2022_emotional_resilience,Adult (18+),,derived_cov_age,18.0,99.0,1081,0.0,2026-09-01
gao_2022_stress_response,Adult (18+),,derived_cov_age,18.0,99.0,1081,0.0,2026-09-01
gao_2022_scsq,Adult (18+),,derived_cov_age,18.0,99.0,1081,0.0,2026-09-01
frikha_2023_pe_ms,Adult (18+),,derived_cov_age,19.0,35.0,308,0.0,2026-09-01
gan_2015_cesd,Elderly (minimum age >50),,derived_cov_age,66.0,94.0,71,0.0,2026-09-01
gahps_korner_2021,Adult (18+),,derived_cov_age,18.0,75.0,1134,0.0,2026-09-01
forrest_2021_psych_stress_child,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,17.0,1874,0.0,2026-09-01
forrest_2021_strength_child,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,17.0,1824,0.0,2026-09-01
franco_2024_unfolding,Adult (18+),,derived_cov_age,17.0,76.0,137,0.014599,2026-09-01
frikha_2023_pe_acrs,Adult (18+),,derived_cov_age,19.0,35.0,308,0.0,2026-09-01
fraijo_2022_mslq,Mixed,Adolescent (12-18y),derived_cov_age,17.0,29.0,347,0.048991,2026-09-01
germann_2026_immigration,Adult (18+),,derived_cov_age,18.0,96.0,72185,0.0,2026-09-01
genpsych_russell_2024_llama3,Adult (18+),,derived_cov_age,18.0,86.0,1001,0.0,2026-09-01
genpsych_russell_2024_gpt3_5,Adult (18+),,derived_cov_age,18.0,84.0,1000,0.0,2026-09-01
gcb5_2025,Adult (18+),,derived_cov_age,18.0,81.0,492,0.0,2026-09-01
germann_2026_redistribution,Adult (18+),,derived_cov_age,18.0,96.0,72184,0.0,2026-09-01
genpsych_russell_2024_mixtral,Adult (18+),,derived_cov_age,18.0,85.0,998,0.0,2026-09-01
germann_2026_state_intervention,Adult (18+),,derived_cov_age,18.0,96.0,71896,0.0,2026-09-01
garciabatista_2021_erq,Adult (18+),,derived_cov_age,23.0,66.0,187,0.0,2026-09-01
germann_2026_environment,Adult (18+),,derived_cov_age,18.0,96.0,71941,0.0,2026-09-01
GBJW_fadplus_goto2021,Adult (18+),,derived_cov_age,18.0,80.0,802,0.0,2026-09-01
ghanbari_2016_helma_access,Mixed,Adolescent (12-18y),derived_cov_age,15.0,18.0,582,0.137457,2026-09-01
genpsych_russell_2024_gpt4o,Adult (18+),,derived_cov_age,18.0,95.0,999,0.0,2026-09-01
germann_2026_national_identity,Adult (18+),,derived_cov_age,18.0,96.0,71579,0.0,2026-09-01
GART_Grolig_2020,Mixed,Adolescent (12-18y),derived_cov_age,13.0,73.0,120,0.158333,2026-09-01
genpsych_russell_2024_gemma,Adult (18+),,derived_cov_age,18.0,81.0,1000,0.0,2026-09-01
gilbert_meta_32,Child (<18y),Adolescent (12-18y),derived_cov_age,8.0,25.0,4513,0.010858,2026-09-01
gilbert_meta_24,Child (<18y),Child (6-12y),derived_cov_age,6.5,9.5,644,0.0,2026-09-01
gilbert_meta_16,Child (<18y),Child (6-12y),derived_cov_age,7.0,13.0,3948,0.0,2026-09-01
gilbert_meta_28,Adult (18+),,derived_cov_age,18.0,70.0,8857,0.0,2026-09-01
gilbert_meta_27,Adult (18+),,derived_cov_age,18.0,70.0,8857,0.0,2026-09-01
gilbert_meta_107,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,11.0,17.0,1031,0.0,2026-09-01
gilbert_meta_106,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,11.0,17.0,1031,0.0,2026-09-01
gilbert_meta_105,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,11.0,17.0,1031,0.0,2026-09-01
ghanbari_2016_helma_use,Mixed,Adolescent (12-18y),derived_cov_age,15.0,18.0,582,0.137457,2026-09-01
ghanbari_2016_helma_understand,Mixed,Adolescent (12-18y),derived_cov_age,15.0,18.0,582,0.137457,2026-09-01
ghanbari_2016_helma_reading,Mixed,Adolescent (12-18y),derived_cov_age,15.0,18.0,582,0.137457,2026-09-01
ghanbari_2016_helma_numeracy,Mixed,Adolescent (12-18y),derived_cov_age,15.0,18.0,582,0.137457,2026-09-01
ghanbari_2016_helma_appraise,Mixed,Adolescent (12-18y),derived_cov_age,15.0,18.0,582,0.137457,2026-09-01
ghanbari_2016_helma_comm,Mixed,Adolescent (12-18y),derived_cov_age,15.0,18.0,582,0.137457,2026-09-01
gilbert_meta_49,Mixed,Adolescent (12-18y),derived_cov_age,16.0,68.0,187,0.02139,2026-09-01
gilbert_meta_62,Adult (18+),,derived_cov_age,23.0,90.0,713,0.0,2026-09-01
gilbert_meta_45,Adult (18+),,derived_cov_age,21.0,63.0,240,0.0,2026-09-01
gilbert_meta_38,Adult (18+),,derived_cov_age,20.0,65.0,839,0.0,2026-09-01
gilbert_meta_44,Elderly (minimum age >50),,derived_cov_age,60.0,94.0,243,0.0,2026-09-01
gilbert_meta_60,Mixed,Adolescent (12-18y),derived_cov_age,10.0,51.0,2549,0.375049,2026-09-01
gilbert_meta_4,Adult (18+),,derived_cov_age,17.0,44.0,973,0.001028,2026-09-01
gilbert_meta_59,Adult (18+),,derived_cov_age,18.0,45.0,1154,0.0,2026-09-01
gilbert_meta_58,Adult (18+),,derived_cov_age,18.0,45.0,1154,0.0,2026-09-01
gilbert_meta_33,Child (<18y),Adolescent (12-18y),derived_cov_age,13.0,18.0,1592,0.014348,2026-09-01
gilbert_meta_61,Mixed,Adolescent (12-18y),derived_cov_age,10.0,51.0,2550,0.375294,2026-09-01
gilbert_meta_5,Child (<18y),Adolescent (12-18y),derived_cov_age,13.0595483779907,15.7097873687744,2920,0.0,2026-09-01
gilbert_meta_37,Adult (18+),,derived_cov_age,20.0,65.0,839,0.0,2026-09-01
gilbert_meta_57,Adult (18+),,derived_cov_age,18.0,45.0,1154,0.0,2026-09-01
gilbert_meta_85,Mixed,Adolescent (12-18y),derived_cov_age,13.0,21.0,931,0.040816,2026-09-01
gilbert_meta_86,Adult (18+),,derived_cov_age,17.0,96.0,1234,0.002431,2026-09-01
gobbens_2018_iadl,Elderly (minimum age >50),,derived_cov_age,75.0280629705681,95.44695414099932,377,0.0,2026-09-01
girma_2021_oslo3,Mixed,Adolescent (12-18y),derived_cov_age,14.0,19.0,546,0.333333,2026-09-01
gilbert_meta_84,Mixed,Adolescent (12-18y),derived_cov_age,13.0,21.0,908,0.039648,2026-09-01
gilbert_meta_9,Mixed,Adolescent (12-18y),derived_cov_age,14.0,88.0,1646,0.020656,2026-09-01
gmc_kay_2025,Adult (18+),,derived_cov_age,18.0,81.0,492,0.0,2026-09-01
goksel_2026_embarrassment_authenticity,Adult (18+),,derived_cov_age,18.0,85.0,2100,0.0,2026-09-01
girma_2021_phq9,Mixed,Adolescent (12-18y),derived_cov_age,14.0,19.0,546,0.333333,2026-09-01
gizaw_2023_phq9,Adult (18+),,derived_cov_age,21.0,73.0,577,0.0,2026-09-01
gillman_2023_pss,Adult (18+),,derived_cov_age,18.0,63.0,403,0.0,2026-09-01
gobbens_2018_adl,Elderly (minimum age >50),,derived_cov_age,75.0280629705681,95.44695414099932,377,0.0,2026-09-01
gobbens_2018_sf12,Elderly (minimum age >50),,derived_cov_age,75.0280629705681,95.44695414099932,374,0.0,2026-09-01
goksel_2026_embarrassment_emb_perception,Adult (18+),,derived_cov_age,18.0,77.0,600,0.0,2026-09-01
goksel_2026_embarrassment_appeasement,Adult (18+),,derived_cov_age,18.0,77.0,600,0.0,2026-09-01
gilbert_meta_98,Adult (18+),,derived_cov_age,18.0,104.0,8608,0.0,2026-09-01
goksel_2026_embarrassment_liking,Adult (18+),,derived_cov_age,18.0,78.0,300,0.0,2026-09-01
gilbert_meta_87,Adult (18+),,derived_cov_age,17.0,96.0,1234,0.002431,2026-09-01
gillman_2023_appraisals,Adult (18+),,derived_cov_age,18.0,63.0,404,0.0,2026-09-01
goksel_2026_embarrassment_affectivetrust,Adult (18+),,derived_cov_age,18.0,78.0,300,0.0,2026-09-01
gilbert_meta_83,Mixed,Adolescent (12-18y),derived_cov_age,13.0,21.0,932,0.040773,2026-09-01
gilbert_meta_97,Adult (18+),,derived_cov_age,18.0,104.0,8609,0.0,2026-09-01
goldberg_2018_eps_adjectives,Adult (18+),,derived_cov_age,18.0,83.0,726,0.0,2026-09-01
goldberg_2018_eps_life_events,Adult (18+),,derived_cov_age,18.0,83.0,726,0.0,2026-09-01
goldberg_2018_eps_ipip,Adult (18+),,derived_cov_age,18.0,83.0,726,0.0,2026-09-01
goldberg_2018_eps_spirituality,Adult (18+),,derived_cov_age,18.0,83.0,726,0.0,2026-09-01
goldberg_2018_eps_s11,Adult (18+),,derived_cov_age,18.0,83.0,726,0.0,2026-09-01
goksel_2026_embarrassment_resilience,Adult (18+),,derived_cov_age,18.0,85.0,899,0.0,2026-09-01
goldberg_2018_dop_ab5c_vignettes,Adult (18+),,derived_cov_age,18.0,83.0,639,0.0,2026-09-01
goksel_2026_embarrassment_puremorality,Adult (18+),,derived_cov_age,18.0,80.0,602,0.0,2026-09-01
goldberg_2018_bri_feel,Adult (18+),,derived_cov_age,18.0,85.0,778,0.0,2026-09-01
goksel_2026_embarrassment_socialnorm,Adult (18+),,derived_cov_age,19.0,78.0,299,0.0,2026-09-01
goldberg_2018_bri_ofood,Adult (18+),,derived_cov_age,18.0,85.0,774,0.0,2026-09-01
goldberg_2018_dop_avocational_interests,Adult (18+),,derived_cov_age,18.0,83.0,639,0.0,2026-09-01
goldberg_2018_eps_cesd,Adult (18+),,derived_cov_age,18.0,83.0,726,0.0,2026-09-01
goldberg_2018_bri_bri,Adult (18+),,derived_cov_age,18.0,85.0,778,0.0,2026-09-01
goksel_2026_embarrassment_purewarmth,Adult (18+),,derived_cov_age,18.0,80.0,602,0.0,2026-09-01
goksel_2026_embarrassment_wcm,Adult (18+),,derived_cov_age,18.0,80.0,1500,0.0,2026-09-01
goldberg_2018_bri_curio,Adult (18+),,derived_cov_age,18.0,85.0,777,0.0,2026-09-01
goldberg_2018_ciss,Adult (18+),,derived_cov_age,18.0,85.0,576,0.0,2026-09-01
goldberg_2018_cpi,Adult (18+),,derived_cov_age,18.0,85.0,815,0.0,2026-09-01
goldberg_2018_bri_food,Adult (18+),,derived_cov_age,18.0,85.0,777,0.0,2026-09-01
goksel_2026_embarrassment_moralityandwarmth,Adult (18+),,derived_cov_age,18.0,80.0,602,0.0,2026-09-01
goksel_2026_embarrassment_warmth_competence,Adult (18+),,derived_cov_age,19.0,85.0,600,0.0,2026-09-01
goksel_2026_embarrassment_similarity,Adult (18+),,derived_cov_age,18.0,78.0,300,0.0,2026-09-01
goksel_2026_embarrassment_socialcompetence,Adult (18+),,derived_cov_age,18.0,85.0,899,0.0,2026-09-01
goldberg_2018_hpi,Adult (18+),,derived_cov_age,18.0,85.0,475,0.0,2026-09-01
goldberg_2018_pda360,Adult (18+),,derived_cov_age,18.0,89.0,1121,0.0,2026-09-01
goldberg_2018_prs_movie_preferences,Adult (18+),,derived_cov_age,18.0,83.0,734,0.0,2026-09-01
goldberg_2018_ppq_music,Adult (18+),,derived_cov_age,18.0,83.0,677,0.0,2026-09-01
goldberg_2018_sdv_desirability,Adult (18+),,derived_cov_age,18.0,83.0,699,0.0,2026-09-01
goldberg_2018_hpq_h,Adult (18+),,derived_cov_age,18.0,85.0,705,0.0,2026-09-01
goldberg_2018_ppq_via_strengths,Adult (18+),,derived_cov_age,18.0,83.0,679,0.0,2026-09-01
goldberg_2018_pf16_p,Adult (18+),,derived_cov_age,18.0,85.0,680,0.0,2026-09-01
goldberg_2018_prs_tv_preferences,Adult (18+),,derived_cov_age,18.0,83.0,731,0.0,2026-09-01
goldberg_2018_prs_pey,Adult (18+),,derived_cov_age,18.0,83.0,734,0.0,2026-09-01
goldberg_2018_prs_ipip,Adult (18+),,derived_cov_age,18.0,83.0,735,0.0,2026-09-01
goldberg_2018_ipip,Adult (18+),,derived_cov_age,18.0,89.0,960,0.0,2026-09-01
goldberg_2018_sbo,Adult (18+),,derived_cov_age,18.0,85.0,703,0.0,2026-09-01
goldberg_2018_prs_music_preferences,Adult (18+),,derived_cov_age,18.0,83.0,735,0.0,2026-09-01
goldberg_2018_prs_bas_bis,Adult (18+),,derived_cov_age,18.0,83.0,735,0.0,2026-09-01
goldberg_2018_prs_peo,Adult (18+),,derived_cov_age,18.0,83.0,734,0.0,2026-09-01
goldberg_2018_pas_adjectives,Adult (18+),,derived_cov_age,18.0,85.0,733,0.0,2026-09-01
goldberg_2018_prs_gray_wilson,Adult (18+),,derived_cov_age,18.0,83.0,735,0.0,2026-09-01
goldberg_2018_jpir,Adult (18+),,derived_cov_age,18.0,85.0,712,0.0,2026-09-01
goldberg_2018_pas_ipip_scales,Adult (18+),,derived_cov_age,18.0,85.0,734,0.0,2026-09-01
goldberg_2018_prs_hexaco,Adult (18+),,derived_cov_age,18.0,83.0,736,0.0,2026-09-01
goldberg_2018_ppq_beliefs,Adult (18+),,derived_cov_age,18.0,83.0,679,0.0,2026-09-01
goldberg_2018_pda525,Adult (18+),,derived_cov_age,18.0,85.0,700,0.0,2026-09-01
goldberg_2018_ppq_dream,Adult (18+),,derived_cov_age,18.0,83.0,677,0.0,2026-09-01
goldberg_2018_sdv_adjectives,Adult (18+),,derived_cov_age,18.0,83.0,699,0.0,2026-09-01
goldberg_2018_prs_reading_preferences,Adult (18+),,derived_cov_age,18.0,83.0,734,0.0,2026-09-01
goldberg_2018_sdv_force,Adult (18+),,derived_cov_age,18.0,83.0,698,0.0,2026-09-01
goldberg_2018_sdv_happy,Adult (18+),,derived_cov_age,18.0,83.0,696,0.0,2026-09-01
goldberg_2018_sdv_influ,Adult (18+),,derived_cov_age,18.0,83.0,699,0.0,2026-09-01
goldberg_2018_sdv_ipip_temperament,Adult (18+),,derived_cov_age,18.0,83.0,701,0.0,2026-09-01
goldberg_2018_sdv_likelihood,Adult (18+),,derived_cov_age,18.0,83.0,700,0.0,2026-09-01
goldberg_2018_sdv_schwartz_values,Adult (18+),,derived_cov_age,18.0,83.0,700,0.0,2026-09-01
goldberg_2018_sdv_views,Adult (18+),,derived_cov_age,18.0,83.0,700,0.0,2026-09-01
goldberg_2018_spa_beliefs_about_intelligence,Adult (18+),,derived_cov_age,18.0,83.0,730,0.0,2026-09-01
goldberg_2018_spa_bfi_forced_choice,Adult (18+),,derived_cov_age,18.0,83.0,729,0.0,2026-09-01
goldberg_2018_spa_changeability,Adult (18+),,derived_cov_age,18.0,83.0,729,0.0,2026-09-01
goldberg_2018_spa_cultural_familiarity,Adult (18+),,derived_cov_age,18.0,83.0,730,0.0,2026-09-01
goldberg_2018_spa_ipip,Adult (18+),,derived_cov_age,18.0,83.0,730,0.0,2026-09-01
goldberg_2018_spa_medical_history,Adult (18+),,derived_cov_age,18.0,83.0,730,0.0,2026-09-01
goldberg_2018_spa_skill_proficiency,Adult (18+),,derived_cov_age,18.0,83.0,729,0.0,2026-09-01
goldberg_2018_spa_skills,Adult (18+),,derived_cov_age,18.0,83.0,730,0.0,2026-09-01
goldberg_2018_spa_speo,Adult (18+),,derived_cov_age,18.0,83.0,714,0.0,2026-09-01
goldberg_2018_spa_spey,Adult (18+),,derived_cov_age,18.0,83.0,711,0.0,2026-09-01
goldberg_2018_spa_talents,Adult (18+),,derived_cov_age,18.0,83.0,727,0.0,2026-09-01
goldberg_2018_tci,Adult (18+),,derived_cov_age,18.0,85.0,736,0.0,2026-09-01
gomez_2020_mpq,Adult (18+),,derived_cov_age,18.0,86.0,201,0.0,2026-09-01
guatemala_2024_homes_avenues,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_country,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_drainage,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_emergencies,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
hao_2025_emotional_regulation,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,650,0.0,2026-09-01
hao_2025_self_efficacy,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,650,0.0,2026-09-01
hao_2025_foreign_language_anxiety,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,650,0.0,2026-09-01
haehner_2026_personality_subsaharan_b2i,Mixed,Adolescent (12-18y),derived_cov_age,17.0,21.0,1709,0.026916,2026-09-01
gumus_2025_dietarian_identity,Adult (18+),,derived_cov_age,19.0,61.0,485,0.0,2026-09-01
guatemala_2024_homes_roads,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_safety,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_transparency,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
haehner_2026_personality_subsaharan_ecq,Mixed,Adolescent (12-18y),derived_cov_age,17.0,21.0,1705,0.026979,2026-09-01
hannachi_2025_eco_anxiety_heas,Adult (18+),,derived_cov_age,17.0,77.0,533,0.009381,2026-09-01
hao_2025_metacognitive_regulation,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,650,0.0,2026-09-01
hannachi_2025_eco_anxiety_cas,Adult (18+),,derived_cov_age,17.0,77.0,533,0.009381,2026-09-01
hannachi_2025_eco_anxiety_affect,Adult (18+),,derived_cov_age,17.0,77.0,533,0.009381,2026-09-01
guatemala_2024_homes_water,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_publiceducation,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_trash,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_parks,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_publichealth,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
hannachi_2025_eco_anxiety_cope,Adult (18+),,derived_cov_age,17.0,77.0,533,0.009381,2026-09-01
guatemala_2024_homes_publicclinic,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_energy,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_nutrition,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_lighting,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
guatemala_2024_homes_transport,Adult (18+),,derived_cov_age,16.0,97.0,6886,0.000436,2026-09-01
hexaco_silvia_2025,Adult (18+),,derived_cov_age,18.0,95.0,530,0.0,2026-09-01
holden_2026_bsri,Adult (18+),,derived_cov_age,19.0,83.0,695,0.0,2026-09-01
hayek_2022_self_efficacy,Mixed,Adolescent (12-18y),derived_cov_age,15.0,18.0,345,0.113043,2026-09-01
hayek_2022_subj_norm,Mixed,Adolescent (12-18y),derived_cov_age,15.0,18.0,345,0.113043,2026-09-01
herrera_2018_iri,Mixed,Adolescent (12-18y),derived_cov_age,15.0,88.0,556,0.053957,2026-09-01
herrera_2018_beliefs_about_empathy,Mixed,Adolescent (12-18y),derived_cov_age,15.0,88.0,556,0.053957,2026-09-01
herrera_2018_se_d_items,Mixed,Adolescent (12-18y),derived_cov_age,15.0,88.0,439,0.063781,2026-09-01
herrera_2018_attitudes_homeless,Mixed,Adolescent (12-18y),derived_cov_age,15.0,88.0,439,0.063781,2026-09-01
hao_2025_social_regulation,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,15.0,650,0.0,2026-09-01
hayek_2022_attitude,Mixed,Adolescent (12-18y),derived_cov_age,15.0,18.0,345,0.113043,2026-09-01
ipip_openpsychometrics_sc,Adult (18+),,derived_cov_age,14.0,72.0,1001,0.018981,2026-09-01
ibrahim_2015_bfi,Adult (18+),,derived_cov_age,20.0,85.0,200,0.0,2026-09-01
iandolo_2021_asq,Adult (18+),,derived_cov_age,18.0,37.0,348,0.0,2026-09-01
hyatt_2023_aggression_neo,Adult (18+),,derived_cov_age,19.0,76.0,655,0.0,2026-09-01
hyatt_2023_aggression_rpa,Adult (18+),,derived_cov_age,19.0,76.0,655,0.0,2026-09-01
ipip_openpsychometrics_do,Adult (18+),,derived_cov_age,14.0,72.0,1001,0.018981,2026-09-01
hyatt_2023_aggression_cab,Adult (18+),,derived_cov_age,19.0,76.0,655,0.0,2026-09-01
ibrahim_2015_sf36,Adult (18+),,derived_cov_age,20.0,85.0,200,0.0,2026-09-01
hyatt_2023_aggression_prelim2_epa,Adult (18+),,derived_cov_age,20.0,76.0,322,0.0,2026-09-01
ilearnathome_regalado_2025,Adult (18+),,derived_cov_age,21.0,65.0,909,0.0,2026-09-01
ipip_openpsychometrics_as,Adult (18+),,derived_cov_age,14.0,72.0,1004,0.018924,2026-09-01
ipip_openpsychometrics_ad,Adult (18+),,derived_cov_age,14.0,72.0,1000,0.019,2026-09-01
identity_fusion_gomez_2025,Adult (18+),,derived_cov_age,18.0,88.0,2570,0.0,2026-09-01
huang_2016_neo_neuroticism,Adult (18+),,derived_cov_age,47.0,67.0,114,0.0,2026-09-01
hyatt_2023_aggression_aeq,Adult (18+),,derived_cov_age,18.0,76.0,1321,0.0,2026-09-01
