table,was,now,kind
medvedev_2018_oxh,,Adult (18+),new row
mede_2025_goals_tackle,,Adult (18+),new row
mede_2025_clim_weather_past,,Adult (18+),new row
mavromoustakos_2016_probability_scale,,Adult (18+),new row
mavromoustakos_2016_ztpi,,Adult (18+),new row
mede_2025_willvul,,Adult (18+),new row
mavromoustakos_2016_fasq,,Adult (18+),new row
mede_2025_trust_scientists,,Adult (18+),new row
mbft_anunciacao_2024,Adult (18+),Mixed,changed
meng-competitiveness-2023,Adult (18+),Adult (18+),confirmed
metacogmonitoring_double2025,Adult (18+),Adult (18+),confirmed
meloni_2015_parent_interests,,Adult (18+),new row
merlo2025_eng_cognitive,,Mixed,new row
merlo2025_eng_emotional,,Mixed,new row
merlo2025_eng_comprehensive,,Mixed,new row
merlo2025_eng_agentic,,Mixed,new row
meloni_2015_parent_divers_ed,,Adult (18+),new row
meloni_2015_deq_oe_parent,,Adult (18+),new row
mekheimer_2026_paf,,Adult (18+),new row
mentalrotation_wolf_2024,Adult (18+),Adult (18+),confirmed
merlo2025_eet,,Mixed,new row
mekheimer_2026_cai,,Adult (18+),new row
mexico_2023_quality_cablecars,Mixed,Adult (18+),changed
meloni_2015_deq_ce_parent,,Adult (18+),new row
mekheimer_2026_flp,,Adult (18+),new row
mekheimer_2026_id,,Adult (18+),new row
medvedev_2018_sl,,Adult (18+),new row
mexico_2023_quality_administration,Mixed,Adult (18+),changed
mexico_2023_quality_buses,Mixed,Adult (18+),changed
mexico_2023_quality_corruptionperception,Mixed,Adult (18+),changed
mexico_2023_quality_police,Mixed,Adult (18+),changed
mexico_2023_quality_streets,Mixed,Adult (18+),changed
mexico_2023_quality_trains,Mixed,Adult (18+),changed
mexico_2023_quality_parks,Mixed,Adult (18+),changed
mexico_2023_quality_highways,Mixed,Adult (18+),changed
mexico_2023_quality_schooling,Mixed,Adult (18+),changed
mexico_2023_quality_corruption,Mixed,Adult (18+),changed
mexico_2023_quality_confidence,Mixed,Adult (18+),changed
mexico_2023_quality_transportationstations,Mixed,Adult (18+),changed
mexico_2023_quality_wellbeingservice,Mixed,Adult (18+),changed
mexico_2023_quality_roads,Mixed,Adult (18+),changed
mexico_2023_quality_problems,Mixed,Adult (18+),changed
mexico_2023_quality_university,Mixed,Adult (18+),changed
mexico_2023_quality_generalcorruption,Mixed,Adult (18+),changed
mexico_2023_quality_lightning,Mixed,Adult (18+),changed
mexico_2023_quality_health,Mixed,Adult (18+),changed
mexico_2023_quality_drainage,Mixed,Adult (18+),changed
mexico_2023_quality_healthservice,Mixed,Adult (18+),changed
mexico_2023_quality_water,Mixed,Adult (18+),changed
mexico_2023_quality_trash,Mixed,Adult (18+),changed
mexico_2023_quality_electricgovernment,Mixed,Adult (18+),changed
mexico_2023_quality_homelightning,Mixed,Adult (18+),changed
mexico_2023_quality_wellbeing,Mixed,Adult (18+),changed
mexico_2023_quality_low,Mixed,Adult (18+),changed
mexico_2025_q1safety_govtrust,Mixed,Adult (18+),changed
mexico_2024_q4safety_harassment,Mixed,Adult (18+),changed
mexico_2024_q2safety_govperformance,Mixed,Adult (18+),changed
mexico_2025_q1safety_govperformance,Mixed,Adult (18+),changed
mexico_2024_q2safety_harassment,Mixed,Adult (18+),changed
mexico_2024_q2safety_conflicts,Mixed,Adult (18+),changed
mexico_2024_q4safety_perception,Mixed,Adult (18+),changed
mexico_2024_q1safety_govperformance,Mixed,Adult (18+),changed
mexico_2024_q1safety_govtrust,Mixed,Adult (18+),changed
mexico_2025_q2safety_conflicts,Mixed,Adult (18+),changed
mexico_2024_q3safety_violence,Mixed,Adult (18+),changed
mexico_2024_q2safety_perception,Mixed,Adult (18+),changed
mexico_2025_q1safety_conflicts,Mixed,Adult (18+),changed
mexico_2024_q3safety_govtrust,Mixed,Adult (18+),changed
mexico_2024_q4safety_conflicts,Mixed,Adult (18+),changed
mexico_2025_q2safety_harassment,Mixed,Adult (18+),changed
mexico_2024_q3safety_conflicts,Mixed,Adult (18+),changed
mexico_2025_q2safety_govperformance,Mixed,Adult (18+),changed
mexico_2024_q1safety_conflicts,Mixed,Adult (18+),changed
mexico_2024_q3safety_govperformance,Mixed,Adult (18+),changed
mexico_2025_q1safety_perception,Mixed,Adult (18+),changed
mexico_2024_q4safety_govperformance,Mixed,Adult (18+),changed
mexico_2025_q2safety_perception,Mixed,Adult (18+),changed
mexico_2024_q3safety_perception,Mixed,Adult (18+),changed
mexico_2024_q1safety_perception,Mixed,Adult (18+),changed
milson_2026_self_esteem,,Adult (18+),new row
mhscdc_fried_2020_motivation,Adult (18+),Adult (18+),confirmed
mexico_2025_q3safety_govtrust,Mixed,Adult (18+),changed
mhscdc_fried_2020_loneliness,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_tired,Adult (18+),Adult (18+),confirmed
milavic_2019_psisysf,,Adult (18+),new row
mfq_adolescent_athletes,Child (<18y),Child (<18y),confirmed
mhscdc_fried_2020_mindfullness,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_dass,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_se,,Adult (18+),filled a blank
mhscdc_fried_2020_conscientiousness,Adult (18+),Adult (18+),confirmed
mexico_2025_q4safety_harassment,Mixed,Adult (18+),changed
mhscdc_fried_2020_procrastination,Adult (18+),Adult (18+),confirmed
mexico_2025_q3safety_govperformance,Mixed,Adult (18+),changed
mhscdc_fried_2020_smartphone,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_anger,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_ps,Adult (18+),Adult (18+),confirmed
mexico_2025_q4safety_conflicts,Mixed,Adult (18+),changed
milson_2026_body_satisfaction,,Adult (18+),new row
mexico_2025_q3safety_conflicts,Mixed,Adult (18+),changed
mexico_2025_q3safety_violence,Mixed,Adult (18+),changed
mexico_2025_q3safety_perception,Mixed,Adult (18+),changed
mexico_2025_q4safety_perception,Mixed,Adult (18+),changed
mexico_2025_q4safety_govperformance,Mixed,Adult (18+),changed
milson_2026_social_media_use,,Adult (18+),new row
moe2025_erq,,Adult (18+),new row
moe2025_scs,,Adult (18+),new row
moe2025_sis,,Adult (18+),new row
mohammed_2021_job_satisfaction,,Adult (18+),new row
mohammed_2021_patient_safety_culture,,Adult (18+),new row
monier_2026_pot,,Elderly (minimum age >50),new row
monier_2026_sti,,Elderly (minimum age >50),new row
moon_2023_coping_emotion,,Mixed,new row
moon_2023_coping_problem,,Mixed,new row
moon_2023_korean_proficiency,,Mixed,new row
moon_2023_pregnancy_stress,,Mixed,new row
moon_2023_selfesteem,,Mixed,new row
moon_2023_spousal_support,,Mixed,new row
moore_2016_bdi,,Adult (18+),new row
moral_absolutism_goyal_2025_dt,Adult (18+),Adult (18+),confirmed
moral_absolutism_goyal_2025_mfq,Adult (18+),Adult (18+),confirmed
moral_absolutism_goyal_2025_moral,Adult (18+),Mixed,changed
moral_absolutism_goyal_2025_mr,Adult (18+),Adult (18+),confirmed
moral_absolutism_goyal_2025_nfc,Adult (18+),Mixed,changed
moral_absolutism_goyal_2025_pp,Adult (18+),Adult (18+),confirmed
moral_absolutism_goyal_2025_stance,Adult (18+),Adult (18+),confirmed
morales_2021_asmr15,,Adult (18+),new row
morales_2021_erq,,Adult (18+),new row
mpsycho_wilpat,,Adult (18+),filled a blank
much_tte_2025_actionorientation,Adult (18+),Adult (18+),confirmed
much_tte_2025_concentrationtask,Adult (18+),Adult (18+),confirmed
much_tte_2025_currentmotivation,Adult (18+),Adult (18+),confirmed
much_tte_2025_effort,Adult (18+),Adult (18+),confirmed
much_tte_2025_matrixreasoning,Adult (18+),Adult (18+),confirmed
musifeast17_vanderwalle_2025,Adult (18+),Adult (18+),confirmed
muslih_2024_rses,,Adult (18+),new row
nabizadehchianeh_2026_tempsa,,Adult (18+),new row
nabwera_2021_bdi,,Mixed,new row
nam_2024_access,,Adult (18+),new row
nam_2024_attitude,,Adult (18+),new row
nam_2024_function,,Adult (18+),new row
nam_2024_khlat,,Adult (18+),new row
nam_2024_medint,,Adult (18+),new row
nam_2024_selfcare,,Adult (18+),new row
nam_2024_selfeff,,Adult (18+),new row
narcissism_schneider_2025_study1_morf_hsns,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_user,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_cvc,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_brief,Adult (18+),Adult (18+),confirmed
nas_rogoza_2024_study2_ngs,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_sims,Adult (18+),Adult (18+),confirmed
nas_rogoza_2024_study1,Adult (18+),Adult (18+),confirmed
nas_rogoza_2024_study2_nas,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_feda,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_dass,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_svc,Adult (18+),Adult (18+),confirmed
nas_rogoza_2024_study2_nvs,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_vfq,Adult (18+),Adult (18+),confirmed
nfc_kay_2025,Adult (18+),Adult (18+),confirmed
ngo_2025_green_attitude,,Mixed,new row
ngo_2025_green_pbc,,Mixed,new row
ngo_2025_green_purchase_behavior,,Mixed,new row
ngo_2025_green_purchase_intention,,Mixed,new row
ngo_2025_green_subjective_norm,,Mixed,new row
niazi_2020_mfq,,Adult (18+),new row
niazi_2020_mfq_stereotype,,Adult (18+),new row
nit_must_2014,Child (<18y),Child (<18y),confirmed
nomt_hooper_2024_study2,Adult (18+),Adult (18+),confirmed
onecm_kay_2025,Adult (18+),Adult (18+),confirmed
opentsstvr_linnig_2025_ssq,Adult (18+),Adult (18+),confirmed
opentsstvr_linnig_2025_vas,Adult (18+),Adult (18+),confirmed
opentsstvr_linnig_2025_vrexperience,Adult (18+),Adult (18+),confirmed
opladen2025_edeq,,Adult (18+),new row
opladen2025_fkg,,Adult (18+),new row
opladen2025_fks,,Adult (18+),new row
opladen2025_wi,,Adult (18+),new row
osorio_2023_dos,,Mixed,new row
oxfordcovid_xue_2024_at,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_brs,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_edeq,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_gad,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_pswq_c,Child (<18y),Mixed,changed
oxfordcovid_xue_2024_school,Child (<18y),Mixed,changed
oxfordcovid_xue_2024_swemws,Mixed,Mixed,confirmed
ozkurt_2026_basic_psych_needs,,Mixed,new row
ozkurt_2026_continuance_intention,,Mixed,new row
ozkurt_2026_ego_orientation,,Mixed,new row
ozkurt_2026_paces_enjoyment,,Mixed,new row
ozkurt_2026_sport_motivation,,Mixed,new row
pass20_klosowska_2025_dass_online,Adult (18+),Adult (18+),confirmed
park_2021_pss10,,Elderly (minimum age >50),new row
pavic_2022_science_literacy,,Adult (18+),new row
pass20_klosowska_2025_pass_online,Adult (18+),Adult (18+),confirmed
pavic_2022_vaccine_conspiracy,,Adult (18+),new row
pass20_klosowska_2025_staix_online,Adult (18+),Adult (18+),confirmed
pass20_klosowska_2025_pass_hospital,Adult (18+),Adult (18+),confirmed
park_2021_swls,,Elderly (minimum age >50),new row
parenting_anunciacao_2025_rejection,Adult (18+),Adult (18+),confirmed
parenting_anunciacao_2025_values,Adult (18+),Adult (18+),confirmed
pavic_2022_natural_immunity,,Adult (18+),new row
parenting_anunciacao_2025_goals,Adult (18+),Adult (18+),confirmed
pavic_2022_healthcare_trust,,Adult (18+),new row
park_2024_mbi,,Adult (18+),new row
parenting_anunciacao_2025_materialism,Adult (18+),Adult (18+),confirmed
park_2024_ageism,,Adult (18+),new row
pass20_klosowska_2025_csq_online,Adult (18+),Adult (18+),confirmed
parenting_anunciacao_2025_material_rewards,Adult (18+),Adult (18+),confirmed
parc_balaji_2017,Adult (18+),Adult (18+),confirmed
parenting_anunciacao_2025_affect,Adult (18+),Adult (18+),confirmed
peng_2024_language_boredom,,Child (<18y),new row
peng_2024_language_enjoyment,,Child (<18y),new row
personalitychange_kramer_2025_mls,Adult (18+),Adult (18+),confirmed
pellerin2020_mwbs_gratbeing,,Adult (18+),new row
pellerin2020_cpc_optimism,,Adult (18+),new row
pellerin2020_cpc_selfefficacy,,Adult (18+),new row
pellerin2020_cpc_hope,,Adult (18+),new row
peng_2024_grit,,Child (<18y),new row
pellerin2020_asti,Mixed,Adult (18+),changed
pechorro_impulsivity_2021_ypitris,Adult (18+),Adult (18+),confirmed
pellerin2020_gq6,,Adult (18+),new row
pechorro_impulsivity_2021_rpq,Adult (18+),Adult (18+),confirmed
pellerin2020_3dws,Mixed,Adult (18+),changed
pechorro_impulsivity_2021_iid,Adult (18+),Adult (18+),confirmed
pcl5_xiong_2025,Mixed,Mixed,confirmed
pcss_adolescent_athletes,Child (<18y),Child (<18y),confirmed
perfectionismlit_2021_engagement,,Child (<18y),new row
pds_kay_2025,Adult (18+),Adult (18+),confirmed
perfectionismlit_2021_prepost,,Child (<18y),new row
pechorro_impulsivity_2021_bes,Adult (18+),Adult (18+),confirmed
pellerin2020_serenity_acceptance,,Adult (18+),new row
pellerin2020_mwbs_pd,,Adult (18+),new row
personalitychange_kramer_2025_bfi,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_individualism_USA,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_main_powerdistance_USA_Chile,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_powerful,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_main_trendy_USA,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_main_tight_USA_Chile,Mixed,Adult (18+),changed
personalitychange_kramer_2025_swls,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_autonomous,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_main_uncertaintyavoidance_USA_Chile,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_main_nfc,Mixed,Adult (18+),changed
petrowski_2019_sclk9,,Mixed,new row
pezzuti_2025_coolpeople_main_materialism_Chile,Mixed,Adult (18+),changed
petrocchi_2020_neuroticism,,Adult (18+),new row
pezzuti_2025_coolpeople_adventurous,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_main_big5_SouthKorea,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_main_collectivism_USA,Mixed,Adult (18+),changed
personalitychange_kramer_2025_sa,Adult (18+),Adult (18+),confirmed
personalitychange_kramer_2025_rses,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_masculinity_Chile,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_conforming,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_capable,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_main_collectivism_Mexico_Chile,Mixed,Adult (18+),changed
personalitychange_kramer_2025_si,Adult (18+),Adult (18+),confirmed
personalitychange_kramer_2025_sccs,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_benevolent,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_hedonistic,Mixed,Adult (18+),changed
pilch_2021_fear_covid19,,Adult (18+),new row
pierro_2018_tf_past_s4,Adult (18+),Adult (18+),confirmed
pierro_2018_selfforgive_s3,Adult (18+),Adult (18+),confirmed
pierro_2018_locomotion_s4,Adult (18+),Adult (18+),confirmed
pierro_2018_tf_future_s4,Adult (18+),Adult (18+),confirmed
pierro_2018_negaffect_s3,Adult (18+),Adult (18+),confirmed
piterova-slovak-science-related-populism,,Adult (18+),new row
pilch_2021_coping_behavior,,Adult (18+),new row
pilch_2021_protection_motivation,,Adult (18+),new row
pierro_2018_selfforgive_s2,Adult (18+),Adult (18+),confirmed
pierro_2018_tf_present_s4,Adult (18+),Adult (18+),confirmed
pierro_2018_locomotion_s1,Adult (18+),Adult (18+),confirmed
pierro_2018_selfforgive_s1,Adult (18+),Adult (18+),confirmed
pierro_2018_hfs_s4,Adult (18+),Adult (18+),confirmed
pilch_2021_personality_ipip20,,Adult (18+),new row
pierro_2018_locomotion_s3,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_warm,Mixed,Adult (18+),changed
pierro_2018_assessment_s1,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_traditional,Mixed,Adult (18+),changed
pierro_2018_assessment_s4,Adult (18+),Adult (18+),confirmed
pierro_2018_posaffect_s3,Adult (18+),Adult (18+),confirmed
phq9_xiong_2025,Mixed,Mixed,confirmed
pierro_2018_assessment_s3,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_secure,Mixed,Adult (18+),changed
pezzuti_2025_coolpeople_single-items,Mixed,Adult (18+),changed
qi_2025_big_five,Adult (18+),Adult (18+),confirmed
qi_2025_dark_triad,Adult (18+),Adult (18+),confirmed
ptacek2023_aaq2,,Adult (18+),new row
qi_2025_individualism_collectivism,Adult (18+),Adult (18+),confirmed
qi_2025_modesty,Adult (18+),Adult (18+),confirmed
ptacek2023_swls,,Adult (18+),new row
ptacek2023_compact,,Adult (18+),new row
ptcichina_zhan_2024,Mixed,Mixed,confirmed
ptacek2023_dass21,,Adult (18+),new row
powell_2018_trust,,Adult (18+),new row
poza2026_hlseu,,Adult (18+),new row
portella_2022_racial_attitudes,Child (<18y),Mixed,changed
powell_2018_qcae,,Adult (18+),new row
powell_2018_memory,,Adult (18+),new row
pranckeviciene_2022_gad7,,Adult (18+),new row
potocnik_2024_diabetes,Mixed,Adult (18+),changed
pranckeviciene_2022_phq9,,Adult (18+),new row
powell_2018_affect,,Adult (18+),new row
queiros_2018_qcae,,Adult (18+),new row
randomness_angelike_2024_conscientiousness,Adult (18+),Adult (18+),confirmed
quarter_life_crisis__cd,,Adult (18+),new row
quarter_life_crisis__mwb,,Adult (18+),new row
rapm_poulton_2022_timed,Adult (18+),Adult (18+),confirmed
quarter_life_crisis__iuc,,Adult (18+),new row
randomness_angelike_2024_ncs,Adult (18+),Adult (18+),confirmed
rapm_poulton_2022_untimed,Adult (18+),Mixed,changed
rahman_2022_phq9,,Adult (18+),new row
rdatasets_gssabortion,Adult (18+),Adult (18+),confirmed
qi_2025_self_esteem,Adult (18+),Adult (18+),confirmed
qol_islam_2025,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
qi_2025_swls,Adult (18+),Adult (18+),confirmed
qi_2025_self_concept_clarity,Adult (18+),Adult (18+),confirmed
qi_2025_self_construal,Adult (18+),Adult (18+),confirmed
qi_2025_panas,Adult (18+),Adult (18+),confirmed
rmet_higgins_2022_tom,Adult (18+),Adult (18+),confirmed
rmet_higgins_2022_rmet,Adult (18+),Adult (18+),confirmed
robbins_2019_risk_quality_belief,,Adult (18+),new row
robbins_2019_has_belief,,Adult (18+),new row
rmet_higgins_2022_tas,Adult (18+),Adult (18+),confirmed
robbins_2019_farmtype_belief,,Adult (18+),new row
rmet_higgins_2022_aq,Adult (18+),Adult (18+),confirmed
ribeiro_2024_msk_hq,,Adult (18+),new row
ren_2019_scpv,,Child (<18y),new row
ren2019_cpti,,Child (<18y),new row
reinwarth_2023_domain_satisfaction,,Mixed,new row
rfq8_wozniakprus_2022,Adult (18+),Adult (18+),confirmed
reinwarth_2023_phq4,,Mixed,new row
ren2019_scpv,,Child (<18y),new row
rfq_wozniakprus_2021,Mixed,Adult (18+),changed
ren_2019_ypic,,Child (<18y),new row
ren2019_ypic,,Child (<18y),new row
ren_2019_cpti,,Child (<18y),new row
ren_2019_sdq,,Child (<18y),new row
reinwarth_2023_loneliness3,,Mixed,new row
ren2019_sdq,,Child (<18y),new row
reinwarth_2023_domain_importance,,Mixed,new row
reinwarth_2023_psych_symptoms,,Mixed,new row
reinecke_2018_online_vigilance,,Mixed,new row
rzeszutek_2020_wwii_patgrandmother,,Adult (18+),new row
rzeszutek_2020_swls,,Adult (18+),new row
rzeszutek_2020_wwii_matgrandmother,,Adult (18+),new row
rowe_2016_bai,,Adult (18+),new row
rzeszutek_2020_wwii_patgrandfather,,Adult (18+),new row
rowe_2016_mfi20,,Adult (18+),new row
rosetti2023_gad7,,Adult (18+),new row
rzeszutek_2020_ghq28,,Adult (18+),new row
rvobgvmaas_lsf_lehing_2024,Adult (18+),Adult (18+),confirmed
rzeszutek_2020_wwii_matgrandfather,,Adult (18+),new row
romadlon_2022_facit,,Adult (18+),new row
rosetti2023_climate_anxiety,,Adult (18+),new row
rosetti_2023_cas,,Adult (18+),new row
rowe_2016_symptoms,,Adult (18+),new row
Rosenberg_fadplus_goto2021,Adult (18+),Adult (18+),confirmed
rosetti2023_climate_knowledge,,Adult (18+),new row
romadlon_2022_bdi,,Adult (18+),new row
romadlon_2022_mfi20,,Adult (18+),new row
rosetti_2023_gad7,,Adult (18+),new row
rodriguezsantero_2024_sats36,,Adult (18+),new row
shorttripm_silvia_2025,Adult (18+),Adult (18+),confirmed
selm_2019_climate_knowledge,,Adult (18+),new row
sekowski_2025_mast,,Adult (18+),new row
sd3ypl_klimczak_2019_ses,Child (<18y),Child (<18y),confirmed
schoepp2022_test_anxiety,,Adult (18+),new row
sekowski_2025_pies,,Adult (18+),new row
sd3ypl_klimczak_2019_sd3,Child (<18y),Child (<18y),confirmed
sd3ypl_klimczak_2019_bpqa,Child (<18y),Child (<18y),confirmed
sd3ypl_klimczak_2019_bfq,Child (<18y),Child (<18y),confirmed
safiye_2023_mbi,,Adult (18+),new row
sd4_silvia_2025,Adult (18+),Adult (18+),confirmed
safiye_2023_rfq,,Adult (18+),new row
senyurt_2023_burnout,,Adult (18+),new row
singh_2025_identity_gi,Mixed,Adult (18+),changed
singh_2025_identity_pia,Mixed,Adult (18+),changed
singh_2025_identity_cse,Mixed,Adult (18+),changed
silva_2018_tfeq,,Adult (18+),new row
silk_2019_hyperactive,Child (<18y),Child (<18y),confirmed
singh_2025_identity_pba,Mixed,Adult (18+),changed
silva_2018_mbds,,Adult (18+),new row
silvia_2024_funny,Mixed,Adult (18+),changed
singh_2025_identity_pss,Mixed,Adult (18+),changed
silva_2018_phcs,,Adult (18+),new row
silva_2018_whoqol,,Adult (18+),new row
silk_2019_inattentive,Child (<18y),Child (<18y),confirmed
singh_2025_identity_irs,Mixed,Adult (18+),changed
skalka2025_ai_literacy,,Adult (18+),new row
silva_2018_bsq,,Adult (18+),new row
singh_2025_identity_pit,Mixed,Adult (18+),changed
singh_2025_identity_grit,Mixed,Adult (18+),changed
singh_2025_identity_pds,Mixed,Adult (18+),changed
skurvydas_2024_vigour,,Adult (18+),new row
sleboda_2021_risk_benefit,,Adult (18+),new row
socialstereotype_hughes_2025_personality_self,Adult (18+),Adult (18+),confirmed
song_2023_mpats,,Adult (18+),new row
smpi_lorenzoluaces_2020_phq9,Mixed,Adult (18+),changed
song_2023_rses,,Adult (18+),new row
socialstereotype_hughes_2025_judgement,Adult (18+),Adult (18+),confirmed
sned_bendall_2024,Non-human,Adult (18+),Non-human preserved
smpi_lorenzoluaces_2020_gad7,Mixed,Adult (18+),changed
song_2023_slwai,,Adult (18+),new row
socialstereotype_hughes_2025_personality_other,Adult (18+),Adult (18+),confirmed
smpi_lorenzoluaces_2020_shaps,Mixed,Adult (18+),changed
smpi_lorenzoluaces_2020_smpi,Mixed,Adult (18+),changed
spain_2023_identity_patriotism,Mixed,Adult (18+),changed
spain_2013_services_purpose,Mixed,Adult (18+),changed
spain_2023_identity_centralism,Mixed,Adult (18+),changed
spain_2013_services_services,Mixed,Adult (18+),changed
spain_2013_services_internetout,Mixed,Adult (18+),changed
spain_2013_services_functioning,Mixed,Adult (18+),changed
spain_2013_services_complaints,Mixed,Adult (18+),changed
spain_2023_identity_authenticity,Mixed,Adult (18+),changed
spain_2013_services_othercontact,Mixed,Adult (18+),changed
spain_2013_services_internet,Mixed,Adult (18+),changed
spain_2013_services_inpersonsat,Mixed,Adult (18+),changed
spain_2023_identity_europe,Mixed,Adult (18+),changed
spain_2023_identity_identification,Mixed,Adult (18+),changed
spain_2013_services_offices,Mixed,Adult (18+),changed
spain_2013_services_importance,Mixed,Adult (18+),changed
spain_2023_identity_pride,Mixed,Adult (18+),changed
spain_2024_politics_actions,Mixed,Adult (18+),changed
spain_2024_ideology_parties,Mixed,Adult (18+),changed
spain_2024_ideology_leaders,Mixed,Adult (18+),changed
spain_2024_ideology_discomfort,Mixed,Adult (18+),changed
spain_2024_ideology_rights,Mixed,Adult (18+),changed
spain_2023_science_science,Mixed,Adult (18+),changed
spain_2023_science_dangers,Mixed,Adult (18+),changed
spain_2023_science_situations,Mixed,Adult (18+),changed
spain_2023_science_cuts,Mixed,Adult (18+),changed
spain_2023_science_activities,Mixed,Adult (18+),changed
spain_2023_science_benefits,Mixed,Adult (18+),changed
spain_2023_science_engagement,Mixed,Adult (18+),changed
spain_2023_science_technology,Mixed,Adult (18+),changed
spain_2023_identity_state,Mixed,Adult (18+),changed
spain_2024_ideology_society,Mixed,Adult (18+),changed
spain_2024_ideology_sympathy,Mixed,Adult (18+),changed
spain_2024_ideology_territorial,Mixed,Adult (18+),changed
spain_2023_science_functions,Mixed,Adult (18+),changed
spain_2023_science_interest,Mixed,Adult (18+),changed
spain_2023_identity_territorial,Mixed,Adult (18+),changed
spain_2024_ideology_identity,Mixed,Adult (18+),changed
spain_2023_science_future,Mixed,Adult (18+),changed
spain_2023_science_utility,Mixed,Adult (18+),changed
spain_2024_politics_associations,Mixed,Adult (18+),changed
spain_2024_ideology_welfare,Mixed,Adult (18+),changed
spain_2025_ai_awareness,Mixed,Adult (18+),changed
spain_2025_ai_concern,Mixed,Adult (18+),changed
spain_2025_ageism_youthpriority,Mixed,Adult (18+),changed
spain_2025_ai_comfort,Mixed,Adult (18+),changed
spain_2025_ageism_elderslights,Mixed,Elderly (minimum age >50),changed
spain_2025_ageism_bureaucracy,Mixed,Elderly (minimum age >50),changed
spain_2024_values_meaning,Mixed,Adult (18+),changed
spain_2024_politics_political,Mixed,Adult (18+),changed
spain_2025_ai_aspects,Mixed,Adult (18+),changed
spain_2025_ageism_comparison,Mixed,Adult (18+),changed
spain_2024_politics_values,Mixed,Adult (18+),changed
spain_2024_politics_online,Mixed,Adult (18+),changed
spain_2025_ageism_difficulty,Mixed,Elderly (minimum age >50),changed
spain_2024_politics_inperson,Mixed,Adult (18+),changed
spain_2024_values_values,Mixed,Adult (18+),changed
spain_2024_politics_difficulty,Mixed,Adult (18+),changed
spain_2024_values_difficulty,Mixed,Adult (18+),changed
spain_2025_ageism_youthslights,Mixed,Adult (18+),changed
spain_2025_ageism_agreement,Mixed,Adult (18+),changed
spain_2024_politics_beliefs,Mixed,Adult (18+),changed
spain_2025_ageism_elderpriority,Mixed,Adult (18+),changed
spain_2025_ai_association,Mixed,Adult (18+),changed
spain_2025_ageism_problems,Mixed,Adult (18+),changed
spain_2024_values_political,Mixed,Adult (18+),changed
spain_2024_values_institutions,Mixed,Adult (18+),changed
spain_2025_europe_spending,Mixed,Adult (18+),changed
spain_2025_europe_policy,Mixed,Adult (18+),changed
spain_2025_europe_effects,Mixed,Adult (18+),changed
spain_2025_europe_impact,Mixed,Adult (18+),changed
spain_2025_democracy_system,Mixed,Adult (18+),changed
spain_2025_democracy_efficacy,Mixed,Adult (18+),changed
spain_2025_europe_attention,Mixed,Adult (18+),changed
spain_2025_ai_tools,Mixed,Adult (18+),changed
spain_2025_ai_sectors,Mixed,Adult (18+),changed
spain_2025_democracy_media,Mixed,Adult (18+),changed
spain_2025_democracy_judiciary,Mixed,Adult (18+),changed
spain_2025_ai_regulation,Mixed,Adult (18+),changed
spain_2025_europe_trust,Mixed,Adult (18+),changed
spain_2025_ai_frequency,Mixed,Adult (18+),changed
spain_2025_ai_eventsagree,Mixed,Adult (18+),changed
