cbi1,cbi2,cbi3,cbi4,cbi5,cbi6,cbi7,cbi8,cbi9,cbi10,cbi11,cbi12,cbi13,cbi14,cbi15,cbi16,cbi17,cbi18,cbi19,cbi20,cbi21,cbi22,cbi23,cbi24,cbi25,cbi26,cbi27,cbi28,age,gender,study,id
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,MDDr15,student_386
1,3,0,2,2,1,1,0,2,0,1,0,1,1,0,1,0,1,3,2,1,1,2,1,0,3,0,1,22.0,1,MDDr15,student_387
0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,2,0,1,1,0,2,0,1,21.0,1,MDDr15,student_388
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,24.0,1,MDDr15,student_389
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,21.0,1,MDDr15,student_390
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,19.0,1,MDDr15,student_391
3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,3,0,0,19.0,1,MDDr15,student_392
3,3,0,0,1,0,2,0,0,0,3,2,2,0,0,1,1,0,3,3,1,0,0,2,0,3,0,2,23.0,1,MDDr15,student_393
0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,32.0,1,MDDr15,student_394
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,MDDr15,student_395
0,0,0,0,2,0,1,0,3,1,1,2,0,1,1,0,0,0,2,1,3,2,0,0,0,1,1,1,23.0,0,MDDr15,student_396
0,1,1,1,2,0,0,1,0,0,2,2,1,2,0,1,0,1,0,0,0,1,0,2,0,1,2,2,23.0,0,MDDr15,student_397
3,0,0,0,2,0,0,0,1,0,0,0,1,3,0,1,0,0,3,3,0,0,1,0,0,1,1,0,22.0,0,MDDr15,student_398
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29.0,1,MDDr15,student_399
0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,26.0,0,MDDr15,student_400
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,27.0,1,MDDr15,student_401
1,1,1,0,1,0,0,3,1,2,3,0,0,1,0,0,0,0,2,2,1,3,1,1,3,0,1,0,20.0,1,MDDr15,student_402
0,0,0,0,3,0,0,1,1,0,0,1,2,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,27.0,1,MDDr15,student_403
2,1,0,1,3,0,0,0,3,1,0,0,0,0,1,0,0,2,1,1,1,3,0,0,0,0,1,1,25.0,0,MDDr15,student_404
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,0,MDDr15,student_405
3,3,0,0,3,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,2,25.0,1,MDDr15,student_406
1,1,0,0,1,0,0,0,1,0,0,0,3,3,0,0,2,0,3,1,0,1,1,0,0,3,2,2,25.0,1,MDDr15,student_407
3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,2,0,0,0,0,0,0,0,18.0,1,MDDr15,student_408
0,2,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,1,1,2,0,3,0,1,2,1,0,19.0,1,MDDr15,student_409
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,41.0,0,MDDr15,student_410
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,20.0,1,MDDr15,student_411
3,3,0,0,3,0,0,2,3,0,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,2,2,22.0,1,MDDr15,student_412
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18.0,0,MDDr15,student_413
0,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,22.0,1,MDDr15,student_414
3,3,0,1,1,0,1,1,1,1,1,3,1,2,0,0,2,2,1,2,1,0,2,1,1,3,0,2,20.0,1,MDDr15,student_415
1,0,0,1,1,0,0,0,2,0,1,1,0,1,1,0,0,1,0,2,1,1,0,0,0,1,1,0,20.0,0,MDDr15,student_416
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,19.0,1,MDDr15,student_417
0,3,0,2,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,27.0,1,MDDr15,student_418
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.0,1,MDDr15,student_419
1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,30.0,1,MDDr15,student_420
0,2,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,3,0,0,1,1,1,1,28.0,0,MDDr15,student_421
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44.0,1,MDDr15,student_422
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,1,0,2,3,0,0,3,0,1,18.0,1,MDDr15,student_423
0,3,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,33.0,1,BigStudy,student_424
0,2,0,0,3,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,2,2,2,1,0,0,0,1,19.0,1,BigStudy,student_425
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,40.0,1,BigStudy,student_426
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,1,BigStudy,student_427
1,1,0,1,3,0,0,0,3,1,0,0,1,1,0,0,0,1,1,3,2,0,3,1,0,2,1,0,21.0,1,BigStudy,student_428
3,3,2,2,3,3,2,3,3,1,2,2,1,0,0,1,2,3,3,1,3,2,3,0,2,1,1,1,22.0,1,BigStudy,student_429
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26.0,1,BigStudy,student_430
0,0,0,0,0,0,0,0,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22.0,1,BigStudy,student_431
0,2,1,2,1,1,0,0,0,0,0,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,3,1,32.0,0,BigStudy,student_432
1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,1,0,0,0,1,21.0,1,BigStudy,student_433
2,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,25.0,1,BigStudy,student_434
2,0,1,1,3,0,0,0,1,0,1,1,1,0,0,0,3,3,3,0,0,0,2,0,0,0,0,2,19.0,1,BigStudy,student_435
1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,1,2,0,1,0,0,2,21.0,1,BigStudy,student_436
1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,22.0,1,BigStudy,student_437
0,3,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,3,1,2,2,2,2,0,0,0,0,0,19.0,1,BigStudy,student_438
1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,23.0,1,BigStudy,student_439
0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,22.0,1,BigStudy,student_440
1,3,0,3,3,3,1,0,1,1,1,1,1,0,0,3,3,1,1,1,1,2,2,0,0,1,2,2,59.0,1,BigStudy,student_441
1,1,1,0,2,0,1,2,1,2,0,0,0,0,0,1,1,1,1,3,1,1,3,3,1,1,1,0,25.0,0,BigStudy,student_442
0,1,0,1,2,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,42.0,1,BigStudy,student_443
2,3,3,2,3,3,3,1,3,0,3,3,3,3,3,3,3,1,3,3,3,3,3,1,1,3,3,1,22.0,0,BigStudy,student_444
3,3,3,0,1,0,1,1,3,0,1,0,1,2,2,2,3,2,0,3,1,0,2,1,1,3,0,0,21.0,1,BigStudy,student_445
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_446
3,2,0,2,3,3,1,1,3,1,0,0,0,2,0,0,2,2,3,1,2,1,3,0,0,2,0,0,30.0,1,BigStudy,student_447
0,1,0,1,3,2,0,0,1,0,0,0,1,0,0,2,2,3,0,0,0,0,3,0,0,0,0,1,40.0,1,BigStudy,student_448
1,2,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,23.0,1,BigStudy,student_449
0,1,0,0,2,2,0,0,1,0,2,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,2,0,20.0,0,BigStudy,student_450
1,1,0,1,1,0,0,2,2,0,1,0,0,1,0,0,0,1,1,3,1,1,0,0,0,0,1,0,23.0,0,BigStudy,student_451
0,2,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,23.0,1,BigStudy,student_452
1,2,3,0,3,2,1,1,3,0,1,1,1,1,0,1,2,1,0,1,1,1,2,0,0,0,0,0,22.0,1,BigStudy,student_453
0,0,1,1,2,1,2,2,1,1,1,2,3,2,1,1,1,1,2,2,0,0,0,1,1,1,2,2,23.0,0,BigStudy,student_454
0,2,0,3,3,1,0,0,2,0,3,1,0,0,2,1,2,3,1,0,2,1,0,2,0,2,2,0,23.0,1,BigStudy,student_455
0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,BigStudy,student_456
1,1,0,1,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,2,3,3,0,0,0,0,1,20.0,1,BigStudy,student_457
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,33.0,1,BigStudy,student_458
0,2,2,0,2,2,0,0,0,0,0,2,2,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2,41.0,1,BigStudy,student_459
2,2,3,2,1,0,3,1,0,0,1,2,3,3,2,3,3,2,0,2,0,1,1,0,3,2,3,2,18.0,1,BigStudy,student_460
3,0,1,0,3,0,2,2,3,1,1,1,1,0,0,1,1,0,3,2,2,1,2,3,0,3,0,0,18.0,1,BigStudy,student_461
2,2,0,2,2,2,3,3,3,1,0,0,1,0,0,3,2,2,2,3,3,3,3,0,0,0,0,1,18.0,1,BigStudy,student_462
0,0,0,2,2,1,1,0,2,1,1,0,1,0,0,1,3,2,0,0,0,0,3,1,1,0,1,3,28.0,1,BigStudy,student_463
2,3,1,1,3,1,2,0,3,0,1,0,1,2,0,1,1,3,3,3,3,3,1,3,3,3,2,3,24.0,0,BigStudy,student_464
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1,BigStudy,student_465
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,1,0,20.0,1,BigStudy,student_466
0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0,1,BigStudy,student_467
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,1,BigStudy,student_468
3,1,0,1,2,0,1,0,3,0,1,1,2,0,1,1,1,3,2,1,0,1,1,0,0,0,2,1,25.0,1,BigStudy,student_469
1,2,1,3,3,0,2,1,1,1,1,1,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,2,20.0,1,BigStudy,student_470
0,2,0,0,1,0,0,0,3,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,0,0,20.0,0,BigStudy,student_471
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_472
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,36.0,1,BigStudy,student_473
1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,BigStudy,student_474
0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,26.0,1,BigStudy,student_475
1,2,0,2,2,1,1,0,1,0,2,1,1,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1,21.0,1,BigStudy,student_476
1,1,2,2,1,1,2,3,2,3,0,3,2,2,0,1,2,2,1,1,1,1,2,3,2,2,2,1,19.0,1,BigStudy,student_477
1,2,0,0,2,0,0,0,2,1,0,0,0,2,0,2,2,2,0,0,0,2,2,0,0,1,0,1,18.0,1,BigStudy,student_478
1,2,0,1,3,0,2,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,3,2,0,0,0,1,18.0,1,BigStudy,student_479
0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,1,0,1,0,0,1,0,0,21.0,1,BigStudy,student_480
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.0,1,BigStudy,student_481
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,BigStudy,student_482
3,1,0,1,2,1,0,0,1,0,1,1,2,2,0,2,2,2,2,0,2,2,1,1,1,3,1,1,23.0,1,BigStudy,student_483
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18.0,1,BigStudy,student_484
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,1,BigStudy,student_485
1,3,3,1,3,0,0,0,3,1,2,0,0,0,1,1,1,2,1,2,1,1,3,0,2,2,0,2,23.0,1,BigStudy,student_486
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,1,BigStudy,student_487
0,1,0,1,1,0,0,0,3,0,1,0,1,2,1,1,0,2,2,2,1,0,1,0,1,0,1,2,27.0,0,BigStudy,student_488
0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,2,0,0,0,1,1,0,1,0,0,0,25.0,1,BigStudy,student_489
0,2,0,0,2,2,0,0,1,0,1,0,0,1,1,1,0,0,0,0,2,2,1,2,0,0,0,1,23.0,1,BigStudy,student_490
1,3,0,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,20.0,1,BigStudy,student_491
2,2,1,1,1,0,1,0,1,0,0,0,0,3,0,0,1,0,3,2,1,0,0,0,0,2,1,1,24.0,0,BigStudy,student_492
0,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21.0,1,BigStudy,student_493
1,3,0,0,1,0,0,3,2,0,0,0,0,3,0,0,1,0,1,3,0,0,1,0,0,1,0,2,22.0,1,BigStudy,student_494
2,3,0,0,0,1,2,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,2,0,1,0,0,29.0,1,BigStudy,student_495
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,3,1,0,0,0,0,1,21.0,1,BigStudy,student_496
1,3,0,1,1,0,1,1,3,1,3,0,0,0,0,1,1,0,0,2,2,0,3,2,1,3,0,0,23.0,1,BigStudy,student_497
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,1,BigStudy,student_498
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,1,BigStudy,student_499
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,1,BigStudy,student_500
1,2,1,1,3,0,1,0,2,0,1,1,1,0,1,2,1,2,0,1,1,2,1,1,2,0,1,0,35.0,1,BigStudy,student_501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_502
0,3,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_503
3,1,1,2,2,2,2,0,1,0,0,0,2,3,1,2,1,1,1,0,1,0,3,1,1,3,1,1,19.0,1,BigStudy,student_504
1,2,0,1,2,2,2,0,1,0,1,0,2,0,1,3,1,1,1,2,2,0,2,0,1,0,0,2,26.0,1,BigStudy,student_505
3,3,2,1,3,2,2,0,0,0,0,0,0,0,0,1,1,1,2,0,1,2,2,0,0,0,1,1,42.0,1,BigStudy,student_506
1,3,0,2,3,1,1,0,3,1,0,0,0,3,0,0,2,1,3,2,2,0,3,0,0,0,1,3,33.0,1,BigStudy,student_507
1,1,0,1,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,1,39.0,1,BigStudy,student_508
2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,1,0,3,36.0,1,BigStudy,student_509
1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,24.0,1,BigStudy,student_510
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.0,1,BigStudy,student_511
3,3,1,2,3,1,2,1,2,1,3,3,3,3,2,2,3,3,3,3,3,1,3,2,2,3,1,3,24.0,1,BigStudy,student_512
3,3,0,0,3,1,1,0,3,0,0,0,0,1,0,0,3,3,3,0,0,1,1,1,0,3,1,3,59.0,1,BigStudy,student_513
0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.0,1,BigStudy,student_514
1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,40.0,1,BigStudy,student_515
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,21.0,1,BigStudy,student_516
1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,2,1,2,1,1,0,1,0,30.0,1,BigStudy,student_517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,1,BigStudy,student_518
0,3,3,0,3,3,0,3,3,0,0,0,1,1,0,0,0,1,1,3,0,0,0,0,0,3,3,1,23.0,0,BigStudy,student_519
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.0,1,BigStudy,student_520
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,BigStudy,student_521
0,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,24.0,1,BigStudy,student_522
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,33.0,1,BigStudy,student_523
2,3,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,2,2,1,0,0,2,2,0,28.0,0,BigStudy,student_524
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1,BigStudy,student_525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_526
0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,28.0,1,BigStudy,student_527
0,3,2,2,2,1,0,0,2,0,1,1,0,0,0,2,3,3,2,0,1,1,3,2,0,0,2,3,21.0,1,BigStudy,student_528
1,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_529
1,2,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,24.0,1,BigStudy,student_530
2,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,3,3,3,1,1,0,1,2,20.0,0,BigStudy,student_531
1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,19.0,1,BigStudy,student_532
0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1,BigStudy,student_533
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,1,BigStudy,student_534
1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,20.0,1,BigStudy,student_535
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,24.0,1,BigStudy,student_536
0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,20.0,1,BigStudy,student_537
3,2,1,1,2,2,2,0,1,0,1,1,1,1,0,1,2,2,3,0,2,0,0,0,0,3,1,1,31.0,1,BigStudy,student_538
2,3,0,0,3,1,2,0,1,0,0,0,0,0,0,2,1,3,2,3,1,1,2,0,0,1,1,1,21.0,1,BigStudy,student_539
2,1,0,2,2,0,3,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,3,1,0,1,2,0,24.0,1,BigStudy,student_540
2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,18.0,1,BigStudy,student_541
0,3,0,2,1,0,0,1,3,0,0,1,0,3,0,0,1,1,0,0,2,0,0,1,0,2,0,1,24.0,1,BigStudy,student_542
1,1,1,2,3,3,0,0,1,1,1,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,20.0,0,BigStudy,student_543
0,1,0,2,2,0,0,3,3,0,2,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,1,22.0,1,BigStudy,student_544
2,3,1,3,1,1,1,2,2,0,0,0,0,1,1,1,1,1,2,1,1,2,0,1,0,0,1,1,21.0,1,BigStudy,student_545
0,1,0,0,2,0,1,0,3,0,0,0,0,0,0,1,2,1,0,1,1,1,2,0,2,0,1,0,21.0,1,BigStudy,student_546
3,1,0,1,3,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,2,1,0,0,2,2,1,27.0,0,BigStudy,student_547
3,3,1,1,1,0,1,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,2,1,1,20.0,0,BigStudy,student_548
1,1,0,1,2,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,22.0,1,BigStudy,student_549
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.0,0,BigStudy,student_550
0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,20.0,1,BigStudy,student_551
0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,20.0,1,BigStudy,student_552
0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,1,0,3,3,0,0,0,0,0,0,0,21.0,0,BigStudy,student_553
3,3,3,2,3,3,3,0,0,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,0,3,3,3,21.0,1,BigStudy,student_554
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,BigStudy,student_555
1,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,1,0,0,0,1,19.0,1,BigStudy,student_556
0,3,1,0,2,0,0,0,2,0,1,0,0,0,0,0,1,1,2,0,0,0,2,1,0,1,0,0,51.0,1,BigStudy,student_557
1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,2,3,2,0,0,1,0,0,1,0,1,20.0,1,BigStudy,student_558
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50.0,1,BigStudy,student_559
0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,20.0,1,BigStudy,student_560
0,0,0,1,1,2,3,2,2,2,2,1,1,0,2,2,1,1,3,2,3,2,1,2,2,3,2,2,22.0,0,BigStudy,student_561
0,2,2,0,1,0,2,3,3,0,2,2,0,1,0,2,2,1,0,2,0,0,2,2,0,1,0,2,25.0,1,BigStudy,student_562
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,BigStudy,student_563
1,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,BigStudy,student_564
0,0,1,1,1,1,1,1,2,1,1,1,1,2,0,1,0,0,0,0,2,2,1,1,1,1,2,1,21.0,1,BigStudy,student_565
3,1,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,2,3,0,0,3,0,1,0,1,3,1,50.0,0,BigStudy,student_566
3,1,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,3,0,2,0,3,1,0,3,1,1,24.0,1,BigStudy,student_567
0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,25.0,1,BigStudy,student_568
1,3,0,0,3,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,2,0,0,1,1,1,21.0,1,BigStudy,student_569
2,3,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,21.0,1,BigStudy,student_570
1,2,2,2,2,2,2,2,3,1,1,1,0,0,3,2,3,3,3,3,3,1,3,2,2,2,2,2,27.0,0,BigStudy,student_571
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.0,0,BigStudy,student_572
1,2,0,0,2,0,0,0,2,0,0,0,0,1,0,0,2,1,0,1,2,0,2,0,0,0,0,2,23.0,1,BigStudy,student_573
0,0,0,0,0,1,3,1,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,24.0,0,BigStudy,student_574
1,2,2,2,1,0,1,1,2,1,1,2,1,1,1,2,2,3,2,2,2,1,2,3,1,1,1,2,25.0,0,BigStudy,student_575
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.0,0,BigStudy,student_576
1,0,0,0,2,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,19.0,0,BigStudy,student_577
