"table","section_id","item","instrument","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp","language"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_10","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","遺伝子が人の将来を決定する","Your genes determine your future.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_10","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","遺伝子が人の将来を決定する","Your genes determine your future.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_10","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","遺伝子が人の将来を決定する","Your genes determine your future.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_10","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","遺伝子が人の将来を決定する","Your genes determine your future.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_11","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","サイコロを投げたりコインをはじくように、人生は予測できないと思われる","Life seems unpredictable - just like throwing dice or flipping a coin.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_11","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","サイコロを投げたりコインをはじくように、人生は予測できないと思われる","Life seems unpredictable - just like throwing dice or flipping a coin.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_11","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","サイコロを投げたりコインをはじくように、人生は予測できないと思われる","Life seems unpredictable - just like throwing dice or flipping a coin.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_11","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","サイコロを投げたりコインをはじくように、人生は予測できないと思われる","Life seems unpredictable - just like throwing dice or flipping a coin.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_11","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","サイコロを投げたりコインをはじくように、人生は予測できないと思われる","Life seems unpredictable - just like throwing dice or flipping a coin.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_12","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は真に望めば、どんな障害でも乗り越えることができる","People can overcome any obstacles if they truly want to.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_12","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は真に望めば、どんな障害でも乗り越えることができる","People can overcome any obstacles if they truly want to.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_12","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は真に望めば、どんな障害でも乗り越えることができる","People can overcome any obstacles if they truly want to.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_12","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は真に望めば、どんな障害でも乗り越えることができる","People can overcome any obstacles if they truly want to.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_12","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は真に望めば、どんな障害でも乗り越えることができる","People can overcome any obstacles if they truly want to.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_13","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","なるようになる。それは自分にはどうしようもない","Whatever will be, will be - there's not much you can do about it.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_13","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","なるようになる。それは自分にはどうしようもない","Whatever will be, will be - there's not much you can do about it.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_13","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","なるようになる。それは自分にはどうしようもない","Whatever will be, will be - there's not much you can do about it.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_13","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","なるようになる。それは自分にはどうしようもない","Whatever will be, will be - there's not much you can do about it.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_13","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","なるようになる。それは自分にはどうしようもない","Whatever will be, will be - there's not much you can do about it.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_14","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","知能や性格がその人の過去の環境によってどのように形成されるかを科学は示してきた","Science has shown how your past environment created your current intelligence and personality.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_14","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","知能や性格がその人の過去の環境によってどのように形成されるかを科学は示してきた","Science has shown how your past environment created your current intelligence and personality.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_14","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","知能や性格がその人の過去の環境によってどのように形成されるかを科学は示してきた","Science has shown how your past environment created your current intelligence and personality.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_14","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","知能や性格がその人の過去の環境によってどのように形成されるかを科学は示してきた","Science has shown how your past environment created your current intelligence and personality.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_14","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","知能や性格がその人の過去の環境によってどのように形成されるかを科学は示してきた","Science has shown how your past environment created your current intelligence and personality.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_15","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人は予測不可能である","People are unpredictable.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_15","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人は予測不可能である","People are unpredictable.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_15","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人は予測不可能である","People are unpredictable.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_15","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人は予測不可能である","People are unpredictable.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_15","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人は予測不可能である","People are unpredictable.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_16","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","犯罪者は自分がした悪いおこないに対してすべての責任を負う","Criminals are totally responsible for the bad things they do.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_16","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","犯罪者は自分がした悪いおこないに対してすべての責任を負う","Criminals are totally responsible for the bad things they do.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_16","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","犯罪者は自分がした悪いおこないに対してすべての責任を負う","Criminals are totally responsible for the bad things they do.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_16","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","犯罪者は自分がした悪いおこないに対してすべての責任を負う","Criminals are totally responsible for the bad things they do.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_16","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","犯罪者は自分がした悪いおこないに対してすべての責任を負う","Criminals are totally responsible for the bad things they do.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_17","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","好むかどうかにかかわらず、不思議な力が人生を動かすように思う","Whether people like it or not, mysterious forces seem to move their lives.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_17","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","好むかどうかにかかわらず、不思議な力が人生を動かすように思う","Whether people like it or not, mysterious forces seem to move their lives.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_17","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","好むかどうかにかかわらず、不思議な力が人生を動かすように思う","Whether people like it or not, mysterious forces seem to move their lives.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_17","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","好むかどうかにかかわらず、不思議な力が人生を動かすように思う","Whether people like it or not, mysterious forces seem to move their lives.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_17","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","好むかどうかにかかわらず、不思議な力が人生を動かすように思う","Whether people like it or not, mysterious forces seem to move their lives.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_18","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","ほかの動物と同様に、人間の行動は自然の法則に常に従う","As with other animals, human behavior always follows the laws of nature.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_18","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","ほかの動物と同様に、人間の行動は自然の法則に常に従う","As with other animals, human behavior always follows the laws of nature.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_18","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","ほかの動物と同様に、人間の行動は自然の法則に常に従う","As with other animals, human behavior always follows the laws of nature.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_18","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","ほかの動物と同様に、人間の行動は自然の法則に常に従う","As with other animals, human behavior always follows the laws of nature.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_18","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","ほかの動物と同様に、人間の行動は自然の法則に常に従う","As with other animals, human behavior always follows the laws of nature.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_19","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人生はほぼすべてがランダムなため、予測することが難しい","Life is hard to predict because it is almost totally random.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_19","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人生はほぼすべてがランダムなため、予測することが難しい","Life is hard to predict because it is almost totally random.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_19","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人生はほぼすべてがランダムなため、予測することが難しい","Life is hard to predict because it is almost totally random.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_19","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人生はほぼすべてがランダムなため、予測することが難しい","Life is hard to predict because it is almost totally random.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_19","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人生はほぼすべてがランダムなため、予測することが難しい","Life is hard to predict because it is almost totally random.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_20","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","運は人々の人生において、大きな役割を果たしている","Luck plays a big role in people's lives.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_20","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","運は人々の人生において、大きな役割を果たしている","Luck plays a big role in people's lives.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_20","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","運は人々の人生において、大きな役割を果たしている","Luck plays a big role in people's lives.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_20","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","運は人々の人生において、大きな役割を果たしている","Luck plays a big role in people's lives.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_20","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","運は人々の人生において、大きな役割を果たしている","Luck plays a big role in people's lives.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_21","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は完全な自由意志を持っている","People have complete free will.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_21","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は完全な自由意志を持っている","People have complete free will.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_21","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は完全な自由意志を持っている","People have complete free will.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_21","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は完全な自由意志を持っている","People have complete free will.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_21","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は完全な自由意志を持っている","People have complete free will.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_22","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","親の特性が子どもの特性を決めるだろう","Parents' character will determine the character of their children.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_22","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","親の特性が子どもの特性を決めるだろう","Parents' character will determine the character of their children.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_22","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","親の特性が子どもの特性を決めるだろう","Parents' character will determine the character of their children.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_22","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","親の特性が子どもの特性を決めるだろう","Parents' character will determine the character of their children.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_22","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","親の特性が子どもの特性を決めるだろう","Parents' character will determine the character of their children.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_23","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分の悪い行動について常に非がある","People are always at fault for their bad behavior.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_23","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分の悪い行動について常に非がある","People are always at fault for their bad behavior.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_23","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分の悪い行動について常に非がある","People are always at fault for their bad behavior.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_23","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分の悪い行動について常に非がある","People are always at fault for their bad behavior.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_23","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分の悪い行動について常に非がある","People are always at fault for their bad behavior.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_24","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","幼少期の環境が、大人になったときの成功を左右する","Childhood environment will determine your success as an adult.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_24","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","幼少期の環境が、大人になったときの成功を左右する","Childhood environment will determine your success as an adult.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_24","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","幼少期の環境が、大人になったときの成功を左右する","Childhood environment will determine your success as an adult.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_24","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","幼少期の環境が、大人になったときの成功を左右する","Childhood environment will determine your success as an adult.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_24","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","幼少期の環境が、大人になったときの成功を左右する","Childhood environment will determine your success as an adult.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_25","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人々に何が起こるかは運次第である","What happens to people is a matter of chance.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_25","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人々に何が起こるかは運次第である","What happens to people is a matter of chance.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_25","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人々に何が起こるかは運次第である","What happens to people is a matter of chance.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_25","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人々に何が起こるかは運次第である","What happens to people is a matter of chance.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_25","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人々に何が起こるかは運次第である","What happens to people is a matter of chance.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_26","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","意志の強さは身体的欲求にいつでも打ち勝つことができる","Strength of mind can always overcome the body's desires.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_26","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","意志の強さは身体的欲求にいつでも打ち勝つことができる","Strength of mind can always overcome the body's desires.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_26","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","意志の強さは身体的欲求にいつでも打ち勝つことができる","Strength of mind can always overcome the body's desires.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_26","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","意志の強さは身体的欲求にいつでも打ち勝つことができる","Strength of mind can always overcome the body's desires.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_26","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","意志の強さは身体的欲求にいつでも打ち勝つことができる","Strength of mind can always overcome the body's desires.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_27","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人々の未来は予測することができない","People's futures cannot be predicted.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_27","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人々の未来は予測することができない","People's futures cannot be predicted.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_27","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人々の未来は予測することができない","People's futures cannot be predicted.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_27","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人々の未来は予測することができない","People's futures cannot be predicted.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_27","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","人々の未来は予測することができない","People's futures cannot be predicted.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
