table,was,now,kind
kalczajanosi_2021_covid_fear,Adult (18+),Adult (18+),confirmed
kalczajanosi_2021_covid_risk,Adult (18+),Adult (18+),confirmed
kalczajanosi_2021_vaccine_skepticism,Adult (18+),Adult (18+),confirmed
Karim2022_tmoca_subscales_longitudinal,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
Karim2022_tmoca_subscales_single,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
kokoszka_2022_zjn,Adult (18+),Adult (18+),confirmed
kermen_2022_self_efficacy,Mixed,Mixed,confirmed
kokoszka_2022_soc,Adult (18+),Adult (18+),confirmed
kermen_2022_attention,Mixed,Mixed,confirmed
kilic_2024_nutrition_attitude,Mixed,Mixed,confirmed
kim_2025_hads,Adult (18+),Adult (18+),confirmed
kilic_2024_mental_toughness,Mixed,Mixed,confirmed
kim_2023_gad7,Adult (18+),Adult (18+),confirmed
kinyanjui_2023_substance_use,Adult (18+),Adult (18+),confirmed
kim_2023_pss10,Adult (18+),Adult (18+),confirmed
kim_2025_isi,Adult (18+),Adult (18+),confirmed
kermen_2022_self_regulation,Mixed,Mixed,confirmed
kim_2025_psqi,Adult (18+),Adult (18+),confirmed
kokoszka_2022_who5,Adult (18+),Adult (18+),confirmed
kermen_2022_anxiety,Mixed,Mixed,confirmed
kokoszka_2022_hamd,Adult (18+),Adult (18+),confirmed
kim_2025_psas,Adult (18+),Adult (18+),confirmed
kemp_2019_mss_disorganized,Adult (18+),Adult (18+),confirmed
kokoszka_2022_paid,Adult (18+),Adult (18+),confirmed
kim_2023_phq9,Adult (18+),Adult (18+),confirmed
kepaq_balparda_2021,Mixed,Mixed,confirmed
kemp_2019_mss_positive,Adult (18+),Adult (18+),confirmed
kemp_2019_mss_negative,Adult (18+),Adult (18+),confirmed
konerding_2019_patientsatisfaction,Adult (18+),Adult (18+),confirmed
koksal_2023_psycap,Adult (18+),Adult (18+),confirmed
lai_2023_parent_relation_father,,Child (<18y),new row
kushnir2017_ftnd,Adult (18+),Adult (18+),confirmed
kushnir2017_bfi,Adult (18+),Adult (18+),confirmed
kushnir2017_tsrq,Adult (18+),Adult (18+),confirmed
komura_2026_gqs_animacy,Adult (18+),Adult (18+),confirmed
kuehner_2017_mw_rumination,Adult (18+),Adult (18+),confirmed
kushnir2017_anrt,Adult (18+),Adult (18+),confirmed
komura_2026_gqs_perceived_safety,Adult (18+),Adult (18+),confirmed
komura_2026_mdmt_sincere,Adult (18+),Adult (18+),confirmed
komura_2026_gqs_likeability,Adult (18+),Adult (18+),confirmed
komura_2026_mdmt_ethical,Adult (18+),Adult (18+),confirmed
koksal_2023_work_depression,Adult (18+),Adult (18+),confirmed
komura_2026_mdmt_reliable,Adult (18+),Adult (18+),confirmed
komura_2026_gqs_anthropomorphism,Adult (18+),Adult (18+),confirmed
komura_2026_gqs_perceived_intelligence,Adult (18+),Adult (18+),confirmed
komura_2026_mdmt_capable,Adult (18+),Adult (18+),confirmed
koksal_2023_life_satisfaction,Adult (18+),Adult (18+),confirmed
lhsbrasil_couto_2023_pss,Adult (18+),Adult (18+),confirmed
lee_2024_social_support,Adult (18+),Adult (18+),confirmed
lee_2024_panas,Adult (18+),Adult (18+),confirmed
lee_2024_swls,Adult (18+),Adult (18+),confirmed
lee_2020_empathy,Mixed,Mixed,confirmed
lee_2020_social_support,Mixed,Mixed,confirmed
lee_2020_alcohol_use,Mixed,Mixed,confirmed
lee_2024_tci,Adult (18+),Adult (18+),confirmed
lhsbrasil_couto_2023_lhs,Adult (18+),Adult (18+),confirmed
lec5_xiong_2025,Mixed,Mixed,confirmed
lee_2020_vr_usability,Adult (18+),Adult (18+),confirmed
latifi_2026_insect_fear,Mixed,Mixed,confirmed
lhsbrasil_couto_2023_ses,Adult (18+),Adult (18+),confirmed
lai_2023_teacher_student_rel,,Child (<18y),new row
lee_2020_burnout,Mixed,Mixed,confirmed
lai_2023_social_adaptability,,Child (<18y),new row
lai_2023_parent_relation_mother,,Child (<18y),new row
lai_2023_peer_relationship,,Child (<18y),new row
lee_2020_sleep_quality,Mixed,Mixed,confirmed
liu_2017_communication,Adult (18+),Adult (18+),confirmed
liu_2017_qol,Adult (18+),Adult (18+),confirmed
liu_2017_mcmq_coping,Adult (18+),Adult (18+),confirmed
liu_2017_benefit_finding,Adult (18+),Adult (18+),confirmed
liu_2017_ssrs_support,Adult (18+),Adult (18+),confirmed
lindstrom2021_team_identification,Adult (18+),Adult (18+),confirmed
lindstrom2021_honesty_humility,Adult (18+),Adult (18+),confirmed
liu_2017_scale_d,Adult (18+),Adult (18+),confirmed
liu_2017_scale_o,Adult (18+),Adult (18+),confirmed
liu_2021_vrexp_depression,Adult (18+),Adult (18+),confirmed
liu_2021_vrexp_breq,Adult (18+),Adult (18+),confirmed
lindstrom2021_conscientiousness,Adult (18+),Adult (18+),confirmed
liu_2021_vrexp_brums,Adult (18+),Adult (18+),confirmed
lindstrom2021_violent_intentions,Adult (18+),Adult (18+),confirmed
luo_2021_host_ties,Adult (18+),Adult (18+),confirmed
luo_2021_conational_ties,Adult (18+),Adult (18+),confirmed
luo_2021_ecr,Adult (18+),Adult (18+),confirmed
lsbq_maleki_2025_persian_comprehension,Adult (18+),Adult (18+),confirmed
luo_2021_acculturation_index,Adult (18+),Adult (18+),confirmed
lsbq_maleki_2025_persian_switching,Adult (18+),Adult (18+),confirmed
lsbq_maleki_2025_non_persian_proficiency,Adult (18+),Adult (18+),confirmed
lsbq_maleki_2025_non_persian_use,Adult (18+),Adult (18+),confirmed
lsbq_maleki_2025_dominant_language_home_community,Adult (18+),Adult (18+),confirmed
liu_2025_ydlq,Child (<18y),Child (<18y),confirmed
LOC_fadplus_goto2021,Adult (18+),Adult (18+),confirmed
liu_2025_ydcy,Child (<18y),Child (<18y),confirmed
liu_2025_xljk,Child (<18y),Child (<18y),confirmed
liu_2025_mlq,Adult (18+),Adult (18+),confirmed
liu_2025_positive_cognition,Adult (18+),Adult (18+),confirmed
liu_2025_teacher_support,Child (<18y),Child (<18y),confirmed
liu_2025_learning_motivation,Adult (18+),Adult (18+),confirmed
liu_2025_nlgz,Child (<18y),Child (<18y),confirmed
liu_2022_fragreading_cdq,Adult (18+),Adult (18+),confirmed
liu_2025_perceived_competence,Child (<18y),Child (<18y),confirmed
liu_2021_vrexp_experience,Adult (18+),Adult (18+),confirmed
liu_2022_fragreading_frq,Adult (18+),Adult (18+),confirmed
liu_2025_jjqx,Child (<18y),Child (<18y),confirmed
luo_2021_intl_ties,Adult (18+),Adult (18+),confirmed
malik_2018_social_motivation,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_sj,Adult (18+),Adult (18+),confirmed
magnus-format-study2_2022,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_asi,Adult (18+),Adult (18+),confirmed
magnus-format-study1_2022,Adult (18+),Adult (18+),confirmed
makransky_2016_self_efficacy,Adult (18+),Adult (18+),confirmed
lys_2020_rape_2_rma,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_rma,Adult (18+),Adult (18+),confirmed
malik_2018_individual_motivation,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_sds,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_diff,Adult (18+),Adult (18+),confirmed
lys_2020_rape_2_rma_pre,Adult (18+),Adult (18+),confirmed
malik_2018_organizational_motivation,Adult (18+),Adult (18+),confirmed
lys_2020_rape_1_rma,Adult (18+),Adult (18+),confirmed
makransky_2016_motivation,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_kpnts,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_cons,Adult (18+),Adult (18+),confirmed
magiccats_ozono_2020,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_unjust,Adult (18+),Adult (18+),confirmed
mancone_2024_ravlt_intrusion,Adult (18+),Adult (18+),confirmed
makransky_2016_mcq_correct,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_rwa,Adult (18+),Adult (18+),confirmed
marquessanchez_2023_kidmed,Mixed,Mixed,confirmed
margaretto_2025_translation_study_1_lextale,Adult (18+),Adult (18+),confirmed
margaretto_2025_translation_study_1_generalknowledge,Adult (18+),Adult (18+),confirmed
matarboumosleh_2017_spai26,Adult (18+),Adult (18+),confirmed
marcussonclavertz_2019_velten,Adult (18+),Adult (18+),confirmed
matarboumosleh_2017_gad2,Adult (18+),Adult (18+),confirmed
matosaslopez_2024_teacher_assessment,Adult (18+),Adult (18+),confirmed
manolika_2021_mini_ipip,Adult (18+),Adult (18+),confirmed
margaretto_2025_translation_study_1_vocabulary_3,Adult (18+),Adult (18+),confirmed
matosaslopez_2022_bars_teaching,Adult (18+),Adult (18+),confirmed
mascherini_2021_meddiet,Adult (18+),Adult (18+),confirmed
matarboumosleh_2017_phq2,Adult (18+),Adult (18+),confirmed
margaretto_2025_translation_study_2_readingcomprehension,Adult (18+),Adult (18+),confirmed
matosaslopez_2024_questionnaire_quality,Adult (18+),Adult (18+),confirmed
margaretto_2025_translation_study_2_generalknowledge_1,Adult (18+),Adult (18+),confirmed
margaretto_2025_translation_study_1_readingcomprehension,Adult (18+),Adult (18+),confirmed
margaretto_2025_translation_study_2_lextale,Adult (18+),Adult (18+),confirmed
margaretto_2025_translation_study_2_generalknowledge_2,Adult (18+),Adult (18+),confirmed
manolika_2021_movie_preferences,Adult (18+),Adult (18+),confirmed
margaretto_2025_translation_study_1_vocabulary_2,Adult (18+),Adult (18+),confirmed
manolika_2021_reading_preferences,Adult (18+),Adult (18+),confirmed
margaretto_2025_translation_study_1_vocabulary_1,Adult (18+),Adult (18+),confirmed
margaretto_2025_translation_study_2_vocabulary_full,Adult (18+),Adult (18+),confirmed
manolika_2021_dirty_dozen,Adult (18+),Adult (18+),confirmed
mancone_2024_ravlt_recall,Adult (18+),Adult (18+),confirmed
medvedev_2018_ql,Adult (18+),Adult (18+),confirmed
medvedev_2018_pan,Adult (18+),Adult (18+),confirmed
mede_2025_clim_polsupport,Adult (18+),Adult (18+),confirmed
mede_2025_normperc,Adult (18+),Adult (18+),confirmed
mede_2025_sdo,Adult (18+),Adult (18+),confirmed
mede_2025_sciengage,Adult (18+),Adult (18+),confirmed
mede_2025_scipop,Adult (18+),Adult (18+),confirmed
mede_2025_outspokenness,Adult (18+),Adult (18+),confirmed
mede_2025_clim_weather_future,Adult (18+),Adult (18+),confirmed
mboya_2020_gds15,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
mclaughlin_samuel_2025_auditory_session_1,Adult (18+),Adult (18+),confirmed
mede_2025_goals_priority,Adult (18+),Adult (18+),confirmed
matranga_2019_hpv_knowledge,Adult (18+),Adult (18+),confirmed
mede_2025_clim_government,Adult (18+),Adult (18+),confirmed
mede_2025_sciinfo,Adult (18+),Adult (18+),confirmed
mede_2025_clim_emotions,Adult (18+),Adult (18+),confirmed
medvedev_2018_oxh,Adult (18+),Adult (18+),confirmed
mede_2025_goals_tackle,Adult (18+),Adult (18+),confirmed
mede_2025_clim_weather_past,Adult (18+),Adult (18+),confirmed
mavromoustakos_2016_probability_scale,Adult (18+),Adult (18+),confirmed
mavromoustakos_2016_ztpi,Adult (18+),Adult (18+),confirmed
mede_2025_willvul,Adult (18+),Adult (18+),confirmed
mavromoustakos_2016_fasq,Adult (18+),Adult (18+),confirmed
mede_2025_trust_scientists,Adult (18+),Adult (18+),confirmed
mbft_anunciacao_2024,Mixed,Mixed,confirmed
meng-competitiveness-2023,Adult (18+),Adult (18+),confirmed
meloni_2015_deq_ce_child,Child (<18y),Child (<18y),confirmed
metacogmonitoring_double2025,Adult (18+),Adult (18+),confirmed
meloni_2015_deq_oe_child,Child (<18y),Child (<18y),confirmed
meloni_2015_parent_interests,Adult (18+),Adult (18+),confirmed
merlo2025_eng_cognitive,Mixed,Mixed,confirmed
merlo2025_eng_emotional,Mixed,Mixed,confirmed
merlo2025_eng_comprehensive,Mixed,Mixed,confirmed
merlo2025_eng_agentic,Mixed,Mixed,confirmed
meloni_2015_child_disab_knowledge,Child (<18y),Child (<18y),confirmed
meloni_2015_parent_divers_ed,Adult (18+),Adult (18+),confirmed
meloni_2015_deq_oe_parent,Adult (18+),Adult (18+),confirmed
mekheimer_2026_paf,Adult (18+),Adult (18+),confirmed
mentalrotation_wolf_2024,Adult (18+),Adult (18+),confirmed
merlo2025_eet,Mixed,Mixed,confirmed
mekheimer_2026_cai,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_cablecars,Adult (18+),Adult (18+),confirmed
meloni_2015_child_ia_frequency,Child (<18y),Child (<18y),confirmed
meloni_2015_child_ia_satisfaction,Child (<18y),Child (<18y),confirmed
meloni_2015_deq_ce_parent,Adult (18+),Adult (18+),confirmed
mekheimer_2026_flp,Adult (18+),Adult (18+),confirmed
mekheimer_2026_id,Adult (18+),Adult (18+),confirmed
medvedev_2018_sl,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_administration,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_buses,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_corruptionperception,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_police,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_streets,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_trains,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_parks,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_highways,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_schooling,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_corruption,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_confidence,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_transportationstations,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_wellbeingservice,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_roads,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_problems,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_university,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_generalcorruption,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_lightning,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_health,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_drainage,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_healthservice,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_water,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_trash,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_electricgovernment,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_homelightning,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_wellbeing,Adult (18+),Adult (18+),confirmed
mexico_2023_quality_low,Adult (18+),Adult (18+),confirmed
mexico_2025_q1safety_govtrust,Adult (18+),Adult (18+),confirmed
mexico_2024_q4safety_harassment,Adult (18+),Adult (18+),confirmed
mexico_2024_q2safety_govperformance,Adult (18+),Adult (18+),confirmed
mexico_2025_q1safety_govperformance,Adult (18+),Adult (18+),confirmed
mexico_2024_q2safety_harassment,Adult (18+),Adult (18+),confirmed
mexico_2024_q2safety_conflicts,Adult (18+),Adult (18+),confirmed
mexico_2024_q4safety_perception,Adult (18+),Adult (18+),confirmed
mexico_2024_q1safety_govperformance,Adult (18+),Adult (18+),confirmed
mexico_2024_q1safety_govtrust,Adult (18+),Adult (18+),confirmed
mexico_2025_q2safety_conflicts,Adult (18+),Adult (18+),confirmed
mexico_2024_q3safety_violence,Adult (18+),Adult (18+),confirmed
mexico_2024_q2safety_perception,Adult (18+),Adult (18+),confirmed
mexico_2025_q1safety_conflicts,Adult (18+),Adult (18+),confirmed
mexico_2024_q3safety_govtrust,Adult (18+),Adult (18+),confirmed
mexico_2024_q4safety_conflicts,Adult (18+),Adult (18+),confirmed
mexico_2025_q2safety_harassment,Adult (18+),Adult (18+),confirmed
mexico_2024_q3safety_conflicts,Adult (18+),Adult (18+),confirmed
mexico_2025_q2safety_govperformance,Adult (18+),Adult (18+),confirmed
mexico_2024_q1safety_conflicts,Adult (18+),Adult (18+),confirmed
mexico_2024_q3safety_govperformance,Adult (18+),Adult (18+),confirmed
mexico_2025_q1safety_perception,Adult (18+),Adult (18+),confirmed
mexico_2024_q4safety_govperformance,Adult (18+),Adult (18+),confirmed
mexico_2025_q2safety_perception,Adult (18+),Adult (18+),confirmed
mexico_2024_q3safety_perception,Adult (18+),Adult (18+),confirmed
mexico_2024_q1safety_perception,Adult (18+),Adult (18+),confirmed
milson_2026_self_esteem,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_motivation,Adult (18+),Adult (18+),confirmed
mexico_2025_q3safety_govtrust,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_loneliness,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_tired,Adult (18+),Adult (18+),confirmed
milavic_2019_psisysf,Adult (18+),Adult (18+),confirmed
mfq_adolescent_athletes,Child (<18y),Child (<18y),confirmed
mhscdc_fried_2020_mindfullness,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_dass,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_se,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_conscientiousness,Adult (18+),Adult (18+),confirmed
mexico_2025_q4safety_harassment,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_procrastination,Adult (18+),Adult (18+),confirmed
mexico_2025_q3safety_govperformance,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_smartphone,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_anger,Adult (18+),Adult (18+),confirmed
mhscdc_fried_2020_ps,Adult (18+),Adult (18+),confirmed
mexico_2025_q4safety_conflicts,Adult (18+),Adult (18+),confirmed
milson_2026_body_satisfaction,Adult (18+),Adult (18+),confirmed
mexico_2025_q3safety_conflicts,Adult (18+),Adult (18+),confirmed
mexico_2025_q3safety_violence,Adult (18+),Adult (18+),confirmed
mexico_2025_q3safety_perception,Adult (18+),Adult (18+),confirmed
mexico_2025_q4safety_perception,Adult (18+),Adult (18+),confirmed
mexico_2025_q4safety_govperformance,Adult (18+),Adult (18+),confirmed
milson_2026_social_media_use,Adult (18+),Adult (18+),confirmed
moe2025_erq,Adult (18+),Adult (18+),confirmed
moe2025_scs,Adult (18+),Adult (18+),confirmed
moe2025_sis,Adult (18+),Adult (18+),confirmed
mohammed_2021_job_satisfaction,Adult (18+),Adult (18+),confirmed
mohammed_2021_patient_safety_culture,Adult (18+),Adult (18+),confirmed
monier_2026_pot,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
monier_2026_sti,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
moon_2023_coping_emotion,Mixed,Mixed,confirmed
moon_2023_coping_problem,Mixed,Mixed,confirmed
moon_2023_korean_proficiency,Mixed,Mixed,confirmed
moon_2023_pregnancy_stress,Mixed,Mixed,confirmed
moon_2023_selfesteem,Mixed,Mixed,confirmed
moon_2023_spousal_support,Mixed,Mixed,confirmed
moore_2016_bdi,Adult (18+),Adult (18+),confirmed
moral_absolutism_goyal_2025_dt,Adult (18+),Adult (18+),confirmed
moral_absolutism_goyal_2025_mfq,Adult (18+),Adult (18+),confirmed
moral_absolutism_goyal_2025_moral,Mixed,Mixed,confirmed
moral_absolutism_goyal_2025_mr,Adult (18+),Adult (18+),confirmed
moral_absolutism_goyal_2025_nfc,Mixed,Mixed,confirmed
moral_absolutism_goyal_2025_pp,Adult (18+),Adult (18+),confirmed
moral_absolutism_goyal_2025_stance,Adult (18+),Adult (18+),confirmed
morales_2021_asmr15,Adult (18+),Adult (18+),confirmed
morales_2021_erq,Adult (18+),Adult (18+),confirmed
mpsycho_wilpat,Adult (18+),Adult (18+),confirmed
much_tte_2025_actionorientation,Adult (18+),Adult (18+),confirmed
much_tte_2025_concentrationtask,Adult (18+),Adult (18+),confirmed
much_tte_2025_currentmotivation,Adult (18+),Adult (18+),confirmed
much_tte_2025_effort,Adult (18+),Adult (18+),confirmed
much_tte_2025_matrixreasoning,Adult (18+),Adult (18+),confirmed
musifeast17_vanderwalle_2025,Adult (18+),Adult (18+),confirmed
muslih_2024_rses,Adult (18+),Adult (18+),confirmed
nabizadehchianeh_2026_tempsa,Adult (18+),Adult (18+),confirmed
nabwera_2021_bdi,Mixed,Mixed,confirmed
nam_2024_access,Adult (18+),Adult (18+),confirmed
nam_2024_attitude,Adult (18+),Adult (18+),confirmed
nam_2024_function,Adult (18+),Adult (18+),confirmed
nam_2024_khlat,Adult (18+),Adult (18+),confirmed
nam_2024_medint,Adult (18+),Adult (18+),confirmed
nam_2024_selfcare,Adult (18+),Adult (18+),confirmed
nam_2024_selfeff,Adult (18+),Adult (18+),confirmed
narcissism_schneider_2025_study1_morf_hsns,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_user,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_cvc,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_brief,Adult (18+),Adult (18+),confirmed
nas_rogoza_2024_study2_ngs,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_sims,Adult (18+),Adult (18+),confirmed
nas_rogoza_2024_study1,Adult (18+),Adult (18+),confirmed
nas_rogoza_2024_study2_nas,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_feda,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_dass,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_svc,Adult (18+),Adult (18+),confirmed
nas_rogoza_2024_study2_nvs,Adult (18+),Adult (18+),confirmed
neurodegenerative_huizinga_2019_vfq,Adult (18+),Adult (18+),confirmed
nfc_kay_2025,Adult (18+),Adult (18+),confirmed
ngo_2025_green_attitude,Mixed,Mixed,confirmed
ngo_2025_green_pbc,Mixed,Mixed,confirmed
ngo_2025_green_purchase_behavior,Mixed,Mixed,confirmed
ngo_2025_green_purchase_intention,Mixed,Mixed,confirmed
ngo_2025_green_subjective_norm,Mixed,Mixed,confirmed
niazi_2020_mfq,Adult (18+),Adult (18+),confirmed
niazi_2020_mfq_stereotype,Adult (18+),Adult (18+),confirmed
nit_must_2014,Child (<18y),Child (<18y),confirmed
nomt_hooper_2024_study2,Adult (18+),Adult (18+),confirmed
okamura_2018_burnout,Child (<18y),Child (<18y),confirmed
okamura_2018_eol_attitude,Child (<18y),Child (<18y),confirmed
onecm_kay_2025,Adult (18+),Adult (18+),confirmed
opentsstvr_linnig_2025_ssq,Adult (18+),Adult (18+),confirmed
opentsstvr_linnig_2025_vas,Adult (18+),Adult (18+),confirmed
opentsstvr_linnig_2025_vrexperience,Adult (18+),Adult (18+),confirmed
opladen2025_edeq,Adult (18+),Adult (18+),confirmed
opladen2025_fkg,Adult (18+),Adult (18+),confirmed
opladen2025_fks,Adult (18+),Adult (18+),confirmed
opladen2025_wi,Adult (18+),Adult (18+),confirmed
osorio_2023_dos,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_at,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_brs,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_edeq,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_gad,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_pswq_c,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_school,Mixed,Mixed,confirmed
oxfordcovid_xue_2024_swemws,Mixed,Mixed,confirmed
ozkurt_2026_basic_psych_needs,Mixed,Mixed,confirmed
ozkurt_2026_continuance_intention,Mixed,Mixed,confirmed
ozkurt_2026_ego_orientation,Mixed,Mixed,confirmed
ozkurt_2026_paces_enjoyment,Mixed,Mixed,confirmed
ozkurt_2026_sport_motivation,Mixed,Mixed,confirmed
pass20_klosowska_2025_dass_online,Adult (18+),Adult (18+),confirmed
park_2021_pss10,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
pavic_2022_science_literacy,Adult (18+),Adult (18+),confirmed
pass20_klosowska_2025_pass_online,Adult (18+),Adult (18+),confirmed
pavic_2022_vaccine_conspiracy,Adult (18+),Adult (18+),confirmed
pass20_klosowska_2025_staix_online,Adult (18+),Adult (18+),confirmed
pass20_klosowska_2025_pass_hospital,Adult (18+),Adult (18+),confirmed
park_2021_swls,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
parenting_anunciacao_2025_rejection,Adult (18+),Adult (18+),confirmed
parenting_anunciacao_2025_values,Adult (18+),Adult (18+),confirmed
pavic_2022_natural_immunity,Adult (18+),Adult (18+),confirmed
parenting_anunciacao_2025_goals,Adult (18+),Adult (18+),confirmed
pavic_2022_healthcare_trust,Adult (18+),Adult (18+),confirmed
park_2024_mbi,Adult (18+),Adult (18+),confirmed
parenting_anunciacao_2025_materialism,Adult (18+),Adult (18+),confirmed
park_2024_ageism,Adult (18+),Adult (18+),confirmed
pass20_klosowska_2025_csq_online,Adult (18+),Adult (18+),confirmed
parenting_anunciacao_2025_material_rewards,Adult (18+),Adult (18+),confirmed
parc_balaji_2017,Adult (18+),Adult (18+),confirmed
parenting_anunciacao_2025_affect,Adult (18+),Adult (18+),confirmed
peng_2024_language_boredom,Child (<18y),Child (<18y),confirmed
peng_2024_language_enjoyment,Child (<18y),Child (<18y),confirmed
personalitychange_kramer_2025_mls,Adult (18+),Adult (18+),confirmed
pellerin2020_mwbs_gratbeing,Adult (18+),Adult (18+),confirmed
pellerin2020_cpc_optimism,Adult (18+),Adult (18+),confirmed
pellerin2020_cpc_selfefficacy,Adult (18+),Adult (18+),confirmed
pellerin2020_cpc_hope,Adult (18+),Adult (18+),confirmed
peng_2024_grit,Child (<18y),Child (<18y),confirmed
pellerin2020_asti,Adult (18+),Adult (18+),confirmed
pechorro_impulsivity_2021_ypitris,Adult (18+),Adult (18+),confirmed
pellerin2020_gq6,Adult (18+),Adult (18+),confirmed
pechorro_impulsivity_2021_rpq,Adult (18+),Adult (18+),confirmed
pellerin2020_3dws,Adult (18+),Adult (18+),confirmed
pechorro_impulsivity_2021_iid,Adult (18+),Adult (18+),confirmed
pcl5_xiong_2025,Mixed,Mixed,confirmed
pcss_adolescent_athletes,Child (<18y),Child (<18y),confirmed
perfectionismlit_2021_engagement,Child (<18y),Child (<18y),confirmed
pds_kay_2025,Adult (18+),Adult (18+),confirmed
perfectionismlit_2021_prepost,Child (<18y),Child (<18y),confirmed
pechorro_impulsivity_2021_bes,Adult (18+),Adult (18+),confirmed
pellerin2020_serenity_acceptance,Adult (18+),Adult (18+),confirmed
pellerin2020_mwbs_pd,Adult (18+),Adult (18+),confirmed
personalitychange_kramer_2025_bfi,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_individualism_USA,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_powerdistance_USA_Chile,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_powerful,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_trendy_USA,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_tight_USA_Chile,Adult (18+),Adult (18+),confirmed
personalitychange_kramer_2025_swls,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_autonomous,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_uncertaintyavoidance_USA_Chile,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_nfc,Adult (18+),Adult (18+),confirmed
petrowski_2019_sclk9,Mixed,Mixed,confirmed
pezzuti_2025_coolpeople_main_materialism_Chile,Adult (18+),Adult (18+),confirmed
petrocchi_2020_neuroticism,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_adventurous,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_big5_SouthKorea,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_collectivism_USA,Adult (18+),Adult (18+),confirmed
