"table","instrument","language","instructions","section_id","section_prompt","section_prompt_translated","item","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_37_in_general_pre","I take the obligation to wear a mask in public places very seriously.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_37_in_general_pre","I take the obligation to wear a mask in public places very seriously.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_37_in_general_pre","I take the obligation to wear a mask in public places very seriously.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_38_in_general_pre","I think the obligation to wear a mask in public places is excessive.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_38_in_general_pre","I think the obligation to wear a mask in public places is excessive.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_38_in_general_pre","I think the obligation to wear a mask in public places is excessive.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_38_in_general_pre","I think the obligation to wear a mask in public places is excessive.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_38_in_general_pre","I think the obligation to wear a mask in public places is excessive.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_39_in_general_pre","I remind other people of the mask requirement.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_39_in_general_pre","I remind other people of the mask requirement.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_39_in_general_pre","I remind other people of the mask requirement.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_39_in_general_pre","I remind other people of the mask requirement.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_39_in_general_pre","I remind other people of the mask requirement.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_40_in_general_pre","I have to be reminded again and again of the obligation to wear a mask.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_40_in_general_pre","I have to be reminded again and again of the obligation to wear a mask.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_40_in_general_pre","I have to be reminded again and again of the obligation to wear a mask.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_40_in_general_pre","I have to be reminded again and again of the obligation to wear a mask.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_40_in_general_pre","I have to be reminded again and again of the obligation to wear a mask.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_41_in_general_pre","I mainly use FFP2 masks in everyday life.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_41_in_general_pre","I mainly use FFP2 masks in everyday life.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_41_in_general_pre","I mainly use FFP2 masks in everyday life.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_41_in_general_pre","I mainly use FFP2 masks in everyday life.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_41_in_general_pre","I mainly use FFP2 masks in everyday life.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_42_in_general_pre","Since the mask requirement, I avoid public transport wherever possible.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_42_in_general_pre","Since the mask requirement, I avoid public transport wherever possible.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_42_in_general_pre","Since the mask requirement, I avoid public transport wherever possible.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_42_in_general_pre","Since the mask requirement, I avoid public transport wherever possible.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_42_in_general_pre","Since the mask requirement, I avoid public transport wherever possible.",NA,NA,5,"definitely agree",NA
