table,section_id,item,instrument,instructions,section_prompt,item_text,correct_response,option_text,resp
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi36,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I imagine catastrophic consequences as a result of absent-mindedness or minor errors I have made.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi37,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I think or worry at length about having hurt someone without knowing it.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi37,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I think or worry at length about having hurt someone without knowing it.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi37,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I think or worry at length about having hurt someone without knowing it.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi37,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I think or worry at length about having hurt someone without knowing it.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi37,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I think or worry at length about having hurt someone without knowing it.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi38,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I hear about a disaster, I think it is somehow my fault.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi38,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I hear about a disaster, I think it is somehow my fault.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi38,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I hear about a disaster, I think it is somehow my fault.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi38,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I hear about a disaster, I think it is somehow my fault.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi38,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I hear about a disaster, I think it is somehow my fault.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi39,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes worry at length for no reason that I have hurt myself or have some disease.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi39,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes worry at length for no reason that I have hurt myself or have some disease.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi39,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes worry at length for no reason that I have hurt myself or have some disease.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi39,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes worry at length for no reason that I have hurt myself or have some disease.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi39,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes worry at length for no reason that I have hurt myself or have some disease.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi40,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes start to count objects for no reason.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi40,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes start to count objects for no reason.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi40,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes start to count objects for no reason.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi40,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes start to count objects for no reason.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi40,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes start to count objects for no reason.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi41,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to remember completely unimportant numbers.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi41,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to remember completely unimportant numbers.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi41,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to remember completely unimportant numbers.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi41,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to remember completely unimportant numbers.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi41,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to remember completely unimportant numbers.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi42,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I read, I have the impression I have missed something important and must go back and reread the passage at least two or three times.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi42,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I read, I have the impression I have missed something important and must go back and reread the passage at least two or three times.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi42,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I read, I have the impression I have missed something important and must go back and reread the passage at least two or three times.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi42,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I read, I have the impression I have missed something important and must go back and reread the passage at least two or three times.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi42,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I read, I have the impression I have missed something important and must go back and reread the passage at least two or three times.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi43,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I worry about remembering completely unimportant things and make an effort not to forget them.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi43,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I worry about remembering completely unimportant things and make an effort not to forget them.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi43,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I worry about remembering completely unimportant things and make an effort not to forget them.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi43,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I worry about remembering completely unimportant things and make an effort not to forget them.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi43,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I worry about remembering completely unimportant things and make an effort not to forget them.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi44,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When a thought or doubt comes into my mind, I have to examine it from all points of view and cannot stop until I have done so.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi44,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When a thought or doubt comes into my mind, I have to examine it from all points of view and cannot stop until I have done so.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi44,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When a thought or doubt comes into my mind, I have to examine it from all points of view and cannot stop until I have done so.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi44,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When a thought or doubt comes into my mind, I have to examine it from all points of view and cannot stop until I have done so.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi44,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When a thought or doubt comes into my mind, I have to examine it from all points of view and cannot stop until I have done so.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi45,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,In certain situations I am afraid of losing my self-control and doing embarrassing things.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi45,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,In certain situations I am afraid of losing my self-control and doing embarrassing things.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi45,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,In certain situations I am afraid of losing my self-control and doing embarrassing things.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi45,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,In certain situations I am afraid of losing my self-control and doing embarrassing things.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi45,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,In certain situations I am afraid of losing my self-control and doing embarrassing things.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi46,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I look down from a bridge or a very high window, I feel an impulse to throw myself into space.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi46,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I look down from a bridge or a very high window, I feel an impulse to throw myself into space.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi46,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I look down from a bridge or a very high window, I feel an impulse to throw myself into space.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi46,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I look down from a bridge or a very high window, I feel an impulse to throw myself into space.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi46,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I look down from a bridge or a very high window, I feel an impulse to throw myself into space.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi47,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I see a train approaching, I sometimes think I could throw myself under its wheels.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi47,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I see a train approaching, I sometimes think I could throw myself under its wheels.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi47,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I see a train approaching, I sometimes think I could throw myself under its wheels.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi47,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I see a train approaching, I sometimes think I could throw myself under its wheels.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi47,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I see a train approaching, I sometimes think I could throw myself under its wheels.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi48,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,At certain moments I am tempted to tear off my clothes in public.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi48,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,At certain moments I am tempted to tear off my clothes in public.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi48,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,At certain moments I am tempted to tear off my clothes in public.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi48,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,At certain moments I am tempted to tear off my clothes in public.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi48,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,At certain moments I am tempted to tear off my clothes in public.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi49,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"While driving, I sometimes feel an impulse to drive the car into someone or something.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi49,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"While driving, I sometimes feel an impulse to drive the car into someone or something.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi49,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"While driving, I sometimes feel an impulse to drive the car into someone or something.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi49,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"While driving, I sometimes feel an impulse to drive the car into someone or something.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi49,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"While driving, I sometimes feel an impulse to drive the car into someone or something.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi50,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Seeing weapons excites me and makes me think violent thoughts.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi50,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Seeing weapons excites me and makes me think violent thoughts.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi50,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Seeing weapons excites me and makes me think violent thoughts.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi50,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Seeing weapons excites me and makes me think violent thoughts.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi50,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Seeing weapons excites me and makes me think violent thoughts.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi51,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I get upset and worried at the sight of knives, daggers and other pointed objects.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi51,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I get upset and worried at the sight of knives, daggers and other pointed objects.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi51,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I get upset and worried at the sight of knives, daggers and other pointed objects.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi51,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I get upset and worried at the sight of knives, daggers and other pointed objects.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi51,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I get upset and worried at the sight of knives, daggers and other pointed objects.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi52,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes feel something inside me that makes me do things that are really senseless and that I do not want to do.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi52,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes feel something inside me that makes me do things that are really senseless and that I do not want to do.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi52,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes feel something inside me that makes me do things that are really senseless and that I do not want to do.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi52,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes feel something inside me that makes me do things that are really senseless and that I do not want to do.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi52,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes feel something inside me that makes me do things that are really senseless and that I do not want to do.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi53,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes feel the need to break or damage things for no reason.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi53,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes feel the need to break or damage things for no reason.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi53,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes feel the need to break or damage things for no reason.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi53,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes feel the need to break or damage things for no reason.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi53,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes feel the need to break or damage things for no reason.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi54,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I sometimes have an impulse to steal other people's belongings, even if they are of no use to me.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi54,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I sometimes have an impulse to steal other people's belongings, even if they are of no use to me.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi54,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I sometimes have an impulse to steal other people's belongings, even if they are of no use to me.",,Some,2
