table,status,batch,timestamp
pavic_2022_healthcare_trust,done,batch_128,2026-09-09T23:56:50
pavic_2022_natural_immunity,done,batch_128,2026-09-09T23:56:50
pavic_2022_science_literacy,done,batch_129,2026-09-10T00:12:25
pavic_2022_vaccine_conspiracy,done,batch_129,2026-09-10T00:12:25
pecino_2018_justice_climate,blocked,batch_129,2026-09-10T00:12:25
pedroso_2021_ifsq_laissezfaire,done,batch_129,2026-09-10T00:12:25
pedroso_2021_ifsq_responsiveness,done,batch_130,2026-09-10T00:15:56
pedroso_2021_ifsq_restriction,done,batch_130,2026-09-10T00:15:56
pellerin2020_cpc_hope,done,batch_130,2026-09-10T00:15:56
pellerin2020_cpc_optimism,done,batch_130,2026-09-10T00:15:56
pellerin2020_cpc_selfefficacy,done,batch_131,2026-09-10T00:47:09
pellerin2020_gq6,done,batch_131,2026-09-10T00:47:09
PEMAIW_Qiu_2020_DASS,done,batch_131,2026-09-10T00:47:09
PEMAIW_Qiu_2020_FFMQ,done,batch_131,2026-09-10T00:47:09
penningroth_2019_pm_concerns,done,batch_132,2026-09-10T00:50:51
penningroth_2019_pm_goals,done,batch_132,2026-09-10T00:50:51
personality_handwriting__financial_behavior,blocked,batch_132,2026-09-10T00:50:51
personality_handwriting__graphology,done,batch_132,2026-09-10T00:50:51
peters_2025_att_exp_strength,done,batch_133,2026-09-10T01:29:09
peters_2025_att_instr_eval,done,batch_133,2026-09-10T01:29:09
peters_2025_gen_risk_strength,done,batch_133,2026-09-10T01:29:09
peters_2025_gnrc_beliefs,done,batch_133,2026-09-10T01:29:09
peters_2025_nrm_inj_approval,done,batch_134,2026-09-10T08:32:36Z
peters_2025_pbc_cond_power,done,batch_134,2026-09-10T08:32:36Z
peters_2025_pbc_cond_presence,done,batch_134,2026-09-10T08:32:36Z
petrowski_2019_sclk9,blocked,batch_134,2026-09-10T08:32:36Z
petrowski_2020_attachment,blocked,batch_135,2026-09-10T02:05:21
phq_BrummerHoffman_2021,done,batch_135,2026-09-10T02:05:21
pickova2025_attitude,done,batch_135,2026-09-10T02:05:21
pickova2025_behavioral_intent,done,batch_135,2026-09-10T02:05:21
pickova2025_fast_fashion_beliefs,done,batch_136,2026-09-10T02:16:22
pickova2025_feelings,done,batch_136,2026-09-10T02:16:22
pickova2025_moral_justifications,done,batch_136,2026-09-10T02:16:22
pickova2025_perception,done,batch_136,2026-09-10T02:16:22
pierro_2018_assessment_s1,done,batch_137,2026-09-10T02:30:23
pierro_2018_assessment_s3,done,batch_137,2026-09-10T02:30:23
pierro_2018_hfs_s4,blocked,batch_137,2026-09-10T02:30:23
pierro_2018_locomotion_s1,done,batch_137,2026-09-10T02:30:23
pierro_2018_locomotion_s3,done,batch_138,2026-09-10T02:54:16
pierro_2018_negaffect_s3,blocked,batch_138,2026-09-10T02:54:16
pierro_2018_posaffect_s3,blocked,batch_138,2026-09-10T02:54:16
pierro_2018_selfforgive_s1,done,batch_138,2026-09-10T02:54:16
pierro_2018_selfforgive_s2,done,batch_139,2026-09-10T10:13:30Z
pierro_2018_selfforgive_s3,done,batch_139,2026-09-10T10:13:30Z
pierro_2018_tf_future_s4,done,batch_139,2026-09-10T10:13:30Z
pierro_2018_tf_past_s4,done,batch_139,2026-09-10T10:13:30Z
pilch_2021_coping_behavior,done,batch_140,2026-09-10T03:17:01
pilch_2021_fear_covid19,done,batch_140,2026-09-10T03:17:01
pilch_2021_personality_ipip20,done,batch_140,2026-09-10T03:17:01
pilch_2021_protection_motivation,done,batch_140,2026-09-10T03:17:01
pinheiro_2023_trwcas,blocked,batch_141,2026-09-10T04:08:41
piterova-slovak-science-related-populism,done,batch_141,2026-09-10T04:08:41
PMT_Trzcinska_2023_PMT,done,batch_141,2026-09-10T04:08:41
polca_election,done,batch_141,2026-09-10T04:08:41
powell_2018_affect,done,batch_142,2026-09-10T04:12:20
powell_2018_qcae,done,batch_142,2026-09-10T04:12:20
powell_2018_trust,done,batch_142,2026-09-10T04:12:20
poza2026_hlseu,done,batch_142,2026-09-10T04:12:20
PPSRS_Caliciuri_2024,done,batch_143,2026-09-10T04:40:38
pranckeviciene_2022_gad7,done,batch_143,2026-09-10T04:40:38
pranckeviciene_2022_phq9,done,batch_143,2026-09-10T04:40:38
previc_bohn2023,done,batch_143,2026-09-10T04:40:38
promis1wave1_anxiety,blocked,batch_022,2026-09-04T11:00:00-07:00
promis1wave1_depression,blocked,batch_022,2026-09-04T11:00:00-07:00
promis1wave1_fatigue,blocked,batch_022,2026-09-04T11:00:00-07:00
promis1wave1_haq,done,batch_022,2026-09-04T11:00:00-07:00
promis1wave1_pain,blocked,batch_022,2026-09-04T11:00:00-07:00
promis1wave1_physicalfunction,blocked,batch_022,2026-09-04T11:00:00-07:00
promis_BrummerHoffman_2021,blocked,batch_144,2026-09-10T05:51:05
PROMISPME_Forrest_2021_GHGlobal_Proxy,blocked,batch_144,2026-09-10T05:51:05
PROMISPME_Forrest_2021_LS_Proxy,blocked,batch_144,2026-09-10T05:51:05
PROMISPME_Forrest_2021_MP_Proxy,blocked,batch_144,2026-09-10T05:51:05
PROMISPME_Forrest_2021_Physical_Children,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_Physical_Proxy,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_PosAff_Proxy,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_Psych_Children,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_Psych_Proxy,blocked,rights_2026-09-10,2026-09-10T06:20:00
protestant_workethic,done,batch_145,2026-09-10T06:24:22
ptacek2023_aaq2,blocked,batch_145,2026-09-10T06:24:22
ptacek2023_compact,blocked,batch_145,2026-09-10T06:24:22
ptacek2023_dass21,done,batch_145,2026-09-10T06:24:22
ptacek2023_swls,blocked,batch_146,2026-09-10T06:26:15
ptcichina_zhan_2024,done,batch_146,2026-09-10T06:41:59
QCDQES_Oliveira_2022,done,batch_146,2026-09-10T06:41:59
qi_2025_dark_triad,done,batch_146,2026-09-10T06:41:59
qi_2025_individualism_collectivism,blocked,batch_147,2026-09-10T06:43:46
qi_2025_panas,done,batch_147,2026-09-10T06:43:46
qi_2025_self_concept_clarity,done,batch_147,2026-09-10T06:43:46
qi_2025_self_esteem,done,batch_147,2026-09-10T06:43:46
qiang_2025_abusive_supervision,done,batch_148,2026-09-10T07:11:06
qiang_2025_coping,done,batch_148,2026-09-10T07:11:06
qiang_2025_job_dissatisfaction,done,batch_148,2026-09-10T07:11:06
qiang_2025_job_performance,done,batch_148,2026-09-10T07:11:06
qiang_2025_red_tape,blocked,batch_149,2026-09-10T07:38:41
qiang_2025_surface_acting,done,batch_149,2026-09-10T07:38:41
qiang_2025_workplace_friendship,done,batch_149,2026-09-10T07:38:41
qin_2025_behavioral_intention,done,batch_149,2026-09-10T07:38:41
qin_2025_perceived_cultural_distance,done,batch_150,2026-09-10T07:59:31
qin_2025_tourism_experience,done,batch_150,2026-09-10T07:59:31
qin_2025_tourist_satisfaction,done,batch_150,2026-09-10T07:59:31
qol_islam_2025,blocked,batch_150,2026-09-10T07:59:31
quarter_life_crisis__cd,blocked,batch_151,2026-09-10T16:48:38+00:00
quarter_life_crisis__iuc,done,batch_151,2026-09-10T16:48:38+00:00
quarter_life_crisis__mwb,blocked,batch_151,2026-09-10T16:48:38+00:00
queiros_2018_qcae,done,batch_151,2026-09-10T16:48:38+00:00
quinn_2023_roommate_cesd,done,batch_152,2026-09-10T09:50:20
rahm_2017_panas,done,batch_152,2026-09-10T09:50:20
rahm_2017_shs,blocked,batch_152,2026-09-10T09:50:20
rahm_2017_spane,blocked,batch_152,2026-09-10T09:50:20
rahm_2017_swls,blocked,batch_153,2026-09-10T10:04:46
rahman_2022_phq9,done,batch_153,2026-09-10T10:04:46
ravenscroft_2017_transition,done,batch_153,2026-09-10T10:04:46
regalado_2023_tourism_value,done,batch_153,2026-09-10T10:04:46
reinecke_2018_online_vigilance,done,batch_154,2026-09-10T10:19:37
reinwarth_2023_domain_importance,done,batch_154,2026-09-10T10:19:37
reinwarth_2023_domain_satisfaction,done,batch_154,2026-09-10T10:19:37
reinwarth_2023_loneliness3,done,batch_154,2026-09-10T10:19:37
reinwarth_2023_phq4,done,batch_155,2026-09-10T10:34:09
ren2019_cpti,blocked,batch_155,2026-09-10T10:34:09
ren_2019_scpv,done,batch_155,2026-09-10T10:34:09
ren2019_scpv,done,batch_155,2026-09-10T10:34:09
ren_2019_sdq,blocked,batch_156,2026-09-10T11:22:55
ren2019_sdq,blocked,batch_156,2026-09-10T11:22:55
Resistance,done,batch_156,2026-09-10T11:22:55
reuter_2021_emotions,done,batch_156,2026-09-10T11:22:55
reyes_2022_eheals,done,batch_157,2026-09-10T11:53:53
rfq_wozniakprus_2021,done,batch_157,2026-09-10T11:53:53
ribeiro_2024_msk_hq,blocked,batch_157,2026-09-10T11:53:53
rightwing_authoritariansim,done,batch_157,2026-09-10T11:53:53
rinaldi_2021_mas,done,batch_158,2026-09-10T12:28:47
roar_gijbels2024,blocked,batch_158,2026-09-10T12:28:47
rodriguezandres_2016_mnemocity_usability,done,batch_158,2026-09-10T12:28:47
rodriguezquiroga_2024_epistemic_trust,done,batch_158,2026-09-10T12:28:47
roelen_2020_dietary_diversity,done,batch_159,2026-09-10T13:11:12-07:00
roelen_2020_k6,done,batch_159,2026-09-10T13:11:12-07:00
roelen_2020_rses,done,batch_159,2026-09-10T13:11:12-07:00
roettl_2018_arousal,done,batch_159,2026-09-10T13:11:12-07:00
roettl_2018_brand_attitude,done,batch_160,2026-09-10T13:13:10
roettl_2018_brand_recognition,done,batch_160,2026-09-10T13:13:10
roettl_2018_game_attitude,done,batch_160,2026-09-10T13:13:10
roettl_2018_scepticism,done,batch_160,2026-09-10T13:13:10
rosetti_2023_cas,done,batch_161,2026-09-10T13:53:16
rosetti_2023_gad7,done,batch_161,2026-09-10T13:53:16
rosetti2023_gad7,done,batch_161,2026-09-10T13:53:16
rosharudin_2023_dass21,done,batch_161,2026-09-10T13:53:16
rosharudin_2023_ders18,done,batch_162,2026-09-10T13:54:39
rr98_accuracy,done,batch_162,2026-09-10T13:54:39
ruiz_parra_2023_iri_pt,blocked,batch_162,2026-09-10T13:54:39
ruiz_parra_2023_maas,blocked,batch_162,2026-09-10T13:54:39
ruiz_parra_2023_pid5bf,blocked,batch_163,2026-09-10T14:11:37
ruiz_parra_2023_rfq8,done,batch_166,2026-09-10T16:34:20-07:00
ruiz_parra_2023_tas20,blocked,,
RvKDCS_Romiacg_Miroshnik_2020_BFI,blocked,batch_163,2026-09-10T14:11:37
RvKDCS_Romiacg_Miroshnik_2020_CBI,done,batch_163,2026-09-10T14:11:37
RvKDCS_Romiacg_Miroshnik_2020_KDOCS,blocked,batch_164,2026-09-10T15:30:00
rzeszutek_2020_ghq28,blocked,batch_164,2026-09-10T14:50:16
rzeszutek_2020_swls,blocked,batch_164,2026-09-10T14:50:16
rzeszutek_2020_wwii_matgrandfather,done,batch_164,2026-09-10T14:50:16
rzeszutek_2020_wwii_matgrandmother,done,batch_165,2026-09-10T14:51:47-07:00
rzeszutek_2020_wwii_patgrandfather,done,batch_165,2026-09-10T14:51:47-07:00
rzeszutek_2020_wwii_patgrandmother,done,batch_165,2026-09-10T14:51:47-07:00
SABFI2_Gallardo_Pujol_2018_LOT,done,batch_165,2026-09-10T14:51:47-07:00
SABFI2_Gallardo_Pujol_2018_Micro,done,batch_166,2026-09-10T16:34:20-07:00
SABFI2_Gallardo_Pujol_2018_Tight,done,batch_166,2026-09-10T16:34:20-07:00
safiye_2023_rfq,done,batch_166,2026-09-10T16:34:20-07:00
salleh_2023_aim_iam_fim,done,batch_167,2026-09-10T16:53:25-07:00
santos_2018_cesd,blocked,batch_167,2026-09-10T16:53:25-07:00
santos_2018_gse,blocked,batch_167,2026-09-10T16:53:25-07:00
saputra_2023_perceived_ease_of_use,blocked,batch_167,2026-09-10T16:53:25-07:00
saputra_2023_perceived_usefulness,blocked,batch_168,2026-09-10T17:15:02-07:00
schafer_2016_music_effects,done,batch_168,2026-09-10T17:15:02-07:00
schafer_2016_music_goals,done,batch_168,2026-09-10T17:15:02-07:00
schalet_2016_hrsa,done,batch_168,2026-09-10T17:15:02-07:00
schalet_2016_hrsd,failed,batch_169,2026-09-10T17:32:07-07:00
schmidt_2017_fas,done,batch_169,2026-09-10T17:32:07-07:00
schmidt_2017_pds,done,batch_169,2026-09-10T17:32:07-07:00
science_ltm,done,batch_169,2026-09-10T17:32:07-07:00
SCS_Suh_2023_SCS,blocked,batch_170,2026-09-10T17:51:22-07:00
sds,done,batch_170,2026-09-10T17:51:22-07:00
shan_2020_g,done,batch_170,2026-09-10T17:51:22-07:00
shan_2020_hs,done,batch_170,2026-09-10T17:51:22-07:00
shan_2020_ph,done,batch_171,2026-09-10T17:52:34-07:00
shen_2020_sas20,done,batch_171,2026-09-10T17:52:34-07:00
shi_2021_gentrification,done,batch_171,2026-09-10T17:52:34-07:00
shi_2025_dass21,done,batch_171,2026-09-10T17:52:34-07:00
shi_2025_maas,blocked,batch_172,2026-09-10T18:12:55-07:00
shi_2025_rrs,blocked,batch_172,2026-09-10T18:12:55-07:00
shin2024_creactability_adaptability,done,batch_172,2026-09-10T18:12:55-07:00
shin2024_creactability_creativity,done,batch_172,2026-09-10T18:12:55-07:00
shin2024_creactability_quickness,done,batch_173,2026-09-10T18:37:46-07:00
shineha_2024_gef_accept_factors,done,batch_173,2026-09-10T18:37:46-07:00
shineha_2024_gef_attitudes,done,batch_173,2026-09-10T18:37:46-07:00
shineha_2024_gef_info_topics,done,batch_173,2026-09-10T18:37:46-07:00
shinohara_2021_testimony,done,batch_174,2026-09-10T20:49:14
shu_2024_gad7,done,batch_174,2026-09-10T20:49:14
shu_2024_phq9,done,batch_174,2026-09-10T20:49:14
silva_2018_bsq,blocked,batch_174,2026-09-10T20:49:14
silva_2018_mbds,done,batch_174,2026-09-10T20:49:14
silva_2018_phcs,done,batch_174,2026-09-10T20:49:14
silva_2018_tfeq,blocked,batch_175,2026-09-10T21:32:25-07:00
silva_2018_whoqol,blocked,rights_1927,2026-09-04T12:00:00-07:00
silva_2023_ecohis,done,batch_175,2026-09-10T21:32:25-07:00
simsalRbim_Human_LargeValence_2017,done,batch_175,2026-09-10T21:32:25-07:00
simsalRbim_Human_LowValence_2017,done,batch_175,2026-09-10T21:32:25-07:00
simsalRbim_Mice_LargeValence,done,batch_175,2026-09-10T21:32:25-07:00
simsalRbim_Monkey_LargeValence,done,batch_175,2026-09-10T21:32:25-07:00
sinche_2017_skill_development,done,batch_176,2026-09-10T21:35:39-07:00
sinche_2017_skill_importance,done,batch_176,2026-09-10T21:35:39-07:00
singleton_2021_carbon_reduction,done,batch_176,2026-09-10T21:35:39-07:00
sleboda_2021_risk_benefit,done,batch_176,2026-09-10T21:35:39-07:00
smacof_pvq40,blocked,batch_176,2026-09-10T21:35:39-07:00
smpi_lorenzoluaces_2020_gad7,done,batch_176,2026-09-10T21:35:39-07:00
smpi_lorenzoluaces_2020_phq9,done,batch_177,2026-09-10T22:12:33-07:00
smpi_lorenzoluaces_2020_shaps,blocked,batch_177,2026-09-10T22:12:33-07:00
sned_bendall_2024,done,batch_177,2026-09-10T22:12:33-07:00
song_2023_rses,done,batch_177,2026-09-10T22:12:33-07:00
song_2025_ep,blocked,batch_177,2026-09-10T22:12:33-07:00
song_2025_fg,blocked,batch_177,2026-09-10T22:12:33-07:00
song_2025_hu,blocked,batch_178,2026-09-10T22:30:41-07:00
song_2025_st,blocked,batch_178,2026-09-10T22:30:41-07:00
srivani_2022_education4,done,batch_178,2026-09-10T22:30:41-07:00
stachl_2020_belonging,done,batch_178,2026-09-10T22:30:41-07:00
stenhouse_2026_math_anxiety,done,batch_178,2026-09-10T22:30:41-07:00
stoyel_2021_athlete_internal,blocked,batch_178,2026-09-10T22:30:41-07:00
stoyel_2021_edeq_binge_purge,blocked,batch_179,2026-09-10T22:41:42-07:00
stoyel_2021_edeq_eating_concern,blocked,batch_179,2026-09-10T22:41:42-07:00
stoyel_2021_edeq_restraint,blocked,batch_179,2026-09-10T22:41:42-07:00
stoyel_2021_edeq_shape_concern,blocked,batch_179,2026-09-10T22:41:42-07:00
stoyel_2021_edeq_weight_concern,blocked,batch_179,2026-09-10T22:41:42-07:00
stoyel_2021_neg_affect,done,batch_179,2026-09-10T22:41:42-07:00
stoyel_2021_pos_affect,done,batch_180,2026-09-10T22:56:37
stoyel_2021_social_media,blocked,batch_180,2026-09-10T22:56:37
stoyel_2021_sociocult_info,blocked,batch_180,2026-09-10T22:56:37
stoyel_2021_sociocult_pressure,blocked,batch_180,2026-09-10T22:56:37
stoyel_2021_tv_internalization,blocked,batch_180,2026-09-10T22:56:37
strohacker_2024_arms_readiness,done,batch_180,2026-09-10T22:56:37
strohacker_2024_bmzi_motive,blocked,batch_181,2026-09-10T22:59:23
sugiura_2015_disaster_characteristics,done,batch_181,2026-09-10T22:59:23
sun_2016_risky_choice_graph,done,batch_181,2026-09-10T22:59:23
sun_2021_blockchain_loan_adoption,done,batch_181,2026-09-10T22:59:23
sun_2024_innovation,done,batch_181,2026-09-10T22:59:23
sun_2024_performance_expectancy,done,batch_181,2026-09-10T22:59:23
sun_2024_price_value,done,batch_182,2026-09-10T23:15:06-07:00
sun_2024_risk,done,batch_182,2026-09-10T23:15:06-07:00
sun_2024_task_tech_fit,done,batch_182,2026-09-10T23:15:06-07:00
sun_2024_usage,done,batch_182,2026-09-10T23:15:06-07:00
sun_2026_eap_content,done,batch_182,2026-09-10T23:15:06-07:00
sun_2026_eap_difficulty,done,batch_182,2026-09-10T23:15:06-07:00
sun_2026_eap_methods,done,batch_183,2026-09-10T23:33:58-07:00
sun_2026_eap_usage,done,batch_183,2026-09-10T23:33:58-07:00
sun_2026_tiktok_travel,done,batch_183,2026-09-10T23:33:58-07:00
szameitat_2015_multitask_examples,done,batch_183,2026-09-10T23:33:58-07:00
szameitat_2015_occupation_multitask,done,batch_183,2026-09-10T23:33:58-07:00
tan_2026_stem_technology_integration,done,batch_183,2026-09-10T23:33:58-07:00
tanck_2021_edeq,blocked,batch_184,2026-09-11T00:03:03-07:00
taylorabdulai_2025_incentives,done,batch_184,2026-09-11T00:03:03-07:00
teicher_2015_mace_distress_helpless,done,batch_184,2026-09-11T00:03:03-07:00
teicher_2015_mace_distress_terrified,done,batch_184,2026-09-11T00:03:03-07:00
teicher_2015_mace_emot_neglect,done,batch_184,2026-09-11T00:03:03-07:00
teicher_2015_mace_nonverbal,done,batch_184,2026-09-11T00:03:03-07:00
teicher_2015_mace_peer_physical,done,batch_185,2026-09-11T00:20:13-07:00
teicher_2015_mace_physical,done,batch_185,2026-09-11T00:20:13-07:00
teicher_2015_mace_phys_neglect,done,batch_185,2026-09-11T00:20:13-07:00
teicher_2015_mace_sexual,done,batch_185,2026-09-11T00:20:13-07:00
teicher_2015_mace_witness_parent,done,batch_185,2026-09-11T00:20:13-07:00
teicher_2015_mace_witness_sib,done,batch_185,2026-09-11T00:20:13-07:00
temesgen_2025_elephant_park_attitude,done,batch_186,2026-09-11T00:42:46-07:00
teodorini_2020_modafinil_attitudes,done,batch_186,2026-09-11T00:42:46-07:00
teq_novak_2021_bfin,blocked,batch_186,2026-09-11T00:42:46-07:00
teq_novak_2021_selfesteem,done,batch_186,2026-09-11T00:42:46-07:00
teq_novak_2021_teq,blocked,batch_186,2026-09-11T00:42:46-07:00
teshome_2021_pss10,blocked,batch_186,2026-09-11T00:42:46-07:00
thanh_2025_attitude,done,batch_187,2026-09-11T00:45:23
thanh_2025_environ_concern,done,batch_187,2026-09-11T00:45:23
thanh_2025_green_behavior,done,batch_187,2026-09-11T00:45:23
thanh_2025_green_knowledge,done,batch_187,2026-09-11T00:45:23
thanh_2025_perceived_control,done,batch_187,2026-09-11T00:45:23
theobald_2017_group_dynamics,done,batch_187,2026-09-11T00:45:23
tian2026_digital_competence,done,batch_188,2026-09-11T01:18:19
tiemensma_2018_iesr,blocked,batch_188,2026-09-11T01:18:19
timss_tam,blocked,batch_188,2026-09-11T01:18:19
tma,blocked,batch_188,2026-09-11T01:18:19
tomioka_2022_srh_future_needs,done,batch_188,2026-09-11T01:18:19
tomioka_2022_srh_importance,done,batch_188,2026-09-11T01:18:19
tomioka_2022_srh_support_types,done,batch_189,2026-09-11T01:21:03
torices_2025_bapq,done,batch_189,2026-09-11T01:21:03
tran_2023_gad7,done,batch_189,2026-09-11T01:21:03
tran_2023_phq9,done,batch_189,2026-09-11T01:21:03
transreas_mokken,done,batch_189,2026-09-11T01:21:03
transyouth_leshin_2026_parents_dep,blocked,batch_189,2026-09-11T01:21:03
transyouth_leshin_2026_parents_posaff,blocked,batch_190,2026-09-11T06:10:45-07:00
transyouth_leshin_2026_parents_support,blocked,batch_190,2026-09-11T06:10:45-07:00
transyouth_leshin_2026_youth_anx,blocked,batch_190,2026-09-11T06:10:45-07:00
transyouth_leshin_2026_youth_posaff,blocked,batch_191,2026-09-11T06:32:45-07:00
trevisan_2018_aq,blocked,batch_191,2026-09-11T06:32:45-07:00
trevisan_2018_mscs,blocked,batch_191,2026-09-11T06:32:45-07:00
tsai_2017_treeit_h10_closure,blocked,batch_192,2026-09-11T06:47:03
tsai_2017_treeit_h11_undo,blocked,batch_192,2026-09-11T06:47:03
tsai_2017_treeit_h12_language,blocked,batch_192,2026-09-11T06:47:03
tsai_2017_treeit_h13_control,blocked,batch_193,2026-09-11T06:49:51-07:00
tsai_2017_treeit_h14_document,blocked,batch_193,2026-09-11T06:49:51-07:00
tsai_2017_treeit_h1_consistency,blocked,batch_193,2026-09-11T06:49:51-07:00
tsai_2017_treeit_h2_visibility,blocked,batch_194,2026-09-11T07:00:22-07:00
tsai_2017_treeit_h3_match,blocked,batch_194,2026-09-11T07:00:22-07:00
tsai_2017_treeit_h4_minimalist,blocked,batch_194,2026-09-11T07:00:22-07:00
tsai_2017_treeit_h5_memory,blocked,batch_195,2026-09-11T07:21:53-07:00
tsai_2017_treeit_h6_feedback,blocked,batch_195,2026-09-11T07:21:53-07:00
tsai_2017_treeit_h7_flexibility,blocked,batch_195,2026-09-11T07:21:53-07:00
tsai_2017_treeit_h8_message,blocked,batch_196,2026-09-11T07:35:58-07:00
tsai_2017_treeit_h9_error,blocked,batch_196,2026-09-11T07:35:58-07:00
tsai_2017_treeit_tam_bi,done,batch_196,2026-09-11T07:35:58-07:00
tsai_2017_treeit_tam_peou,done,batch_197,2026-09-11T07:38:43-07:00
tsai_2017_treeit_tam_pu,done,batch_197,2026-09-11T07:38:43-07:00
tuason_2021_covid_coping_enjoy,done,batch_197,2026-09-11T07:38:43-07:00
tuason_2021_loneliness_emotional,blocked,batch_198,2026-09-11T07:57:00-07:00
tuason_2021_loneliness_social,blocked,batch_198,2026-09-11T07:57:00-07:00
tuason_2021_wellbeing,blocked,batch_198,2026-09-11T07:57:00-07:00
turner_2022_cognitive_mediation,done,batch_206,2026-09-15T20:02:33-07:00
turner_2022_sr_belief_change,done,batch_206,2026-09-15T20:02:33-07:00
tutrin_2020_meq30,blocked,batch_206,2026-09-15T20:02:33-07:00
ucla_BrummerHoffman_2021,done,batch_207,2026-09-15T20:27:15-07:00
uffler_2017_lecture_seating,done,batch_207,2026-09-15T20:27:15-07:00
uffler_2017_seat_reasons,done,batch_207,2026-09-15T20:27:15-07:00
valdivia_2023_oms,done,batch_208,2026-09-15T20:43:19
valverdeberrocoso_2021_learning_design,done,batch_208,2026-09-15T20:43:19
valverdeberrocoso_2021_sqd,done,batch_208,2026-09-15T20:43:19
valverdeberrocoso_2021_tictip,done,batch_209,2026-09-15T21:05:52-07:00
vanteffelen_2020_aq_hostility,done,batch_209,2026-09-15T21:05:52-07:00
vanteffelen_2020_foa,done,batch_209,2026-09-15T21:05:52-07:00
vanteffelen_2020_pid5_hostility,blocked,batch_210,2026-09-15T21:09:14-07:00
vanteffelen_2020_rpq,blocked,batch_210,2026-09-15T21:09:14-07:00
vaporova_2020_imitation,done,batch_210,2026-09-15T21:09:14-07:00
verbagg,done,batch_211,2026-09-15T21:42:50
Veterans_Affairs_SSVF_Survey_2016-17,done,batch_211,2026-09-15T21:42:50
VSOCFP_Sebo_2024,done,batch_211,2026-09-15T21:42:50
wakui_2023_who5,blocked,batch_212,2026-09-15T21:46:18-07:00
wang_2015_donation_decision,done,batch_212,2026-09-15T21:46:18-07:00
wang_2016_study1_authliving,done,batch_212,2026-09-15T21:46:18-07:00
wang_2016_study1_power,done,batch_213,2026-09-15T22:21:27
wang_2016_study1_se,done,batch_213,2026-09-15T22:21:27
wang_2016_study3_auth,done,batch_213,2026-09-15T22:21:27
wang_2016_study3_power,done,batch_214,2026-09-15T22:24:34-07:00
wang_2016_study3_se,done,batch_214,2026-09-15T22:24:34-07:00
wang2022_dass_anxiety,done,batch_214,2026-09-15T22:24:34-07:00
wang2022_dass_depression,done,batch_215,2026-09-15T22:58:16-07:00
wang2022_dass_stress,done,batch_215,2026-09-15T22:58:16-07:00
wang2022_fomo,blocked,batch_215,2026-09-15T22:58:16-07:00
wang_2024_emotion2,blocked,batch_216,2026-09-15T23:01:34
wang_2024_emotion3,blocked,batch_216,2026-09-15T23:01:34
wang_2024_emotion4,blocked,batch_216,2026-09-15T23:01:34
wang_2025_green_space_wellbeing,done,batch_217,2026-09-15T23:10:06-07:00
wang_2026_attitude,done,batch_217,2026-09-15T23:10:06-07:00
wang_2026_behavioral_intention,done,batch_217,2026-09-15T23:10:06-07:00
wang_2026_perceived_usefulness,done,batch_218,2026-09-15T23:39:46-07:00
wang_2026_teaching_presence,done,batch_218,2026-09-15T23:39:46-07:00
warwas_2022_sharing_economy,done,batch_218,2026-09-15T23:39:46-07:00
weatherspoon_2015_family_physicians_effectiveness,blocked,batch_219,2026-09-15T23:52:25-07:00
weatherspoon_2015_family_physicians_freq,done,batch_219,2026-09-15T23:52:25-07:00
weatherspoon_2015_pediatricians_effectiveness,blocked,batch_219,2026-09-15T23:52:25-07:00
weatherspoon_2015_pediatricians_freq,done,batch_220,2026-09-16T00:08:03
weeldenburg_2022_targetmtpq,done,batch_220,2026-09-16T00:08:03
weida_2020_financial_security,done,batch_220,2026-09-16T00:08:03
wekker_2018_mfsq,blocked,batch_221,2026-09-16T00:11:17
wemwbs_BrummerHoffman_2021,blocked,batch_221,2026-09-16T00:11:17
wen_2022_pyd,done,batch_221,2026-09-16T00:11:17
wesselmann_2018_distress,done,batch_222,2026-09-16T00:24:27
wesselmann_2018_msp,done,batch_222,2026-09-16T00:24:27
wesselmann_2018_needs,done,batch_222,2026-09-16T00:24:27
wesselmann_2018_pcl,done,batch_223,2026-09-16T00:45:10-07:00
wesselmann_2018_trait_anxiety,blocked,batch_223,2026-09-16T00:45:10-07:00
whodas_BrummerHoffman_2021,blocked,batch_223,2026-09-16T00:45:10-07:00
wiedemann_2021_risk_perception,done,batch_224,2026-09-16T00:58:20-07:00
wiedemann_2021_text_readability,done,batch_224,2026-09-16T00:58:20-07:00
wilson_2022_kelpie_personality,done,batch_224,2026-09-16T00:58:20-07:00
wirs,done,batch_225,2026-09-16T01:09:06-07:00
witus_2022_narrator_perception,done,batch_225,2026-09-16T01:09:06-07:00
wolf_2017_study1_posaff,done,batch_225,2026-09-16T01:09:06-07:00
wolf_2017_study1_vitality,blocked,batch_226,2026-09-16T01:12:40
wolf_2017_study2_nature_connect,done,batch_226,2026-09-16T01:12:40
wolf_2017_study2_posaff_post,done,batch_226,2026-09-16T01:12:40
wolf_2017_study2_posaff_pre,done,batch_227,2026-09-16T01:38:06
wolf_2017_study2_vitality_post,blocked,batch_227,2026-09-16T01:38:06
