table,check,severity,message,n_rows,n_items,n_participants
fims_tam,column_order,warn,"columns start ['id', 'item', 'country']; datastandard.md step 7 writes [id, item, resp] + covariates.",89194,14,6371
firstborn_personality,resp_na,warn,resp has 19005 NAs,3160911,76,41841
fisher_temperment,resp_na,warn,resp has 180 NAs,436916,88,4967
fisher_temperment,imputed_values*,warn,Item '58' has one resp value accounting for 66% of responses — possible mean imputation.,436916,88,4967
fisher_temperment,rt_numeric*,warn,rt column is not numeric,436916,88,4967
fisher_temperment,resp_scale_mixed,warn,"items span more than one response scale: 56 on 1.0-4.0 and 26 on ['1.0-7.0', '0.0-1.0']. IRW requires one table per construct; split before submitting.",436916,88,4967
florida_twins,imputed_values*,warn,Item '12' has one resp value accounting for 94% of responses — possible mean imputation.,1212066,1809,2314
florida_twins,resp_scale_mixed,warn,"items span more than one response scale: 692 on 1.0-4.0 and 1113 on ['1.0-5.0', '0.0-1.0', '1.0-6.0']. IRW requires one table per construct; split before submitting.",1212066,1809,2314
florida_twins,column_order,warn,"columns start ['person_id', 'id', 'family_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",1212066,1809,2314
florida_twins_auth,dup_id_item,warn,37709 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),115306,100,1356
florida_twins_auth,imputed_values*,warn,Item 'auth10a' has one resp value accounting for 90% of responses — possible mean imputation.,115306,100,1356
florida_twins_auth,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",115306,100,1356
florida_twins_behavior,imputed_values*,warn,Item '6' has one resp value accounting for 63% of responses — possible mean imputation.,743286,692,1388
florida_twins_behavior,resp_scale_mixed,warn,items span more than one response scale: 514 on 1.0-4.0 and 176 on ['1.0-5.0']. IRW requires one table per construct; split before submitting.,743286,692,1388
florida_twins_behavior,column_order,warn,"columns start ['id', 'family_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",743286,692,1388
florida_twins_behavior_cads,dup_id_item,error,78146 duplicate id+item rows with no wave/timepoint/date column,156292,57,1378
florida_twins_behavior_cads,imputed_values*,warn,Item 'cads_10' has one resp value accounting for 62% of responses — possible mean imputation.,156292,57,1378
florida_twins_behavior_cadsyv,dup_id_item,error,48427 duplicate id+item rows with no wave/timepoint/date column,96854,57,861
florida_twins_behavior_cadsyv,imputed_values*,warn,Item 'cadsyv2' has one resp value accounting for 64% of responses — possible mean imputation.,96854,57,861
florida_twins_behavior_ecs,dup_id_item,error,53221 duplicate id+item rows with no wave/timepoint/date column,106442,48,1387
florida_twins_behavior_ecs,imputed_values*,warn,Item 'ecs18' has one resp value accounting for 62% of responses — possible mean imputation.,106442,48,1387
florida_twins_behavior_friends,dup_id_item,error,16193 duplicate id+item rows with no wave/timepoint/date column,32386,19,858
florida_twins_behavior_friends,imputed_values*,warn,Item 'friends10' has one resp value accounting for 81% of responses — possible mean imputation.,32386,19,858
florida_twins_behavior_panas,dup_id_item,error,44101 duplicate id+item rows with no wave/timepoint/date column,88202,40,1387
florida_twins_behavior_panas,imputed_values*,warn,Item 'panas8' has one resp value accounting for 63% of responses — possible mean imputation.,88202,40,1387
florida_twins_behavior_rcads,dup_id_item,error,104498 duplicate id+item rows with no wave/timepoint/date column,208996,94,1387
florida_twins_behavior_rcads,imputed_values*,warn,Item 'rcads1' has one resp value accounting for 70% of responses — possible mean imputation.,208996,94,1387
florida_twins_behavior_tas,dup_id_item,error,25681 duplicate id+item rows with no wave/timepoint/date column,51362,30,861
florida_twins_behavior_tas,imputed_values*,warn,Item 'tas10' has one resp value accounting for 64% of responses — possible mean imputation.,51362,30,861
florida_twins_cads,dup_id_item,warn,17901 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),89680,57,1272
florida_twins_cads,imputed_values*,warn,Item 'cadsyv21' has one resp value accounting for 63% of responses — possible mean imputation.,89680,57,1272
florida_twins_cads,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",89680,57,1272
florida_twins_chaos,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",4806,6,808
florida_twins_class,imputed_values*,warn,Item 'class5' has one resp value accounting for 63% of responses — possible mean imputation.,7994,10,806
florida_twins_class,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",7994,10,806
florida_twins_cqbar,imputed_values*,warn,Item 'cqbar1' has one resp value accounting for 94% of responses — possible mean imputation.,29100,50,767
florida_twins_cqbar,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",29100,50,767
florida_twins_dbi,imputed_values*,warn,Item 'dbi1' has one resp value accounting for 80% of responses — possible mean imputation.,21801,36,606
florida_twins_dbi,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",21801,36,606
florida_twins_dweck,dup_id_item,warn,3986 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),10997,8,879
florida_twins_dweck,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",10997,8,879
florida_twins_friends,dup_id_item,warn,15648 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),42374,21,1351
florida_twins_friends,imputed_values*,warn,Item 'friends10' has one resp value accounting for 86% of responses — possible mean imputation.,42374,21,1351
florida_twins_friends,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",42374,21,1351
florida_twins_game,imputed_values*,warn,Item 'game1_genrecode' has one resp value accounting for 62% of responses — possible mean imputation.,2326,7,591
florida_twins_game,resp_scale_mixed,warn,"items span more than one response scale: 3 on 1-6 and 4 on ['1-7', '0-1']. IRW requires one table per construct; split before submitting.",2326,7,591
florida_twins_game,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",2326,7,591
florida_twins_grades,dup_id_item,warn,3307 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),8685,4,1348
florida_twins_grades,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",8685,4,1348
florida_twins_grit,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",9257,12,782
florida_twins_hwk,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",2405,4,602
florida_twins_leq,imputed_values*,warn,Item 'leq10n' has one resp value accounting for 74% of responses — possible mean imputation.,15322,42,607
florida_twins_leq,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",15322,42,607
florida_twins_media,imputed_values*,warn,Item 'media4t' has one resp value accounting for 92% of responses — possible mean imputation.,6312,11,608
florida_twins_media,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",6312,11,608
florida_twins_nes,dup_id_item,warn,8297 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),21739,10,1353
florida_twins_nes,imputed_values*,warn,Item 'nes10' has one resp value accounting for 95% of responses — possible mean imputation.,21739,10,1353
florida_twins_nes,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",21739,10,1353
florida_twins_pals,imputed_values*,warn,Item 'qpals13' has one resp value accounting for 70% of responses — possible mean imputation.,27879,36,784
florida_twins_pals,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",27879,36,784
florida_twins_panas,dup_id_item,warn,16415 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),43228,20,1351
florida_twins_panas,imputed_values*,warn,Item 'panas13t' has one resp value accounting for 68% of responses — possible mean imputation.,43228,20,1351
florida_twins_panas,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",43228,20,1351
florida_twins_par,dup_id_item,warn,3887 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),31078,31,1353
florida_twins_par,imputed_values*,warn,Item 'par1' has one resp value accounting for 89% of responses — possible mean imputation.,31078,31,1353
florida_twins_par,resp_scale_mixed,warn,"items span more than one response scale: 11 on 1.0-2.0 and 20 on ['1.0-3.0', '1.0-5.0', '1.0-4.0']. IRW requires one table per construct; split before submitting.",31078,31,1353
florida_twins_par,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",31078,31,1353
florida_twins_read,imputed_values*,warn,Item 'read11' has one resp value accounting for 64% of responses — possible mean imputation.,43010,54,809
florida_twins_read,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",43010,54,809
florida_twins_sch,imputed_values*,warn,Item 'sch1' has one resp value accounting for 80% of responses — possible mean imputation.,15148,19,804
florida_twins_sch,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",15148,19,804
florida_twins_tech,imputed_values*,warn,Item 'tech10mf' has one resp value accounting for 76% of responses — possible mean imputation.,13198,22,608
florida_twins_tech,column_order,warn,"columns start ['id', 'cov_age', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",13198,22,608
frac20,imputed_values*,warn,Item 'item_10' has one resp value accounting for 62% of responses — possible mean imputation.,10720,20,536
frac20,column_order,warn,"columns start ['item', 'id', 'resp']; datastandard.md step 7 writes [id, item, resp] + covariates.",10720,20,536
fractals_rating,dup_id_item,error,68880 duplicate id+item rows with no wave/timepoint/date column,71680,7,400
fractals_rating,column_order,warn,"columns start ['id', 'item', 'rater']; datastandard.md step 7 writes [id, item, resp] + covariates.",71680,7,400
ftna_kasper_2022,size_skipped,info,10 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
fullscaleiq_memory,imputed_values*,warn,Item 'MQ1' has one resp value accounting for 71% of responses — possible mean imputation.,19164,6,3194
fullscaleiq_memory,resp_scale_mixed,warn,"items span more than one response scale: 2 on -4-4 and 4 on ['-5-3', '-3-5', '-2-5']. IRW requires one table per construct; split before submitting.",19164,6,3194
fullscaleiq_mentalrotation,resp_scale_mixed,warn,"items span more than one response scale: 2 on -4-4 and 4 on ['-5-3', '-2-5', '-3-5']. IRW requires one table per construct; split before submitting.",19164,6,3194
fullscaleiq_vocab,resp_scale_mixed,warn,"items span more than one response scale: 2 on -1-4 and 5 on ['-2-3', '-2-4', '-3-4']. IRW requires one table per construct; split before submitting.",22358,7,3194
g308_sirt,imputed_values*,warn,Item 'G30801' has one resp value accounting for 79% of responses — possible mean imputation.,14940,20,747
g308_sirt,column_order,warn,"columns start ['id', 'item', 'testlet']; datastandard.md step 7 writes [id, item, resp] + covariates.",14940,20,747
gad_BrummerHoffman_2021,resp_na,warn,resp has 45 NAs,63935,35,1828
gad_BrummerHoffman_2021,name_charset,warn,"table name 'gad_BrummerHoffman_2021' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",63935,35,1828
gad_BrummerHoffman_2021,column_order,warn,"columns start ['id', 'group', 'date']; datastandard.md step 7 writes [id, item, resp] + covariates.",63935,35,1828
gcbs_brotherton_2013,cov_range,warn,"cov_age spans 13-33769, outside [0, 120] -- looks like a sentinel no-answer code (999/9999) or a birth year that was never converted. irw_filter() treats every value here as an age (#1779).",37425,15,2495
gcbs_brotherton_2013_tipi,column_order,warn,"columns start ['id', 'cov_education', 'cov_urban']; datastandard.md step 7 writes [id, item, resp] + covariates.",24950,10,2495
gcbs_brotherton_2013_tipi,cov_range,warn,"cov_age spans 13-33769, outside [0, 120] -- looks like a sentinel no-answer code (999/9999) or a birth year that was never converted. irw_filter() treats every value here as an age (#1779).",24950,10,2495
gcbs_brotherton_2013_vcl,imputed_values*,warn,Item 'VCL1' has one resp value accounting for 97% of responses — possible mean imputation.,39920,16,2495
gcbs_brotherton_2013_vcl,column_order,warn,"columns start ['id', 'cov_education', 'cov_urban']; datastandard.md step 7 writes [id, item, resp] + covariates.",39920,16,2495
gcbs_brotherton_2013_vcl,cov_range,warn,"cov_age spans 13-33769, outside [0, 120] -- looks like a sentinel no-answer code (999/9999) or a birth year that was never converted. irw_filter() treats every value here as an age (#1779).",39920,16,2495
geiser_tam,imputed_values*,warn,Item 'mrt10' has one resp value accounting for 83% of responses — possible mean imputation.,12456,24,519
gender_roles,size_skipped,info,9 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
genpsych_russell_2024_gemma,resp_na,warn,resp has 306 NAs,27722,28,1000
genpsych_russell_2024_gemma,column_order,warn,"columns start ['cov_age', 'cov_english', 'cov_hispanic']; datastandard.md step 7 writes [id, item, resp] + covariates.",27722,28,1000
genpsych_russell_2024_gpt3.5,resp_na,warn,resp has 385 NAs,30646,31,1000
genpsych_russell_2024_gpt3.5,column_order,warn,"columns start ['cov_age', 'cov_english', 'cov_hispanic']; datastandard.md step 7 writes [id, item, resp] + covariates.",30646,31,1000
genpsych_russell_2024_gpt4o,resp_na,warn,resp has 362 NAs,34603,35,999
genpsych_russell_2024_gpt4o,column_order,warn,"columns start ['cov_age', 'cov_english', 'cov_hispanic']; datastandard.md step 7 writes [id, item, resp] + covariates.",34603,35,999
genpsych_russell_2024_llama3,resp_na,warn,resp has 351 NAs,29679,30,1001
genpsych_russell_2024_llama3,column_order,warn,"columns start ['cov_age', 'cov_english', 'cov_hispanic']; datastandard.md step 7 writes [id, item, resp] + covariates.",29679,30,1001
genpsych_russell_2024_mixtral,resp_na,warn,resp has 285 NAs,31651,32,998
genpsych_russell_2024_mixtral,imputed_values*,warn,Item 'items_4' has one resp value accounting for 68% of responses — possible mean imputation.,31651,32,998
genpsych_russell_2024_mixtral,column_order,warn,"columns start ['cov_age', 'cov_english', 'cov_hispanic']; datastandard.md step 7 writes [id, item, resp] + covariates.",31651,32,998
geography,size_skipped,info,100 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
gilbert_meta_1,imputed_values*,warn,Item 's_read_11_0' has one resp value accounting for 75% of responses — possible mean imputation.,226809,30,7797
gilbert_meta_1,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",226809,30,7797
gilbert_meta_10,imputed_values*,warn,Item 's_mmrp1' has one resp value accounting for 64% of responses — possible mean imputation.,96688,20,4895
gilbert_meta_10,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",96688,20,4895
gilbert_meta_100,imputed_values*,warn,Item '1' has one resp value accounting for 61% of responses — possible mean imputation.,25416,12,2118
gilbert_meta_100,column_order,warn,"columns start ['treat', 'std_baseline', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",25416,12,2118
gilbert_meta_11,imputed_values*,warn,Item 'sci1' has one resp value accounting for 61% of responses — possible mean imputation.,59246,24,2588
gilbert_meta_11,multi_scale*,warn,"Item names suggest 2 subscales (['ss', 'sci']) — IRW requires separate tables per construct.",59246,24,2588
gilbert_meta_11,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",59246,24,2588
gilbert_meta_12,imputed_values*,warn,Item 'sci1' has one resp value accounting for 71% of responses — possible mean imputation.,59005,24,2612
gilbert_meta_12,multi_scale*,warn,"Item names suggest 2 subscales (['sci', 'ss']) — IRW requires separate tables per construct.",59005,24,2612
gilbert_meta_12,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",59005,24,2612
gilbert_meta_13,dup_id_item,warn,40572 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),176009,37,3780
gilbert_meta_13,imputed_values*,warn,Item 'daysequence2' has one resp value accounting for 77% of responses — possible mean imputation.,176009,37,3780
gilbert_meta_13,multi_scale*,warn,"Item names suggest 5 subscales (['listening', 'reading', 'objectid', 'preposition']) — IRW requires separate tables per construct.",176009,37,3780
gilbert_meta_13,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",176009,37,3780
gilbert_meta_14,dup_id_item,warn,135240 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),391755,69,3780
gilbert_meta_14,imputed_values*,warn,Item 'addition_q1' has one resp value accounting for 75% of responses — possible mean imputation.,391755,69,3780
gilbert_meta_14,multi_scale*,warn,"Item names suggest 9 subscales (['addition', 'division', 'multiplication', 'subtraction']) — IRW requires separate tables per construct.",391755,69,3780
gilbert_meta_14,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",391755,69,3780
gilbert_meta_15,imputed_values*,warn,Item 'raven_test10' has one resp value accounting for 79% of responses — possible mean imputation.,35100,10,3510
gilbert_meta_15,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",35100,10,3510
gilbert_meta_16,imputed_values*,warn,Item 'q1' has one resp value accounting for 85% of responses — possible mean imputation.,257458,71,4031
gilbert_meta_16,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",257458,71,4031
gilbert_meta_17,dup_id_item,warn,756093 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),1840581,21,51652
gilbert_meta_17,imputed_values*,warn,Item 'math_s1_1' has one resp value accounting for 87% of responses — possible mean imputation.,1840581,21,51652
gilbert_meta_17,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",1840581,21,51652
gilbert_meta_18,dup_id_item,warn,725548 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),1809838,21,51652
gilbert_meta_18,imputed_values*,warn,Item 'englang_s1_1' has one resp value accounting for 66% of responses — possible mean imputation.,1809838,21,51652
gilbert_meta_18,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",1809838,21,51652
gilbert_meta_19,dup_id_item,warn,690392 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),1774229,21,51612
gilbert_meta_19,imputed_values*,warn,Item 'loclang_s1_1' has one resp value accounting for 78% of responses — possible mean imputation.,1774229,21,51612
gilbert_meta_19,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",1774229,21,51612
gilbert_meta_2,imputed_values*,warn,Item '1' has one resp value accounting for 83% of responses — possible mean imputation.,43480,20,2174
gilbert_meta_2,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",43480,20,2174
gilbert_meta_20,resp_na,warn,resp has 18 NAs,24162,93,186
gilbert_meta_20,dup_id_item,warn,6882 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),24162,93,186
gilbert_meta_20,imputed_values*,warn,Item 'procedures__q1a' has one resp value accounting for 70% of responses — possible mean imputation.,24162,93,186
gilbert_meta_20,multi_scale*,warn,"Item names suggest 3 subscales (['tuf', 'trans', 'procedures']) — IRW requires separate tables per construct.",24162,93,186
gilbert_meta_20,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",24162,93,186
gilbert_meta_21,dup_id_item,warn,26933 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),135750,86,4084
gilbert_meta_21,imputed_values*,warn,Item 'arithmetic.1' has one resp value accounting for 95% of responses — possible mean imputation.,135750,86,4084
gilbert_meta_21,multi_scale*,warn,"Item names suggest 2 subscales (['arithmetic.', 'solve.']) — IRW requires separate tables per construct.",135750,86,4084
gilbert_meta_21,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",135750,86,4084
gilbert_meta_22,dup_id_item,warn,5245 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),90051,16,5364
gilbert_meta_22,imputed_values*,warn,Item 'prfsavadultonly' has one resp value accounting for 69% of responses — possible mean imputation.,90051,16,5364
gilbert_meta_22,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",90051,16,5364
gilbert_meta_23,dup_id_item,warn,27464 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),63640,38,958
gilbert_meta_23,imputed_values*,warn,Item '10code' has one resp value accounting for 70% of responses — possible mean imputation.,63640,38,958
gilbert_meta_23,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",63640,38,958
gilbert_meta_24,dup_id_item,warn,6004 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),14294,13,644
gilbert_meta_24,imputed_values*,warn,Item 'breakfast' has one resp value accounting for 97% of responses — possible mean imputation.,14294,13,644
gilbert_meta_24,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",14294,13,644
gilbert_meta_25,dup_id_item,warn,11538 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),23222,15,779
gilbert_meta_25,imputed_values*,warn,Item 'S11_10' has one resp value accounting for 66% of responses — possible mean imputation.,23222,15,779
gilbert_meta_25,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",23222,15,779
gilbert_meta_26,dup_id_item,warn,11625 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),23310,15,779
gilbert_meta_26,imputed_values*,warn,Item 'S14_1' has one resp value accounting for 78% of responses — possible mean imputation.,23310,15,779
gilbert_meta_26,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",23310,15,779
gilbert_meta_27,dup_id_item,warn,115585 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),246834,18,8857
gilbert_meta_27,imputed_values*,warn,Item 'maser_lang_chname' has one resp value accounting for 88% of responses — possible mean imputation.,246834,18,8857
gilbert_meta_27,column_order,warn,"columns start ['block_id', 'id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",246834,18,8857
gilbert_meta_28,dup_id_item,warn,76653 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),185297,17,8857
gilbert_meta_28,imputed_values*,warn,Item 'maser_math_add1' has one resp value accounting for 80% of responses — possible mean imputation.,185297,17,8857
gilbert_meta_28,column_order,warn,"columns start ['block_id', 'id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",185297,17,8857
gilbert_meta_29,dup_id_item,warn,174705 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),358480,15,14576
gilbert_meta_29,imputed_values*,warn,Item 'caser_lang_lttrs' has one resp value accounting for 74% of responses — possible mean imputation.,358480,15,14576
gilbert_meta_29,column_order,warn,"columns start ['block_id', 'cluster_id', 'id']; datastandard.md step 7 writes [id, item, resp] + covariates.",358480,15,14576
gilbert_meta_30,dup_id_item,warn,69541 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),164735,10,14576
gilbert_meta_30,imputed_values*,warn,Item 'caser_math_add2' has one resp value accounting for 70% of responses — possible mean imputation.,164735,10,14576
gilbert_meta_30,column_order,warn,"columns start ['block_id', 'cluster_id', 'id']; datastandard.md step 7 writes [id, item, resp] + covariates.",164735,10,14576
gilbert_meta_31,dup_id_item,warn,71238 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),146583,6,12560
gilbert_meta_31,imputed_values*,warn,Item 'aser_math_2' has one resp value accounting for 94% of responses — possible mean imputation.,146583,6,12560
gilbert_meta_31,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",146583,6,12560
gilbert_meta_31,cov_range,warn,"cov_age spans 0-219, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",146583,6,12560
gilbert_meta_32,dup_id_item,warn,72380 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),162640,20,4513
gilbert_meta_32,imputed_values*,warn,Item '4' has one resp value accounting for 65% of responses — possible mean imputation.,162640,20,4513
gilbert_meta_32,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",162640,20,4513
gilbert_meta_33,dup_id_item,warn,21178 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),48773,18,1610
gilbert_meta_33,imputed_values*,warn,Item 'o3b1_tr1' has one resp value accounting for 85% of responses — possible mean imputation.,48773,18,1610
gilbert_meta_33,multi_scale*,warn,"Item names suggest 2 subscales (['o', 'i']) — IRW requires separate tables per construct.",48773,18,1610
gilbert_meta_33,column_order,warn,"columns start ['id', 'item', 'wave']; datastandard.md step 7 writes [id, item, resp] + covariates.",48773,18,1610
gilbert_meta_34,dup_id_item,warn,31284 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),40284,9,1000
gilbert_meta_34,column_order,warn,"columns start ['id', 'cluster_id', 'block_id']; datastandard.md step 7 writes [id, item, resp] + covariates.",40284,9,1000
gilbert_meta_35,dup_id_item,warn,24626 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),41808,12,1438
gilbert_meta_35,imputed_values*,warn,Item 'values_a' has one resp value accounting for 84% of responses — possible mean imputation.,41808,12,1438
gilbert_meta_35,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",41808,12,1438
gilbert_meta_36,dup_id_item,warn,10464 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),19740,7,1418
gilbert_meta_36,imputed_values*,warn,Item 'knowledge_c' has one resp value accounting for 70% of responses — possible mean imputation.,19740,7,1418
gilbert_meta_36,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",19740,7,1418
gilbert_meta_37,imputed_values*,warn,Item 'aids_blood' has one resp value accounting for 77% of responses — possible mean imputation.,17619,21,839
gilbert_meta_37,multi_scale*,warn,"Item names suggest 4 subscales (['aids', 'condom', 'nightblindness', 'wash']) — IRW requires separate tables per construct.",17619,21,839
gilbert_meta_37,column_order,warn,"columns start ['id', 'block_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",17619,21,839
gilbert_meta_38,imputed_values*,warn,Item 'aids_tested_self' has one resp value accounting for 93% of responses — possible mean imputation.,7551,9,839
gilbert_meta_38,column_order,warn,"columns start ['id', 'block_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",7551,9,839
gilbert_meta_39,imputed_values*,warn,Item 'f1_q801' has one resp value accounting for 96% of responses — possible mean imputation.,68035,10,6818
gilbert_meta_39,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",68035,10,6818
gilbert_meta_4,dup_id_item,warn,31694 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),51566,20,999
gilbert_meta_4,imputed_values*,warn,Item 'badadvice_resc' has one resp value accounting for 67% of responses — possible mean imputation.,51566,20,999
gilbert_meta_4,column_order,warn,"columns start ['id', 'block_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",51566,20,999
gilbert_meta_40,imputed_values*,warn,Item 'b1_q1001' has one resp value accounting for 90% of responses — possible mean imputation.,207858,30,8217
gilbert_meta_40,multi_scale*,warn,"Item names suggest 2 subscales (['f', 'b']) — IRW requires separate tables per construct.",207858,30,8217
gilbert_meta_40,column_order,warn,"columns start ['id', 'cluster_id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",207858,30,8217
gilbert_meta_41,imputed_values*,warn,Item 'LA_EFAL_comp_1' has one resp value accounting for 65% of responses — possible mean imputation.,1844584,1355,3230
