source,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,10.1371/journal.pone.0160859,"Psychological Treatment of Depression in People Aged 65 Years and Over: A Systematic Review of Efficacy, Safety, and Cost-Effectiveness",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0160859,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0040089,The Effectiveness of Online Cognitive Behavioral Treatment in Routine Clinical Practice,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0040089,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0128139,Depressive Symptoms are the Main Predictor for Subjective Sleep Quality in Patients with Mild Cognitive Impairment—A Controlled Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0128139,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0090185,Conditioned Pain Modulation and Situational Pain Catastrophizing as Preoperative Predictors of Pain following Chest Wall Surgery: A Prospective Observational Cohort Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0090185,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0150699,A Cross-Cultural Study of the Cognitive Model of Depression: Cognitive Experiences Converge between Egypt and Canada,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0150699,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0105956,Measuring Cognitive Errors Using the Cognitive Distortions Scale (CDS): Psychometric Properties in Clinical and Non-Clinical Samples,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0105956,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The authors confirm that all data underlying the findings are fully available without restriction. All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0142152,Deciphering Depressive Mood in Relapsing-Remitting and Progressive Multiple Sclerosis and Its Consequence on Quality of Life,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0142152,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0212304,Is type of depressive symptoms associated with patient-perceived need for professional psychological care in depressed individuals with diabetes?,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212304,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values* | SI caption: SPSS data file.   https://doi.org/10.1371/journal.pone.02123",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0212304_S1_Dataset.sav,15539,567,28,0.9788,0
plos,10.1371/journal.pone.0217841,Suicidal ideations among medical students: The role of anhedonia and type D personality,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217841,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All files are available from the OPEN 2.0 ICPSR data base (accession number 109 904).,,,,,,,
plos,10.1371/journal.pone.0276736,Sleep-related hallucinations in patients with Parkinson’s disease,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276736,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: The excel file of the dataset.   https://doi.org/10.1371/jou",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0276736_S2_File.xlsx,1800,100,18,1.0,0
plos,10.1371/journal.pone.0240466,Effect of a brief cognitive behavioral program on depressive symptoms among newly licensed registered nurses: An observational study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0240466,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Our data cannot be shared publicly because of the ethical policy because we did not denote that the data will be openly available in publication during procuring informed consent from the subjects before 2014. However, the data are available from the corresponding author upon reasonable request. The",,,,,,,
plos,10.1371/journal.pone.0266140,Measuring quality of life with the Parkinson’s Disease Questionnaire-39 in people with cognitive impairment,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0266140,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.17605/OSF.IO/QC7BJ,"The anonymized data for this specific analysis is freely available for scientific use at: Schönenberg, A., &amp; Prell, T. (2022). Assessing the use of the PDQ-39 in Cognitive Impairment. Retrieved from  osf.io/qc7bj . DOI  10.17605/OSF.IO/QC7BJ .",https://doi.org/10.17605/OSF.IO/QC7BJ,,,,,,
plos,10.1371/journal.pone.0293799,Measuring the relationship between body mass index and depression among Saudi adult population: A nationwide cross-sectional study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0293799,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0293799.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0293799_S1_Data.xlsx,117075,4,25,1170.75,0
plos,10.1371/journal.pone.0035330,Telephone Cognitive-Behavioral Therapy for Subthreshold Depression and Presenteeism in Workplace: A Randomized Controlled Trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0035330,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0234264,Changes in Beck Depression Inventory scores in prostate cancer patients undergoing androgen deprivation therapy or prostatectomy,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0234264,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0352398,Psychological assessment in patients suffering from chronic pain treated with Spinal Cord Stimulation: A prospective observational study protocol,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0352398,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion.,,,,,,,
plos,10.1371/journal.pone.0045672,Temperament Traits and Chronic Pain: The Association of Harm Avoidance and Pain-Related Anxiety,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0045672,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0092412,Elevated Social Stress Levels and Depressive Symptoms in Primary Hyperhidrosis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0092412,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0199037,Validation of a new study skills scale to provide an explanation for depressive symptoms among medical students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0199037,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Unnamed: 0' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7']",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0199037_S1_Data.xls,,,,,1
plos,10.1371/journal.pone.0149875,Criticism and Depression among the Caregivers of At-Risk Mental State and First-Episode Psychosis Patients,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0149875,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information Files.,,,,,,,
plos,10.1371/journal.pone.0218119,Depression among people living with type 2 diabetes in an urbanizing community of Nepal,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0218119,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript.,,,,,,,
plos,10.1371/journal.pone.0299348,Improving cardiorespiratory fitness and quality of life among heart failure patients: A comparative study of circuit resistance training and myofascial release techniques,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0299348,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,Location of the data: Repositório Universidade de Brasília The DOI/accession number of the data set:  http://repositorio2.unb.br/jspui/handle/10482/31497 .,,,,,,,
plos,10.1371/journal.pone.0115013,Psychological Sequelae of the Station Nightclub Fire: Comparing Survivors with and without Physical Injuries Using a Mixed-Methods Analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0115013,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The authors confirm that all data underlying the findings are fully available without restriction. All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0321373,The impact of anxiety and depression levels on the Big Five personality traits,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321373,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: SPSS data information for the research.   https://doi.org/10",DATA of our study has been uploaded as a SPSS file as supporting information.,,journal.pone.0321373_S1_File.sav,10667,410,15,1.7345,0
plos,10.1371/journal.pone.0026915,Clinical Symptoms in Fibromyalgia Are Better Associated to Lipid Peroxidation Levels in Blood Mononuclear Cells Rather than in Plasma,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0026915,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0090361,Severity of Depressive Symptoms and Accuracy of Dietary Reporting among Obese Women with Major Depressive Disorder Seeking Weight Loss Treatment,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0090361,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0160261,Depressive Symptoms Correlate with Disability and Disease Course in Multiple Sclerosis Patients: An Italian Multi-Center Study Using the Beck Depression Inventory,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0160261,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Data set.   https://doi.org/10.1371/journal.pone.0160261.s00",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0160261_S1_File.xlsx,6047,1011,6,0.9969,0
plos,10.1371/journal.pone.0255995,The association between attachment pattern and depression severity in Thai depressed patients,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0255995,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0255995.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0255995_S1_Data.sav,8630,180,48,0.9988,0
plos,10.1371/journal.pone.0251859,"Remote and adjacent psychological predictors of early-adulthood resilience: Role of early-life trauma, extraversion, life-events, depression, and social-support",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0251859,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0251859.s001",All relevant data are within the  Supporting information  files.,,journal.pone.0251859_S1_Data.csv,14287,2,33,216.4697,0
plos,10.1371/journal.pone.0256553,Let the team fix it?—Performance and mood of depressed workers and coworkers in different work contexts,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0256553,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.11588/data/PRQILA,Data for this study is located at  https://doi.org/10.11588/data/PRQILA .,https://doi.org/10.11588/data/PRQILA,,,,,,
plos,10.1371/journal.pone.0060435,Depressive Symptoms in Crohn's Disease: Relationship with Immune Activation and Tryptophan Availability,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0060435,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0084911,"Somatic Symptoms Evoked by Exam Stress in University Students: The Role of Alexithymia, Neuroticism, Anxiety and Depression",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0084911,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0138550,Vitamin D Deficiency and Depressive Symptomatology in Psychiatric Patients Hospitalized with a Current Depressive Episode: A Factor Analytic Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0138550,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are available from Figshare: ( figshare.com/articles/Vitamin_D_deficiency_and_depressive_symptomatology_in_psychiatric_patients_with_a_current_depressive_episode_a_factor_analytic_study/1512346 ).,,,,,,,
plos,10.1371/journal.pone.0143934,Effect of Systematic Follow-Up by General Practitioners after Deliberate Self-Poisoning: A Randomised Controlled Trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0143934,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,Data are not publicly available from the Oslo university hospital server. A request can be directed to the Personal Protection Agency Oslo University Hospital and the Norwegian Ethics Committee East. The reasons for the restrictions on the data deposition is because the patients have not been inform,,,,,,,
plos,10.1371/journal.pone.0027253,Can Depression be Diagnosed by Response to Mother's Face? A Personalized Attachment-Based Paradigm for Diagnostic fMRI,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0027253,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0047339,The Long-Term Impact of Physical and Emotional Trauma: The Station Nightclub Fire,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0047339,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0102986,Depressive Symptoms Are Associated with Mental Stress-Induced Myocardial Ischemia after Acute Myocardial Infarction,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0102986,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The authors confirm that, for approved reasons, some access restrictions apply to the data underlying the findings. The data underlying the study are human subject sensitive clinical data. The data, however, will be shared with interested investigators upon request and in accordance with our institu",,,,,,,
plos,10.1371/journal.pone.0171220,Test anxiety in medical school is unrelated to academic performance but correlates with an effort/reward imbalance,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0171220,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and Supporting Information Files.,,,,,,,
plos,10.1371/journal.pone.0201589,Serum concentrations of interleukin 18 and 25-hydroxyvitamin D<sub>3</sub> correlate with depression severity in men with psoriasis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0201589,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0245113,Network analysis of narrative discourse and attention-deficit hyperactivity symptoms in adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0245113,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0245113.s001","Data are available in uploaded "" Supporting Information "" file.",,journal.pone.0245113_S1_File.xlsx,849,56,15,1.0107,0
plos,10.1371/journal.pone.0058379,Depression among Chinese University Students: Prevalence and Socio-Demographic Correlates,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0058379,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0251374,Difficulties in reporting purpose and dosage of prescribed medications are associated with poor cognition and depression,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0251374,cc-by,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction* | SI caption: https://doi.org/10.1371/journal.pone.0251374.s001,All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0251374_S1_Data.xlsx,880,2,3,146.6667,0
plos,10.1371/journal.pone.0097167,Effects of an Internet-Based Cognitive Behavioral Therapy (iCBT) Program in Manga Format on Improving Subthreshold Depressive Symptoms among Healthy Workers: A Randomized Controlled Trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097167,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0248686,Reduction of depressive symptoms during inpatient treatment is not associated with changes in heart rate variability,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0248686,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 87% of responses are unique (real items reuse a small scale; this looks like a results table) | 85% of resp values are non-integer — ordinal item responses are almost always integer-valued | SI caption: https://doi.org/10.1371/journal.pone.0248686.s003,All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0248686_S1_Dataset.sav,2216,50,46,0.9635,0
plos,10.1371/journal.pone.0252237,Changes in measures of cognitive function in patients with end-stage kidney disease on dialysis and the effect of dialysis vintage: A longitudinal cohort study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252237,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5061/dryad.q83bk3jhb,"De-identified data are available from Dryad, DOI: 10.5061/dryad.q83bk3jhb .",https://doi.org/10.5061/dryad.q83bk3jhb,,,,,,
plos,10.1371/journal.pone.0187616,Impact of inability to turn in bed assessed by a wearable three-axis accelerometer on patients with Parkinson's disease,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0187616,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0184884,Acute exposure to blue wavelength light during memory consolidation improves verbal memory performance,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0184884,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Dataset for analyses.   https://doi.org/10.1371/journal.pone",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0184884_S1_Dataset.sav,990,15,33,2.0,0
plos,10.1371/journal.pone.0126559,Smartphone-Supported versus Full Behavioural Activation for Depression: A Randomised Controlled Trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0126559,cc-by,download_failed,"Invalid file, or file has unsupported features",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0126559_S1_Dataset.sav,,,,,
plos,10.1371/journal.pone.0179247,A Korean validation study of the Clinically Useful Anxiety Outcome Scale: Comorbidity and differentiation of anxiety and depressive disorders,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179247,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Data cannot be made publicly available for ethical reasons, as consent for secondary use was not obtained from study participants. Any interested researcher can obtain a de-identified, minimal dataset pending ethical approval from the Ethics Committee of the Korea University Ansan Hospital. Please c",,,,,,,
plos,10.1371/journal.pone.0186597,“ABC”—The Awareness-Body-Chart: A new tool assessing body awareness,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0186597,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5061/dryad.43792,"Data of this study are available: doi: 10.5061/dryad.43792 . According to the PLOS ONE data policy and to ensure that the data shared are in accordance with patient consent, data which might allow conclusions to be drawn to the situation of an individual are not included.",https://doi.org/10.5061/dryad.43792,,,,,,
plos,10.1371/journal.pone.0210757,"The Fear of Pain Questionnaire: Factor structure, validity and reliability of the Italian translation",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0210757,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Raw data used in the current study.   https://doi.org/10.137",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0210757_S1_Dataset.xlsx,19418,53,38,9.6415,0
plos,10.1371/journal.pone.0279272,Psychometric evaluation of the interpersonal needs questionnaire in the Indonesian language,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279272,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its  Supporting Information  files.,,,,,,,
plos,10.1371/journal.pone.0341221,Validation and limitations of the distress thermometer in identifying depression among metastatic breast cancer patients in Nigeria: Methodological challenges in depression-specific screening validation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0341221,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"De-identified participant data may be made available upon reasonable request and approval by the institutional ethics committees, subject to data sharing agreements that ensure participant privacy and appropriate use of data. The de-identified dataset cannot be publicly deposited due to ethical and ",,,,,,,
plos,10.1371/journal.pone.0165482,Psychological Profiles in the Prediction of Leukocyte Telomere Length in Healthy Individuals,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0165482,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are contained within the paper and its Supporting Information file.,,,,,,,
plos,10.1371/journal.pone.0103317,Employment among Patients with Multiple Sclerosis-A Population Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0103317,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0155125,"Prevalence and Associated Factors of Antenatal Depression among Women Attending Antenatal Care Service at Gondar University Hospital, Northwest Ethiopia",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0155125,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0177230,Fatigue in patients with neuromyelitis optica spectrum disorder and its impact on quality of life,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0177230,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0326204,Changes in heart rate variability and hemodynamics of adolescents within the frontal cortex in response to face emotional stimulation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0326204,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript and its Supporting information files.,,,,,,,
plos,10.1371/journal.pone.0093298,Psychological and Behavioral Changes during Confinement in a 520-Day Simulated Interplanetary Mission to Mars,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0093298,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0090959,"Perceived Family Support, Depression, and Suicidal Ideation among People Living with HIV/AIDS: A Cross-Sectional Study in the Kathmandu Valley, Nepal",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0090959,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0164418,Genome-Wide Association Study Identifies <i>ZNF354C</i> Variants Associated with Depression from Interferon-Based Therapy for Chronic Hepatitis C,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0164418,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0115135,"A Genetic Variant in 12q13, a Possible Risk Factor for Bipolar Disorder, Is Associated with Depressive State, Accounting for Stressful Life Events",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0115135,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6'] | SI caption: SNP information.  abbreviations: Chr: chromosome, gene: clos",The authors confirm that all data underlying the findings are fully available without restriction. All relevant data are within the paper and its Supporting Information files.,,journal.pone.0115135_S1_Table.xlsx,,,,,3
plos,10.1371/journal.pone.0033809,White Matter Abnormalities Correlating with Memory and Depression in Heroin Users under Methadone Maintenance Treatment,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0033809,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0057198,Preliminary Study on the Effectiveness of Short Group Cognitive Behavioral Therapy (GCBT) on Indonesian Older Adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0057198,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0332816,Reward network mechanism in anhedonia and depression,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0332816,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: RN group data.   https://doi.org/10.1371/journal.pone.033281","The behavioral data that support the findings of this study were included in Supplementary materials. Due to reframing from military funding (2021HL003 and 2023yjsB02), the neural data could not be placed publicly and was available from the corresponding author upon reasonable request. To ensure the",,journal.pone.0332816_S1_Data.xlsx,899,3,10,29.9667,0
plos,10.1371/journal.pone.0100022,Trait Mindfulness as a Limiting Factor for Residual Depressive Symptoms: An Explorative Study Using Quantile Regression,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0100022,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0172741,"Economic evaluation of a guided and unguided internet-based CBT intervention for major depression: Results from a multi-center, three-armed randomized controlled trial conducted in primary care",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172741,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Data cannot be made publicly available for ethical or legal reasons. The signed consent given to the patients did not included the advice of the possibility of full data availability. The data full availability would compromise the patient confidentiality, participant privacy. Future interested rese",,,,,,,
plos,10.1371/journal.pone.0251944,Quality of life in people living with HIV-associated neurocognitive disorder: A scoping review study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0251944,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All data are contained within the manuscript and  supporting information  files.,,,,,,,
plos,10.1371/journal.pone.0117926,Depressive Symptoms Are Associated with Analgesic Use in People with Alzheimer’s Disease: Kuopio ALSOVA Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0117926,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,Data is available upon request due to ethical restrictions (it contains personal information which may identify study participants; this restriction is stated in the ethical committee permission). Requests to access the data can be made to the National Institute for Health and Welfare Finland office,,,,,,,
plos,10.1371/journal.pone.0040544,Disentangling Depression and Distress Networks in the Tinnitus Brain,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0040544,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0117582,Not Early Referral but Planned Dialysis Improves Quality of Life and Depression in Newly Diagnosed End Stage Renal Disease Patients: A Prospective Cohort Study in Korea,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0117582,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0057986,Markers of Disease Severity Are Associated with Malnutrition in Parkinson's Disease,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0057986,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0199736,Screening for neuropsychological impairment in COPD patients undergoing rehabilitation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0199736,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0199736.s001",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0199736_S1_Dataset.xlsx,4323,65,67,0.9927,0
plos,10.1371/journal.pone.0128354,"An Investigative Study into Psychological and Fertility Sequelae of Gestational Trophoblastic Disease: The Impact on Patients’ Perceived Fertility, Anxiety and Depression",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0128354,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: http://dx.doi.org/10.6084/m9.figshare.1404939,Data have been deposited to Figshare:  http://dx.doi.org/10.6084/m9.figshare.1404939 .,http://dx.doi.org/10.6084/m9.figshare.1404939,,,,,,
