table,table.lower,Description,URL (for data),Reference,DOI (for paper),DOI (for data),Original License,Custom License (source),Public Reshare?,Derived License,Custom License (derived),Notes,Contributor,Date
parenting_anunciacao_2025_materialism,parenting_anunciacao_2025_materialism,,,,,,CC BY 4.0,,Public,CC BY 4.0,,"The OSF deposit (osf.io/3xvys) carried no licence until the depositor, Luis Anunciacao, set CC BY 4.0 on 2026-09-08 at IRW's request (confirmed via the OSF API, license: CC-By Attribution 4.0 International). Supersedes the interim Permission via Email recorded by apply_osf_permission() in metadata/dict_union.R. irw#2058.",automated,9/10/2026
parenting_anunciacao_2025_rejection,parenting_anunciacao_2025_rejection,,,,,,CC BY 4.0,,Public,CC BY 4.0,,"The OSF deposit (osf.io/3xvys) carried no licence until the depositor, Luis Anunciacao, set CC BY 4.0 on 2026-09-08 at IRW's request (confirmed via the OSF API, license: CC-By Attribution 4.0 International). Supersedes the interim Permission via Email recorded by apply_osf_permission() in metadata/dict_union.R. irw#2058.",automated,9/10/2026
parenting_anunciacao_2025_values,parenting_anunciacao_2025_values,,,,,,CC BY 4.0,,Public,CC BY 4.0,,"The OSF deposit (osf.io/3xvys) carried no licence until the depositor, Luis Anunciacao, set CC BY 4.0 on 2026-09-08 at IRW's request (confirmed via the OSF API, license: CC-By Attribution 4.0 International). Supersedes the interim Permission via Email recorded by apply_osf_permission() in metadata/dict_union.R. irw#2058.",automated,9/10/2026
nguyen_2026_factcheck_digital_literacy,nguyen_2026_factcheck_digital_literacy,"Digital literacy in GenAI usage: 10 items (technical skill, information evaluation, collaboration) rated 1-7 from strongly disagree to strongly agree. Survey of 668 higher-education users of generative AI tools in Singapore; the deposit has no respondent identifier or demographics.",https://doi.org/10.21979/N9/P5WUGI,"Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Checking Against Misinformation by Generative Artificial Intelligence Conversational Agents: the Role of Digital Literacy. Technology in Society. Data: Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Check Misinformation by Generative Artificial Intelligence: The Roles of Digital Literacy, Information Processing, and Information Self-Efficacy. DR-NTU (Data). https://doi.org/10.21979/N9/P5WUGI",,10.21979/N9/P5WUGI,CC BY-NC 4.0,,Public,CC BY-NC 4.0,,"CC BY-NC 4.0 on the DR-NTU deposit. Taken under the datastandard.md NC exception on ben-domingue's approval (2026-09-15, found by hand in the 2026-09-14 repos weekly batch, PR #2183); the NC restriction is carried in Derived License. Item codes are the deposit's column names; wording is in the SPSS variable labels. No journal DOI on Crossref as of 2026-09-15; SSRN preprint doi:10.2139/ssrn.6427311.",automated,9/15/2026
nguyen_2026_factcheck_user_heuristics,nguyen_2026_factcheck_user_heuristics,"User heuristics about GenAI tools used for study: 12 items (anthropomorphism, fairness, accountability, explainability expectations) rated 1-7 from strongly disagree to strongly agree. Survey of 668 higher-education users of generative AI tools in Singapore; the deposit has no respondent identifier or demographics.",https://doi.org/10.21979/N9/P5WUGI,"Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Checking Against Misinformation by Generative Artificial Intelligence Conversational Agents: the Role of Digital Literacy. Technology in Society. Data: Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Check Misinformation by Generative Artificial Intelligence: The Roles of Digital Literacy, Information Processing, and Information Self-Efficacy. DR-NTU (Data). https://doi.org/10.21979/N9/P5WUGI",,10.21979/N9/P5WUGI,CC BY-NC 4.0,,Public,CC BY-NC 4.0,,"CC BY-NC 4.0 on the DR-NTU deposit. Taken under the datastandard.md NC exception on ben-domingue's approval (2026-09-15, found by hand in the 2026-09-14 repos weekly batch, PR #2183); the NC restriction is carried in Derived License. Item codes are the deposit's column names; wording is in the SPSS variable labels. No journal DOI on Crossref as of 2026-09-15; SSRN preprint doi:10.2139/ssrn.6427311.",automated,9/15/2026
nguyen_2026_factcheck_systematic_proc,nguyen_2026_factcheck_systematic_proc,"Systematic processing of GenAI output: 12 items (perceived accuracy, trust, interpretability, expected evaluative help) rated 1-7 from strongly disagree to strongly agree. Survey of 668 higher-education users of generative AI tools in Singapore; the deposit has no respondent identifier or demographics.",https://doi.org/10.21979/N9/P5WUGI,"Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Checking Against Misinformation by Generative Artificial Intelligence Conversational Agents: the Role of Digital Literacy. Technology in Society. Data: Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Check Misinformation by Generative Artificial Intelligence: The Roles of Digital Literacy, Information Processing, and Information Self-Efficacy. DR-NTU (Data). https://doi.org/10.21979/N9/P5WUGI",,10.21979/N9/P5WUGI,CC BY-NC 4.0,,Public,CC BY-NC 4.0,,"CC BY-NC 4.0 on the DR-NTU deposit. Taken under the datastandard.md NC exception on ben-domingue's approval (2026-09-15, found by hand in the 2026-09-14 repos weekly batch, PR #2183); the NC restriction is carried in Derived License. Item codes are the deposit's column names; wording is in the SPSS variable labels. No journal DOI on Crossref as of 2026-09-15; SSRN preprint doi:10.2139/ssrn.6427311.",automated,9/15/2026
nguyen_2026_factcheck_info_self_efficacy,nguyen_2026_factcheck_info_self_efficacy,"Information self-efficacy with GenAI output: 11 items on confidence to evaluate and synthesise GenAI-generated information, rated 1-7 from strongly disagree to strongly agree. Survey of 668 higher-education users of generative AI tools in Singapore; the deposit has no respondent identifier or demographics.",https://doi.org/10.21979/N9/P5WUGI,"Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Checking Against Misinformation by Generative Artificial Intelligence Conversational Agents: the Role of Digital Literacy. Technology in Society. Data: Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Check Misinformation by Generative Artificial Intelligence: The Roles of Digital Literacy, Information Processing, and Information Self-Efficacy. DR-NTU (Data). https://doi.org/10.21979/N9/P5WUGI",,10.21979/N9/P5WUGI,CC BY-NC 4.0,,Public,CC BY-NC 4.0,,"CC BY-NC 4.0 on the DR-NTU deposit. Taken under the datastandard.md NC exception on ben-domingue's approval (2026-09-15, found by hand in the 2026-09-14 repos weekly batch, PR #2183); the NC restriction is carried in Derived License. Item codes are the deposit's column names; wording is in the SPSS variable labels. No journal DOI on Crossref as of 2026-09-15; SSRN preprint doi:10.2139/ssrn.6427311.",automated,9/15/2026
nguyen_2026_factcheck_intention,nguyen_2026_factcheck_intention,"Intention to fact-check GenAI results: 5 items on verifying results via news outlets, friends or family, search engines, social media and other sources, rated 1-7 from strongly disagree to strongly agree. Survey of 668 higher-education users of generative AI tools in Singapore; the deposit has no respondent identifier or demographics.",https://doi.org/10.21979/N9/P5WUGI,"Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Checking Against Misinformation by Generative Artificial Intelligence Conversational Agents: the Role of Digital Literacy. Technology in Society. Data: Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Check Misinformation by Generative Artificial Intelligence: The Roles of Digital Literacy, Information Processing, and Information Self-Efficacy. DR-NTU (Data). https://doi.org/10.21979/N9/P5WUGI",,10.21979/N9/P5WUGI,CC BY-NC 4.0,,Public,CC BY-NC 4.0,,"CC BY-NC 4.0 on the DR-NTU deposit. Taken under the datastandard.md NC exception on ben-domingue's approval (2026-09-15, found by hand in the 2026-09-14 repos weekly batch, PR #2183); the NC restriction is carried in Derived License. Item codes are the deposit's column names; wording is in the SPSS variable labels. No journal DOI on Crossref as of 2026-09-15; SSRN preprint doi:10.2139/ssrn.6427311.",automated,9/15/2026
nguyen_2026_factcheck_genai_use,nguyen_2026_factcheck_genai_use,"Frequency of use of four kinds of GenAI tool (conversational, productivity and writing, code-generating, image and media), rated 1 never to 5 always (more than 10 times a week). Survey of 668 higher-education users of generative AI tools in Singapore; the deposit has no respondent identifier or demographics.",https://doi.org/10.21979/N9/P5WUGI,"Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Checking Against Misinformation by Generative Artificial Intelligence Conversational Agents: the Role of Digital Literacy. Technology in Society. Data: Nguyen, T. M. C.; Lee, C. S. (2026). Fact-Check Misinformation by Generative Artificial Intelligence: The Roles of Digital Literacy, Information Processing, and Information Self-Efficacy. DR-NTU (Data). https://doi.org/10.21979/N9/P5WUGI",,10.21979/N9/P5WUGI,CC BY-NC 4.0,,Public,CC BY-NC 4.0,,"CC BY-NC 4.0 on the DR-NTU deposit. Taken under the datastandard.md NC exception on ben-domingue's approval (2026-09-15, found by hand in the 2026-09-14 repos weekly batch, PR #2183); the NC restriction is carried in Derived License. Item codes are the deposit's column names; wording is in the SPSS variable labels. No journal DOI on Crossref as of 2026-09-15; SSRN preprint doi:10.2139/ssrn.6427311.",automated,9/15/2026
zhou_2025_peer_relationship_inventory,zhou_2025_peer_relationship_inventory,"Wei Yunhua's Peer Relationship Scale (the Peer Relationship Inventory), 20 items on a 1-5 agreement scale, Chinese college students. 10,280 responses from 514 respondents on 20 items.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0320845,"Zhou, X.; Zhang, M.; Chen, L.; Li, B.; Xu, J. (2025). The effect of peer relationships on college students' behavioral intentions to be physically active: The chain-mediated role of social support and exercise self-efficacy. PLOS ONE, 20(5), e0320845. https://doi.org/10.1371/journal.pone.0320845",10.1371/journal.pone.0320845,,CC BY 4.0,,Public,CC BY 4.0,,"Renamed from zhou_2025_peer_relationship (irw#2149): that name belongs to a different paper's table (pone.0330637, 14,892 students, 16 items) in item_response_warehouse_3. Same rows, new name.",automated,9/10/2026
morano_2019_self_efficacy,morano_2019_self_efficacy,"Pictorial self-efficacy scale for physical activity, 4 items on a 1-4 scale, Italian schoolchildren. 56,140 responses from 14,035 respondents on 4 items.",https://europepmc.org/article/PMC/PMC6673428,"Morano M, Bortoli L, Ruiz MC, Vitali F, Robazza C (2019). Self-efficacy and enjoyment of physical activity in children: factorial validity of two pictorial scales. PeerJ, 7, e7402. https://doi.org/10.7717/peerj.7402",10.7717/peerj.7402,,CC BY 4.0,,Public,CC BY 4.0,,"One of two pictorial scales in the same deposit; the enjoyment scale is morano_2019_enjoyment. The deposit has no respondent identifier, so id is row position.",automated,9/16/2026
morano_2019_enjoyment,morano_2019_enjoyment,"Pictorial physical activity enjoyment scale, 4 items on a 1-5 scale, Italian schoolchildren. 56,140 responses from 14,035 respondents on 4 items.",https://europepmc.org/article/PMC/PMC6673428,"Morano M, Bortoli L, Ruiz MC, Vitali F, Robazza C (2019). Self-efficacy and enjoyment of physical activity in children: factorial validity of two pictorial scales. PeerJ, 7, e7402. https://doi.org/10.7717/peerj.7402",10.7717/peerj.7402,,CC BY 4.0,,Public,CC BY 4.0,,"Companion to morano_2019_self_efficacy from the same deposit. The deposit has no respondent identifier, so id is row position.",automated,9/16/2026
codella_2020_school_efficacy,codella_2020_school_efficacy,"School self-efficacy scale, 12 items on a 1-5 scale, Italian schoolchildren, with motor-fitness covariates (6-minute walk, standing broad jump, 4x10 shuttle) and BMI class. 47,544 responses from 3,962 respondents on 12 items.",https://europepmc.org/article/PMC/PMC7195827,"Codella R, Puci MV, Vandoni M, Correale L, Galvani C, Togni F, Casolo F, Passi A, Orizio C, Alberti G, Esposito F, Montomoli C, La Torre A (2020). School self-efficacy is affected by gender and motor skills: findings from an Italian study. PeerJ, 8, e8949. https://doi.org/10.7717/peerj.8949",10.7717/peerj.8949,,CC BY 4.0,,Public,CC BY 4.0,,"The deposited .xls has a banner in row 0, so the header is row 1; read with header=0 the item block is invisible. The last data row is not a respondent -- it carries the original Italian wording of each item, which is why item text is available for this table. Items are numbered item_1..item_12 in source order because the English column headers are full sentences.",automated,9/16/2026
ding_2025_iu,ding_2025_iu,"Intolerance of Uncertainty Scale-Short Form (IUS-12), Chinese version, 12 items on a 1-5 scale. 18,612 responses from 1,551 respondents on 12 items.",https://europepmc.org/article/PMC/PMC12318506,"Ding X, Zhao Z, Wang J, Chen C, Ding S, Gao J, Deng J, Liu D (2025). Relationships between different components of intolerance of uncertainty and symptoms of obsessive-compulsive disorder: a network analysis. PeerJ, 13, e19791. https://doi.org/10.7717/peerj.19791",10.7717/peerj.19791,,CC BY 4.0,,Public,CC BY 4.0,,"The deposited .tsv has no header row -- its first line is a respondent. Columns 0-1 are gender and age; 2-13 are the IU items and 14-31 the OCI-R items (ding_2025_ocd). Block numbering follows the paper's own node labels (IU6, OCD3). No respondent identifier in the deposit, so id is row position.",automated,9/16/2026
ding_2025_ocd,ding_2025_ocd,"Obsessive-Compulsive Inventory-Revised (OCI-R), Chinese version, 18 items on a 1-5 scale. 27,918 responses from 1,551 respondents on 18 items.",https://europepmc.org/article/PMC/PMC12318506,"Ding X, Zhao Z, Wang J, Chen C, Ding S, Gao J, Deng J, Liu D (2025). Relationships between different components of intolerance of uncertainty and symptoms of obsessive-compulsive disorder: a network analysis. PeerJ, 13, e19791. https://doi.org/10.7717/peerj.19791",10.7717/peerj.19791,,CC BY 4.0,,Public,CC BY 4.0,,Companion to ding_2025_iu from the same headerless .tsv; see that table's note for the column layout.,automated,9/16/2026
pan_2023_time_perspective,pan_2023_time_perspective,"Zimbardo Time Perspective Inventory, 20 items on a 1-5 scale, Chinese college students. 10,520 responses from 526 respondents on 20 items.",https://europepmc.org/article/PMC/PMC10666608,"Pan W, Ma Y, Long Y, Wang Y, Zhao Y (2023). Self-control mediates the relationship between time perspective and mobile phone addiction in Chinese college students. PeerJ, 11, e16467. https://doi.org/10.7717/peerj.16467",10.7717/peerj.16467,,CC BY 4.0,,Public,CC BY 4.0,,"The deposit labels its three item blocks only a*/b*/c*. This block is the ZTPI: the authors' subscale columns for it are PP, PN, PH, PF and F. Items keep the source's a1..a20 numbering; no published item numbering is asserted.",automated,9/16/2026
pan_2023_phone_addiction,pan_2023_phone_addiction,"Mobile Phone Addiction Tendency Scale (MPATS), 16 items on a 1-5 scale, Chinese college students. 8,416 responses from 526 respondents on 16 items.",https://europepmc.org/article/PMC/PMC10666608,"Pan W, Ma Y, Long Y, Wang Y, Zhao Y (2023). Self-control mediates the relationship between time perspective and mobile phone addiction in Chinese college students. PeerJ, 11, e16467. https://doi.org/10.7717/peerj.16467",10.7717/peerj.16467,,CC BY 4.0,,Public,CC BY 4.0,,"The b* block of the deposit, identified by the authors' ATP/HH/AE/RT subscale columns and by matching MPATS's published 16-item length. `b8` appears twice in the header; positionally the second is b9 and is restored as such.",automated,9/16/2026
pan_2023_self_control,pan_2023_self_control,"Self-Control Scale, 19 items on a 1-5 scale, Chinese college students. 9,994 responses from 526 respondents on 19 items.",https://europepmc.org/article/PMC/PMC10666608,"Pan W, Ma Y, Long Y, Wang Y, Zhao Y (2023). Self-control mediates the relationship between time perspective and mobile phone addiction in Chinese college students. PeerJ, 11, e16467. https://doi.org/10.7717/peerj.16467",10.7717/peerj.16467,,CC BY 4.0,,Public,CC BY 4.0,,"The c* block of the deposit. Identified by the authors' WS/S/SC/MC/IC subscales and by their `Self-control total` running 29-91, inside the 19-95 a 19-item 1-5 scale allows.",automated,9/16/2026
lev_ari_2021_ders,lev_ari_2021_ders,"Difficulties in Emotion Regulation Scale (DERS), 36 items on a 1-5 scale, Israeli community sample. 8,385 responses from 233 respondents on 36 items.",https://europepmc.org/article/PMC/PMC8349516,"Lev-Ari L, Zohar AH, Bachner-Melman R (2021). Eating for numbing: a community-based study of trauma exposure, emotion dysregulation, dissociation, body dissatisfaction and eating disorder symptoms. PeerJ, 9, e11899. https://doi.org/10.7717/peerj.11899",10.7717/peerj.11899,,CC BY 4.0,,Public,CC BY 4.0,,"id does NOT link people across waves. The deposit has a two-valued `time` column carried here as `wave`, and its `code` column cannot serve as a participant id -- null for 5 rows, literally 0 for 70 more, and 75 (code, time) pairs duplicated. A person present at both waves therefore appears as two unlinked ids.",automated,9/16/2026
lev_ari_2021_edeq,lev_ari_2021_edeq,"Eating Disorder Examination Questionnaire (EDE-Q), 22 items on a 0-6 scale, Israeli community sample. 5,126 responses from 233 respondents on 22 items.",https://europepmc.org/article/PMC/PMC8349516,"Lev-Ari L, Zohar AH, Bachner-Melman R (2021). Eating for numbing: a community-based study of trauma exposure, emotion dysregulation, dissociation, body dissatisfaction and eating disorder symptoms. PeerJ, 9, e11899. https://doi.org/10.7717/peerj.11899",10.7717/peerj.11899,,CC BY 4.0,,Public,CC BY 4.0,,Same deposit and the same wave caveat as lev_ari_2021_ders: id does not link people across the two waves.,automated,9/16/2026
lev_ari_2021_des,lev_ari_2021_des,"Dissociative Experiences Scale (DES), 14 items on a 1-11 scale, Israeli community sample. 3,261 responses from 233 respondents on 14 items.",https://europepmc.org/article/PMC/PMC8349516,"Lev-Ari L, Zohar AH, Bachner-Melman R (2021). Eating for numbing: a community-based study of trauma exposure, emotion dysregulation, dissociation, body dissatisfaction and eating disorder symptoms. PeerJ, 9, e11899. https://doi.org/10.7717/peerj.11899",10.7717/peerj.11899,,CC BY 4.0,,Public,CC BY 4.0,,Same deposit and the same wave caveat as lev_ari_2021_ders: id does not link people across the two waves.,automated,9/16/2026
qi_2024_phq9,qi_2024_phq9,"PHQ-9 depression screen, 9 items on a 0-3 scale, Chinese nurses. 2,637 responses from 293 respondents on 9 items.",https://europepmc.org/article/PMC/PMC11627075,"Qi X, Xu HN (2024). The impact of nurses' stress situation coping on somatization: a mediated moderation model. PeerJ, 12, e18658. https://doi.org/10.7717/peerj.18658",10.7717/peerj.18658,,CC BY 4.0,,Public,CC BY 4.0,,One of five instruments in one deposited sheet; the authors' `* Total score` columns are composites and are excluded.,automated,9/16/2026
qi_2024_somatic,qi_2024_somatic,"Somatic symptom scale, 15 items on a 1-4 scale, Chinese nurses. 4,395 responses from 293 respondents on 15 items.",https://europepmc.org/article/PMC/PMC11627075,"Qi X, Xu HN (2024). The impact of nurses' stress situation coping on somatization: a mediated moderation model. PeerJ, 12, e18658. https://doi.org/10.7717/peerj.18658",10.7717/peerj.18658,,CC BY 4.0,,Public,CC BY 4.0,,"Five columns inside this block carry PHQ/GAD names (PHQ3, PHQ4, PHQ1, GAD1, PHQ7 repeated) while holding this block's 1-4 scale. SSS1..SSS15 are complete without them, so those five are excluded rather than guessed at.",automated,9/16/2026
qi_2024_pss10,qi_2024_pss10,"Perceived Stress Scale (PSS-10), 10 items on a 0-4 scale, Chinese nurses. 2,930 responses from 293 respondents on 10 items.",https://europepmc.org/article/PMC/PMC11627075,"Qi X, Xu HN (2024). The impact of nurses' stress situation coping on somatization: a mediated moderation model. PeerJ, 12, e18658. https://doi.org/10.7717/peerj.18658",10.7717/peerj.18658,,CC BY 4.0,,Public,CC BY 4.0,,`PSS0` in the deposited header is a typo for PSS4 -- it sits in position 4 of an otherwise complete PSS1..PSS10 -- and is renamed rather than dropped.,automated,9/16/2026
qi_2024_mspss,qi_2024_mspss,"Multidimensional Scale of Perceived Social Support (MSPSS), 12 items on a 1-7 scale, Chinese nurses. 3,516 responses from 293 respondents on 12 items.",https://europepmc.org/article/PMC/PMC11627075,"Qi X, Xu HN (2024). The impact of nurses' stress situation coping on somatization: a mediated moderation model. PeerJ, 12, e18658. https://doi.org/10.7717/peerj.18658",10.7717/peerj.18658,,CC BY 4.0,,Public,CC BY 4.0,,Named PSSS* in the deposit. Header spacing is irregular (`PSSS 2`) and is normalised.,automated,9/16/2026
qi_2024_ciss,qi_2024_ciss,"Coping Inventory for Stressful Situations (CISS), 21 items on a 1-5 scale, Chinese nurses. 6,153 responses from 293 respondents on 21 items.",https://europepmc.org/article/PMC/PMC11627075,"Qi X, Xu HN (2024). The impact of nurses' stress situation coping on somatization: a mediated moderation model. PeerJ, 12, e18658. https://doi.org/10.7717/peerj.18658",10.7717/peerj.18658,,CC BY 4.0,,Public,CC BY 4.0,,One of five instruments in one deposited sheet.,automated,9/16/2026
arbinaga_2025_aaq2,arbinaga_2025_aaq2,"Acceptance and Action Questionnaire-II (AAQ-II), 7 items on a 1-7 scale, Spanish soccer referees. 1,092 responses from 156 respondents on 7 items.",https://europepmc.org/article/PMC/PMC12352424,"Arbinaga F, Moreno San Pedro E, Mendoza-Sierra MI (2025). Psychopathological symptoms in soccer referees: the role of psychological inflexibility and perfectionism. PeerJ, 13, e19790. https://doi.org/10.7717/peerj.19790",10.7717/peerj.19790,,CC BY 4.0,,Public,CC BY 4.0,,"One of three instruments in one deposited .sav. No respondent identifier in the deposit, so id is row position.",automated,9/16/2026
arbinaga_2025_sport_anxiety,arbinaga_2025_sport_anxiety,"Sport Anxiety Scale, 45 items on a 0-4 scale, Spanish soccer referees. 7,020 responses from 156 respondents on 45 items.",https://europepmc.org/article/PMC/PMC12352424,"Arbinaga F, Moreno San Pedro E, Mendoza-Sierra MI (2025). Psychopathological symptoms in soccer referees: the role of psychological inflexibility and perfectionism. PeerJ, 13, e19790. https://doi.org/10.7717/peerj.19790",10.7717/peerj.19790,,CC BY 4.0,,Public,CC BY 4.0,,"The deposit's SAF* columns are the authors' subscale totals, not responses, and are excluded.",automated,9/16/2026
arbinaga_2025_perfectionism,arbinaga_2025_perfectionism,"Multidimensional Perfectionism Scale, 31 items on a 1-5 scale, Spanish soccer referees. 4,836 responses from 156 respondents on 31 items.",https://europepmc.org/article/PMC/PMC12352424,"Arbinaga F, Moreno San Pedro E, Mendoza-Sierra MI (2025). Psychopathological symptoms in soccer referees: the role of psychological inflexibility and perfectionism. PeerJ, 13, e19790. https://doi.org/10.7717/peerj.19790",10.7717/peerj.19790,,CC BY 4.0,,Public,CC BY 4.0,,"The deposit numbers this block to 38 with gaps; only the 31 columns present are included, each keeping its source number so items stay matchable to the published instrument. MPS3 and MPS23 are observed 1-4 only -- category non-use in 156 referees, not a separate scale. MPSF* are the authors' subscale totals and are excluded.",automated,9/16/2026
fan_2026_coping,fan_2026_coping,"Simplified Coping Style Questionnaire (SCSQ), 20 items on a 0-3 scale, Chinese family caregivers of haematopoietic stem cell transplant patients. 4,000 responses from 200 respondents on 20 items.",https://europepmc.org/article/PMC/PMC13398390,"Fan X, Zhang Y, Yan J, Kang Z, Wei Y, Guo X, Liu Y, Chen J, Ding D (2026). Social support and care burden in family caregivers of patients with hematologic malignancies: a parallel mediation model of coping strategies. PeerJ, 14, e21527. https://doi.org/10.7717/peerj.21527",10.7717/peerj.21527,,CC BY 4.0,,Public,CC BY 4.0,,"Item names are the deposit's own descriptive English labels, which are the only item identifiers it carries.",automated,9/16/2026
fan_2026_care_burden,fan_2026_care_burden,"Caregiver Burden Inventory (CBI), 24 items on a 0-4 scale, Chinese family caregivers of haematopoietic stem cell transplant patients. 4,800 responses from 200 respondents on 24 items.",https://europepmc.org/article/PMC/PMC13398390,"Fan X, Zhang Y, Yan J, Kang Z, Wei Y, Guo X, Liu Y, Chen J, Ding D (2026). Social support and care burden in family caregivers of patients with hematologic malignancies: a parallel mediation model of coping strategies. PeerJ, 14, e21527. https://doi.org/10.7717/peerj.21527",10.7717/peerj.21527,,CC BY 4.0,,Public,CC BY 4.0,,"The deposit's third block, social_support_01..32, is deliberately NOT in IRW: it is the SSRS with its 10 questions expanded into one column per response option, mixing 1-4 ratings, 0/1 checkboxes and one constant column. The instrument is the Caregiver Burden Inventory (Novak & Guest, 1989), which the paper names and which has the 24 items and 0-4 scoring seen here; an earlier version of this row and of data/fan_2026_caregivers.py called it the Zarit Burden Interview, a different 22-item instrument.",automated,9/16/2026
pop_2023_mp_concern,pop_2023_mp_concern,"Microplastics awareness and concern, 3 binary items (heard of microplastics; concern for health; concern for the environment), Romanian respondents. 1,251 responses from 417 respondents on 3 items.",https://europepmc.org/article/PMC/PMC10625762,"Pop V, Ozunu A, Petrescu DC, Stan AD, Petrescu-Mag RM (2023). The influence of media narratives on microplastics risk perception. PeerJ, 11, e16338. https://doi.org/10.7717/peerj.16338",10.7717/peerj.16338,,CC BY 4.0,,Public,CC BY 4.0,,Split from pop_2023_mp_media because the two blocks run on different response scales. Full English item wording is the deposit's column headers.,automated,9/16/2026
pop_2023_mp_media,pop_2023_mp_media,"Microplastics information known from the media, 8 items on a 1-7 scale, Romanian respondents. 3,336 responses from 417 respondents on 8 items.",https://europepmc.org/article/PMC/PMC10625762,"Pop V, Ozunu A, Petrescu DC, Stan AD, Petrescu-Mag RM (2023). The influence of media narratives on microplastics risk perception. PeerJ, 11, e16338. https://doi.org/10.7717/peerj.16338",10.7717/peerj.16338,,CC BY 4.0,,Public,CC BY 4.0,,Questions 4-11 of the same survey as pop_2023_mp_concern; kept separate because that block is binary and this one is 1-7.,automated,9/16/2026
aziz_2020_bmq,aziz_2020_bmq,"Beliefs about Medicines Questionnaire (BMQ), 18 items on a 1-5 scale, Malaysian hypertensive outpatients. 2,880 responses from 160 respondents on 18 items.",https://europepmc.org/article/PMC/PMC7075362,"Aziz F, Malek S, Mhd Ali A, Wong MS, Mosleh M, Milow P (2020). Determining hypertensive patients' beliefs towards medication and associations with medication adherence using machine learning methods. PeerJ, 8, e8286. https://doi.org/10.7717/peerj.8286",10.7717/peerj.8286,,CC BY 4.0,,Public,CC BY 4.0,,"The sheet interleaves the authors' subscale totals (Specific Necessity, Specific Concern, General Overused, General Harm) with the items; those are excluded. The B block is not in numerical order in the file and is not renumbered, so items stay matchable to the published BMQ. No respondent identifier in the deposit, so id is row position.",automated,9/16/2026
aziz_2020_adherence,aziz_2020_adherence,"Medication adherence scale, 8 items on a 0-4 scale, Malaysian hypertensive outpatients. 1,280 responses from 160 respondents on 8 items.",https://europepmc.org/article/PMC/PMC7075362,"Aziz F, Malek S, Mhd Ali A, Wong MS, Mosleh M, Milow P (2020). Determining hypertensive patients' beliefs towards medication and associations with medication adherence using machine learning methods. PeerJ, 8, e8286. https://doi.org/10.7717/peerj.8286",10.7717/peerj.8286,,CC BY 4.0,,Public,CC BY 4.0,,"The `Adherence Level` column is the authors' composite and is excluded. No respondent identifier in the deposit, so id is row position.",automated,9/16/2026
bukhori_2024_iat,bukhori_2024_iat,"Malay Internet Addiction Test (M-IAT), 20 items on a 0-5 scale, Malaysian adolescents. 8,400 responses from 420 respondents on 20 items.",https://europepmc.org/article/PMC/PMC11216186,"Md Bukhori AB, Ja'afar MH (2024). Internet addiction among adolescents during the COVID-19 pandemic: Associations with sociodemographic and psychological distress. PeerJ, 12, e17489. https://doi.org/10.7717/peerj.17489",10.7717/peerj.17489,,CC BY 4.0,,Public,CC BY 4.0,,"The deposited SurveyMonkey export has a TWO-ROW header (block label above item wording); read as a single header row the items collapse into `Unnamed:` columns, which is why upstream triage saw no item structure. Items are numbered from the source's own numbering within each block. Total Score columns are composites and are excluded.",automated,9/16/2026
bukhori_2024_dass,bukhori_2024_dass,"Malay DASS-21, 21 items on a 0-3 scale, Malaysian adolescents. 8,820 responses from 420 respondents on 21 items.",https://europepmc.org/article/PMC/PMC11216186,"Md Bukhori AB, Ja'afar MH (2024). Internet addiction among adolescents during the COVID-19 pandemic: Associations with sociodemographic and psychological distress. PeerJ, 12, e17489. https://doi.org/10.7717/peerj.17489",10.7717/peerj.17489,,CC BY 4.0,,Public,CC BY 4.0,,From the same two-row-header export as bukhori_2024_iat; see that table's note.,automated,9/16/2026
fitz_2024_polknow,fitz_2024_polknow,"Political knowledge battery, 6 binary items, US survey respondents. 16,815 responses from 2,807 respondents on 6 items.",https://europepmc.org/article/PMC/PMC11076582,"Fitz EB, Stecuła DA, Hitt MP, Saunders KL (2024). Objective numeracy exacerbates framing effects from decision-making under political risk. Scientific reports, 14, 10473. https://doi.org/10.1038/s41598-024-61099-y",10.1038/s41598-024-61099-y,10.7910/DVN/MMOGJI,CC BY 4.0,,Public,CC BY 4.0,,The article is CC BY; the data are deposited separately at Harvard Dataverse (doi:10.7910/DVN/MMOGJI) and were reached from the paper's Data Availability statement. These 6 items are already scored 0/1 in the deposit.,automated,9/16/2026
