_key,source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,license,refined_flag,refined_reason
10.7910/dvn/fcbogb,dataverse,A Tutorial on Systematic Methodology for Psychometric Model Selection: Case Study of the EOAQ-EST,https://doi.org/10.7910/DVN/FCBOGB,10.7910/dvn/fcbogb,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",2329.0,137.0,17.0,1.0,data.xlsx,0.0,cc0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/hdesr3,dataverse,Replication Data for: Border Anxiety in International Discourse,https://doi.org/10.7910/DVN/HDESR3,10.7910/dvn/hdesr3,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*",21508.0,5377.0,4.0,1.0,keyword_filtered_tiles.csv,6.0,cc0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/g50khd,dataverse,De-identified Individual Participant Data for: The Philippine Stroke Screening Questionnaire (PSSQ): Diagnostic Accuracy and Reliability,https://doi.org/10.7910/DVN/G50KHD,10.7910/dvn/g50khd,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",800.0,100.0,8.0,1.0,De-identified IPD - PSSQ Validation.xlsx,0.0,cc0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.1371/journal.pone.0150497,figshare,Schoolbook Texts: Behavioral Achievement Priming in Math and Language,https://plos.figshare.com/articles/dataset/Schoolbook_Texts_Behavioral_Achievement_Priming_in_Math_and_Language/3097306,10.1371/journal.pone.0150497,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1113.0,159.0,7.0,1.0,S1 Dataset.xlsx,1.0,cc-by,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/mr53av,dataverse,Virtual daily living test to screen for mild cognitive impairment using kinematic movement analysis,https://doi.org/10.7910/DVN/MR53AV,10.7910/dvn/mr53av,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",966.0,42.0,23.0,1.0,Experimental results for virtual daily living test.csv,0.0,cc0,aggregate_continuous,Response has >50 unique values and very few apparent participants — likely a summary / aggregate file with continuous measures
10.7910/dvn/bf0eeq,dataverse,Quantitative data:Transfer Effects from Two Methods of Delivering ThinkRx Cognitive Training to Children with Learning Struggles: A Randomized Controlled Trial,https://doi.org/10.7910/DVN/BF0EEQ,10.7910/dvn/bf0eeq,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1406.0,38.0,37.0,1.0,ThinkRx versus BrainLab raw dataset_SS and Percentiles.xlsx,0.0,cc0,aggregate_continuous,Response has >50 unique values and very few apparent participants — likely a summary / aggregate file with continuous measures
10.1371/journal.pone.0203696,figshare,An event-related potential study of spatial working memory in binge drinking college students,https://plos.figshare.com/articles/dataset/An_event-related_potential_study_of_spatial_working_memory_in_binge_drinking_college_students/7069499,10.1371/journal.pone.0203696,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*",200.0,50.0,4.0,1.0,pone.0203696.s001.xlsx,1.0,cc-by,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.6084/m9.figshare.21747236.v2,figshare,alexithymia_measurement_emotional vocabulary.xlsx,https://figshare.com/articles/dataset/alexithymia_emotional_vocabulary_McEnaney_Ryan_xlsx/21747236,10.6084/m9.figshare.21747236.v2,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",23790.0,366.0,65.0,1.0,alexithymia_measurement_emotional vocabulary_dataset.xlsx,0.0,cc-by,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.6084/m9.figshare.23100746.v1,figshare,Antepartum + Postapartum Depression Files,https://figshare.com/articles/dataset/Antepartum_Postapartum_Depression_Files/23100746,10.6084/m9.figshare.23100746.v1,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",25669.0,1351.0,19.0,1.0,Postpartum Depression.xlsx,1.0,cc-by,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.6084/m9.figshare.32104447.v1,figshare,The Role of Adverse Childhood Experiences in Adult Anxiety and Depression: The Roles of Resilience and Mindful Awareness,https://figshare.com/articles/dataset/The_Role_of_Adverse_Childhood_Experiences_in_Adult_Anxiety_and_Depression_The_Roles_of_Resilience_and_Mindful_Awareness/32104447,10.6084/m9.figshare.32104447.v1,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",15128.0,244.0,62.0,1.0,Dataset.xlsx,0.0,,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.6084/m9.figshare.32578083.v1,figshare,Essential Oil-Herbal Sachet Intervention for Sleep Quality and Anxiety in Maintenance Hemodialysis: A Single-Center Randomized Trial,https://figshare.com/articles/dataset/Essential_Oil-Herbal_Sachet_Intervention_for_Sleep_Quality_and_Anxiety_in_Maintenance_Hemodialysis_A_Single-Center_Randomized_Trial/32578083,10.6084/m9.figshare.32578083.v1,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",1408.0,88.0,16.0,1.0,data.xlsx,0.0,,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
https://osf.io/pqx37/,osf,"Depression, Anxiety, and Sense of Belonging in College Students: An Analysis Based on Academic Major, Living Situation, and Attendance Modality",https://osf.io/pqx37/,,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | license_unknown* — license 'unknown' not recognised as open; verify before submission",8835.0,155.0,57.0,1.0,data.csv,0.0,unknown,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
,osf,Are Reactive Cognitive Control Processes Reliable?,https://osf.io/t9c6z/,,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | license_unknown* — license '563c1cf88c5e4a3877f9e96a' not recognised as open; verify before submission",2043098.0,682797.0,3.0,0.9974,Experiment1.csv,6.0,563c1cf88c5e4a3877f9e96a,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/tkvjfe,dataverse,Latent profiles of physical literacy and their longitudinal association with burnout among university faculty: A three-wave dataset,https://doi.org/10.7910/DVN/TKVJFE,10.7910/dvn/tkvjfe,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*",75482.0,1014.0,82.0,0.9078,Dataset.xlsx,0.0,,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/vlqxjg,dataverse,Replication Data for: Exposure to worrisome topics can increase cognitive performance,https://doi.org/10.7910/DVN/VLQXJG,10.7910/dvn/vlqxjg,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",69138.0,1816.0,42.0,0.9065,base_anonym_AMU.xlsx,0.0,cc0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/wabykr,dataverse,"Dataset for the Study ""What predicts changes in perceived teacher work ability?""",https://doi.org/10.7910/DVN/WABYKR,10.7910/dvn/wabykr,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",104505.0,613.0,182.0,0.9367,Dataset_What predicts changes in PTWA.xlsx,0.0,,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/n42lwg,dataverse,Quantifying Risk for Anxiety Disorders in Preschool Children:  A Machine Learning Approach,https://doi.org/10.7910/DVN/N42LWG,10.7910/dvn/n42lwg,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | license_unknown* — license 'i.-acceptance-of-this-agreement-by-downloading-or-otherwise-accessing-the-materials,-downloader-represents-his/her-acceptance-of-the-terms-of-this-agreement.-ii.-modification-of-this",7655.0,307.0,25.0,0.9974,Testing Data.xlsx,1.0,"i.-acceptance-of-this-agreement-by-downloading-or-otherwise-accessing-the-materials,-downloader-represents-his/her-acceptance-of-the-terms-of-this-agreement.-ii.-modification-of-this-agreement-users-may-modify-the-terms-of-this-agreement-at-any-time.-however,-any-modifications-to-this-agreement-will-only-be-effective-for-downloads-subsequent-to-such-modification.-no-modifications-will-supersede-any-previous-terms-that-were-in-effect-at-the-time-of-the-downloader’s-download.-iii.-use-of-the-materials-use-of-the-materials-include-but-are-not-limited-to-viewing-parts-or-the-whole-of-the-content-included-in-the-materials;-comparing-data-or-content-from-the-materials-with-data-or-content-in-other-materials;-verifying-research-results-with-the-content-included-in-the-materials;-and-extracting-and/or-appropriating-any-part-of-the-content-included-in-the-materials-for-use-in-other-projects,-publications,-research,-or-other-related-work-products.-representations-in-use-of-the-materials,-downloader-represents-that:-downloader-is-not-bound-by-any-pre-existing-legal-obligations-or-other-applicable-laws-that-prevent-downloader-from-downloading-or-using-the-materials;-downloader-will-not-use-the-materials-in-any-way-prohibited-by-applicable-laws;-downloader-has-no-knowledge-of-and-will-therefore-not-be-responsible-for-any-restrictions-regarding-the-use-of-materials-beyond-what-is-described-in-this-agreement;-and-downloader-has-no-knowledge-of-and-will-therefore-not-be-responsible-for-any-inaccuracies-and-any-other-such-problems-with-regards-to-the-content-of-the-materials-and-the-accompanying-citation-information.-b.-restrictions-in-his/her-use-of-the-materials,-downloaders-cannot:-obtain-information-from-the-materials-that-results-in-downloader-or-any-third-party(ies)-directly-or-indirectly-identifying-any-research-subjects-with-the-aid-of-other-information-acquired-elsewhere;-produce-connections-or-links-among-the-information-included-in-user’s-datasets-(including-information-in-the-materials),-or-between-the-information-included-in-user’s-datasets-(including-information-in-the-materials)-and-other-third-party-information-that-could-be-used-to-identify-any-individuals-or-organizations,-not-limited-to-research-subjects;-and-extract-information-from-the-materials-that-could-aid-downloader-in-gaining-knowledge-about-or-obtaining-any-means-of-contacting-any-subjects-already-known-to-downloader.-iv.-representations-and-warranties-user-represents-that-user-has-all-rights-required-to-make-available-and-distribute-the-materials.-except-for-such-representation,-the-materials-is-provided-“as-is”-and-“as-available”-and-without-warranty-of-any-kind,-express-or-implied,-including,-but-not-limited-to,-non-infringement,-merchantability-and-fitness-for-a-particular-purpose,-and-any-warranties-implied-by-any-course-of-performance-or-usage-of-trade,-all-of-which-are-expressly-disclaimed.-without-limiting-the-foregoing,-user-does-not-warrant-that:-(a)-the-materials-are-accurate,-complete,-reliable-or-correct;-(b)-the-materials-files-will-be-secure-;-(c)-the-materials-will-be-available-at-any-particular-time-or-location;-(d)-any-defects-or-errors-will-be-corrected;-(e)-the-materials-and-accompanying-files-are-free-of-viruses-or-other-harmful-components;-or-(f)-the-results-of-using-the-materials-will-meet-downloader’s-requirements.-downloader’s-use-of-the-materials-is-solely-at-downloader’s-own-risk.-v.-limitation-of-liability-in-no-event-shall-user-be-liable-under-contract,-tort,-strict-liability,-negligence-or-any-other-legal-theory-with-respect-to-the-materials-(i)-for-any-direct-damages,-or-(ii)-for-any-lost-profits-or-special,-indirect,-incidental,-punitive,-or-consequential-damages-of-any-kind-whatsoever.-vi.-indemnification-downloader-will-indemnify-and-hold-user-harmless-from-and-against-any-and-all-loss,-cost,-expense,-liability,-or-damage,-including,-without-limitation,-all-reasonable-attorneys’-fees-and-court-costs,-arising-from-the-i)-downloader’s-misuse-of-the-materials;-(ii)-downloader’s-violation-of-the-terms-of-this-agreement;-or-(iii)-infringement-by-downloader-or-any-third-party-of-any-intellectual-property-or-other-right-of-any-person-or-entity-contained-in-the-materials.-such-losses,-costs,-expenses,-damages,-or-liabilities-shall-include,-without-limitation,-all-actual,-general,-special,-and-consequential-damages.-vii.-dispute-resolution-downloader-and-user-agree-that-any-cause-of-action-arising-out-of-or-related-to-the-download-or-use-of-the-materials-must-commence-within-one-(1)-year-after-the-cause-of-action-arose;-otherwise,-such-cause-of-action-is-permanently-barred.-this-agreement-shall-be-governed-by-and-interpreted-in-accordance-with-the-laws-of-the-commonwealth-of-massachusetts-(excluding-the-conflict-of-laws-rules-thereof).-all-disputes-under-this-agreement-will-be-resolved-in-the-applicable-state-or-federal-courts-of-massachusetts.-downloader-consents-to-the-jurisdiction-of-such-courts-and-waives-any-jurisdictional-or-venue-defenses-otherwise-available.-viii.-integration-and-severability-this-agreement-represents-the-entire-agreement-between-downloader-and-user-with-respect-to-the-downloading-and-use-of-the-materials,-and-supersedes-all-prior-or-contemporaneous-communications-and-proposals-(whether-oral,-written-or-electronic)-between-downloader-and-user-with-respect-to-downloading-or-using-the-materials.-if-any-provision-of-this-agreement-is-found-to-be-unenforceable-or-invalid,-that-provision-will-be-limited-or-eliminated-to-the-minimum-extent-necessary-so-that-the-agreement-will-otherwise-remain-in-full-force-and-effect-and-enforceable.-ix.-miscellaneous-user-may-assign,-transfer-or-delegate-any-of-its-rights-and-obligations-hereunder-without-consent.-no-agency,-partnership,-joint-venture,-or-employment-relationship-is-created-as-a-result-of-the-agreement-and-neither-party-has-any-authority-of-any-kind-to-bind-the-other-in-any-respect-outside-of-the-terms-described-within-this-agreement.-in-any-action-or-proceeding-to-enforce-rights-under-the-agreement,-the-prevailing-party-will-be-entitled-to-recover-costs-and-attorneys’-fees.",aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
https://osf.io/3ah7x/,osf,Examining the Conceptual and Empirical Distinctiveness of Agreeableness and “Dark” Personality Items,https://osf.io/3ah7x/,,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | license_unknown* — license 'unknown' not recognised as open; verify before submission",139114.0,487.0,286.0,0.9988,AD_items.csv,0.0,unknown,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/xopdq5,dataverse,"Duraj Anna & Trusz Sławomir. Expectancies of Significant Others, Students’ Mathematics Anxiety, and Their Mathematics Achievement: A Longitudinal Study - Dataset",https://doi.org/10.7910/DVN/XOPDQ5,10.7910/dvn/xopdq5,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",62281.0,524.0,119.0,0.9988,Expectancies_Anxiety_LongitudinalSt_N524.xlsx,0.0,,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/wrcdss,dataverse,Psychometric evaluation of Neurotology patients,https://doi.org/10.7910/DVN/WRCDSS,10.7910/dvn/wrcdss,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",15024.0,2505.0,6.0,0.9996,Neurotology questionnaire.xlsx,0.0,,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.6084/m9.figshare.29554325.v1,figshare,Dataset of PHQ-9 Tamil Validation in Sri Lanka,https://figshare.com/articles/dataset/Dataset_of_PHQ-9_Tamil_Validation_in_Sri_Lanka/29554325,10.6084/m9.figshare.29554325.v1,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",14363.0,898.0,16.0,0.9997,PHQ-9 Tamil Validation- Archival data.csv,0.0,,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
https://osf.io/hwp2f/,osf,Refining Pro-Environmental Behavior Measurement: Psychometric properties and Dimensionality of the Italian General Ecological Behaviors Scale,https://osf.io/hwp2f/,,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | license_unknown* — license '563c1cf88c5e4a3877f9e972' not recognised as open; verify before submission",17907.0,398.0,45.0,0.9998,GEB_dataset.csv,0.0,563c1cf88c5e4a3877f9e972,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.6084/m9.figshare.20624124.v1,figshare,The FoMO Phenomenon: The Young Adults’ Struggle with Self-Esteem and  Rejection Sensitivity,https://figshare.com/articles/dataset/The_FoMO_Phenomenon_The_Young_Adults_Struggle_with_Self-Esteem_and_Rejection_Sensitivity/20624124,10.6084/m9.figshare.20624124.v1,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",7789.0,190.0,41.0,0.9999,codeddata-final.xlsx,0.0,cc-by,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
,figshare,Explaining variation in reading comprehension in Northern Sotho-English bilingual children a Simple View of Reading perspective on longitudinal data.xlsx,https://figshare.com/articles/dataset/Explaining_variation_in_reading_comprehension_in_Northern_Sotho-English_bilingual_children_a_Simple_View_of_Reading_perspective_on_longitudinal_data_xlsx/20655702,10.6084/m9.figshare.20655702.v1,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*",927.0,103.0,9.0,1.0,Explaining variation in reading comprehension in Northern Sotho-English bilingual children a Simple View of Reading perspective on longitudinal data.xlsx,0.0,cc-by,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
,figshare,"A comparison of combined sound-meaning vocabulary instruction versus semantic instruction on vocabulary, phonemic awareness and decoding  in 5-6 year olds",https://orda.shef.ac.uk/articles/dataset/A_comparison_of_combined_sound-meaning_vocabulary_instruction_versus_semantic_instruction_on_vocabulary_phonemic_awareness_and_decoding_in_5-6_year_olds/21197800,10.15131/shef.data.21197800.v1,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",10374.0,266.0,39.0,1.0,ORDA csv file.csv,0.0,cc-by,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
,dataverse,L1 literacy and L2 oracy dataset,https://doi.org/10.7910/DVN/TAFRCO,10.7910/dvn/tafrco,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",4900.0,49.0,100.0,1.0,0 Quantitative data.xlsx,0.0,cc0,aggregate_continuous,Response has >50 unique values and very few apparent participants — likely a summary / aggregate file with continuous measures
,dataverse,Physical capacity is associated with attention but not with general executive function in middle aged adults,https://doi.org/10.7910/DVN/2HQBKQ,10.7910/dvn/2hqbkq,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",6788.0,363.0,19.0,0.9842,Physical Capacity and Executive Functions.xlsx,0.0,cc0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/lmfs1v,dataverse,Psychometric Properties of the Slovenian Version of the Diabetes Empowerment Scale,https://doi.org/10.7910/DVN/LMFS1V,10.7910/dvn/lmfs1v,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",13694.0,289.0,48.0,0.9872,validacija DES.xlsx,0.0,cc0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
,figshare,Table_1_The effect of bipolar bihemispheric tDCS on executive function and working memory abilities.xlsx,https://frontiersin.figshare.com/articles/dataset/Table_1_The_effect_of_bipolar_bihemispheric_tDCS_on_executive_function_and_working_memory_abilities_xlsx/24933984,10.3389/fpsyg.2023.1275878.s001,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",277.0,56.0,5.0,0.9893,Table_1_The effect of bipolar bihemispheric tDCS on executive function and working memory abilities.xlsx,0.0,cc-by,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/gniotf,dataverse,Benefit finding and well-being over the course of the COVID-19 pandemic,https://doi.org/10.7910/DVN/GNIOTF,10.7910/dvn/gniotf,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",199890.0,701.0,288.0,0.9901,silver_linings_data_feb2022.csv,0.0,cc0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
,figshare,Supplemental Small Group Early Literacy Intervention data.csv,https://figshare.com/articles/dataset/Supplemental_Small_Group_Early_Literacy_Intervention_data_csv/21090787,10.6084/m9.figshare.21090787.v1,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",1192.0,60.0,20.0,0.9933,Supplemental Small Group Early Literacy Intervention data.csv,0.0,cc-by,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
,osf,Executive function skills account for a bilingual advantage in English word learning,https://osf.io/9fcdx/,,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | license_unknown* — license 'unknown' not recognised as open; verify before submission",2206.0,74.0,30.0,0.9937,Analytical Data.xlsx,0.0,unknown,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/0ef5ki,dataverse,Validation of the blended learning usability evaluation – questionnaire (BLUE-Q) through an innovative Bayesian questionnaire validation approach,https://doi.org/10.7910/DVN/0EF5KI,10.7910/dvn/0ef5ki,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",698.0,54.0,13.0,0.9943,jeehp-21-31-dataset.xlsx,0.0,cc0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
https://osf.io/f4ky7/,osf,Relationship between emotional reactivity to visual stimuli and basic personality traits,https://osf.io/f4ky7/,,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | license_unknown* — license '563c1cf88c5e4a3877f9e96a' not recognised as open; verify before submission",1313.0,120.0,11.0,0.9947,Study 1 dataset.csv,2.0,563c1cf88c5e4a3877f9e96a,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.6084/m9.figshare.31962552.v1,figshare,Exploring the significance of depression in triple-negative breast cancer based on the PHQ-9 scale,https://figshare.com/articles/dataset/Exploring_the_significance_of_depression_in_triple-negative_breast_cancer_based_on_the_PHQ-9_scale/31962552,10.6084/m9.figshare.31962552.v1,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",60900.0,4060.0,15.0,1.0,data.xlsx,0.0,,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
10.7910/dvn/ygufst,dataverse,Cognitive Constraints and Business Decisions: A Bibliometric and Systematic Literature Review,https://doi.org/10.7910/DVN/YGUFST,10.7910/dvn/ygufst,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*",90.0,30.0,3.0,1.0,VOSviewer.xlsx,0.0,,aggregate_continuous,Response has >50 unique values and very few apparent participants — likely a summary / aggregate file with continuous measures
10.7910/dvn/gj6p8j,dataverse,Replication Data for: Cognitive Benefits of Open-skill Movement: How Improvisational Dance Enhances Executive Functions and Creativity,https://doi.org/10.7910/DVN/GJ6P8J,10.7910/dvn/gj6p8j,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*",930.0,30.0,31.0,1.0,raw data.xlsx,0.0,,aggregate_continuous,Response has >50 unique values and very few apparent participants — likely a summary / aggregate file with continuous measures
