source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,irw_file,n_other_files
dataverse,Depression: Command file,https://doi.org/10.7910/DVN/NQSIMF,10.7910/dvn/nqsimf,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Depression,https://doi.org/10.7910/DVN/J7ZXEN,10.7910/dvn/j7zxen,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary file 1_Inter-relationships of depression and anxiety symptoms among widowed and non-widowed older adults: findings from the Chinese Longitudinal Healthy Longevity Survey based on network analysis and propensity score matching.docx,https://frontiersin.figshare.com/articles/dataset/Supplementary_file_1_Inter-relationships_of_depression_and_anxiety_symptoms_among_widowed_and_non-widowed_older_adults_findings_from_the_Chinese_Longitudinal_Healthy_Longevity_Survey_based_on_network_analysis_and_propensity_score_matching_d/28579679,10.3389/fpubh.2025.1495284.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Replication Data for: Following Political Science Students Through Their Methods Training: Statistics Anxiety, Student Satisfaction, and Final Grades in the Corona Year 2021–22",https://doi.org/10.7910/DVN/B3G6GH,10.7910/dvn/b3g6gh,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Determining How Individuals Manage their  Driving Anxiety,https://doi.org/10.7910/DVN/CLIYNZ,10.7910/dvn/cliynz,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_Adherence to the cMIND and AIDD diets and their associations with anxiety in older adults in China.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Adherence_to_the_cMIND_and_AIDD_diets_and_their_associations_with_anxiety_in_older_adults_in_China_docx/28521455,10.3389/fnut.2025.1548072.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 2_Music listening for psychological well-being in adults with acquired vision impairment: a feasibility randomised controlled trial.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_2_Music_listening_for_psychological_well-being_in_adults_with_acquired_vision_impairment_a_feasibility_randomised_controlled_trial_pdf/28479266,10.3389/fpsyt.2025.1505283.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_Music listening for psychological well-being in adults with acquired vision impairment: a feasibility randomised controlled trial.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Music_listening_for_psychological_well-being_in_adults_with_acquired_vision_impairment_a_feasibility_randomised_controlled_trial_pdf/28479275,10.3389/fpsyt.2025.1505283.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 4_Music listening for psychological well-being in adults with acquired vision impairment: a feasibility randomised controlled trial.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_4_Music_listening_for_psychological_well-being_in_adults_with_acquired_vision_impairment_a_feasibility_randomised_controlled_trial_docx/28479257,10.3389/fpsyt.2025.1505283.s004,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 3_Music listening for psychological well-being in adults with acquired vision impairment: a feasibility randomised controlled trial.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_3_Music_listening_for_psychological_well-being_in_adults_with_acquired_vision_impairment_a_feasibility_randomised_controlled_trial_pdf/28479260,10.3389/fpsyt.2025.1505283.s003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Piloting a Nature-based Cognitive Behavioral Therapy Program on  Participants with Depressive Symptoms_A Randomized Control  Trial,https://figshare.com/articles/dataset/Piloting_a_Nature-based_Cognitive_Behavioral_Therapy_Program_on_Participants_with_Depressive_Symptoms_A_Randomized_Control_Trial/28418675,10.6084/m9.figshare.28418675.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Comparison of Cognitive Behavioral Therapy and Ericksonian Hypnosis Therapy forDepression and Anxiety Symptoms; Controlled Randomized Study,https://figshare.com/articles/dataset/Comparison_of_Cognitive_Behavioral_Therapy_and_Ericksonian_Hypnosis_Therapy_forDepression_and_Anxiety_Symptoms_Controlled_Randomized_Study/28022963,10.6084/m9.figshare.28022963.v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Escape response data by ms,https://doi.org/10.7910/DVN/N2JOEO,10.7910/dvn/n2joeo,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Escape response data by trial,https://doi.org/10.7910/DVN/MT4Z2G,10.7910/dvn/mt4z2g,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Changes in mood states during inpatient rehabilitation after spinal cord injury,https://tandf.figshare.com/articles/dataset/Changes_in_mood_states_during_inpatient_rehabilitation_after_spinal_cord_injury/28271062,10.6084/m9.figshare.28271062.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Baseline liver fibrosis-4 score correlates to the progression of anxiety and cognitive impairment in patients with Parkinson’s disease.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Baseline_liver_fibrosis-4_score_correlates_to_the_progression_of_anxiety_and_cognitive_impairment_in_patients_with_Parkinson_s_disease_docx/28268711,10.3389/fnagi.2025.1501319.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_Symptom network analysis of insomnia-depression-anxiety-stigma in tuberculosis patients.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Symptom_network_analysis_of_insomnia-depression-anxiety-stigma_in_tuberculosis_patients_docx/28261823,10.3389/fpsyt.2024.1513524.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_Psychometric assessment of the Beck anxiety inventory and key anxiety determinants among Ukrainian female refugees in the Czech Republic.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Psychometric_assessment_of_the_Beck_anxiety_inventory_and_key_anxiety_determinants_among_Ukrainian_female_refugees_in_the_Czech_Republic_docx/28209674,10.3389/fpsyg.2024.1529718.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Males and females anxiety-like behavior,https://doi.org/10.7910/DVN/ZXEWRE,10.7910/dvn/zxewre,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Machine learning prediction of anxiety symptoms in social anxiety disorder: utilizing multimodal data from virtual reality sessions.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Machine_learning_prediction_of_anxiety_symptoms_in_social_anxiety_disorder_utilizing_multimodal_data_from_virtual_reality_sessions_docx/28152155,10.3389/fpsyt.2024.1504190.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Effect of the strategy game Mangala on cognitive function, anxiety, depression, and fine motor skills in individuals with Alzheimer’s disease: A randomized controlled trial",https://tandf.figshare.com/articles/dataset/Effect_of_the_strategy_game_Mangala_on_cognitive_function_anxiety_depression_and_fine_motor_skills_in_individuals_with_Alzheimer_s_disease_A_randomized_controlled_trial/28123715,10.6084/m9.figshare.28123715.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Psychometric analysis of the Brazilian version of the MADRS in a sample of mood disorders from the Northeast of Brazil,https://doi.org/10.7910/DVN/OANHOE,10.7910/dvn/oanhoe,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,<b>Evaluating Trauma-Focused Cognitive Behavioral Therapy in Earthquake Survivors: A Controlled Trial</b>,https://figshare.com/articles/dataset/_b_Evaluating_Trauma-Focused_Cognitive_Behavioral_Therapy_in_Earthquake_Survivors_A_Controlled_Trial_b_/28104869,10.6084/m9.figshare.28104869.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Replication Data for: Depression and Associated Lifestyle Behaviors,https://doi.org/10.7910/DVN/HWMJAE,10.7910/dvn/hwmjae,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Stigma and psychological health in psoriasis patients based on the dual-factor model of mental health: the chain mediating roles of social appearance anxiety and alexithymia.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Stigma_and_psychological_health_in_psoriasis_patients_based_on_the_dual-factor_model_of_mental_health_the_chain_mediating_roles_of_social_appearance_anxiety_and_alexithymia_docx/28088771,10.3389/fpsyt.2024.1499714.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Elderly, Loneliness, Depression",https://doi.org/10.7910/DVN/QX3YMQ,10.7910/dvn/qx3ymq,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Psychometric properties of Spanish Version of Hospital Anxiety and Depression Scale in cancer patients,https://figshare.com/articles/dataset/Supplement1_dta/13626773,10.6084/m9.figshare.13626773.v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 2_A network approach to understanding occupational psychological distress: linking depression, anxiety, and burnout among Chinese healthcare professionals.pdf",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_2_A_network_approach_to_understanding_occupational_psychological_distress_linking_depression_anxiety_and_burnout_among_Chinese_healthcare_professionals_pdf/28054085,10.3389/fpsyg.2024.1474523.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 4_A network approach to understanding occupational psychological distress: linking depression, anxiety, and burnout among Chinese healthcare professionals.pdf",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_4_A_network_approach_to_understanding_occupational_psychological_distress_linking_depression_anxiety_and_burnout_among_Chinese_healthcare_professionals_pdf/28054079,10.3389/fpsyg.2024.1474523.s003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 3_A network approach to understanding occupational psychological distress: linking depression, anxiety, and burnout among Chinese healthcare professionals.pdf",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_3_A_network_approach_to_understanding_occupational_psychological_distress_linking_depression_anxiety_and_burnout_among_Chinese_healthcare_professionals_pdf/28054082,10.3389/fpsyg.2024.1474523.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 1_A network approach to understanding occupational psychological distress: linking depression, anxiety, and burnout among Chinese healthcare professionals.csv",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_A_network_approach_to_understanding_occupational_psychological_distress_linking_depression_anxiety_and_burnout_among_Chinese_healthcare_professionals_csv/28054073,10.3389/fpsyg.2024.1474523.s005,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 5_A network approach to understanding occupational psychological distress: linking depression, anxiety, and burnout among Chinese healthcare professionals.pdf",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_5_A_network_approach_to_understanding_occupational_psychological_distress_linking_depression_anxiety_and_burnout_among_Chinese_healthcare_professionals_pdf/28054076,10.3389/fpsyg.2024.1474523.s004,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 1_Psychometric evaluation and community norms of the PHQ-9, based on a representative German sample.pdf",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Psychometric_evaluation_and_community_norms_of_the_PHQ-9_based_on_a_representative_German_sample_pdf/28016759,10.3389/fpsyt.2024.1483782.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Validation of the Turkish version of the Chronic Stress Scale: assessing social role-related stressors and their impact on psychopathology.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Validation_of_the_Turkish_version_of_the_Chronic_Stress_Scale_assessing_social_role-related_stressors_and_their_impact_on_psychopathology_docx/28007204,10.3389/fpsyg.2024.1479845.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_The effect size of rs521851 in the intron of MAGI2/S-SCAM on HADS-D scores correlates with EAT-26 scores for eating disorders risk.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_The_effect_size_of_rs521851_in_the_intron_of_MAGI2_S-SCAM_on_HADS-D_scores_correlates_with_EAT-26_scores_for_eating_disorders_risk_pdf/27968919,10.3389/fpsyt.2024.1416009.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_The population based cognitive testing in subjects with SARS-CoV-2 (POPCOV2) study: longitudinal investigation of remote cognitive and fatigue screening in PCR-positive cases and negative controls.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_The_population_based_cognitive_testing_in_subjects_with_SARS-CoV-2_POPCOV2_study_longitudinal_investigation_of_remote_cognitive_and_fatigue_screening_in_PCR-positive_cases_and_negative_controls_docx/27929322,10.3389/fnhum.2024.1468204.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Pearson correlations between psychometric subscales, together with PCA factor loadings.",https://plos.figshare.com/articles/dataset/Pearson_correlations_between_psychometric_subscales_together_with_PCA_factor_loadings_/27891706,10.1371/journal.pone.0313619.t003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Allopregnanolone and mood in the peripartum: a longitudinal assessment in healthy women.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Allopregnanolone_and_mood_in_the_peripartum_a_longitudinal_assessment_in_healthy_women_DOCX/27872706,10.3389/fnbeh.2024.1499416.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"The role of emotional regulation and interpersonal support in grief, depression, and markers of inflammation in Hispanic women with breast cancer",https://figshare.com/articles/dataset/The_role_of_emotional_regulation_and_interpersonal_support_in_grief_depression_and_markers_of_inflammation_in_Hispanic_women_with_breast_cancer/27868260,10.6084/m9.figshare.27868260.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Associations between polygenic risk scores for depression and CES-D scores (n = 1529).,https://plos.figshare.com/articles/dataset/Associations_between_polygenic_risk_scores_for_depression_and_CES-D_scores_n_1529_/27319238,10.1371/journal.pone.0312194.t006,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,DataSheet1_Cost-effectiveness analysis of mindfulness-based cognitive therapy in patients with anxiety disorders in secondary mental health care settings alongside a randomized controlled trial.zip,https://frontiersin.figshare.com/articles/dataset/DataSheet1_Cost-effectiveness_analysis_of_mindfulness-based_cognitive_therapy_in_patients_with_anxiety_disorders_in_secondary_mental_health_care_settings_alongside_a_randomized_controlled_trial_zip/27301914,10.3389/fpsyt.2024.1391786.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Factors associated with anxiety.,https://plos.figshare.com/articles/dataset/Factors_associated_with_anxiety_/27294344,10.1371/journal.pone.0312300.t003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Parameter estimates and model fit statistics for Tobit models of CES-D-10 depression scores.,https://plos.figshare.com/articles/dataset/Parameter_estimates_and_model_fit_statistics_for_Tobit_models_of_CES-D-10_depression_scores_/27278490,10.1371/journal.pgph.0003545.t003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,CES-D-10 depression score and age summary statistics grouped by time and sex.,https://plos.figshare.com/articles/dataset/CES-D-10_depression_score_and_age_summary_statistics_grouped_by_time_and_sex_/27278487,10.1371/journal.pgph.0003545.t002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Validation of a brief image elicitation task as an indicator of subjective wellbeing in the general population.zip,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Validation_of_a_brief_image_elicitation_task_as_an_indicator_of_subjective_wellbeing_in_the_general_population_zip/27274614,10.3389/fpubh.2024.1435144.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Validation of a brief image elicitation task as an indicator of subjective wellbeing in the general population.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Validation_of_a_brief_image_elicitation_task_as_an_indicator_of_subjective_wellbeing_in_the_general_population_docx/27274620,10.3389/fpubh.2024.1435144.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,GAD-7.,https://plos.figshare.com/articles/dataset/GAD-7_/27250121,10.1371/journal.pone.0302953.s005,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,PHQ-9.,https://plos.figshare.com/articles/dataset/PHQ-9_/27250118,10.1371/journal.pone.0302953.s004,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,<b>The Relationship Between Mindfulness and Depression: Examining the Chain Mediating Role of Shyness and Core Self-evaluation</b>,https://figshare.com/articles/dataset/_b_The_Relationship_Between_Mindfulness_and_Depression_Examining_the_Chain_Mediating_Role_of_Shyness_and_Core_Self-evaluation_b_/27211653,10.6084/m9.figshare.27211653.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Impact of diagnostic procedures in Pap-positive women on anxiety,https://doi.org/10.7910/DVN/A8O2SR,10.7910/dvn/a8o2sr,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary Material for: A pilot survey of patient perspectives on an artificial intelligence-generated presenter in a patient information video about face-down positioning after vitreoretinal surgery,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_A_pilot_survey_of_patient_perspectives_on_an_artificial_intelligence-generated_presenter_in_a_patient_information_video_about_face-down_positioning_after_vitreoretinal_surgery/27079102,10.6084/m9.figshare.27079102.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,DataSheet1_Effectiveness of group-based psycho-education on preventing postpartum depression among pregnant women by primary healthcare provider in primary healthcare institution: a cluster-randomized controlled trial.zip,https://frontiersin.figshare.com/articles/dataset/DataSheet1_Effectiveness_of_group-based_psycho-education_on_preventing_postpartum_depression_among_pregnant_women_by_primary_healthcare_provider_in_primary_healthcare_institution_a_cluster-randomized_controlled_trial_zip/26975131,10.3389/fpsyt.2024.1433942.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Development of a structured interview for the modified version of the Beth Israel Hospital psychosomatic questionnaire for alexithymia.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Development_of_a_structured_interview_for_the_modified_version_of_the_Beth_Israel_Hospital_psychosomatic_questionnaire_for_alexithymia_docx/26462017,10.3389/fpsyt.2024.1356643.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Identification of genetic susceptibility for Chinese migraine with depression using machine learning.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Identification_of_genetic_susceptibility_for_Chinese_migraine_with_depression_using_machine_learning_docx/26410525,10.3389/fneur.2024.1418529.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_2_Identification of genetic susceptibility for Chinese migraine with depression using machine learning.docx,https://frontiersin.figshare.com/articles/dataset/Table_2_Identification_of_genetic_susceptibility_for_Chinese_migraine_with_depression_using_machine_learning_docx/26410528,10.3389/fneur.2024.1418529.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Percentage of responses for PHQ 9.,https://plos.figshare.com/articles/dataset/Percentage_of_responses_for_PHQ_9_/26358584,10.1371/journal.pgph.0003463.t002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Impact pathways of personality and psychosocial stress on depression among adult community residents in China: a fuzzy-set qualitative comparative analysis.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Impact_pathways_of_personality_and_psychosocial_stress_on_depression_among_adult_community_residents_in_China_a_fuzzy-set_qualitative_comparative_analysis_docx/26357008,10.3389/fpsyg.2024.1375698.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Cross-cultural Adaptation, Reliability and Validity Tests of Screen for Child Anxiety and Related Emotional Disorders (SCARED) Child Versions in Indonesian Adolescents",https://doi.org/10.7910/DVN/WJPDKK,10.7910/dvn/wjpdkk,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Replication Data for: A Tradeoff Between Mental Well-Being and Political Mobilization,https://doi.org/10.7910/DVN/M6DUDV,10.7910/dvn/m6dudv,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,<b>Effects of Ericksonian Hypnotherapy Versus Cognitive Behavioral Therapy on Prolonged Grief Among University Students: A Randomized Clinical Trial</b>,https://figshare.com/articles/dataset/_b_Effects_of_Ericksonian_Hypnotherapy_Versus_Cognitive_Behavioral_Therapy_on_Prolonged_Grief_Among_University_Students_A_Randomized_Clinical_Trial_b_/25744869,10.6084/m9.figshare.25744869.v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Age-related reduction in anxiety and neural encoding of negative emotional memory.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Age-related_reduction_in_anxiety_and_neural_encoding_of_negative_emotional_memory_docx/26157397,10.3389/fnagi.2024.1375435.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Age-related reduction in anxiety and neural encoding of negative emotional memory.xlsx,https://frontiersin.figshare.com/articles/dataset/Table_1_Age-related_reduction_in_anxiety_and_neural_encoding_of_negative_emotional_memory_xlsx/26157400,10.3389/fnagi.2024.1375435.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,DataSheet_1_Bovine colostrum supplementation as a new perspective in depression and substance use disorder treatment: a randomized placebo-controlled study.pdf,https://frontiersin.figshare.com/articles/dataset/DataSheet_1_Bovine_colostrum_supplementation_as_a_new_perspective_in_depression_and_substance_use_disorder_treatment_a_randomized_placebo-controlled_study_pdf/26056582,10.3389/fpsyt.2024.1366942.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_The Thr92Ala polymorphism in the type 2 deiodinase gene is linked to depression in patients with COVID-19 after hospital discharge.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_The_Thr92Ala_polymorphism_in_the_type_2_deiodinase_gene_is_linked_to_depression_in_patients_with_COVID-19_after_hospital_discharge_docx/25989574,10.3389/fendo.2024.1366500.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Replication Data for: Perceived stress and creativity: the roles of subjective well-being and depression,https://doi.org/10.7910/DVN/BSZWBM,10.7910/dvn/bszwbm,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Overview of effect size results from muscle strength and depression according to sex.,https://plos.figshare.com/articles/dataset/Overview_of_effect_size_results_from_muscle_strength_and_depression_according_to_sex_/25945482,10.1371/journal.pone.0303925.t005,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Overview of effect size results from participants muscle groups and depression.,https://plos.figshare.com/articles/dataset/Overview_of_effect_size_results_from_participants_muscle_groups_and_depression_/25945479,10.1371/journal.pone.0303925.t004,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary Material for: Music from noise-canceling headphones is beneficial against anxiety in male bladder cancer patients undergoing follow-up cystoscopy: A prospective randomized trial,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Music_from_noise-canceling_headphones_is_beneficial_against_anxiety_in_male_bladder_cancer_patients_undergoing_follow-up_cystoscopy_A_prospective_randomized_trial/25795114,10.6084/m9.figshare.25795114.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"MHP (Anxiety, Stress, Depression) Dataset of University Students",https://figshare.com/articles/dataset/MHP_Anxiety_Stress_Depression_Dataset_of_University_Students/25771164,10.6084/m9.figshare.25771164.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data_Sheet_1_Association between loneliness and cognitive function, and brain volume in community-dwelling elderly.docx",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Association_between_loneliness_and_cognitive_function_and_brain_volume_in_community-dwelling_elderly_docx/25711350,10.3389/fnagi.2024.1389476.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_6_Behavioral activation for depression in groups embedded in psychosomatic rehabilitation inpatient treatment: a quasi-randomized controlled study.docx,https://frontiersin.figshare.com/articles/dataset/Table_6_Behavioral_activation_for_depression_in_groups_embedded_in_psychosomatic_rehabilitation_inpatient_treatment_a_quasi-randomized_controlled_study_docx/25689534,10.3389/fpsyt.2024.1229380.s009,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_5_Behavioral activation for depression in groups embedded in psychosomatic rehabilitation inpatient treatment: a quasi-randomized controlled study.docx,https://frontiersin.figshare.com/articles/dataset/Table_5_Behavioral_activation_for_depression_in_groups_embedded_in_psychosomatic_rehabilitation_inpatient_treatment_a_quasi-randomized_controlled_study_docx/25689531,10.3389/fpsyt.2024.1229380.s008,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_3_Behavioral activation for depression in groups embedded in psychosomatic rehabilitation inpatient treatment: a quasi-randomized controlled study.docx,https://frontiersin.figshare.com/articles/dataset/Table_3_Behavioral_activation_for_depression_in_groups_embedded_in_psychosomatic_rehabilitation_inpatient_treatment_a_quasi-randomized_controlled_study_docx/25689525,10.3389/fpsyt.2024.1229380.s006,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_4_Behavioral activation for depression in groups embedded in psychosomatic rehabilitation inpatient treatment: a quasi-randomized controlled study.docx,https://frontiersin.figshare.com/articles/dataset/Table_4_Behavioral_activation_for_depression_in_groups_embedded_in_psychosomatic_rehabilitation_inpatient_treatment_a_quasi-randomized_controlled_study_docx/25689528,10.3389/fpsyt.2024.1229380.s007,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_2_Behavioral activation for depression in groups embedded in psychosomatic rehabilitation inpatient treatment: a quasi-randomized controlled study.docx,https://frontiersin.figshare.com/articles/dataset/Table_2_Behavioral_activation_for_depression_in_groups_embedded_in_psychosomatic_rehabilitation_inpatient_treatment_a_quasi-randomized_controlled_study_docx/25689519,10.3389/fpsyt.2024.1229380.s005,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Behavioral activation for depression in groups embedded in psychosomatic rehabilitation inpatient treatment: a quasi-randomized controlled study.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Behavioral_activation_for_depression_in_groups_embedded_in_psychosomatic_rehabilitation_inpatient_treatment_a_quasi-randomized_controlled_study_docx/25689516,10.3389/fpsyt.2024.1229380.s004,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,DataSheet_1_Behavioral activation for depression in groups embedded in psychosomatic rehabilitation inpatient treatment: a quasi-randomized controlled study.docx,https://frontiersin.figshare.com/articles/dataset/DataSheet_1_Behavioral_activation_for_depression_in_groups_embedded_in_psychosomatic_rehabilitation_inpatient_treatment_a_quasi-randomized_controlled_study_docx/25689507,10.3389/fpsyt.2024.1229380.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
