source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files
dataverse,The Influence of Family Quality of Life (FQoL) on the Parenting Self-efficacy (PSE) of Parents of Pre-school Children: The Moderating Role of Parenting Styles,https://doi.org/10.7910/DVN/P5G6RW,10.7910/dvn/p5g6rw,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,SentinelSphere-Aggregated Questionnaire Data,,10.5281/zenodo.18393986,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Self-Esteem among Empowered Saudi Women,,10.5281/zenodo.18332683,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"The role of gender in the relationship between narcissism, self-esteem, and externalizing problems in children",,10.5281/zenodo.18324055,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"The ""Measure of Empathy in Early Childhood"": Psychometric Properties and Associations with Externalizing Problems and Callous Unemotional Traits",,10.5281/zenodo.18323981,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,<b>Datasets for: </b>Effectiveness of an Acrobatic Gymnastics Programme for the Improvement of Social Skills and Self-Esteem in Adolescents,https://figshare.com/articles/dataset/_b_Datasets_for_b_Effectiveness_of_an_Acrobatic_Gymnastics_Programme_for_the_Improvement_of_Social_Skills_and_Self-Esteem_in_Adolescents/31061419,10.6084/m9.figshare.31061419.v1,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Personality trait differences between ICT students and successful IT professionals: a HEXACO-based study,,10.5281/zenodo.18198306,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"An Examination of the Roles of Business Analytics & Intelligence, Big Data, Predictive Analytics, Data Quality, and Data Analysis in Enhancing Decision-Making Effectiveness within the Retail Industry",,10.5281/zenodo.18489957,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,PSYCH Dataset - Psychometric Assessment of Large Language Model Characters: An exploration for the German language,,10.5281/zenodo.18002092,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Social Support in Mediating The Relationship Between Interpersonal Communication, Self-Esteem, and Mental Health Among Young Adults",,10.5281/zenodo.17982683,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Pengaruh Penggunaan Tiktok Secara Aktif terhadap perilaku Body Shaming dan Self-esteem,,10.5281/zenodo.17982461,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,GenAI questionnaire,,10.5281/zenodo.17987225,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Behavioral Indicators of Narcissism and Dark Triad Traits in Law Enforcement: An Observational Analysis of Aggregated Public Interaction Data,https://osf.io/qsv8e/,,563c1cf88c5e4a3877f9e972,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Replication Data for ""Don't Answer Me: A Cautionary Tale of Personality Traits and Survey Nonresponse""",https://doi.org/10.7910/DVN/IIMD2C,10.7910/dvn/iimd2c,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Data hasil kuesioner: The Impact of Narcissism, Self-Esteem, and Trust on Gen Z's Online Self-Disclosure through the Use of Instagram Second Accounts",,10.5281/zenodo.17905709,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Mindfulness, Connectedness, and Well-Being",https://doi.org/10.7910/DVN/MMJLYW,10.7910/dvn/mmjlyw,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: The Dark Side of Innovation: How New SKUs Affect Brand Choice in the Presence of Consumer Uncertainty and Learning,https://doi.org/10.34894/HKLPFD,10.34894/hklpfd,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Psychiatric evaluation and personality in psoriasis patients,https://tandf.figshare.com/articles/dataset/Psychiatric_evaluation_and_personality_in_psoriasis_patients/30744698,10.6084/m9.figshare.30744698.v1,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Questionnaire,,10.5281/zenodo.17713721,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,QUESTIONNAIRE,,10.5281/zenodo.17666272,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,JEUX – Questionnaire Data,,10.5281/zenodo.17661798,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,QUESTIONNAIRE ABOUT PORT DIGITALIZATION,,10.5281/zenodo.17644879,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Self-Esteem in Crisis: Psychosocial Adaptation and Masculine Identity Among Chinese Men with Azoospermia,,10.5281/zenodo.17641014,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Questionnaire about Marketing Digital,,10.5281/zenodo.17643409,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Questionnaire,,10.5281/zenodo.17635499,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Questionnaire DC2,,10.5281/zenodo.17608879,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Cognitive representation of spontaneous motion in a second language,https://doi.org/10.18710/N8KO4O,10.18710/n8ko4o,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Replication Data for HgCl2 addition to pore water samples from cold seeps can affect the geochemistry of dissolved inorganic carbon ([DIC], d13CDIC)",https://doi.org/10.18710/3WLEGZ,10.18710/3wlegz,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,THE INFLUENCE OF FAMILY CRISES ON ADOLESCENT SELF-ESTEEM: A MIXED-METHODS STUDY,,10.5281/zenodo.17515989,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Replication Data and Documentation for ""Risk Attitudes and Personality Traits Across the Spectrum of Religiosity""",,10.5281/zenodo.17504084,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,"The Moral Pulse of Fear: Personality, Identification, and Embodied Engagement in Horror",https://osf.io/5pnuf/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Depression, Anxiety, Stress, Self-Esteem and HIV-related Stigma in Adolescents and Young Adults Living with Perinatal HIV in Northern Thailand",,10.5281/zenodo.17496874,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,CEADS Use Case Questionnaire,,10.5281/zenodo.17486634,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Survey questionnaire,,10.5281/zenodo.17460458,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Do Dark Triad traits in Women predict Physical Touch Behaviours in Romantic Relationships?,https://osf.io/8pwjc/,,60bf992258510b0009a5a9a6,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Dunhuang cultural and creative products creativity research questionnaire recovered data,https://doi.org/10.7910/DVN/SKKJYH,10.7910/dvn/skkjyh,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: How Empathy and Partisanship Affected Attitude Changes Following the Assassination of Shinzo Abe: Evidence from Panel Surveys,https://doi.org/10.7910/DVN/ECNNUW,10.7910/dvn/ecnnuw,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Being Eco-Sustainable eaters: the Role of Chronotype and HEXACO Personality Traits.,,10.5281/zenodo.17348175,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,The Personality Trap Dataset,,10.5281/zenodo.17286313,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Wind Value: Community Risk Attitude Answers (France) WP7.3,,10.5281/zenodo.17280246,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Psychometric Validation of the Mental Toughness Scale (MTS) in Chilean University Athletes,https://doi.org/10.7910/DVN/ZGEDDT,10.7910/dvn/zgeddt,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Questionnaire of Parental Perspectives,,10.5281/zenodo.17239862,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,"<b>Social Media Use, Body Image, and Self-Esteem Among Chinese Adolescents: Experimental and Survey Data (N = 1,113)</b>",https://figshare.com/articles/dataset/_b_Social_Media_Use_Body_Image_and_Self-Esteem_Among_Chinese_Adolescents_Experimental_and_Survey_Data_N_1_113_b_/30178486,10.6084/m9.figshare.30178486.v1,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,"<b>The Effect of Intensive Mindfulness Training on Body Image, Self-Esteem, and Cognitive Flexibility in Adolescent Girls with Negative Body Image</b>",https://figshare.com/articles/dataset/_b_The_Effect_of_Intensive_Mindfulness_Training_on_Body_Image_Self-Esteem_and_Cognitive_Flexibility_in_Adolescent_Girls_with_Negative_Body_Image_b_/30158716,10.6084/m9.figshare.30158716.v1,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Personality Traits and Vote Switching: A Tale of Open-Minded Switchers and Agreeable Populism Resisters,https://doi.org/10.7910/DVN/0LWMMF,10.7910/dvn/0lwmmf,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,The Relationships Between Facets of Emotional Intelligence and Facets of the Dark Triad,https://osf.io/r5gpj/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"An Annotated Corpus of Dota 2 In-Game Chat, Labeled for Emotional States of Anxiety and Boredom",https://doi.org/10.7910/DVN/MLRTXD,10.7910/dvn/mlrtxd,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Replication Data: Questionnaire for Research paper ""An integrated model for acceptance of cloud technologies in large enterprises""",https://doi.org/10.7910/DVN/9U9VZ4,10.7910/dvn/9u9vz4,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Questionnaire Data Billing System,,10.5281/zenodo.16813683,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Appendix – Audit Opinion and Investment Decisions: Questionnaire Used in the Experimental Study,https://doi.org/10.7910/DVN/N3Y7DT,10.7910/dvn/n3y7dt,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Parent–Child Relationship Quality, Media Ideal Internalization in Shaping Positive Body Image and Self-Esteem in Children",https://doi.org/10.7910/DVN/WZWS6Q,10.7910/dvn/wzws6q,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,"S1 File - Dimensions of music use motivations: Genetic and environmental underpinnings, and associations with Big Five and Empathy traits",https://plos.figshare.com/articles/dataset/S1_File_-_Dimensions_of_music_use_motivations_Genetic_and_environmental_underpinnings_and_associations_with_Big_Five_and_Empathy_traits/29872527,10.1371/journal.pone.0329808.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Pro-Environmental Behaviors, Dark Triad Traits, and Green Culture",,10.5281/zenodo.16747143,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Beelingua Questionnaire Gamification & ILLA,,10.5281/zenodo.16499502,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Psychological well-being and Happiness among refugee entrepreneurs in Uganda,,10.5281/zenodo.16395696,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Réponse questionnaire - Life Adsorb,,10.5281/zenodo.16268465,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Validation of the Thai Short Form of the Attitudes to Ageing Questionnaire,https://doi.org/10.7910/DVN/YPYMQ5,10.7910/dvn/ypymq5,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Dark Triad 2025,https://doi.org/10.7910/DVN/E9WMPW,10.7910/dvn/e9wmpw,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,From Empathy to Efficiency: Exploring the Boundaries and Opportunities of Artificial Intelligence in Psychological Counseling,,10.5281/zenodo.15787970,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: PERSONALITY AND (NEGATIVE) PARTISANSHIP IN CANADIAN FEDERAL POLITICS,https://doi.org/10.7910/DVN/ZMT5X6,10.7910/dvn/zmt5x6,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Survey Questionnaire Translated - Survey Experiment,https://doi.org/10.7910/DVN/ZQ5EA3,10.7910/dvn/zq5ea3,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Cannibals and Cutthroats: Viewer Consensus and Assumed Similarity in Big Five and Dark Tetrad Personality Judgments of Yellowjackets and Succession Characters,https://osf.io/zq5n8/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"I couldn't control myself"":  Impacts of an emotional intelligence program on adolescent impulsivity and its associated factors in Juvenile Homes in Lagos, Nigeria.",,10.5281/zenodo.15601603,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Akkadian Teaching Questionnaire,,10.5281/zenodo.15590889,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Generalised linear model for scene preference: wall illuminance and correlated colour temperature,,10.5281/zenodo.15584659,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,BIG FIVE TRAIT THEORY AND ITS INFLUENCE ON MODERN LEADERSHIP PARADIGMS,,10.5281/zenodo.15578451,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for The Role of Personality in Fake News Sharing on Social Media: Reducing Extraverts’ Proclivity to Share Fake News,https://doi.org/10.7910/DVN/MTE6KA,10.7910/dvn/mte6ka,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Data from: Unpacking the Mechanisms Between Internet Addiction and Online Impulse Buying: Which is More Critical, Mindfulness or Emotional Intelligence?",,10.5281/zenodo.15400459,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Scarlet Cosmetics Questionnaire,,10.5281/zenodo.15382756,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Questionnaire responses,,10.5281/zenodo.15374745,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Questionnaire Dataset,,10.5281/zenodo.15321115,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Dominant Personality and Politically Inexperienced Presidents Challenge Term Limits,https://doi.org/10.7910/DVN/UEEZQN,10.7910/dvn/ueezqn,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: The Shame-inducing effect on epistemic trust in individuals with narcissistic personality traits,https://doi.org/10.7910/DVN/TBH2RE,10.7910/dvn/tbh2re,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Personality data categorisation from: Personality and social network structure influence cooperative dynamics across canid species,,10.5281/zenodo.15193892,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Replication Data for ""Fear of the dark: how terrorist events affect trust in the long run""",https://doi.org/10.7910/DVN/LY6E30,10.7910/dvn/ly6e30,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,COGNITIVE FACETS OF AFFECTIONATE COMMUNICATION IN THE ENGLISH AND UZBEK LINGUISTIC WORLD PICTURE,,10.5281/zenodo.15185503,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Metadata Questionnaire,,10.5281/zenodo.15164966,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,: Big-Fish–Little-Pond Effect on Mathematics Students’ Intelligence Mindset in Selective and Non-Selective Schools,https://doi.org/10.7910/DVN/TFPGJ5,10.7910/dvn/tfpgj5,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: The Contemporary Landscape of Gendered Personality Traits,https://doi.org/10.7910/DVN/MVBLYR,10.7910/dvn/mvblyr,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Reproducibility Data: The SAPA Personality Inventory: An empirically-derived, hierarchically-organized self-report personality assessment model",https://doi.org/10.7910/DVN/Y72Z1J,10.7910/dvn/y72z1j,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Learning for Dignity The Relationship between Self-esteem and Learning Engagement in Middle School Students A Moderated Mediation Model,,10.5281/zenodo.15074720,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Cognitive reserve and aging: Impacts on theory of mind and executive functions,https://tandf.figshare.com/articles/dataset/Cognitive_reserve_and_aging_Impacts_on_theory_of_mind_and_executive_functions/28646294,10.6084/m9.figshare.28646294.v1,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Selected personality data from the SAPA-Project: 04Apr2006 to 18Aug2010,https://doi.org/10.7910/DVN/H9RQD6,10.7910/dvn/h9rqd6,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Selected personality data from the SAPA-Project: 18aug2010 to 08dec2013,https://doi.org/10.7910/DVN/C40K1U,10.7910/dvn/c40k1u,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Selected personality data from the SAPA-Project: 26Jul2014 to 22Dec2015,https://doi.org/10.7910/DVN/GU70EV,10.7910/dvn/gu70ev,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Selected personality data from the SAPA-Project: 22Dec2015 to 07Feb2017,https://doi.org/10.7910/DVN/TZJGAT,10.7910/dvn/tzjgat,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Artificial Intelligence as a General-Purpose Technology: Modeling Long-Term Growth and Economic Transformation,,10.5281/zenodo.15066354,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Reproducibility Data for: Creative Achievement and Individual Differences,https://doi.org/10.7910/DVN/2IBBMG,10.7910/dvn/2ibbmg,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Nordic Economic History Big Five (NEH5), 2020-2024",,10.5281/zenodo.15041505,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Personality Cue Paper,https://doi.org/10.7910/DVN/ND9W7V,10.7910/dvn/nd9w7v,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"The Italian Version of the New General Self-Efficacy Scale (NGSES): Structural Validity, Psychometric Properties, and Measurement Invariance",,10.3390/jcm14061988,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,ELRAP Sketchfab Questionnaire Responses,,10.5281/zenodo.15026452,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Workshop questionnaire,https://doi.org/10.7910/DVN/FS9Z2Q,10.7910/dvn/fs9z2q,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Validation of the Malay General Self-Efficacy Scale: A Psychometric Assessment,,10.5281/zenodo.14986847,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Klimenkosai Science: The Impact of Digital Environments on Psychological Well-Being,https://doi.org/10.7910/DVN/HJTIEK,10.7910/dvn/hjtiek,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Personality organization inventory ,https://figshare.com/articles/dataset/Personality_organization_inventory/28465571,10.6084/m9.figshare.28465571.v1,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Differentiation of Self, Self-Regulation and Well-being: An Empirical Investigation in Middle Adulthood",,10.5281/zenodo.14913378,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Artificial Intelligence in Psychotherapy Scale,,10.5281/zenodo.14901927,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Not Just Elections: Personality Traits and Ambition for Political Office,https://doi.org/10.7910/DVN/KUBN9M,10.7910/dvn/kubn9m,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Data_Sheet_1_Validation of the factor structure of the Experiences Questionnaire using Exploratory Graph Analysis.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Validation_of_the_factor_structure_of_the_Experiences_Questionnaire_using_Exploratory_Graph_Analysis_pdf/28388462,10.3389/fpsyg.2023.1250802.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,The Short Dark Triad (SD3) across 14 cultures:  A novel network-based invariance approach,https://osf.io/t5wgm/,,563c1cf88c5e4a3877f9e96a,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data Sets for Evaluation of the Psychometric Properties and Validity of the German Version of the Černis Felt Sense of Anomaly (ČEFSA),,10.5281/zenodo.14774618,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Self-Reported Wellbeing in Barranquilla, Colombia, 2023",https://doi.org/10.7910/DVN/KMSNBU,10.7910/dvn/kmsnbu,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,"Table1_Disruptive mood dysregulation disorder, parental stress, and attachment styles.docx",https://frontiersin.figshare.com/articles/dataset/Table1_Disruptive_mood_dysregulation_disorder_parental_stress_and_attachment_styles_docx/28239836,10.3389/frcha.2024.1430850.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"The ""Measure of Empathy in Early Childhood"": Psychometric Properties and Associations with Externalizing Problems and Callous Unemotional Traits",,10.5281/zenodo.14677389,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,QUESTIONNAIRE  Latent factors on the design and adoption of gamified apps in primary education,https://doi.org/10.7910/DVN/8OJEYQ,10.7910/dvn/8ojeyq,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Dark Triad and Morality,https://osf.io/53qze/,,563c1cf88c5e4a3877f9e965,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,The Role of Personality in Vaccination Attitudes: A Replication and Extension,,10.5281/zenodo.14590360,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Nomophobia and self-esteem,,10.5281/zenodo.14583772,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Multimodal Dataset for Personality Prediction,,10.5281/zenodo.18105053,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Domestic cat personality, home range size, and predation data",,10.5281/zenodo.17829037,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Validity and Reliability Analysis of the Life Satisfaction Scale Developed with Artificial Intelligence,https://doi.org/10.7910/DVN/L3KAA2,10.7910/dvn/l3kaa2,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Personality-Motivation,,10.5281/zenodo.14526147,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Data from the Study ""When university students’ insecurities drive them to rely excessively on Artificial Intelligence: Relationship between fear of failure, self-esteem, social support and ChatGPT dependence.""",https://doi.org/10.7910/DVN/PHO8PA,10.7910/dvn/pho8pa,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Trait Preference Coefficients that scale economic weights,https://doi.org/10.7910/DVN/YETK9X,10.7910/dvn/yetk9x,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,"The Dark Triad and Digital Politics: Personality, Behavior, and Parasocial Bonds in the U.S 2024 Election",https://osf.io/vw5fh/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Online Survey About the Question Whether the Prediction of Dark Triad can be Improved by Adding Disintegration to the HEXACO,https://osf.io/kj6hn/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_1_Promoting workplace psychological wellbeing through Yoga and Tai Chi classes in female university employees.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Promoting_workplace_psychological_wellbeing_through_Yoga_and_Tai_Chi_classes_in_female_university_employees_docx/28016522,10.3389/fpsyg.2024.1502426.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Endogenous Treatment Models with Social Interactions: An Application to the Impact of Exercise on Self-Esteem,https://doi.org/10.7910/DVN/XEGLUA,10.7910/dvn/xeglua,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication data for: Peers Affect Personality Development,https://doi.org/10.7910/DVN/HIT56P,10.7910/dvn/hit56p,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Dark Triad and Age,https://osf.io/3j9qv/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_1_Predicting PTSD and complex PTSD from interpersonal violence in Japanese school-based extracurricular sports activities: using the International Trauma Questionnaire (ITQ).DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Predicting_PTSD_and_complex_PTSD_from_interpersonal_violence_in_Japanese_school-based_extracurricular_sports_activities_using_the_International_Trauma_Questionnaire_ITQ_DOCX/27979529,10.3389/fpsyg.2024.1463641.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Agrovila - Questionnaire to Consumers,,10.5281/zenodo.14181323,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,PROBLEMS OF SELF-ESTEEM IN PSYCHOLOGY,,10.5281/zenodo.14231087,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: Plasticity and the structural characteristics of personality traits in captive-reared Japanese quail during ontogeny,,10.5281/zenodo.14192201,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
