table,DOI__for_paper_,Reference_x,URL__for_data_,Derived_License,Description,BibTex
schoepp2022_test_anxiety,https://osf.io/r67wb/,"Schoepp, P., Góra, P., Hrymchak, Y., Mazur, J., Surowski, M., Traczyk, J., & Sobkow, A. (2022). Polish Adaptation of the Online Test Anxiety Inventory (OTAI). OSF.",https://osf.io/r67wb/,CC BY 4.0,"Polish adaptation of the Online Test Anxiety Inventory (OTAI), 18 items, 0-3 Likert, N=130","@misc{schoepp2022polish,
  author = {Schoepp, P. and Góra, P. and Hrymchak, Y. and Mazur, J. and Surowski, M. and Traczyk, J. and Sobkow, A.},
  title = {Polish Adaptation of the Online Test Anxiety Inventory (OTAI)},
  year = {2022},
  howpublished = {\url{https://osf.io/r67wb/}},
  note = {OSF}
}"
rapm_poulton_2022_timed,10.1080/13803395.2022.2080185,"Poulton, A., Rutherford, K., Boothe, S., Brygel, M., Crole, A., Dali, G., ... & Hester, R. (2022). Evaluating untimed and timed abridged versions of Raven’s Advanced Progressive Matrices. Journal of Clinical and Experimental Neuropsychology, 44(1), 73-84.",https://osf.io/ry23m/,CC BY 4.0,Raven’s Advanced Progressive Matrices – 12-item Timed (APM-12 T): Measures fluid intelligence using a 12-item online matrix reasoning task with 60-second time limits per item. Designed to reduce test time variability and participant burden in online assessments.," @article{Poulton_2022, title={Evaluating untimed and timed abridged versions of Raven’s Advanced Progressive Matrices}, volume={44}, ISSN={1744-411X}, url={http://dx.doi.org/10.1080/13803395.2022.2080185}, DOI={10.1080/13803395.2022.2080185}, number={1}, journal={Journal of Clinical and Experimental Neuropsychology}, publisher={Informa UK Limited}, author={Poulton, Antoinette and Rutherford, Kathleen and Boothe, Sarah and Brygel, Madeleine and Crole, Alice and Dali, Gezelle and Bruns Jr, Loren Richard and Sinnott, Richard O. and Hester, Robert}, year={2022}, month=jan, pages={73–84} }
"
rapm_poulton_2022_untimed,10.1080/13803395.2022.2080185,"Poulton, A., Rutherford, K., Boothe, S., Brygel, M., Crole, A., Dali, G., ... & Hester, R. (2022). Evaluating untimed and timed abridged versions of Raven’s Advanced Progressive Matrices. Journal of Clinical and Experimental Neuropsychology, 44(1), 73-84.",https://osf.io/ry23m/,CC BY 4.0,Raven’s Advanced Progressive Matrices – 12-item Untimed (APM-12 U): Measures fluid intelligence using a 12-item online matrix reasoning task where participants identify the missing element in abstract visual patterns. The untimed version allows participants as much time as needed to complete each item.," @article{Poulton_2022, title={Evaluating untimed and timed abridged versions of Raven’s Advanced Progressive Matrices}, volume={44}, ISSN={1744-411X}, url={http://dx.doi.org/10.1080/13803395.2022.2080185}, DOI={10.1080/13803395.2022.2080185}, number={1}, journal={Journal of Clinical and Experimental Neuropsychology}, publisher={Informa UK Limited}, author={Poulton, Antoinette and Rutherford, Kathleen and Boothe, Sarah and Brygel, Madeleine and Crole, Alice and Dali, Gezelle and Bruns Jr, Loren Richard and Sinnott, Richard O. and Hester, Robert}, year={2022}, month=jan, pages={73–84} }
"
lexical_difficulty_altgassen_2025_s01_knowledge,10.1037/pspp0000572,"Altgassen, E., Schittenhelm, C., & Wilhelm, O. (2025, October 8). How Lexical Difficulty of Items and Vocabulary of Subjects (Not) Affect Personality Assessment. Retrieved from osf.io/s6q8t",https://osf.io/s6q8t/overview,CC BY 4.0,Words don’t come easy: How lexical difficulty of items and vocabulary of subjects (not) affect personality assessment," @article{Altgassen_2025, title={Words don’t come easy: How lexical difficulty of items and vocabulary of subjects (not) affect personality assessment.}, volume={129}, ISSN={0022-3514}, url={http://dx.doi.org/10.1037/pspp0000572}, DOI={10.1037/pspp0000572}, number={5}, journal={Journal of Personality and Social Psychology}, publisher={American Psychological Association (APA)}, author={Altgassen, Elisa and Schittenhelm, Catherine and Wilhelm, Oliver}, year={2025}, month=nov, pages={910–932} }
"
lexical_difficulty_altgassen_2025_s01_personality,10.1037/pspp0000572,"Altgassen, E., Schittenhelm, C., & Wilhelm, O. (2025, October 8). How Lexical Difficulty of Items and Vocabulary of Subjects (Not) Affect Personality Assessment. Retrieved from osf.io/s6q8t",https://osf.io/s6q8t/overview,CC BY 4.0,Words don’t come easy: How lexical difficulty of items and vocabulary of subjects (not) affect personality assessment," @article{Altgassen_2025, title={Words don’t come easy: How lexical difficulty of items and vocabulary of subjects (not) affect personality assessment.}, volume={129}, ISSN={0022-3514}, url={http://dx.doi.org/10.1037/pspp0000572}, DOI={10.1037/pspp0000572}, number={5}, journal={Journal of Personality and Social Psychology}, publisher={American Psychological Association (APA)}, author={Altgassen, Elisa and Schittenhelm, Catherine and Wilhelm, Oliver}, year={2025}, month=nov, pages={910–932} }
"
lexical_difficulty_altgassen_2025_s02_ws,10.1037/pspp0000572,"Altgassen, E., Schittenhelm, C., & Wilhelm, O. (2025, October 8). How Lexical Difficulty of Items and Vocabulary of Subjects (Not) Affect Personality Assessment. Retrieved from osf.io/s6q8t",https://osf.io/s6q8t/overview,CC BY 4.0,Words don’t come easy: How lexical difficulty of items and vocabulary of subjects (not) affect personality assessment," @article{Altgassen_2025, title={Words don’t come easy: How lexical difficulty of items and vocabulary of subjects (not) affect personality assessment.}, volume={129}, ISSN={0022-3514}, url={http://dx.doi.org/10.1037/pspp0000572}, DOI={10.1037/pspp0000572}, number={5}, journal={Journal of Personality and Social Psychology}, publisher={American Psychological Association (APA)}, author={Altgassen, Elisa and Schittenhelm, Catherine and Wilhelm, Oliver}, year={2025}, month=nov, pages={910–932} }
"
lexical_difficulty_altgassen_2025_s03_per,10.1037/pspp0000572,"Altgassen, E., Schittenhelm, C., & Wilhelm, O. (2025, October 8). How Lexical Difficulty of Items and Vocabulary of Subjects (Not) Affect Personality Assessment. Retrieved from osf.io/s6q8t",https://osf.io/s6q8t/overview,CC BY 4.0,Words don’t come easy: How lexical difficulty of items and vocabulary of subjects (not) affect personality assessment," @article{Altgassen_2025, title={Words don’t come easy: How lexical difficulty of items and vocabulary of subjects (not) affect personality assessment.}, volume={129}, ISSN={0022-3514}, url={http://dx.doi.org/10.1037/pspp0000572}, DOI={10.1037/pspp0000572}, number={5}, journal={Journal of Personality and Social Psychology}, publisher={American Psychological Association (APA)}, author={Altgassen, Elisa and Schittenhelm, Catherine and Wilhelm, Oliver}, year={2025}, month=nov, pages={910–932} }
"
lexical_difficulty_altgassen_2025_s02_gc,10.1037/pspp0000572,"Altgassen, E., Schittenhelm, C., & Wilhelm, O. (2025, October 8). How Lexical Difficulty of Items and Vocabulary of Subjects (Not) Affect Personality Assessment. Retrieved from osf.io/s6q8t",https://osf.io/s6q8t/overview,CC BY 4.0,Words don’t come easy: How lexical difficulty of items and vocabulary of subjects (not) affect personality assessment," @article{Altgassen_2025, title={Words don’t come easy: How lexical difficulty of items and vocabulary of subjects (not) affect personality assessment.}, volume={129}, ISSN={0022-3514}, url={http://dx.doi.org/10.1037/pspp0000572}, DOI={10.1037/pspp0000572}, number={5}, journal={Journal of Personality and Social Psychology}, publisher={American Psychological Association (APA)}, author={Altgassen, Elisa and Schittenhelm, Catherine and Wilhelm, Oliver}, year={2025}, month=nov, pages={910–932} }
"
cfq_ruiz_2025_cfq,10.1016/j.jcbs.2025.100954,"Ruiz, F. J. (2025, October 2). Measurement invariance and discriminant validity of the Cognitive Fusion Questionnaire across five Spanish-speaking countries. Retrieved from osf.io/sv9c3",https://osf.io/sv9c3/overview,CC BY 4.0,Measurement invariance and discriminant validity of the Cognitive Fusion Questionnaire across five Spanish-speaking countries," @article{Rosales_Sarabia_2025, title={Measurement invariance and discriminant validity of the Cognitive Fusion Questionnaire across five Spanish-speaking countries}, volume={38}, ISSN={2212-1447}, url={http://dx.doi.org/10.1016/j.jcbs.2025.100954}, DOI={10.1016/j.jcbs.2025.100954}, journal={Journal of Contextual Behavioral Science}, publisher={Elsevier BV}, author={Rosales-Sarabia, Rodrigo Miguel and Moore, Camilo and Montoya, Carlos E. and Peña-Tomas, Betty and Ortiz, Sebastián and Santamaría, Cristian and Odriozola-González, Paula and Ruiz, Francisco J.}, year={2025}, month=oct, pages={100954} }
"
cfq_ruiz_2025_dass,10.1016/j.jcbs.2025.100954,"Ruiz, F. J. (2025, October 2). Measurement invariance and discriminant validity of the Cognitive Fusion Questionnaire across five Spanish-speaking countries. Retrieved from osf.io/sv9c3",https://osf.io/sv9c3/overview,CC BY 4.0,Measurement invariance and discriminant validity of the Cognitive Fusion Questionnaire across five Spanish-speaking countries," @article{Rosales_Sarabia_2025, title={Measurement invariance and discriminant validity of the Cognitive Fusion Questionnaire across five Spanish-speaking countries}, volume={38}, ISSN={2212-1447}, url={http://dx.doi.org/10.1016/j.jcbs.2025.100954}, DOI={10.1016/j.jcbs.2025.100954}, journal={Journal of Contextual Behavioral Science}, publisher={Elsevier BV}, author={Rosales-Sarabia, Rodrigo Miguel and Moore, Camilo and Montoya, Carlos E. and Peña-Tomas, Betty and Ortiz, Sebastián and Santamaría, Cristian and Odriozola-González, Paula and Ruiz, Francisco J.}, year={2025}, month=oct, pages={100954} }
"
ders_valencia_2025,10.32348/1852.4206.v16.n2.36158,"Valencia, P. D., Blancas-Guillen, J., Arroyo, P., Psychologist, Quintana, E., & Tupa-Belizario, R. S. (2025, June 17). Psychometric analysis of the brief versions of the Difficulties in Emotion Regulation Scale (DERS). Retrieved from osf.io/t6adk",https://osf.io/t6adk/,CC BY 4.0,Difficulties in Emotion Regulation Scale: A psychometric analysis of its brief versions in Peruvian college students," @article{Blancas_Guillen_2024, title={Escala de Dificultades en la Regulación Emocional: Análisis psicométrico de sus versiones breves en universitarios peruanos.}, volume={16}, ISSN={1852-4206}, url={http://dx.doi.org/10.32348/1852.4206.v16.n2.36158}, DOI={10.32348/1852.4206.v16.n2.36158}, number={2}, journal={Revista Argentina de Ciencias del Comportamiento}, publisher={Universidad Nacional de Cordoba}, author={Blancas-Guillen, Jesus and Arroyo-Pizarro, Pedro and Quintana, Edson and Tupa-Belizario, Rosa S. and Valencia, Pablo D.}, year={2024}, month=may, pages={60–73} }
"
ptcichina_zhan_2024,10.1037/pas0001309,"Zhan, N. (2024, September 4). Factor structure, measurement invariance, and psychometric properties of the Posttraumatic Cognitions Inventory (PTCI) and its brief version (PTCI-9) in Chinese adolescents and adults. https://doi.org/10.17605/OSF.IO/TJ8RH",https://osf.io/tj8rh/files/qr6ae,CC BY 4.0,"The Posttraumatic Cognitions Inventory (PTCI) is a widely used self-report tool to assess negative posttraumatic cognitions about self, world, and self-blame"," @article{Zhan_2024, title={Factor structure, measurement invariance, and psychometric properties of the Posttraumatic Cognitions Inventory (PTCI) and its brief version (PTCI-9) in Chinese adolescents and adults.}, volume={36}, ISSN={1040-3590}, url={http://dx.doi.org/10.1037/pas0001309}, DOI={10.1037/pas0001309}, number={4}, journal={Psychological Assessment}, publisher={American Psychological Association (APA)}, author={Zhan, Nalan and Gao, Chang and Cao, Yawei and Li, Fan and Geng, Fulei}, year={2024}, month=apr, pages={291–302} }
"
matzke-experiment3-gamified-2022,10.3758/s13428-021-01680-9,"He, J.L., Hirst, R.J., Puri, R. et al. OSARI, an Open-Source Anticipated Response Inhibition Task. Behav Res 54, 1530–1540 (2022). https://doi.org/10.3758/s13428-021-01680-9",https://osf.io/tw46u/files/osfstorage,CC BY 4.0,"The stop-signal paradigm has become ubiquitous in investigations of inhibitory control. Tasks inspired by the paradigm, referred to as stop-signal tasks, require participants to make responses on go trials and to inhibit those responses when presented with a stop-signal on stop trials."," @article{He_2021, title={OSARI, an Open-Source Anticipated Response Inhibition Task}, volume={54}, ISSN={1554-3528}, url={http://dx.doi.org/10.3758/s13428-021-01680-9}, DOI={10.3758/s13428-021-01680-9}, number={3}, journal={Behavior Research Methods}, publisher={Springer Science and Business Media LLC}, author={He, Jason L. and Hirst, Rebecca J. and Puri, Rohan and Coxon, James and Byblow, Winston and Hinder, Mark and Skippen, Patrick and Matzke, Dora and Heathcote, Andrew and Wadsley, Corey G. and Silk, Tim and Hyde, Christian and Parmar, Dinisha and Pedapati, Ernest and Gilbert, Donald L. and Huddleston, David A. and Mostofsky, Stewart and Leunissen, Inge and MacDonald, Hayley J. and Chowdhury, Nahian S. and Gretton, Matthew and Nikitenko, Tess and Zandbelt, Bram and Strickland, Luke and Puts, Nicolaas A. J.}, year={2021}, month=nov, pages={1530–1540} }
"
matzke-experiment3-standard,10.3758/s13428-021-01680-9,"He, J.L., Hirst, R.J., Puri, R. et al. OSARI, an Open-Source Anticipated Response Inhibition Task. Behav Res 54, 1530–1540 (2022). https://doi.org/10.3758/s13428-021-01680-9",https://osf.io/tw46u/files/osfstorage,CC BY 4.0,"The stop-signal paradigm has become ubiquitous in investigations of inhibitory control. Tasks inspired by the paradigm, referred to as stop-signal tasks, require participants to make responses on go trials and to inhibit those responses when presented with a stop-signal on stop trials."," @article{He_2021, title={OSARI, an Open-Source Anticipated Response Inhibition Task}, volume={54}, ISSN={1554-3528}, url={http://dx.doi.org/10.3758/s13428-021-01680-9}, DOI={10.3758/s13428-021-01680-9}, number={3}, journal={Behavior Research Methods}, publisher={Springer Science and Business Media LLC}, author={He, Jason L. and Hirst, Rebecca J. and Puri, Rohan and Coxon, James and Byblow, Winston and Hinder, Mark and Skippen, Patrick and Matzke, Dora and Heathcote, Andrew and Wadsley, Corey G. and Silk, Tim and Hyde, Christian and Parmar, Dinisha and Pedapati, Ernest and Gilbert, Donald L. and Huddleston, David A. and Mostofsky, Stewart and Leunissen, Inge and MacDonald, Hayley J. and Chowdhury, Nahian S. and Gretton, Matthew and Nikitenko, Tess and Zandbelt, Bram and Strickland, Luke and Puts, Nicolaas A. J.}, year={2021}, month=nov, pages={1530–1540} }
"
matzke-experiment2-2022,10.3758/s13428-021-01680-9,"He, J.L., Hirst, R.J., Puri, R. et al. OSARI, an Open-Source Anticipated Response Inhibition Task. Behav Res 54, 1530–1540 (2022). https://doi.org/10.3758/s13428-021-01680-9",https://osf.io/tw46u/files/osfstorage,CC BY 4.0,"The stop-signal paradigm has become ubiquitous in investigations of inhibitory control. Tasks inspired by the paradigm, referred to as stop-signal tasks, require participants to make responses on go trials and to inhibit those responses when presented with a stop-signal on stop trials."," @article{He_2021, title={OSARI, an Open-Source Anticipated Response Inhibition Task}, volume={54}, ISSN={1554-3528}, url={http://dx.doi.org/10.3758/s13428-021-01680-9}, DOI={10.3758/s13428-021-01680-9}, number={3}, journal={Behavior Research Methods}, publisher={Springer Science and Business Media LLC}, author={He, Jason L. and Hirst, Rebecca J. and Puri, Rohan and Coxon, James and Byblow, Winston and Hinder, Mark and Skippen, Patrick and Matzke, Dora and Heathcote, Andrew and Wadsley, Corey G. and Silk, Tim and Hyde, Christian and Parmar, Dinisha and Pedapati, Ernest and Gilbert, Donald L. and Huddleston, David A. and Mostofsky, Stewart and Leunissen, Inge and MacDonald, Hayley J. and Chowdhury, Nahian S. and Gretton, Matthew and Nikitenko, Tess and Zandbelt, Bram and Strickland, Luke and Puts, Nicolaas A. J.}, year={2021}, month=nov, pages={1530–1540} }
"
matzke-experiment1-2022,10.3758/s13428-021-01680-9,"He, J.L., Hirst, R.J., Puri, R. et al. OSARI, an Open-Source Anticipated Response Inhibition Task. Behav Res 54, 1530–1540 (2022). https://doi.org/10.3758/s13428-021-01680-9",https://osf.io/tw46u/files/osfstorage,CC BY 4.0,"The stop-signal paradigm has become ubiquitous in investigations of inhibitory control. Tasks inspired by the paradigm, referred to as stop-signal tasks, require participants to make responses on go trials and to inhibit those responses when presented with a stop-signal on stop trials."," @article{He_2021, title={OSARI, an Open-Source Anticipated Response Inhibition Task}, volume={54}, ISSN={1554-3528}, url={http://dx.doi.org/10.3758/s13428-021-01680-9}, DOI={10.3758/s13428-021-01680-9}, number={3}, journal={Behavior Research Methods}, publisher={Springer Science and Business Media LLC}, author={He, Jason L. and Hirst, Rebecca J. and Puri, Rohan and Coxon, James and Byblow, Winston and Hinder, Mark and Skippen, Patrick and Matzke, Dora and Heathcote, Andrew and Wadsley, Corey G. and Silk, Tim and Hyde, Christian and Parmar, Dinisha and Pedapati, Ernest and Gilbert, Donald L. and Huddleston, David A. and Mostofsky, Stewart and Leunissen, Inge and MacDonald, Hayley J. and Chowdhury, Nahian S. and Gretton, Matthew and Nikitenko, Tess and Zandbelt, Bram and Strickland, Luke and Puts, Nicolaas A. J.}, year={2021}, month=nov, pages={1530–1540} }
"
matzke-etal-2019,10.3758/s13428-021-01680-9,"He, J.L., Hirst, R.J., Puri, R. et al. OSARI, an Open-Source Anticipated Response Inhibition Task. Behav Res 54, 1530–1540 (2022). https://doi.org/10.3758/s13428-021-01680-9
",https://osf.io/tw46u/files/osfstorage,CC BY 4.0,"The stop-signal paradigm has become ubiquitous in investigations of inhibitory control. Tasks inspired by the paradigm, referred to as stop-signal tasks, require participants to make responses on go trials and to inhibit those responses when presented with a stop-signal on stop trials."," @article{He_2021, title={OSARI, an Open-Source Anticipated Response Inhibition Task}, volume={54}, ISSN={1554-3528}, url={http://dx.doi.org/10.3758/s13428-021-01680-9}, DOI={10.3758/s13428-021-01680-9}, number={3}, journal={Behavior Research Methods}, publisher={Springer Science and Business Media LLC}, author={He, Jason L. and Hirst, Rebecca J. and Puri, Rohan and Coxon, James and Byblow, Winston and Hinder, Mark and Skippen, Patrick and Matzke, Dora and Heathcote, Andrew and Wadsley, Corey G. and Silk, Tim and Hyde, Christian and Parmar, Dinisha and Pedapati, Ernest and Gilbert, Donald L. and Huddleston, David A. and Mostofsky, Stewart and Leunissen, Inge and MacDonald, Hayley J. and Chowdhury, Nahian S. and Gretton, Matthew and Nikitenko, Tess and Zandbelt, Bram and Strickland, Luke and Puts, Nicolaas A. J.}, year={2021}, month=nov, pages={1530–1540} }
"
johansson-swedish-pss-rasch-analysis-2024,10.17605/OSF.IO/TXVW2,"Rozental, A., Forsström, D. & Johansson, M. A psychometric evaluation of the Swedish translation of the Perceived Stress Scale: a Rasch analysis. BMC Psychiatry 23, 690 (2023). https://doi.org/10.1186/s12888-023-05162-4",https://osf.io/txvw2/files/osfstorage,CC BY 4.0,A Psychometric Evaluation of the Swedish Translation of the Perceived Stress Scale: A Rasch Analysis,"@article{https://doi.org/10.17605/osf.io/txvw2,
  doi = {10.17605/OSF.IO/TXVW2},
  url = {https://osf.io/txvw2/},
  author = {Rozental, Alexander and Johansson, Magnus},
  keywords = {Perceived Stress Scale, Psychometrics, Quarto, Rasch, Reproducible analysis, Rstats, open data},
  title = {A Psychometric Evaluation of the Swedish Translation of the Perceived Stress Scale: A Rasch Analysis},
  publisher = {OSF},
  year = {2023},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
autism_blotner_2025_s2_acme,10.1027/1614-0001/a000440,"Blötner, C., & Kaminski, A. (2025, June 26). Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of motivation rather than lack of ability. Retrieved fromosf.io/uv6mff",https://osf.io/uv6mf/,CC BY 4.0,Study 2 - Affective and Cognitive Measure of Empathy," @article{Bl_tner_2025, title={Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of Motivation Rather Than Lack of Ability}, volume={46}, ISSN={2151-2299}, url={http://dx.doi.org/10.1027/1614-0001/a000440}, DOI={10.1027/1614-0001/a000440}, number={2}, journal={Journal of Individual Differences}, publisher={Hogrefe Publishing Group}, author={Blötner, Christian and Kaminski, Alexander}, year={2025}, month=apr, pages={97–108} }
"
autism_blotner_2025_s2_aq,10.1027/1614-0001/a000440,"Blötner, C., & Kaminski, A. (2025, June 26). Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of motivation rather than lack of ability. Retrieved fromosf.io/uv6mff",https://osf.io/uv6mf/,CC BY 4.0,Study 2 -  autism-spectrum quotient," @article{Bl_tner_2025, title={Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of Motivation Rather Than Lack of Ability}, volume={46}, ISSN={2151-2299}, url={http://dx.doi.org/10.1027/1614-0001/a000440}, DOI={10.1027/1614-0001/a000440}, number={2}, journal={Journal of Individual Differences}, publisher={Hogrefe Publishing Group}, author={Blötner, Christian and Kaminski, Alexander}, year={2025}, month=apr, pages={97–108} }
"
autism_blotner_2025_s1_tactics,10.1027/1614-0001/a000440,"Blötner, C., & Kaminski, A. (2025, June 26). Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of motivation rather than lack of ability. Retrieved fromosf.io/uv6mff",https://osf.io/uv6mf/,CC BY 4.0,Study 1 - Two-Dimensional Machiavellianism Scale (Tactics)," @article{Bl_tner_2025, title={Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of Motivation Rather Than Lack of Ability}, volume={46}, ISSN={2151-2299}, url={http://dx.doi.org/10.1027/1614-0001/a000440}, DOI={10.1027/1614-0001/a000440}, number={2}, journal={Journal of Individual Differences}, publisher={Hogrefe Publishing Group}, author={Blötner, Christian and Kaminski, Alexander}, year={2025}, month=apr, pages={97–108} }
"
autism_blotner_2025_s2_qcae,10.1027/1614-0001/a000440,"Blötner, C., & Kaminski, A. (2025, June 26). Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of motivation rather than lack of ability. Retrieved fromosf.io/uv6mff",https://osf.io/uv6mf/,CC BY 4.0,Study 2- Cognitive and Affective Empathy," @article{Bl_tner_2025, title={Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of Motivation Rather Than Lack of Ability}, volume={46}, ISSN={2151-2299}, url={http://dx.doi.org/10.1027/1614-0001/a000440}, DOI={10.1027/1614-0001/a000440}, number={2}, journal={Journal of Individual Differences}, publisher={Hogrefe Publishing Group}, author={Blötner, Christian and Kaminski, Alexander}, year={2025}, month=apr, pages={97–108} }
"
autism_blotner_2025_s1_bes,10.1027/1614-0001/a000440,"Blötner, C., & Kaminski, A. (2025, June 26). Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of motivation rather than lack of ability. Retrieved fromosf.io/uv6mff",https://osf.io/uv6mf/,CC BY 4.0,Study 1 - Basic Empathy Scale," @article{Bl_tner_2025, title={Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of Motivation Rather Than Lack of Ability}, volume={46}, ISSN={2151-2299}, url={http://dx.doi.org/10.1027/1614-0001/a000440}, DOI={10.1027/1614-0001/a000440}, number={2}, journal={Journal of Individual Differences}, publisher={Hogrefe Publishing Group}, author={Blötner, Christian and Kaminski, Alexander}, year={2025}, month=apr, pages={97–108} }
"
autism_blotner_2025_s1_aq,10.1027/1614-0001/a000440,"Blötner, C., & Kaminski, A. (2025, June 26). Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of motivation rather than lack of ability. Retrieved fromosf.io/uv6mff",https://osf.io/uv6mf/,CC BY 4.0,Study 1 - autism-spectrum quotient," @article{Bl_tner_2025, title={Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of Motivation Rather Than Lack of Ability}, volume={46}, ISSN={2151-2299}, url={http://dx.doi.org/10.1027/1614-0001/a000440}, DOI={10.1027/1614-0001/a000440}, number={2}, journal={Journal of Individual Differences}, publisher={Hogrefe Publishing Group}, author={Blötner, Christian and Kaminski, Alexander}, year={2025}, month=apr, pages={97–108} }
"
autism_blotner_2025_s1_views,10.1027/1614-0001/a000440,"Blötner, C., & Kaminski, A. (2025, June 26). Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of motivation rather than lack of ability. Retrieved fromosf.io/uv6mff",https://osf.io/uv6mf/,CC BY 4.0,Study 1 - Two-Dimensional Machiavellianism Scale (Views)," @article{Bl_tner_2025, title={Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of Motivation Rather Than Lack of Ability}, volume={46}, ISSN={2151-2299}, url={http://dx.doi.org/10.1027/1614-0001/a000440}, DOI={10.1027/1614-0001/a000440}, number={2}, journal={Journal of Individual Differences}, publisher={Hogrefe Publishing Group}, author={Blötner, Christian and Kaminski, Alexander}, year={2025}, month=apr, pages={97–108} }
"
autism_blotner_2025_s2_ffmi,10.1027/1614-0001/a000440,"Blötner, C., & Kaminski, A. (2025, June 26). Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of motivation rather than lack of ability. Retrieved fromosf.io/uv6mff",https://osf.io/uv6mf/,CC BY 4.0,Study 2 - Five-Factor Machiavellianism Inventory," @article{Bl_tner_2025, title={Challenging the “Empathic Deficits Hypothesis” of Machiavellianism: Lack of Motivation Rather Than Lack of Ability}, volume={46}, ISSN={2151-2299}, url={http://dx.doi.org/10.1027/1614-0001/a000440}, DOI={10.1027/1614-0001/a000440}, number={2}, journal={Journal of Individual Differences}, publisher={Hogrefe Publishing Group}, author={Blötner, Christian and Kaminski, Alexander}, year={2025}, month=apr, pages={97–108} }
"
act_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the American Conspiracy Thinking Scale (ACTS), adminstered twice in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
bcti21_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the Belief in Conspiracy Theories Inventory-21 (BCTI-21), adminstered once in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
spq_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the Odd Beliefs subscale from the Schizotypal Personality Questionnaire, adminstered once in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
den_kay_2025,10.1177/10731911251319933,"Kay, C. S., & Slovic, P. (2025). Assessing conspiracist ideation reliably, validly, and efficiently: A psychometric comparison of five Short-Form measures. Assessment. https://doi.org/10.1177/10731911251319933",https://osf.io/uzrgk/files/osfstorage?view_only=aca403a5146240bda740e1e6d640751f,CC BY 4.0,"Item-level responses from the Denialism Scale, adminstered once in the study."," @article{Kay_2025, title={Assessing Conspiracist Ideation Reliably, Validly, and Efficiently: A Psychometric Comparison of Five Short-Form Measures}, ISSN={1552-3489}, url={http://dx.doi.org/10.1177/10731911251319933}, DOI={10.1177/10731911251319933}, journal={Assessment}, publisher={SAGE Publications}, author={Kay, Cameron S. and Slovic, Paul}, year={2025}, month=mar }
"
