table,columns,contributor,generated
bicb-j_ishiguro_2025,Notes,automated,2026-09-07
cure_data,-DOI (for paper); DOI (for data),automated,2026-09-07
baquerotomas_2026_pil,-DOI (for paper); DOI (for data),automated,2026-09-07
baquerotomas_2026_spsi,-DOI (for paper); DOI (for data),automated,2026-09-07
bialowolski_2024_financial_literacy,-DOI (for paper); DOI (for data),automated,2026-09-07
cao_2026_cdss_cognitive_load,-DOI (for paper); DOI (for data),automated,2026-09-07
cao_2026_cdss_intention_to_use,-DOI (for paper); DOI (for data),automated,2026-09-07
cao_2026_cdss_perceived_autonomy,-DOI (for paper); DOI (for data),automated,2026-09-07
cao_2026_cdss_professional_knowledge,-DOI (for paper); DOI (for data),automated,2026-09-07
cavojova_2017_cfc,-DOI (for paper); DOI (for data),automated,2026-09-07
choi_2026_cmsce_2019_1,-DOI (for paper); DOI (for data),automated,2026-09-07
choi_2026_cmsce_2019_2,-DOI (for paper); DOI (for data),automated,2026-09-07
choi_2026_cmsce_2020_1,-DOI (for paper); DOI (for data),automated,2026-09-07
choi_2026_cmsce_2020_2,-DOI (for paper); DOI (for data),automated,2026-09-07
choi_2026_cmsce_2021_1,-DOI (for paper); DOI (for data),automated,2026-09-07
choi_2026_cmsce_2021_2,-DOI (for paper); DOI (for data),automated,2026-09-07
cosenza_2015_cfc,-DOI (for paper); DOI (for data),automated,2026-09-07
demirbag_2025_emotions,-DOI (for paper); DOI (for data),automated,2026-09-07
demirbag_2025_epistemological_beliefs,-DOI (for paper); DOI (for data),automated,2026-09-07
demirbag_2025_goal_orientations,-DOI (for paper); DOI (for data),automated,2026-09-07
hochsteiner_2026_sustainability_relevance,-DOI (for paper); DOI (for data),automated,2026-09-07
manolika_2021_dirty_dozen,-DOI (for paper); DOI (for data),automated,2026-09-07
manolika_2021_mini_ipip,-DOI (for paper); DOI (for data),automated,2026-09-07
manolika_2021_movie_preferences,-DOI (for paper); DOI (for data),automated,2026-09-07
manolika_2021_reading_preferences,-DOI (for paper); DOI (for data),automated,2026-09-07
okoro_2022_interest_inventory,-DOI (for paper); DOI (for data),automated,2026-09-07
perales_2026_digital_financial_literacy,-DOI (for paper); DOI (for data),automated,2026-09-07
perales_2026_financial_resilience,-DOI (for paper); DOI (for data),automated,2026-09-07
redline_2026_prosbq,-DOI (for paper); DOI (for data),automated,2026-09-07
rogers_2021_financial_knowledge,-DOI (for paper); DOI (for data),automated,2026-09-07
xu_2023_hi,-DOI (for paper); DOI (for data),automated,2026-09-07
xu_2023_mi,-DOI (for paper); DOI (for data),automated,2026-09-07
xu_2023_oic,-DOI (for paper); DOI (for data),automated,2026-09-07
xu_2023_pca,-DOI (for paper); DOI (for data),automated,2026-09-07
mboya_2020_gds15,-DOI (for paper); DOI (for data),automated,2026-09-07
eyrenci_2025_mental_health_literacy,-DOI (for paper); DOI (for data),automated,2026-09-07
zhang_2026_ecosystem_services,-DOI (for paper); DOI (for data),automated,2026-09-07
zhang_2026_tourist_wellbeing,-DOI (for paper); DOI (for data),automated,2026-09-07
zhang_2026_healthy_attitude,-DOI (for paper); DOI (for data),automated,2026-09-07
zhang_2026_ecological_values,-DOI (for paper); DOI (for data),automated,2026-09-07
koksal_2023_psycap,-DOI (for paper); DOI (for data),automated,2026-09-07
koksal_2023_life_satisfaction,-DOI (for paper); DOI (for data),automated,2026-09-07
koksal_2023_work_depression,-DOI (for paper); DOI (for data),automated,2026-09-07
szabo_2025_passion,-DOI (for paper); DOI (for data),automated,2026-09-07
szabo_2025_wellbeing,-DOI (for paper); DOI (for data),automated,2026-09-07
szabo_2025_molbi,-DOI (for paper); DOI (for data),automated,2026-09-07
szabo_2025_bwas,-DOI (for paper); DOI (for data),automated,2026-09-07
szabo_2025_work_addiction,-DOI (for paper); DOI (for data),automated,2026-09-07
szabo_2025_family_conflict,-DOI (for paper); DOI (for data),automated,2026-09-07
szabo_2025_work_conflict,-DOI (for paper); DOI (for data),automated,2026-09-07
szabo_2025_pss4,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_aktif_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_bagmsz_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_basrmaarzu_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_belirsiz_kac,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_bskdaykontrol_odak,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_gecmis_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_guc_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_ickontrol_odak,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_ikyoz_yeterlk,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_issahp_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_kazanc_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_kimlik_com,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_kimlik_dar,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_kimlik_miss,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_oz_norm,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_risk_algi,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_risk_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_sansdaykontrol_odak,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_statu_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_sureklgel_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_tmlamacoz_yeterlk,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_toplmfayd_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_urunpazgeloz_yeterlk,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_yatrmciliskoz_yeterlk,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_yencevolsoz_yeterlk,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_zorbasetoz_yeterlk,-DOI (for paper); DOI (for data),automated,2026-09-07
avci_2024_zorunluluk_gir_yonel,-DOI (for paper); DOI (for data),automated,2026-09-07
celik_2026_academic_motivation,-DOI (for paper); DOI (for data),automated,2026-09-07
celik_2026_bfi,-DOI (for paper); DOI (for data),automated,2026-09-07
celik_2026_bpns,-DOI (for paper); DOI (for data),automated,2026-09-07
celik_2026_distance_ed_attitudes_16,-DOI (for paper); DOI (for data),automated,2026-09-07
celik_2026_distance_ed_attitudes_26,-DOI (for paper); DOI (for data),automated,2026-09-07
celik_2026_tipi,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2026_ai,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2026_bi,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2026_ch,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2026_ee,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2026_ie,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2026_il,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2026_in,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2026_ir,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2026_pr,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2026_rf,-DOI (for paper); DOI (for data),automated,2026-09-07
clipa_2025_mslq,-DOI (for paper); DOI (for data),automated,2026-09-07
dai_2025_music_motivation,-DOI (for paper); DOI (for data),automated,2026-09-07
erguvan_2022_questionnaire,-DOI (for paper); DOI (for data),automated,2026-09-07
figalova_2021_bdi,-DOI (for paper); DOI (for data),automated,2026-09-07
figalova_2021_pss,-DOI (for paper); DOI (for data),automated,2026-09-07
figalova_2021_stai_state,-DOI (for paper); DOI (for data),automated,2026-09-07
figalova_2021_stai_trait,-DOI (for paper); DOI (for data),automated,2026-09-07
fraijo_2022_mslq,-DOI (for paper); DOI (for data),automated,2026-09-07
hoai_2026_academic_achievement,-DOI (for paper); DOI (for data),automated,2026-09-07
hoai_2026_cognitive_presence,-DOI (for paper); DOI (for data),automated,2026-09-07
hoai_2026_instructional_design_quality,-DOI (for paper); DOI (for data),automated,2026-09-07
hoai_2026_learning_experience,-DOI (for paper); DOI (for data),automated,2026-09-07
hoai_2026_social_presence,-DOI (for paper); DOI (for data),automated,2026-09-07
hoai_2026_student_engagement,-DOI (for paper); DOI (for data),automated,2026-09-07
hoai_2026_teaching_presence,-DOI (for paper); DOI (for data),automated,2026-09-07
khoa_2023_assurance,-DOI (for paper); DOI (for data),automated,2026-09-07
khoa_2023_knowledge_acquisition,-DOI (for paper); DOI (for data),automated,2026-09-07
khoa_2023_knowledge_dissemination,-DOI (for paper); DOI (for data),automated,2026-09-07
khoa_2023_knowledge_use,-DOI (for paper); DOI (for data),automated,2026-09-07
khoa_2023_teaching_materials,-DOI (for paper); DOI (for data),automated,2026-09-07
khulwa_2025_algorithm_awareness,-DOI (for paper); DOI (for data),automated,2026-09-07
khulwa_2025_engagement,-DOI (for paper); DOI (for data),automated,2026-09-07
khulwa_2025_motivation_1,-DOI (for paper); DOI (for data),automated,2026-09-07
khulwa_2025_motivation_2,-DOI (for paper); DOI (for data),automated,2026-09-07
khulwa_2025_motivation_3,-DOI (for paper); DOI (for data),automated,2026-09-07
khulwa_2025_motivation_4,-DOI (for paper); DOI (for data),automated,2026-09-07
lee_2019_academic_motivation_scale,-DOI (for paper); DOI (for data),automated,2026-09-07
lestari_2026_cognitive_flexibility,-DOI (for paper); DOI (for data),automated,2026-09-07
lestari_2026_inhibitory_control,-DOI (for paper); DOI (for data),automated,2026-09-07
lestari_2026_working_memory,-DOI (for paper); DOI (for data),automated,2026-09-07
lozano_2018_cognition,-DOI (for paper); DOI (for data),automated,2026-09-07
lozano_2018_getting_along,-DOI (for paper); DOI (for data),automated,2026-09-07
lozano_2018_life_activities,-DOI (for paper); DOI (for data),automated,2026-09-07
lozano_2018_mobility,-DOI (for paper); DOI (for data),automated,2026-09-07
lozano_2018_participation,-DOI (for paper); DOI (for data),automated,2026-09-07
lozano_2018_self_care,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_autonomy_academic_motivation,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_autonomy_academic_pressure,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_autonomy_family_factors,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_autonomy_school_autonomy_support,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_autonomy_student_choice,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_autonomy_student_ownership,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_autonomy_student_voice,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_misfit_academic_performance,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_misfit_learning_misfit,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_misfit_learning_motivation,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_misfit_learning_satisfaction,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_misfit_technostress,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_sdt_academic_motivation,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_sdt_autonomy,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_sdt_competence,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_sdt_mental_health,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_sdt_perceived_performance,-DOI (for paper); DOI (for data),automated,2026-09-07
nguyen_2026_sdt_relatedness,-DOI (for paper); DOI (for data),automated,2026-09-07
pham_2026_bsgt,-DOI (for paper); DOI (for data),automated,2026-09-07
pham_2026_bsth,-DOI (for paper); DOI (for data),automated,2026-09-07
pham_2026_bsyn,-DOI (for paper); DOI (for data),automated,2026-09-07
pham_2026_gp,-DOI (for paper); DOI (for data),automated,2026-09-07
pham_2026_ktscx,-DOI (for paper); DOI (for data),automated,2026-09-07
pham_2026_ktslh,-DOI (for paper); DOI (for data),automated,2026-09-07
pham_2026_ktsth,-DOI (for paper); DOI (for data),automated,2026-09-07
pham_2026_thbt,-DOI (for paper); DOI (for data),automated,2026-09-07
ramadan_2026_ai_awareness,-DOI (for paper); DOI (for data),automated,2026-09-07
ramadan_2026_applied_practice,-DOI (for paper); DOI (for data),automated,2026-09-07
ramadan_2026_attitudes,-DOI (for paper); DOI (for data),automated,2026-09-07
ramadan_2026_perceived_competence,-DOI (for paper); DOI (for data),automated,2026-09-07
ribeiro_2019_academic_motivation,-DOI (for paper); DOI (for data),automated,2026-09-07
saha_2026_cesd,-DOI (for paper); DOI (for data),automated,2026-09-07
ventura_2025_quadrant_a,-DOI (for paper); DOI (for data),automated,2026-09-07
ventura_2025_quadrant_b,-DOI (for paper); DOI (for data),automated,2026-09-07
ventura_2025_quadrant_c,-DOI (for paper); DOI (for data),automated,2026-09-07
ventura_2025_quadrant_d,-DOI (for paper); DOI (for data),automated,2026-09-07
yao_2020_bai,-DOI (for paper); DOI (for data),automated,2026-09-07
yao_2020_bdi,-DOI (for paper); DOI (for data),automated,2026-09-07
yao_2020_epq,-DOI (for paper); DOI (for data),automated,2026-09-07
yao_2020_gad,-DOI (for paper); DOI (for data),automated,2026-09-07
yao_2020_ius,-DOI (for paper); DOI (for data),automated,2026-09-07
yao_2020_pswq,-DOI (for paper); DOI (for data),automated,2026-09-07
onah_2021_covid_knowledge,-DOI (for paper); DOI (for data),automated,2026-09-07
onah_2021_covid_info_sources,-DOI (for paper); DOI (for data),automated,2026-09-07
floreskanter_2021_cerq,-DOI (for paper); DOI (for data),automated,2026-09-07
kalczajanosi_2021_covid_fear,-DOI (for paper); DOI (for data),automated,2026-09-07
kalczajanosi_2021_vaccine_skepticism,-DOI (for paper); DOI (for data),automated,2026-09-07
kalczajanosi_2021_covid_risk,-DOI (for paper); DOI (for data),automated,2026-09-07
risticdedic_2025_dhq_importance,-DOI (for paper); DOI (for data),automated,2026-09-07
risticdedic_2025_dhq_currentstate,-DOI (for paper); DOI (for data),automated,2026-09-07
risticdedic_2025_dhq_expectation,-DOI (for paper); DOI (for data),automated,2026-09-07
benchelbi_2021_mtq48,-DOI (for paper); DOI (for data),automated,2026-09-07
huang_2023_medseq,-DOI (for paper); DOI (for data),automated,2026-09-07
ilic_2019_whoqol_bref,-DOI (for paper); DOI (for data),automated,2026-09-07
livacicrojas_2023_lvq,-DOI (for paper); DOI (for data),automated,2026-09-07
woodall_2020_bfi44,-DOI (for paper); DOI (for data),automated,2026-09-07
rodriguezsantero_2024_sats36,-DOI (for paper); DOI (for data),automated,2026-09-07
atik_2026_climate_anxiety,-DOI (for paper); DOI (for data),automated,2026-09-07
atik_2026_psych_resilience,-DOI (for paper); DOI (for data),automated,2026-09-07
daderman_2023_wis,-DOI (for paper); DOI (for data),automated,2026-09-07
daderman_2023_naq_r,-DOI (for paper); DOI (for data),automated,2026-09-07
hahn_2025_sqc,-DOI (for paper); DOI (for data),automated,2026-09-07
alqerem_2024_diabetic_health_literacy,-DOI (for paper); DOI (for data),automated,2026-09-07
antunez_2013_rmeq,-DOI (for paper); DOI (for data),automated,2026-09-07
antunez_2013_tmms24,-DOI (for paper); DOI (for data),automated,2026-09-07
apaza_2026_meim_r,-DOI (for paper); DOI (for data),automated,2026-09-07
apaza_2026_sdo,-DOI (for paper); DOI (for data),automated,2026-09-07
apaza_2026_self_esteem,-DOI (for paper); DOI (for data),automated,2026-09-07
kotsou_2016_bdi,-DOI (for paper); DOI (for data),automated,2026-09-07
kotsou_2016_happiness,-DOI (for paper); DOI (for data),automated,2026-09-07
kotsou_2016_life_satisfaction,-DOI (for paper); DOI (for data),automated,2026-09-07
kotsou_2016_panas,-DOI (for paper); DOI (for data),automated,2026-09-07
kotsou_2016_plc,-DOI (for paper); DOI (for data),automated,2026-09-07
kotsou_2016_scs,-DOI (for paper); DOI (for data),automated,2026-09-07
matosaslopez_2022_bars_teaching,-DOI (for paper); DOI (for data),automated,2026-09-07
matosaslopez_2024_questionnaire_quality,-DOI (for paper); DOI (for data),automated,2026-09-07
matosaslopez_2024_teacher_assessment,-DOI (for paper); DOI (for data),automated,2026-09-07
nurjanah_2019_hls47,-DOI (for paper); DOI (for data),automated,2026-09-07
prihastiwi_2026_adcap,-DOI (for paper); DOI (for data),automated,2026-09-07
sekowski_2025_mast,-DOI (for paper); DOI (for data),automated,2026-09-07
sekowski_2025_pies,-DOI (for paper); DOI (for data),automated,2026-09-07
tu_2022_achievement_motivation,-DOI (for paper); DOI (for data),automated,2026-09-07
wicherts_2023_5pft,-DOI (for paper); DOI (for data),automated,2026-09-07
alkhaldi_2023_whoqol_autism,-DOI (for paper); DOI (for data),automated,2026-09-07
chatzoudes_2021_emotional_exhaustion,-DOI (for paper); DOI (for data),automated,2026-09-07
chatzoudes_2021_ethical_leadership,-DOI (for paper); DOI (for data),automated,2026-09-07
chatzoudes_2021_job_satisfaction,-DOI (for paper); DOI (for data),automated,2026-09-07
chatzoudes_2021_service_delivery,-DOI (for paper); DOI (for data),automated,2026-09-07
chatzoudes_2021_trust,-DOI (for paper); DOI (for data),automated,2026-09-07
chatzoudes_2021_turnover_intention,-DOI (for paper); DOI (for data),automated,2026-09-07
li_2026_coach_leadership,-DOI (for paper); DOI (for data),automated,2026-09-07
li_2026_sport_commitment,-DOI (for paper); DOI (for data),automated,2026-09-07
li_2026_team_cohesion,-DOI (for paper); DOI (for data),automated,2026-09-07
turpochaparro_2026_family_communication,-DOI (for paper); DOI (for data),automated,2026-09-07
turpochaparro_2026_self_esteem,-DOI (for paper); DOI (for data),automated,2026-09-07
turpochaparro_2026_social_network_addiction,-DOI (for paper); DOI (for data),automated,2026-09-07
wu_2024_achievement_emotions,-DOI (for paper); DOI (for data),automated,2026-09-07
ysladomendez_2023_mbi,-DOI (for paper); DOI (for data),automated,2026-09-07
baekgaard_2023_autonomy_loss,-DOI (for paper); DOI (for data),automated,2026-09-07
baekgaard_2023_compliance,-DOI (for paper); DOI (for data),automated,2026-09-07
baekgaard_2023_learning,-DOI (for paper); DOI (for data),automated,2026-09-07
baekgaard_2023_mastery,-DOI (for paper); DOI (for data),automated,2026-09-07
baekgaard_2023_stigma,-DOI (for paper); DOI (for data),automated,2026-09-07
baekgaard_2023_stress,-DOI (for paper); DOI (for data),automated,2026-09-07
hernandezmantilla_2024_cfni,-DOI (for paper); DOI (for data),automated,2026-09-07
hernandezmantilla_2024_cmni,-DOI (for paper); DOI (for data),automated,2026-09-07
lapietra_2026_volcanic_risk_perception,-DOI (for paper); DOI (for data),automated,2026-09-07
osorio_2023_dos,-DOI (for paper); DOI (for data),automated,2026-09-07
silva_2022_crsy,-DOI (for paper); DOI (for data),automated,2026-09-07
skarzauskiene_2026_attitudes_science,-DOI (for paper); DOI (for data),automated,2026-09-07
skarzauskiene_2026_big_five,-DOI (for paper); DOI (for data),automated,2026-09-07
skarzauskiene_2026_fake_news_agree,-DOI (for paper); DOI (for data),automated,2026-09-07
skarzauskiene_2026_fake_news_frequency,-DOI (for paper); DOI (for data),automated,2026-09-07
skarzauskiene_2026_information_sources,-DOI (for paper); DOI (for data),automated,2026-09-07
skarzauskiene_2026_science_behaviors,-DOI (for paper); DOI (for data),automated,2026-09-07
skarzauskiene_2026_science_engagement,-DOI (for paper); DOI (for data),automated,2026-09-07
skarzauskiene_2026_social_trust,-DOI (for paper); DOI (for data),automated,2026-09-07
skarzauskiene_2026_trust_science,-DOI (for paper); DOI (for data),automated,2026-09-07
ye_2025_jl,-DOI (for paper); DOI (for data),automated,2026-09-07
ye_2025_mm,-DOI (for paper); DOI (for data),automated,2026-09-07
ye_2025_tq,-DOI (for paper); DOI (for data),automated,2026-09-07
ye_2025_xc,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_ae,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_cc,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_cg,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_cotah,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_cr,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_ds,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_ec,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_je,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_kc,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_kd,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_sc,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_smu,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_spe,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_tot,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_ts,-DOI (for paper); DOI (for data),automated,2026-09-07
chen_2024_uf,-DOI (for paper); DOI (for data),automated,2026-09-07
estevez_2021_actitu,-DOI (for paper); DOI (for data),automated,2026-09-07
estevez_2021_feepad,-DOI (for paper); DOI (for data),automated,2026-09-07
estevez_2021_feepr,-DOI (for paper); DOI (for data),automated,2026-09-07
estevez_2021_gest,-DOI (for paper); DOI (for data),automated,2026-09-07
estevez_2021_homework_engagement,-DOI (for paper); DOI (for data),automated,2026-09-07
estevez_2021_inter,-DOI (for paper); DOI (for data),automated,2026-09-07
estevez_2021_math_attitudes,-DOI (for paper); DOI (for data),automated,2026-09-07
estevez_2021_motiv,-DOI (for paper); DOI (for data),automated,2026-09-07
soderberg_2024_academic_selfefficacy,-DOI (for paper); DOI (for data),automated,2026-09-07
soderberg_2024_esm_affect,-DOI (for paper); DOI (for data),automated,2026-09-07
soderberg_2024_esm_lecture,-DOI (for paper); DOI (for data),automated,2026-09-07
soderberg_2024_esm_morning,-DOI (for paper); DOI (for data),automated,2026-09-07
soderberg_2024_family_support,-DOI (for paper); DOI (for data),automated,2026-09-07
soderberg_2024_general_selfefficacy,-DOI (for paper); DOI (for data),automated,2026-09-07
soderberg_2024_peer_support,-DOI (for paper); DOI (for data),automated,2026-09-07
soderberg_2024_teacher_support,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_ai_acceptance,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_data_disclosure,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_data_security,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_discourse_responsibility,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_facebook_uses,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_internet_use_frequency,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_legality_beliefs,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_manipulation_fear,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_news_consumption,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_news_source_frequency,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_news_source_trust,-DOI (for paper); DOI (for data),automated,2026-09-07
torok_2025_social_media_effects,-DOI (for paper); DOI (for data),automated,2026-09-07
