table,collection,basis
chile_2023_social-welfare-survey_a,longitudinal,rule:meta:longitudinal
chile_2023_social-welfare-survey_ee,longitudinal,rule:meta:longitudinal
chile_2023_social-welfare-survey_f,longitudinal,rule:meta:longitudinal
chile_2023_social-welfare-survey_g,longitudinal,rule:meta:longitudinal
chile_2023_social-welfare-survey_h,longitudinal,rule:meta:longitudinal
chile_2023_social-welfare-survey_oo,longitudinal,rule:meta:longitudinal
chile_2023_social-welfare-survey_rr,longitudinal,rule:meta:longitudinal
chile_2023_social-welfare-survey_ss,longitudinal,rule:meta:longitudinal
chile_2023_social-welfare-survey_u,longitudinal,rule:meta:longitudinal
chile_2023_social-welfare-survey_vv,longitudinal,rule:meta:longitudinal
chile_2023_social-welfare-survey_yy,longitudinal,rule:meta:longitudinal
cinar_tanriverdi_2023_gad7,longitudinal,rule:meta:longitudinal
cinar_tanriverdi_2023_pmss,longitudinal,rule:meta:longitudinal
cmq_kay_2025,longitudinal,rule:meta:longitudinal
COACH_Chen_2022_ADL,longitudinal,rule:meta:longitudinal
COACH_Chen_2022_HDRS,longitudinal,rule:meta:longitudinal
COACH_Chen_2022_IADL,longitudinal,rule:meta:longitudinal
COACH_Chen_2022_MOS_SSS_C,longitudinal,rule:meta:longitudinal
COACH_Chen_2022_PHQ9,longitudinal,rule:meta:longitudinal
COACH_Chen_2022_SNS,longitudinal,rule:meta:longitudinal
COACH_Chen_2022_treatmentStigma,longitudinal,rule:meta:longitudinal
COACH_Chen_2022_WHOQOL_BREF,longitudinal,rule:meta:longitudinal
conner_2017_cesd,longitudinal,rule:meta:longitudinal
conner_2017_curiosity,longitudinal,rule:meta:longitudinal
conner_2017_flourishing,longitudinal,rule:meta:longitudinal
conner_2017_hads_anxiety,longitudinal,rule:meta:longitudinal
conner_2017_lot,longitudinal,rule:meta:longitudinal
conner_2017_vitality,longitudinal,rule:meta:longitudinal
covid_travel_mackenzie_2021,longitudinal,rule:meta:longitudinal
cox_2024_feedback_perceptions,longitudinal,rule:meta:longitudinal
cud_stone2024,longitudinal,rule:meta:longitudinal
curiosity_stone_2022_fns,longitudinal,rule:meta:longitudinal
curiosity_stone_2022_invol,longitudinal,rule:meta:longitudinal
curiosity_stone_2022_var,longitudinal,rule:meta:longitudinal
dahlstrom_2022_scoare,longitudinal,rule:meta:longitudinal
debacker_2018_decisionjustification,longitudinal,rule:meta:longitudinal
debacker_2018_justice_appraisal,longitudinal,rule:meta:longitudinal
dejesus_2017_gpm,longitudinal,rule:meta:longitudinal
dejesus_2017_lequesne,longitudinal,rule:meta:longitudinal
dejesus_2017_sf36,longitudinal,rule:meta:longitudinal
dejesus_2017_womac,longitudinal,rule:meta:longitudinal
derubeis_2017_arsq,longitudinal,rule:meta:longitudinal
derubeis_2017_bdi,longitudinal,rule:meta:longitudinal
development_delay_anunciacao_asqse,longitudinal,rule:meta:longitudinal
development_delay_anunciacao_concerns,longitudinal,rule:meta:longitudinal
double_marking_steele_2022,longitudinal,rule:meta:longitudinal
dscore_bayley_weber_2019,longitudinal,rule:meta:longitudinal
dscore_dutch_weber_2019,longitudinal,rule:meta:longitudinal
dscore_griffiths_weber_2019,longitudinal,rule:meta:longitudinal
dscore_vineland_weber_2019,longitudinal,rule:meta:longitudinal
duong_2025_tbl_confidence,longitudinal,rule:meta:longitudinal
duong_2025_tbl_experience,longitudinal,rule:meta:longitudinal
dwyer_2019_clinton_cesd,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_american_dream,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_belong,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_disability_identity,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_efficacy,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_exploit,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_idea,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_marriage_attitudes,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_marriage_identity_allocation,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_mindful,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_moa1,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_moa2,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_npi,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_physsx,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_socmedia,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_stress,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_support,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_swb,longitudinal,rule:meta:longitudinal
eammi_grahe_2018_transgressions,longitudinal,rule:meta:longitudinal
ehealth_rioux_2025_abiliti,longitudinal,rule:meta:longitudinal
ehealth_rioux_2025_beam,longitudinal,rule:meta:longitudinal
ehealth_rioux_2025_gad,longitudinal,rule:meta:longitudinal
ehealth_rioux_2025_mssps,longitudinal,rule:meta:longitudinal
ehealth_rioux_2025_pci,longitudinal,rule:meta:longitudinal
ehealth_rioux_2025_phq,longitudinal,rule:meta:longitudinal
ehealth_rioux_2025_rse,longitudinal,rule:meta:longitudinal
ehealth_rioux_2025_rses,longitudinal,rule:meta:longitudinal
ehealth_rioux_2025_triplep,longitudinal,rule:meta:longitudinal
enkavi_2019_ant_flanker,longitudinal,rule:meta:longitudinal
enkavi_2019_dpx_axcpt,longitudinal,rule:meta:longitudinal
enkavi_2019_gonogo,longitudinal,rule:meta:longitudinal
enkavi_2019_navon,longitudinal,rule:meta:longitudinal
enkavi_2019_simon,longitudinal,rule:meta:longitudinal
enkavi_2019_stopsignal,longitudinal,rule:meta:longitudinal
enkavi_2019_stroop,longitudinal,rule:meta:longitudinal
enkavi_2019_taskswitch,longitudinal,rule:meta:longitudinal
evans_2023_vaccination_norms,longitudinal,rule:meta:longitudinal
evans_2023_vaccine_hesitancy,longitudinal,rule:meta:longitudinal
evpromisi_stone_2021_ddedanx,longitudinal,rule:meta:longitudinal
evpromisi_stone_2021_ddeddep,longitudinal,rule:meta:longitudinal
evpromisi_stone_2021_ddpainin,longitudinal,rule:meta:longitudinal
FACIT_YOUNT_2021_clinic10,longitudinal,rule:meta:longitudinal
FACIT_YOUNT_2021_crqsasx,longitudinal,rule:meta:longitudinal
FACIT_YOUNT_2021_hadsx,longitudinal,rule:meta:longitudinal
FACIT_YOUNT_2021_limitations,longitudinal,rule:meta:longitudinal
FEDSP_Trzcinska_2023_PSPCSA,longitudinal,rule:meta:longitudinal
firstborn_personality,longitudinal,rule:meta:longitudinal
florida_twins_auth,longitudinal,rule:meta:longitudinal
florida_twins_cads,longitudinal,rule:meta:longitudinal
florida_twins_chaos,longitudinal,rule:meta:longitudinal
florida_twins_class,longitudinal,rule:meta:longitudinal
florida_twins_dbi,longitudinal,rule:meta:longitudinal
florida_twins_dweck,longitudinal,rule:meta:longitudinal
florida_twins_friends,longitudinal,rule:meta:longitudinal
florida_twins_game,longitudinal,rule:meta:longitudinal
florida_twins_grades,longitudinal,rule:meta:longitudinal
florida_twins_grit,longitudinal,rule:meta:longitudinal
florida_twins_hwk,longitudinal,rule:meta:longitudinal
florida_twins_leq,longitudinal,rule:meta:longitudinal
florida_twins_media,longitudinal,rule:meta:longitudinal
florida_twins_nes,longitudinal,rule:meta:longitudinal
florida_twins_pals,longitudinal,rule:meta:longitudinal
florida_twins_panas,longitudinal,rule:meta:longitudinal
florida_twins_par,longitudinal,rule:meta:longitudinal
florida_twins_read,longitudinal,rule:meta:longitudinal
florida_twins_sch,longitudinal,rule:meta:longitudinal
florida_twins_tech,longitudinal,rule:meta:longitudinal
foundationalassist_worden_2026,longitudinal,rule:meta:longitudinal
friedman_2018_risks_discrimination,longitudinal,rule:meta:longitudinal
friedman_2018_risks_government,longitudinal,rule:meta:longitudinal
ftna_kasper_2022,longitudinal,rule:meta:longitudinal
gad_BrummerHoffman_2021,longitudinal,rule:meta:longitudinal
gao_2022_emotional_resilience,longitudinal,rule:meta:longitudinal
gao_2022_pss10,longitudinal,rule:meta:longitudinal
gao_2022_scsq,longitudinal,rule:meta:longitudinal
gao_2022_stress_response,longitudinal,rule:meta:longitudinal
gcb5_2025,longitudinal,rule:meta:longitudinal
gerber_2022_altruism,longitudinal,rule:meta:longitudinal
gerber_2022_eas_temperament,longitudinal,rule:meta:longitudinal
gerber_2022_self_esteem,longitudinal,rule:meta:longitudinal
gerber_2022_selfesteem,longitudinal,rule:meta:longitudinal
germann_2026_environment,longitudinal,rule:meta:longitudinal
germann_2026_immigration,longitudinal,rule:meta:longitudinal
germann_2026_national_identity,longitudinal,rule:meta:longitudinal
germann_2026_redistribution,longitudinal,rule:meta:longitudinal
germann_2026_state_intervention,longitudinal,rule:meta:longitudinal
gholami_2017_periodontal_knowledge,longitudinal,rule:meta:longitudinal
gilbert_meta_101,longitudinal,rule:meta:longitudinal
gilbert_meta_105,longitudinal,rule:meta:longitudinal
gilbert_meta_106,longitudinal,rule:meta:longitudinal
gilbert_meta_107,longitudinal,rule:meta:longitudinal
gilbert_meta_108,longitudinal,rule:meta:longitudinal
gilbert_meta_112,longitudinal,rule:meta:longitudinal
gilbert_meta_113,longitudinal,rule:meta:longitudinal
gilbert_meta_13,longitudinal,rule:meta:longitudinal
gilbert_meta_14,longitudinal,rule:meta:longitudinal
gilbert_meta_16,longitudinal,rule:meta:longitudinal
gilbert_meta_17,longitudinal,rule:meta:longitudinal
gilbert_meta_18,longitudinal,rule:meta:longitudinal
gilbert_meta_19,longitudinal,rule:meta:longitudinal
gilbert_meta_20,longitudinal,rule:meta:longitudinal
gilbert_meta_21,longitudinal,rule:meta:longitudinal
gilbert_meta_22,longitudinal,rule:meta:longitudinal
gilbert_meta_23,longitudinal,rule:meta:longitudinal
gilbert_meta_24,longitudinal,rule:meta:longitudinal
gilbert_meta_25,longitudinal,rule:meta:longitudinal
gilbert_meta_26,longitudinal,rule:meta:longitudinal
gilbert_meta_27,longitudinal,rule:meta:longitudinal
gilbert_meta_28,longitudinal,rule:meta:longitudinal
gilbert_meta_29,longitudinal,rule:meta:longitudinal
gilbert_meta_30,longitudinal,rule:meta:longitudinal
gilbert_meta_31,longitudinal,rule:meta:longitudinal
gilbert_meta_32,longitudinal,rule:meta:longitudinal
gilbert_meta_33,longitudinal,rule:meta:longitudinal
gilbert_meta_34,longitudinal,rule:meta:longitudinal
gilbert_meta_35,longitudinal,rule:meta:longitudinal
gilbert_meta_36,longitudinal,rule:meta:longitudinal
gilbert_meta_4,longitudinal,rule:meta:longitudinal
gilbert_meta_40,longitudinal,rule:meta:longitudinal
gilbert_meta_41,longitudinal,rule:meta:longitudinal
gilbert_meta_42,longitudinal,rule:meta:longitudinal
gilbert_meta_43,longitudinal,rule:meta:longitudinal
gilbert_meta_44,longitudinal,rule:meta:longitudinal
gilbert_meta_45,longitudinal,rule:meta:longitudinal
gilbert_meta_46,longitudinal,rule:meta:longitudinal
gilbert_meta_47,longitudinal,rule:meta:longitudinal
gilbert_meta_48,longitudinal,rule:meta:longitudinal
gilbert_meta_49,longitudinal,rule:meta:longitudinal
gilbert_meta_5,longitudinal,rule:meta:longitudinal
gilbert_meta_50,longitudinal,rule:meta:longitudinal
gilbert_meta_51,longitudinal,rule:meta:longitudinal
gilbert_meta_52,longitudinal,rule:meta:longitudinal
gilbert_meta_53,longitudinal,rule:meta:longitudinal
gilbert_meta_54,longitudinal,rule:meta:longitudinal
gilbert_meta_56,longitudinal,rule:meta:longitudinal
gilbert_meta_57,longitudinal,rule:meta:longitudinal
gilbert_meta_58,longitudinal,rule:meta:longitudinal
gilbert_meta_59,longitudinal,rule:meta:longitudinal
gilbert_meta_6,longitudinal,rule:meta:longitudinal
gilbert_meta_60,longitudinal,rule:meta:longitudinal
gilbert_meta_61,longitudinal,rule:meta:longitudinal
gilbert_meta_62,longitudinal,rule:meta:longitudinal
gilbert_meta_63,longitudinal,rule:meta:longitudinal
gilbert_meta_65,longitudinal,rule:meta:longitudinal
gilbert_meta_66,longitudinal,rule:meta:longitudinal
gilbert_meta_67,longitudinal,rule:meta:longitudinal
gilbert_meta_68,longitudinal,rule:meta:longitudinal
gilbert_meta_69,longitudinal,rule:meta:longitudinal
gilbert_meta_70,longitudinal,rule:meta:longitudinal
gilbert_meta_71,longitudinal,rule:meta:longitudinal
gilbert_meta_72,longitudinal,rule:meta:longitudinal
gilbert_meta_73,longitudinal,rule:meta:longitudinal
gilbert_meta_74,longitudinal,rule:meta:longitudinal
gilbert_meta_75,longitudinal,rule:meta:longitudinal
gilbert_meta_76,longitudinal,rule:meta:longitudinal
gilbert_meta_77,longitudinal,rule:meta:longitudinal
gilbert_meta_78,longitudinal,rule:meta:longitudinal
gilbert_meta_79,longitudinal,rule:meta:longitudinal
gilbert_meta_80,longitudinal,rule:meta:longitudinal
gilbert_meta_81,longitudinal,rule:meta:longitudinal
gilbert_meta_82,longitudinal,rule:meta:longitudinal
gilbert_meta_83,longitudinal,rule:meta:longitudinal
gilbert_meta_84,longitudinal,rule:meta:longitudinal
gilbert_meta_85,longitudinal,rule:meta:longitudinal
gilbert_meta_86,longitudinal,rule:meta:longitudinal
gilbert_meta_87,longitudinal,rule:meta:longitudinal
gilbert_meta_88,longitudinal,rule:meta:longitudinal
gilbert_meta_89,longitudinal,rule:meta:longitudinal
gilbert_meta_9,longitudinal,rule:meta:longitudinal
gilbert_meta_90,longitudinal,rule:meta:longitudinal
gilbert_meta_91,longitudinal,rule:meta:longitudinal
gilbert_meta_92,longitudinal,rule:meta:longitudinal
gilbert_meta_93,longitudinal,rule:meta:longitudinal
gilbert_meta_94,longitudinal,rule:meta:longitudinal
gilbert_meta_95,longitudinal,rule:meta:longitudinal
gilbert_meta_96,longitudinal,rule:meta:longitudinal
gilbert_meta_97,longitudinal,rule:meta:longitudinal
gilbert_meta_98,longitudinal,rule:meta:longitudinal
gilbert_meta_99,longitudinal,rule:meta:longitudinal
gizaw_2023_phq9,longitudinal,rule:meta:longitudinal
gmc_kay_2025,longitudinal,rule:meta:longitudinal
grant_2018_ersq,longitudinal,rule:meta:longitudinal
grit_BrummerHoffman_2021,longitudinal,rule:meta:longitudinal
haehner_2026_personality_subsaharan_b2i,longitudinal,rule:meta:longitudinal
haehner_2026_personality_subsaharan_ecq,longitudinal,rule:meta:longitudinal
hen-herbst_2025_family_qol,longitudinal,rule:meta:longitudinal
hen-herbst_2025_family_routine_freq,longitudinal,rule:meta:longitudinal
hen-herbst_2025_family_routine_import,longitudinal,rule:meta:longitudinal
himmelstein-admc_raw-2025,longitudinal,rule:meta:longitudinal
himmelstein-cognitive_reflection-2025,longitudinal,rule:meta:longitudinal
himmelstein-impossible_question-2025,longitudinal,rule:meta:longitudinal
himmelstein-number_series-2025,longitudinal,rule:meta:longitudinal
himmelstein-shipley_abstraction-2025,longitudinal,rule:meta:longitudinal
himmelstein-shipley_vocabulary-2025,longitudinal,rule:meta:longitudinal
hoorani_2022_child_help,longitudinal,rule:meta:longitudinal
hoorani_2022_epreas,longitudinal,rule:meta:longitudinal
hoorani_2022_nps,longitudinal,rule:meta:longitudinal
hoorani_2022_ps,longitudinal,rule:meta:longitudinal
hoorani_2022_sp,longitudinal,rule:meta:longitudinal
hyatt_2023_aggression_aeq,longitudinal,rule:meta:longitudinal
hyatt_2023_aggression_neo,longitudinal,rule:meta:longitudinal
hyatt_2023_aggression_s3_acme,longitudinal,rule:meta:longitudinal
hyatt_2023_aggression_s3_bpaq,longitudinal,rule:meta:longitudinal
hyatt_2023_aggression_s3_cast,longitudinal,rule:meta:longitudinal
hyatt_2023_aggression_s3_daq,longitudinal,rule:meta:longitudinal
hyatt_2023_aggression_s3_srp4,longitudinal,rule:meta:longitudinal
hyatt_2023_aggression_s3_ssis,longitudinal,rule:meta:longitudinal
identity_fusion_gomez_2025,longitudinal,rule:meta:longitudinal
IJLS_Eersel_2024_IJLSreaction,longitudinal,rule:meta:longitudinal
issueirt_votes_shin_2024,longitudinal,rule:meta:longitudinal
jian-wen-low-sepsis-and-trauma-resuscitation-2024,longitudinal,rule:meta:longitudinal
jutte_2024_loneliness,longitudinal,rule:meta:longitudinal
Karim2022_tmoca_subscales_longitudinal,longitudinal,rule:meta:longitudinal
kemp_2019_mss_disorganized,longitudinal,rule:meta:longitudinal
kemp_2019_mss_negative,longitudinal,rule:meta:longitudinal
kemp_2019_mss_positive,longitudinal,rule:meta:longitudinal
kitayama_2022_hweat_retest,longitudinal,rule:meta:longitudinal
kolcu_2025_mmas,longitudinal,rule:meta:longitudinal
kuehner_2017_mw_rumination,longitudinal,rule:meta:longitudinal
lozano_2018_cognition,longitudinal,rule:meta:longitudinal
lozano_2018_getting_along,longitudinal,rule:meta:longitudinal
lozano_2018_life_activities,longitudinal,rule:meta:longitudinal
lozano_2018_mobility,longitudinal,rule:meta:longitudinal
lozano_2018_participation,longitudinal,rule:meta:longitudinal
lozano_2018_self_care,longitudinal,rule:meta:longitudinal
lu_2017_gad7,longitudinal,rule:meta:longitudinal
lu_2017_phq9,longitudinal,rule:meta:longitudinal
lu_2017_pss10,longitudinal,rule:meta:longitudinal
ma2026_bsmas,longitudinal,rule:meta:longitudinal
ma2026_igds,longitudinal,rule:meta:longitudinal
ma2026_sabas,longitudinal,rule:meta:longitudinal
makransky_2016_mcq_correct,longitudinal,rule:meta:longitudinal
makransky_2016_motivation,longitudinal,rule:meta:longitudinal
makransky_2016_self_efficacy,longitudinal,rule:meta:longitudinal
mascherini_2021_meddiet,longitudinal,rule:meta:longitudinal
megart_tonkovic_2021,longitudinal,rule:meta:longitudinal
mendes_2019_snycq,longitudinal,rule:meta:longitudinal
meng_2017_referent_assignment,longitudinal,rule:meta:longitudinal
mental_health_wang_2024_gad,longitudinal,rule:meta:longitudinal
mental_health_wang_2024_phq,longitudinal,rule:meta:longitudinal
mhscdc_fried_2020_dass,longitudinal,rule:meta:longitudinal
mhscdc_fried_2020_ema,longitudinal,rule:meta:longitudinal
mhscdc_fried_2020_loneliness,longitudinal,rule:meta:longitudinal
mhscdc_fried_2020_procrastination,longitudinal,rule:meta:longitudinal
mhscdc_fried_2020_tired,longitudinal,rule:meta:longitudinal
mohamed_2024_ppos,longitudinal,rule:meta:longitudinal
moral_absolutism_goyal_2025_dt,longitudinal,rule:meta:longitudinal
moral_absolutism_goyal_2025_mfq,longitudinal,rule:meta:longitudinal
moral_absolutism_goyal_2025_moral,longitudinal,rule:meta:longitudinal
moral_absolutism_goyal_2025_mr,longitudinal,rule:meta:longitudinal
moral_absolutism_goyal_2025_nfc,longitudinal,rule:meta:longitudinal
moral_absolutism_goyal_2025_pp,longitudinal,rule:meta:longitudinal
moral_absolutism_goyal_2025_stance,longitudinal,rule:meta:longitudinal
moralvignettes_rakhmankulova_2025,longitudinal,rule:meta:longitudinal
morgan_2026_music_personality_bfi,longitudinal,rule:meta:longitudinal
morgan_2026_music_personality_music_activity,longitudinal,rule:meta:longitudinal
morgan_2026_music_personality_pvq,longitudinal,rule:meta:longitudinal
morgan_2026_music_personality_stompr,longitudinal,rule:meta:longitudinal
mq_supremecourt,longitudinal,rule:meta:longitudinal
much_tte_2025_concentrationtask,longitudinal,rule:meta:longitudinal
much_tte_2025_currentmotivation,longitudinal,rule:meta:longitudinal
much_tte_2025_effort,longitudinal,rule:meta:longitudinal
much_tte_2025_matrixreasoning,longitudinal,rule:meta:longitudinal
musifeast17_vanderwalle_2025,longitudinal,rule:meta:longitudinal
nakano_2020_osce_contact_precautions,longitudinal,rule:meta:longitudinal
NAMPRB_Siwiak_2024_SSUB,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_audit,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_bfi,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_cape,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_det,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_ffni,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_hexaco,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_hsns,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_idasii,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_lpfs,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_narq,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_npi,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_phq,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_pid,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_pni,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_rses,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_shs,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_swls,longitudinal,rule:meta:longitudinal
narcissism_schneider_2025_study2_who,longitudinal,rule:meta:longitudinal
nas_rogoza_2024_study5_nas,longitudinal,rule:meta:longitudinal
nas_rogoza_2024_study5_ngs,longitudinal,rule:meta:longitudinal
nas_rogoza_2024_study5_nvs,longitudinal,rule:meta:longitudinal
neurips_2022,longitudinal,rule:meta:longitudinal
onecm_kay_2025,longitudinal,rule:meta:longitudinal
opentsstvr_linnig_2025_vas,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_at,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_bfi,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_brs,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_edeq,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_gad,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_iusc,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_mfq,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_mh,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_pas,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_phq,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_pss,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_pswq_a,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_pswq_c,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_rse,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_school,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_swemws,longitudinal,rule:meta:longitudinal
oxfordcovid_xue_2024_ua,longitudinal,rule:meta:longitudinal
paampsmartsud_saba_2023_amps,longitudinal,rule:meta:longitudinal
paampsmartsud_saba_2023_ders,longitudinal,rule:meta:longitudinal
paampsmartsud_saba_2023_ffmq,longitudinal,rule:meta:longitudinal
paampsmartsud_saba_2023_pacs,longitudinal,rule:meta:longitudinal
paampsmartsud_saba_2023_pss,longitudinal,rule:meta:longitudinal
page_2025_portrait10,longitudinal,rule:meta:longitudinal
papp_silva-martins2023,longitudinal,rule:meta:longitudinal
parenting_anunciacao_2025_affect,longitudinal,rule:meta:longitudinal
parenting_anunciacao_2025_goals,longitudinal,rule:meta:longitudinal
parenting_anunciacao_2025_material_rewards,longitudinal,rule:meta:longitudinal
parenting_anunciacao_2025_materialism,longitudinal,rule:meta:longitudinal
parenting_anunciacao_2025_rejection,longitudinal,rule:meta:longitudinal
parenting_anunciacao_2025_values,longitudinal,rule:meta:longitudinal
pass20_klosowska_2025_pass_online,longitudinal,rule:meta:longitudinal
pellerin2020_3dws,longitudinal,rule:meta:longitudinal
pellerin2020_asti,longitudinal,rule:meta:longitudinal
pellerin2020_cpc_hope,longitudinal,rule:meta:longitudinal
pellerin2020_cpc_optimism,longitudinal,rule:meta:longitudinal
pellerin2020_cpc_selfefficacy,longitudinal,rule:meta:longitudinal
pellerin2020_gq6,longitudinal,rule:meta:longitudinal
pellerin2020_mwbs_gratbeing,longitudinal,rule:meta:longitudinal
pellerin2020_mwbs_pd,longitudinal,rule:meta:longitudinal
pellerin2020_serenity_acceptance,longitudinal,rule:meta:longitudinal
perfectionismlit_2021_prepost,longitudinal,rule:meta:longitudinal
personalitychange_kramer_2025_bfi,longitudinal,rule:meta:longitudinal
personalitychange_kramer_2025_mls,longitudinal,rule:meta:longitudinal
personalitychange_kramer_2025_rses,longitudinal,rule:meta:longitudinal
personalitychange_kramer_2025_sa,longitudinal,rule:meta:longitudinal
personalitychange_kramer_2025_sccs,longitudinal,rule:meta:longitudinal
personalitychange_kramer_2025_si,longitudinal,rule:meta:longitudinal
personalitychange_kramer_2025_swls,longitudinal,rule:meta:longitudinal
peters_2025_att_exp_eval,longitudinal,rule:meta:longitudinal
peters_2025_att_exp_strength,longitudinal,rule:meta:longitudinal
peters_2025_att_instr_eval,longitudinal,rule:meta:longitudinal
peters_2025_att_instr_strength,longitudinal,rule:meta:longitudinal
peters_2025_ciberlite,longitudinal,rule:meta:longitudinal
peters_2025_gen_risk_eval,longitudinal,rule:meta:longitudinal
peters_2025_gen_risk_strength,longitudinal,rule:meta:longitudinal
peters_2025_gnrc_beliefs,longitudinal,rule:meta:longitudinal
peters_2025_hw_frequency,longitudinal,rule:meta:longitudinal
peters_2025_hw_intensity,longitudinal,rule:meta:longitudinal
peters_2025_nrm_desc_behavior,longitudinal,rule:meta:longitudinal
peters_2025_nrm_desc_ident,longitudinal,rule:meta:longitudinal
peters_2025_nrm_inj_approval,longitudinal,rule:meta:longitudinal
peters_2025_nrm_inj_motivation,longitudinal,rule:meta:longitudinal
peters_2025_pbc_cond_power,longitudinal,rule:meta:longitudinal
peters_2025_pbc_cond_presence,longitudinal,rule:meta:longitudinal
peters_2025_pbc_skill_import,longitudinal,rule:meta:longitudinal
peters_2025_pbc_skill_prob,longitudinal,rule:meta:longitudinal
peters_2025_si_current,longitudinal,rule:meta:longitudinal
peters_2025_si_intention,longitudinal,rule:meta:longitudinal
peters_2025_si_trigger,longitudinal,rule:meta:longitudinal
peters_2025_work_precautions,longitudinal,rule:meta:longitudinal
petley_2025_flanker_study2_auditory,longitudinal,rule:meta:longitudinal
petley_2025_flanker_study2_visual,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_adventurous,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_autonomous,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_benevolent,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_capable,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_conforming,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_hedonistic,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_powerful,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_secure,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_single-items,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_traditional,longitudinal,rule:meta:longitudinal
pezzuti_2025_coolpeople_warm,longitudinal,rule:meta:longitudinal
phq_BrummerHoffman_2021,longitudinal,rule:meta:longitudinal
pietraszkiewicz_2017_leader_eval,longitudinal,rule:meta:longitudinal
pks_probability,longitudinal,rule:meta:longitudinal
PMT_Trzcinska_2023_PMT,longitudinal,rule:meta:longitudinal
political_psychology,longitudinal,rule:meta:longitudinal
project_kids_ctopp,longitudinal,rule:meta:longitudinal
project_kids_kbit,longitudinal,rule:meta:longitudinal
project_kids_told_grade,longitudinal,rule:meta:longitudinal
project_kids_told_wave,longitudinal,rule:meta:longitudinal
project_kids_topel,longitudinal,rule:meta:longitudinal
project_kids_tosrec,longitudinal,rule:meta:longitudinal
project_kids_wj_ak_grade,longitudinal,rule:meta:longitudinal
project_kids_wj_ak_wave,longitudinal,rule:meta:longitudinal
project_kids_wj_ap,longitudinal,rule:meta:longitudinal
project_kids_wj_lwid_grade,longitudinal,rule:meta:longitudinal
