irw_version	irw_released_at	dataset	redivis_tag	redivis_released_at	precision	redivis_released_before
184	2025-12-04T23:53:25Z	item_response_warehouse_2	v2.1	2025-11-30T14:03:21Z	bracketed	2025-12-08T13:16:26Z
184	2025-12-04T23:53:25Z	irw_text	v3.7	2025-12-04T23:53:25Z	exact	
184	2025-12-04T23:53:25Z	irw_meta	v9.10	2025-11-24T14:22:25Z	exact	
184	2025-12-04T23:53:25Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
184	2025-12-04T23:53:25Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
185	2025-12-05T15:58:12Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
185	2025-12-05T15:58:12Z	item_response_warehouse_2	v2.1	2025-11-30T14:03:21Z	bracketed	2025-12-08T13:16:26Z
185	2025-12-05T15:58:12Z	irw_text	v3.7	2025-12-04T23:53:25Z	exact	
185	2025-12-05T15:58:12Z	irw_meta	v9.11	2025-12-05T15:58:12Z	exact	
185	2025-12-05T15:58:12Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
185	2025-12-05T15:58:12Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
186	2025-12-05T23:27:08Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
186	2025-12-05T23:27:08Z	item_response_warehouse_2	v2.1	2025-11-30T14:03:21Z	bracketed	2025-12-08T13:16:26Z
186	2025-12-05T23:27:08Z	irw_text	v3.8	2025-12-05T23:27:08Z	exact	
186	2025-12-05T23:27:08Z	irw_meta	v9.11	2025-12-05T15:58:12Z	exact	
186	2025-12-05T23:27:08Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
186	2025-12-05T23:27:08Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
187	2025-12-05T23:29:02Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
187	2025-12-05T23:29:02Z	item_response_warehouse_2	v2.1	2025-11-30T14:03:21Z	bracketed	2025-12-08T13:16:26Z
187	2025-12-05T23:29:02Z	irw_text	v3.8	2025-12-05T23:27:08Z	exact	
187	2025-12-05T23:29:02Z	irw_meta	v9.12	2025-12-05T23:29:02Z	exact	
187	2025-12-05T23:29:02Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
187	2025-12-05T23:29:02Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
188	2025-12-08T13:16:26Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
188	2025-12-08T13:16:26Z	item_response_warehouse_2	v3.0	2025-12-08T13:16:26Z	bracketed	2025-12-13T14:48:07Z
188	2025-12-08T13:16:26Z	irw_text	v3.8	2025-12-05T23:27:08Z	exact	
188	2025-12-08T13:16:26Z	irw_meta	v9.12	2025-12-05T23:29:02Z	exact	
188	2025-12-08T13:16:26Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
188	2025-12-08T13:16:26Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
189	2025-12-11T13:34:34Z	item_response_warehouse	v34.0	2025-12-11T13:34:34Z	bracketed	2025-12-22T18:46:03Z
189	2025-12-11T13:34:34Z	item_response_warehouse_2	v3.0	2025-12-08T13:16:26Z	bracketed	2025-12-13T14:48:07Z
189	2025-12-11T13:34:34Z	irw_text	v3.8	2025-12-05T23:27:08Z	exact	
189	2025-12-11T13:34:34Z	irw_meta	v9.12	2025-12-05T23:29:02Z	exact	
189	2025-12-11T13:34:34Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
189	2025-12-11T13:34:34Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
190	2025-12-12T02:53:19Z	item_response_warehouse	v34.0	2025-12-11T13:34:34Z	bracketed	2025-12-22T18:46:03Z
190	2025-12-12T02:53:19Z	item_response_warehouse_2	v3.0	2025-12-08T13:16:26Z	bracketed	2025-12-13T14:48:07Z
190	2025-12-12T02:53:19Z	irw_text	v3.9	2025-12-12T02:53:19Z	exact	
190	2025-12-12T02:53:19Z	irw_meta	v9.12	2025-12-05T23:29:02Z	exact	
190	2025-12-12T02:53:19Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
190	2025-12-12T02:53:19Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
191	2025-12-13T14:48:07Z	item_response_warehouse	v34.0	2025-12-11T13:34:34Z	bracketed	2025-12-22T18:46:03Z
191	2025-12-13T14:48:07Z	item_response_warehouse_2	v3.1	2025-12-13T14:48:07Z	bracketed	2025-12-31T14:30:41Z
191	2025-12-13T14:48:07Z	irw_text	v3.9	2025-12-12T02:53:19Z	exact	
191	2025-12-13T14:48:07Z	irw_meta	v9.12	2025-12-05T23:29:02Z	exact	
191	2025-12-13T14:48:07Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
191	2025-12-13T14:48:07Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
192	2025-12-18T14:47:42Z	item_response_warehouse	v34.0	2025-12-11T13:34:34Z	bracketed	2025-12-22T18:46:03Z
192	2025-12-18T14:47:42Z	item_response_warehouse_2	v3.1	2025-12-13T14:48:07Z	bracketed	2025-12-31T14:30:41Z
192	2025-12-18T14:47:42Z	irw_text	v3.10	2025-12-18T14:47:42Z	exact	
192	2025-12-18T14:47:42Z	irw_meta	v9.12	2025-12-05T23:29:02Z	exact	
192	2025-12-18T14:47:42Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
192	2025-12-18T14:47:42Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
193	2025-12-22T18:46:03Z	item_response_warehouse	v35.0	2025-12-22T18:46:03Z	bracketed	2025-12-22T18:55:41Z
193	2025-12-22T18:46:03Z	item_response_warehouse_2	v3.1	2025-12-13T14:48:07Z	bracketed	2025-12-31T14:30:41Z
193	2025-12-22T18:46:03Z	irw_text	v3.10	2025-12-18T14:47:42Z	exact	
193	2025-12-22T18:46:03Z	irw_meta	v9.12	2025-12-05T23:29:02Z	exact	
193	2025-12-22T18:46:03Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
193	2025-12-22T18:46:03Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
194	2025-12-22T18:55:41Z	item_response_warehouse	v36.0	2025-12-22T18:55:41Z	bracketed	2026-01-16T14:07:59Z
194	2025-12-22T18:55:41Z	item_response_warehouse_2	v3.1	2025-12-13T14:48:07Z	bracketed	2025-12-31T14:30:41Z
194	2025-12-22T18:55:41Z	irw_text	v3.10	2025-12-18T14:47:42Z	exact	
194	2025-12-22T18:55:41Z	irw_meta	v9.12	2025-12-05T23:29:02Z	exact	
194	2025-12-22T18:55:41Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
194	2025-12-22T18:55:41Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
195	2025-12-22T19:31:33Z	item_response_warehouse	v36.0	2025-12-22T18:55:41Z	bracketed	2026-01-16T14:07:59Z
195	2025-12-22T19:31:33Z	item_response_warehouse_2	v3.1	2025-12-13T14:48:07Z	bracketed	2025-12-31T14:30:41Z
195	2025-12-22T19:31:33Z	irw_text	v3.10	2025-12-18T14:47:42Z	exact	
195	2025-12-22T19:31:33Z	irw_meta	v9.13	2025-12-22T19:31:33Z	exact	
195	2025-12-22T19:31:33Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
195	2025-12-22T19:31:33Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
196	2025-12-31T14:30:41Z	item_response_warehouse	v36.0	2025-12-22T18:55:41Z	bracketed	2026-01-16T14:07:59Z
196	2025-12-31T14:30:41Z	item_response_warehouse_2	v3.2	2025-12-31T14:30:41Z	bracketed	2026-01-05T17:10:48Z
196	2025-12-31T14:30:41Z	irw_text	v3.10	2025-12-18T14:47:42Z	exact	
196	2025-12-31T14:30:41Z	irw_meta	v9.13	2025-12-22T19:31:33Z	exact	
196	2025-12-31T14:30:41Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
196	2025-12-31T14:30:41Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
197	2026-01-04T14:57:28Z	item_response_warehouse	v36.0	2025-12-22T18:55:41Z	bracketed	2026-01-16T14:07:59Z
197	2026-01-04T14:57:28Z	item_response_warehouse_2	v3.2	2025-12-31T14:30:41Z	bracketed	2026-01-05T17:10:48Z
197	2026-01-04T14:57:28Z	irw_text	v3.11	2026-01-04T14:57:28Z	exact	
197	2026-01-04T14:57:28Z	irw_meta	v9.13	2025-12-22T19:31:33Z	exact	
197	2026-01-04T14:57:28Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
197	2026-01-04T14:57:28Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
198	2026-01-05T17:10:48Z	item_response_warehouse	v36.0	2025-12-22T18:55:41Z	bracketed	2026-01-16T14:07:59Z
198	2026-01-05T17:10:48Z	item_response_warehouse_2	v3.3	2026-01-05T17:10:48Z	bracketed	2026-01-19T23:49:01Z
198	2026-01-05T17:10:48Z	irw_text	v3.11	2026-01-04T14:57:28Z	exact	
198	2026-01-05T17:10:48Z	irw_meta	v9.13	2025-12-22T19:31:33Z	exact	
198	2026-01-05T17:10:48Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
198	2026-01-05T17:10:48Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
199	2026-01-08T13:39:17Z	item_response_warehouse	v36.0	2025-12-22T18:55:41Z	bracketed	2026-01-16T14:07:59Z
199	2026-01-08T13:39:17Z	item_response_warehouse_2	v3.3	2026-01-05T17:10:48Z	bracketed	2026-01-19T23:49:01Z
199	2026-01-08T13:39:17Z	irw_text	v3.12	2026-01-08T13:39:17Z	exact	
199	2026-01-08T13:39:17Z	irw_meta	v9.13	2025-12-22T19:31:33Z	exact	
199	2026-01-08T13:39:17Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
199	2026-01-08T13:39:17Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
200	2026-01-09T02:19:36Z	item_response_warehouse	v36.0	2025-12-22T18:55:41Z	bracketed	2026-01-16T14:07:59Z
200	2026-01-09T02:19:36Z	item_response_warehouse_2	v3.3	2026-01-05T17:10:48Z	bracketed	2026-01-19T23:49:01Z
200	2026-01-09T02:19:36Z	irw_text	v3.12	2026-01-08T13:39:17Z	exact	
200	2026-01-09T02:19:36Z	irw_meta	v9.14	2026-01-09T02:19:36Z	exact	
200	2026-01-09T02:19:36Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
200	2026-01-09T02:19:36Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
201	2026-01-15T13:56:08Z	item_response_warehouse	v36.0	2025-12-22T18:55:41Z	bracketed	2026-01-16T14:07:59Z
201	2026-01-15T13:56:08Z	item_response_warehouse_2	v3.3	2026-01-05T17:10:48Z	bracketed	2026-01-19T23:49:01Z
201	2026-01-15T13:56:08Z	irw_text	v3.13	2026-01-15T13:56:08Z	exact	
201	2026-01-15T13:56:08Z	irw_meta	v9.14	2026-01-09T02:19:36Z	exact	
201	2026-01-15T13:56:08Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
201	2026-01-15T13:56:08Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
202	2026-01-16T14:07:59Z	item_response_warehouse	v37.0	2026-01-16T14:07:59Z	bracketed	2026-01-21T21:32:15Z
202	2026-01-16T14:07:59Z	item_response_warehouse_2	v3.3	2026-01-05T17:10:48Z	bracketed	2026-01-19T23:49:01Z
202	2026-01-16T14:07:59Z	irw_text	v3.13	2026-01-15T13:56:08Z	exact	
202	2026-01-16T14:07:59Z	irw_meta	v9.14	2026-01-09T02:19:36Z	exact	
202	2026-01-16T14:07:59Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
202	2026-01-16T14:07:59Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
203	2026-01-16T14:23:35Z	item_response_warehouse	v37.0	2026-01-16T14:07:59Z	bracketed	2026-01-21T21:32:15Z
203	2026-01-16T14:23:35Z	item_response_warehouse_2	v3.3	2026-01-05T17:10:48Z	bracketed	2026-01-19T23:49:01Z
203	2026-01-16T14:23:35Z	irw_text	v3.13	2026-01-15T13:56:08Z	exact	
203	2026-01-16T14:23:35Z	irw_meta	v10.0	2026-01-16T14:23:35Z	exact	
203	2026-01-16T14:23:35Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
203	2026-01-16T14:23:35Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
204	2026-01-19T23:49:01Z	item_response_warehouse	v37.0	2026-01-16T14:07:59Z	bracketed	2026-01-21T21:32:15Z
204	2026-01-19T23:49:01Z	item_response_warehouse_2	v4.0	2026-01-19T23:49:01Z	bracketed	2026-01-21T18:36:46Z
204	2026-01-19T23:49:01Z	irw_text	v3.13	2026-01-15T13:56:08Z	exact	
204	2026-01-19T23:49:01Z	irw_meta	v10.0	2026-01-16T14:23:35Z	exact	
204	2026-01-19T23:49:01Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
204	2026-01-19T23:49:01Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
205	2026-01-21T18:36:46Z	item_response_warehouse	v37.0	2026-01-16T14:07:59Z	bracketed	2026-01-21T21:32:15Z
205	2026-01-21T18:36:46Z	item_response_warehouse_2	v5.0	2026-01-21T18:36:46Z	bracketed	2026-01-25T16:52:12Z
205	2026-01-21T18:36:46Z	irw_text	v3.13	2026-01-15T13:56:08Z	exact	
205	2026-01-21T18:36:46Z	irw_meta	v10.0	2026-01-16T14:23:35Z	exact	
205	2026-01-21T18:36:46Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
205	2026-01-21T18:36:46Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
206	2026-01-21T21:32:15Z	item_response_warehouse	v38.0	2026-01-21T21:32:15Z	bracketed	2026-02-23T18:30:24Z
206	2026-01-21T21:32:15Z	item_response_warehouse_2	v5.0	2026-01-21T18:36:46Z	bracketed	2026-01-25T16:52:12Z
206	2026-01-21T21:32:15Z	irw_text	v3.13	2026-01-15T13:56:08Z	exact	
206	2026-01-21T21:32:15Z	irw_meta	v10.0	2026-01-16T14:23:35Z	exact	
206	2026-01-21T21:32:15Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
206	2026-01-21T21:32:15Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
207	2026-01-22T04:05:21Z	item_response_warehouse	v38.0	2026-01-21T21:32:15Z	bracketed	2026-02-23T18:30:24Z
207	2026-01-22T04:05:21Z	item_response_warehouse_2	v5.0	2026-01-21T18:36:46Z	bracketed	2026-01-25T16:52:12Z
207	2026-01-22T04:05:21Z	irw_text	v3.14	2026-01-22T04:05:21Z	exact	
207	2026-01-22T04:05:21Z	irw_meta	v10.0	2026-01-16T14:23:35Z	exact	
207	2026-01-22T04:05:21Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
207	2026-01-22T04:05:21Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
208	2026-01-22T17:44:44Z	item_response_warehouse	v38.0	2026-01-21T21:32:15Z	bracketed	2026-02-23T18:30:24Z
208	2026-01-22T17:44:44Z	item_response_warehouse_2	v5.0	2026-01-21T18:36:46Z	bracketed	2026-01-25T16:52:12Z
208	2026-01-22T17:44:44Z	irw_text	v3.14	2026-01-22T04:05:21Z	exact	
208	2026-01-22T17:44:44Z	irw_meta	v10.1	2026-01-22T17:44:44Z	exact	
208	2026-01-22T17:44:44Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
208	2026-01-22T17:44:44Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
209	2026-01-25T16:52:12Z	item_response_warehouse	v38.0	2026-01-21T21:32:15Z	bracketed	2026-02-23T18:30:24Z
209	2026-01-25T16:52:12Z	item_response_warehouse_2	v5.1	2026-01-25T16:52:12Z	bracketed	2026-01-30T17:26:37Z
209	2026-01-25T16:52:12Z	irw_text	v3.14	2026-01-22T04:05:21Z	exact	
209	2026-01-25T16:52:12Z	irw_meta	v10.1	2026-01-22T17:44:44Z	exact	
209	2026-01-25T16:52:12Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
209	2026-01-25T16:52:12Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
210	2026-01-29T04:52:20Z	item_response_warehouse	v38.0	2026-01-21T21:32:15Z	bracketed	2026-02-23T18:30:24Z
210	2026-01-29T04:52:20Z	item_response_warehouse_2	v5.1	2026-01-25T16:52:12Z	bracketed	2026-01-30T17:26:37Z
210	2026-01-29T04:52:20Z	irw_text	v3.15	2026-01-29T04:52:20Z	exact	
210	2026-01-29T04:52:20Z	irw_meta	v10.1	2026-01-22T17:44:44Z	exact	
210	2026-01-29T04:52:20Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
210	2026-01-29T04:52:20Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
211	2026-01-30T17:26:37Z	item_response_warehouse	v38.0	2026-01-21T21:32:15Z	bracketed	2026-02-23T18:30:24Z
211	2026-01-30T17:26:37Z	item_response_warehouse_2	v5.2	2026-01-30T17:26:37Z	bracketed	2026-02-02T01:12:04Z
211	2026-01-30T17:26:37Z	irw_text	v3.15	2026-01-29T04:52:20Z	exact	
211	2026-01-30T17:26:37Z	irw_meta	v10.1	2026-01-22T17:44:44Z	exact	
211	2026-01-30T17:26:37Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
211	2026-01-30T17:26:37Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
212	2026-02-02T01:12:04Z	item_response_warehouse	v38.0	2026-01-21T21:32:15Z	bracketed	2026-02-23T18:30:24Z
212	2026-02-02T01:12:04Z	item_response_warehouse_2	v5.3	2026-02-02T01:12:04Z	bracketed	2026-02-13T07:09:50Z
212	2026-02-02T01:12:04Z	irw_text	v3.15	2026-01-29T04:52:20Z	exact	
212	2026-02-02T01:12:04Z	irw_meta	v10.1	2026-01-22T17:44:44Z	exact	
212	2026-02-02T01:12:04Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
212	2026-02-02T01:12:04Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
213	2026-02-13T07:09:50Z	item_response_warehouse	v38.0	2026-01-21T21:32:15Z	bracketed	2026-02-23T18:30:24Z
213	2026-02-13T07:09:50Z	item_response_warehouse_2	v5.4	2026-02-13T07:09:50Z	bracketed	2026-02-24T15:26:34Z
213	2026-02-13T07:09:50Z	irw_text	v3.15	2026-01-29T04:52:20Z	exact	
213	2026-02-13T07:09:50Z	irw_meta	v10.1	2026-01-22T17:44:44Z	exact	
213	2026-02-13T07:09:50Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
213	2026-02-13T07:09:50Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
214	2026-02-23T18:30:24Z	item_response_warehouse	v39.0	2026-02-23T18:30:24Z	bracketed	2026-02-26T12:32:53Z
214	2026-02-23T18:30:24Z	item_response_warehouse_2	v5.4	2026-02-13T07:09:50Z	bracketed	2026-02-24T15:26:34Z
214	2026-02-23T18:30:24Z	irw_text	v3.15	2026-01-29T04:52:20Z	exact	
214	2026-02-23T18:30:24Z	irw_meta	v10.1	2026-01-22T17:44:44Z	exact	
214	2026-02-23T18:30:24Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
214	2026-02-23T18:30:24Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
215	2026-02-23T18:35:43Z	item_response_warehouse	v39.0	2026-02-23T18:30:24Z	bracketed	2026-02-26T12:32:53Z
215	2026-02-23T18:35:43Z	item_response_warehouse_2	v5.4	2026-02-13T07:09:50Z	bracketed	2026-02-24T15:26:34Z
215	2026-02-23T18:35:43Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
215	2026-02-23T18:35:43Z	irw_meta	v10.1	2026-01-22T17:44:44Z	exact	
215	2026-02-23T18:35:43Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
215	2026-02-23T18:35:43Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
216	2026-02-24T15:26:34Z	item_response_warehouse	v39.0	2026-02-23T18:30:24Z	bracketed	2026-02-26T12:32:53Z
216	2026-02-24T15:26:34Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
216	2026-02-24T15:26:34Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
216	2026-02-24T15:26:34Z	irw_meta	v10.1	2026-01-22T17:44:44Z	exact	
216	2026-02-24T15:26:34Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
216	2026-02-24T15:26:34Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
217	2026-02-24T23:07:07Z	item_response_warehouse	v39.0	2026-02-23T18:30:24Z	bracketed	2026-02-26T12:32:53Z
217	2026-02-24T23:07:07Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
217	2026-02-24T23:07:07Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
217	2026-02-24T23:07:07Z	irw_meta	v10.2	2026-02-24T23:07:07Z	exact	
217	2026-02-24T23:07:07Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
217	2026-02-24T23:07:07Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
218	2026-02-25T00:13:53Z	item_response_warehouse	v39.0	2026-02-23T18:30:24Z	bracketed	2026-02-26T12:32:53Z
218	2026-02-25T00:13:53Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
218	2026-02-25T00:13:53Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
218	2026-02-25T00:13:53Z	irw_meta	v10.3	2026-02-25T00:13:53Z	exact	
218	2026-02-25T00:13:53Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
218	2026-02-25T00:13:53Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
219	2026-02-25T00:53:52Z	item_response_warehouse	v39.0	2026-02-23T18:30:24Z	bracketed	2026-02-26T12:32:53Z
219	2026-02-25T00:53:52Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
219	2026-02-25T00:53:52Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
219	2026-02-25T00:53:52Z	irw_meta	v10.4	2026-02-25T00:53:52Z	exact	
219	2026-02-25T00:53:52Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
219	2026-02-25T00:53:52Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
220	2026-02-26T12:32:53Z	item_response_warehouse	v40.0	2026-02-26T12:32:53Z	bracketed	2026-03-11T23:32:33Z
220	2026-02-26T12:32:53Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
220	2026-02-26T12:32:53Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
220	2026-02-26T12:32:53Z	irw_meta	v10.4	2026-02-25T00:53:52Z	exact	
220	2026-02-26T12:32:53Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
220	2026-02-26T12:32:53Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
221	2026-02-26T13:15:23Z	item_response_warehouse	v40.0	2026-02-26T12:32:53Z	bracketed	2026-03-11T23:32:33Z
221	2026-02-26T13:15:23Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
221	2026-02-26T13:15:23Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
221	2026-02-26T13:15:23Z	irw_meta	v10.4	2026-02-25T00:53:52Z	exact	
221	2026-02-26T13:15:23Z	irw_nominal	v1.0	2026-02-26T13:15:23Z	exact	
221	2026-02-26T13:15:23Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
221	2026-02-26T13:15:23Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
222	2026-02-26T18:18:57Z	item_response_warehouse	v40.0	2026-02-26T12:32:53Z	bracketed	2026-03-11T23:32:33Z
222	2026-02-26T18:18:57Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
222	2026-02-26T18:18:57Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
222	2026-02-26T18:18:57Z	irw_meta	v10.5	2026-02-26T18:18:57Z	exact	
222	2026-02-26T18:18:57Z	irw_nominal	v1.0	2026-02-26T13:15:23Z	exact	
222	2026-02-26T18:18:57Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
222	2026-02-26T18:18:57Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
223	2026-02-26T19:22:53Z	item_response_warehouse	v40.0	2026-02-26T12:32:53Z	bracketed	2026-03-11T23:32:33Z
223	2026-02-26T19:22:53Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
223	2026-02-26T19:22:53Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
223	2026-02-26T19:22:53Z	irw_meta	v10.5	2026-02-26T18:18:57Z	exact	
223	2026-02-26T19:22:53Z	irw_nominal	v1.1	2026-02-26T19:22:53Z	exact	
223	2026-02-26T19:22:53Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
223	2026-02-26T19:22:53Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
224	2026-03-05T01:16:14Z	item_response_warehouse	v40.0	2026-02-26T12:32:53Z	bracketed	2026-03-11T23:32:33Z
224	2026-03-05T01:16:14Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
224	2026-03-05T01:16:14Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
224	2026-03-05T01:16:14Z	irw_meta	v10.6	2026-03-05T01:16:14Z	exact	
224	2026-03-05T01:16:14Z	irw_nominal	v1.1	2026-02-26T19:22:53Z	exact	
224	2026-03-05T01:16:14Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
224	2026-03-05T01:16:14Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
225	2026-03-11T23:32:33Z	item_response_warehouse	v41.0	2026-03-11T23:32:33Z	bracketed	2026-03-13T13:16:02Z
225	2026-03-11T23:32:33Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
225	2026-03-11T23:32:33Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
225	2026-03-11T23:32:33Z	irw_meta	v10.6	2026-03-05T01:16:14Z	exact	
225	2026-03-11T23:32:33Z	irw_nominal	v1.1	2026-02-26T19:22:53Z	exact	
225	2026-03-11T23:32:33Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
225	2026-03-11T23:32:33Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
226	2026-03-13T13:16:02Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
226	2026-03-13T13:16:02Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
