table,column,kind,was,now
oxfordcovid_xue_2024_rse,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_school,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_school,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_swemws,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_swemws,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_ua,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_ua,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
PEPABAS2C_Kubicka_2024,Description,fill,NA,Body Appreciation Scale-2 for Children (BAS-2C)
PEPABAS2C_Kubicka_2024,URL__for_data_,fill,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LGXP5A
protestant_workethic,Description,conflict,Data from an online survey that collects participants' sentiments on various 'protestant work ethic' statements,"Data from an online survey that collects participants' sentiments on various ""protestant work ethic"" statements"
rmet_higgins_2022_aq,Description,conflict,"The “Reading the Mind in the Eyes” Test Shows Poor Psychometric Properties in a Large, Demographically Representative U.S. Sample",Autism Spectrum Quotient
rmet_higgins_2022_tas,Description,conflict,"The “Reading the Mind in the Eyes” Test Shows Poor Psychometric Properties in a Large, Demographically Representative U.S. Sample",Toronto Alexithymia Scale
rmet_higgins_2022_tom,Description,conflict,"The “Reading the Mind in the Eyes” Test Shows Poor Psychometric Properties in a Large, Demographically Representative U.S. Sample",Imposing Memory Task (IMT)
rosenberg_selfesteem,Description,conflict,"Data from an interactive version of Experinces in Close Relationships Scale, where participants respond to statements about how they behave with those they have close relationships with","This data was collected online with an interactive version of the Rosenberg Self-Esteem Scale (see Rosenberg, M. (1965). Society and the adolescent self-image. Princeton, NJ: Princeton University Press)."
rosenberg_selfesteem,Reference_x,conflict,"(2014). Roseberg Self-Esteem Scale [dataset and codebook]. http://openpsychometrics.org/_rawdata/RSE.zip///Brennan, K.; Clark, C.; Shaver, P. (1998). Self-report measures of adult romantic attachment. In J. Simpson and W. Rholes, Attachment Theory and Close Relationships. New York: Guilford Press.","(2014). Roseberg Self-Esteem Scale [dataset and codebook]. http://openpsychometrics.org/_rawdata/RSE.zip
"
schoen_2019_to_2022_mkt,URL__for_data_,conflict,"https://osf.io/twgcu/, https://osf.io/u63f4/
https://osf.io/u97hy/,
https://osf.io/agzph/",https://osf.io/twgcu/
threat_isler_2024_exp1_cog_crt,Description,fill,NA,"A preliminary study of how individuals evaluate their personal risks related to health (particularly COVID-19) and resource scarcity (like financial and material shortages) on various rating scales, comparing COVID-19 health threat manipulation to relaxation manipulation (N=253). Items related to CRT."
threat_isler_2024_exp1_cog_crt,URL__for_data_,fill,NA,https://osf.io/grafm/
threat_isler_2024_exp1_cog_panas,Description,fill,NA,"A preliminary study of how individuals evaluate their personal risks related to health (particularly COVID-19) and resource scarcity (like financial and material shortages) on various rating scales, comparing COVID-19 health threat manipulation to relaxation manipulation (N=253). Items related to PANAS"
threat_isler_2024_exp1_cog_panas,URL__for_data_,fill,NA,https://osf.io/grafm/
threat_isler_2024_exp1_incentive_crt,Description,fill,NA,"A preliminary study of how individuals evaluate their personal risks related to health (particularly COVID-19) and resource scarcity (like financial and material shortages) on various rating scales, across three types of task incentivization (no-bonus, individual bonus, lottery bonus) (N=253). Items related to CRT."
threat_isler_2024_exp1_incentive_crt,URL__for_data_,fill,NA,https://osf.io/grafm/
threat_isler_2024_exp1_incentive_panas,Description,fill,NA,"A preliminary study of how individuals evaluate their personal risks related to health (particularly COVID-19) and resource scarcity (like financial and material shortages) on various rating scales, across three types of task incentivization (no-bonus, individual bonus, lottery bonus) (N=253). Items related to PANAS."
threat_isler_2024_exp1_incentive_panas,URL__for_data_,fill,NA,https://osf.io/grafm/
threat_isler_2024_exp2_cog_crt,Description,fill,NA,"A preliminary study of how individuals evaluate their personal risks related to health (particularly COVID-19) and resource scarcity (like financial and material shortages) on various rating scales, comparing COVID-19 health threat manipulation to relaxation manipulation (N=433). Items related to CRT."
threat_isler_2024_exp2_cog_crt,URL__for_data_,fill,NA,https://osf.io/grafm/
threat_isler_2024_exp2_cog_panas,Description,fill,NA,"A preliminary study of how individuals evaluate their personal risks related to health (particularly COVID-19) and resource scarcity (like financial and material shortages) on various rating scales, comparing COVID-19 health threat manipulation to relaxation manipulation (N=433). Items related to PANAS."
threat_isler_2024_exp2_cog_panas,URL__for_data_,fill,NA,https://osf.io/grafm/
threat_isler_2024_exp2_picture_crt,Description,fill,NA,"A preliminary study of how individuals evaluate their personal risks related to health (particularly COVID-19) and resource scarcity (like financial and material shortages) on various rating scales, testing the effects of pictures vs no pictures in the manipulations (N=433). Items related to CRT."
threat_isler_2024_exp2_picture_crt,URL__for_data_,fill,NA,https://osf.io/grafm/
threat_isler_2024_exp2_picture_panas,Description,fill,NA,"A preliminary study of how individuals evaluate their personal risks related to health (particularly COVID-19) and resource scarcity (like financial and material shortages) on various rating scales, testing the effects of pictures vs no pictures in the manipulations (N=433). Items related to PANAS."
threat_isler_2024_exp2_picture_panas,URL__for_data_,fill,NA,https://osf.io/grafm/
threat_isler_2024_exp3_cog_panas,Description,fill,NA,A large-scale validation study comparing health threat and relaxation manipulations to a control condition (N=1777)
threat_isler_2024_exp3_cog_panas,URL__for_data_,fill,NA,https://osf.io/grafm/
threat_isler_2024_exp4_cog_crt,Description,fill,NA,A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.
threat_isler_2024_exp4_cog_crt,URL__for_data_,fill,NA,https://osf.io/grafm/
threat_isler_2024_exp4_cog_panas,Description,fill,NA,A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to PANAS.
threat_isler_2024_exp4_cog_panas,URL__for_data_,fill,NA,https://osf.io/grafm/
validatedtouchvideo_smit_2025_arousal,Description,conflict,The Validated Touch-Video Database - hedonic classification,The Validated Touch-Video Database - perceived arousal rating
validatedtouchvideo_smit_2025_arousal,URL__for_data_,conflict,https://link.springer.com/article/10.3758/s13428-025-02655-w,https://osf.io/jvkqa/
validatedtouchvideo_smit_2025_category,URL__for_data_,conflict,https://link.springer.com/article/10.3758/s13428-025-02655-w,https://osf.io/jvkqa/
validatedtouchvideo_smit_2025_strength,Description,conflict,The Validated Touch-Video Database - perceived threat rating,The Validated Touch-Video Database - hedonic classification
validatedtouchvideo_smit_2025_strength,URL__for_data_,conflict,https://link.springer.com/article/10.3758/s13428-025-02655-w,https://osf.io/jvkqa/
validatedtouchvideo_smit_2025_threat,Description,conflict,The Validated Touch-Video Database - perceived arousal rating,The Validated Touch-Video Database - perceived threat rating
validatedtouchvideo_smit_2025_threat,URL__for_data_,conflict,https://link.springer.com/article/10.3758/s13428-025-02655-w,https://osf.io/jvkqa/
west_2021_retaliatory_aggression_acq,DOI__for_paper_,conflict,10.1037/mot0000252,10.1037/mot0000248
west_2021_retaliatory_aggression_ars,DOI__for_paper_,conflict,10.1037/mot0000249,10.1037/mot0000248
west_2021_retaliatory_aggression_bpaq,DOI__for_paper_,conflict,10.1037/mot0000250,10.1037/mot0000248
west_2021_retaliatory_aggression_cast,DOI__for_paper_,conflict,10.1037/mot0000251,10.1037/mot0000248
west_2021_retaliatory_aggression_study3_sd3_psychopathy,DOI__for_paper_,conflict,10.1037/mot0000253,10.1037/mot0000248
west_2021_retaliatory_aggression_study4_deq,DOI__for_paper_,conflict,10.1037/mot0000254,10.1037/mot0000248
